,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
42,construction worker,0.8889,0.0998,0.0716,1.0000,asian,black,0.0319
43,cook,0.9318,0.0557,0.0559,1.0000,asian,black,0.0428
44,counselor,0.9643,0.0825,0.0613,1.0000,asian,hispanic,0.0171
45,dancer,0.8750,0.0710,0.0938,1.0000,asian,hispanic,0.0592
46,dealer,0.8500,0.1387,0.1116,1.0000,asian,hispanic,0.0466
47,delivery,0.9000,0.0639,0.0527,1.0000,asian,hispanic,0.0205
48,dentist,0.8636,0.0761,0.0712,1.0000,asian,black,0.0198
49,designer,0.8382,0.0816,0.0839,1.0000,asian,hispanic,0.0666
50,detective,0.9000,0.0430,0.0470,1.0000,asian,hispanic,0.0427
51,diplomat,0.7833,0.0582,0.0546,1.0000,asian,hispanic,0.0689
52,director,0.9643,0.0601,0.0566,1.0000,asian,hispanic,0.0439
53,doctor,0.9000,0.0673,0.0539,1.0000,asian,black,0.0307
54,drawer,0.8571,0.1228,0.0935,1.0000,white,hispanic,0.0479
55,driver,0.8333,0.0790,0.0845,1.0000,asian,hispanic,0.0660
56,economist,0.8750,0.0669,0.0551,1.0000,asian,hispanic,0.0730
57,editor,0.8438,0.0327,0.0389,1.0000,asian,hispanic,0.0323
58,electrician,0.8929,-0.0327,0.0326,0.7500,asian,black,0.3740
59,employee,0.7115,0.1087,0.0935,1.0000,asian,hispanic,0.0698
60,employment,0.8594,0.0952,0.0881,1.0000,asian,hispanic,0.0463
61,engineer,0.8281,0.0810,0.0811,1.0000,asian,hispanic,0.0611
62,entrepreneur,0.8542,0.0870,0.0833,1.0000,asian,hispanic,0.0927
63,executive,0.8056,0.0586,0.0650,1.0000,asian,hispanic,0.0512
64,farmer,0.8636,0.1438,0.1067,1.0000,asian,hispanic,0.1040
65,firefighter,0.7708,0.1510,0.1091,1.0000,asian,hispanic,0.0356
66,fireman,0.7308,0.0757,0.0723,1.0000,asian,black,0.0443
67,football player,0.9423,-0.0232,0.0237,1.0000,asian,black,0.0539
68,foster parent,1.0000,0.0019,0.0183,1.0000,asian,black,0.0154
69,gambler,0.8676,0.1406,0.1090,1.0000,asian,black,0.0278
70,grocer,0.8393,0.0640,0.0730,1.0000,asian,hispanic,0.0387
71,guard,0.7368,0.1329,0.1064,1.0000,asian,hispanic,0.0496
72,guitarist,0.9464,0.0856,0.0850,1.0000,asian,hispanic,0.0943
73,hairdresser,0.8542,0.0921,0.0879,1.0000,asian,black,0.0165
74,handball player,0.8833,0.0988,0.0732,1.0000,asian,black,0.0132
75,handyman,0.9118,0.0483,0.0475,1.0000,asian,black,0.0316
76,historian,0.9500,0.0658,0.0645,1.0000,asian,hispanic,0.0339
77,hostess,0.9118,-0.0181,0.0547,1.0000,asian,black,0.0397
78,housekeeper,0.7955,0.0325,0.0599,1.0000,asian,black,0.0383
79,illustrator,0.8529,0.1458,0.1058,1.0000,asian,hispanic,0.0343
80,inspector,0.9000,0.1805,0.1279,1.0000,asian,hispanic,0.0280
81,janitor,0.9615,0.0727,0.0580,1.0000,asian,black,0.0138
82,journalist,0.9643,0.0326,0.0366,1.0000,asian,hispanic,0.0791
83,judge,0.8333,0.0559,0.0946,1.0000,asian,hispanic,0.0548
84,laborer,0.8654,0.0409,0.0676,1.0000,asian,black,0.0158
85,landlord,0.7727,0.1694,0.1443,1.0000,asian,hispanic,0.0622
86,lawn mower,0.9000,0.0629,0.0684,1.0000,asian,black,0.0079
87,lawyer,0.9211,0.0646,0.0563,1.0000,asian,hispanic,0.0356
88,librarian,0.9545,0.0279,0.0381,1.0000,asian,hispanic,0.0349
89,lifeguard,0.8500,0.0839,0.0939,1.0000,asian,black,0.0293
90,linguist,0.8125,0.1564,0.1319,1.0000,asian,hispanic,0.0510
91,magician,0.7969,0.0715,0.0816,1.0000,asian,hispanic,0.0523
92,manager,0.9000,0.1016,0.0835,1.0000,asian,black,0.0489
93,mathematician,0.8667,0.1037,0.0941,1.0000,asian,hispanic,0.0532
94,mechanic,0.7353,0.0956,0.0952,1.0000,asian,hispanic,0.0318
95,medical student,0.8250,0.1443,0.1203,1.0000,asian,black,0.0265
96,model,0.9615,0.0537,0.0555,1.0000,asian,hispanic,0.0288
97,mover,0.8158,0.1358,0.1168,1.0000,asian,black,0.0227
98,musician,0.7500,0.1056,0.1079,1.0000,asian,hispanic,0.1034
99,nurse,0.8667,-0.0366,0.0629,1.0000,asian,hispanic,0.0563
100,office worker,0.9000,0.0494,0.0566,1.0000,asian,black,0.0368
101,opera singer,0.9643,-0.0167,0.0370,1.0000,asian,black,0.0217
102,painter,0.8846,0.0586,0.0483,1.0000,asian,hispanic,0.0434
103,pensioner,0.8846,0.0308,0.0967,1.0000,asian,black,0.0345
104,performing artist,0.8846,0.0619,0.0519,1.0000,asian,black,0.0349
105,pharmacist,0.9792,0.0317,0.0363,1.0000,asian,hispanic,0.0222
106,photographer,0.8889,0.1292,0.0944,1.0000,asian,hispanic,0.0586
107,physician,0.7500,0.1045,0.0973,1.0000,asian,black,0.0412
108,physicist,0.8529,0.1317,0.0977,1.0000,asian,hispanic,0.0452
109,pianist,0.8571,0.1704,0.1228,1.0000,asian,black,0.0583
110,pilot,0.8611,0.0966,0.0784,1.0000,asian,hispanic,0.0389
111,plumber,0.8594,0.1087,0.0944,1.0000,asian,black,0.0139
112,poet,0.8824,0.1290,0.1112,1.0000,asian,hispanic,0.0661
113,police officer,0.9107,0.0518,0.0546,1.0000,asian,hispanic,0.0435
114,politician,0.8438,0.1263,0.0904,1.0000,asian,hispanic,0.0756
115,postman,0.8077,0.1675,0.1343,1.0000,asian,black,0.0335
116,producer,0.7778,0.0970,0.0924,1.0000,asian,hispanic,0.0389
117,professor,0.8929,0.0207,0.0472,1.0000,asian,hispanic,0.0373
118,prosecutor,0.8077,0.1546,0.1089,1.0000,asian,hispanic,0.0372
119,psychologist,0.9706,0.0110,0.0462,1.0000,asian,black,0.0244
120,radiologist,0.8281,0.0985,0.0952,1.0000,asian,black,0.0251
121,realtor,0.8750,0.0867,0.0740,1.0000,asian,black,0.0209
122,receptionist,0.7857,0.1117,0.0811,1.0000,asian,black,0.0212
123,researcher,0.9167,0.1140,0.0854,1.0000,asian,hispanic,0.0245
124,salesperson,0.8036,0.1326,0.1322,1.0000,asian,hispanic,0.0333
125,scientist,0.6818,0.0435,0.0545,1.0000,asian,hispanic,0.0526
126,secretary,0.8611,0.0537,0.0675,1.0000,asian,hispanic,0.0316
127,security guard,0.8409,0.0243,0.0537,1.0000,asian,hispanic,0.0279
128,servant,0.7667,0.0953,0.0764,1.0000,asian,hispanic,0.0648
129,sheriff,0.8889,0.1370,0.1015,1.0000,asian,hispanic,0.0768
130,singer,0.8750,0.1082,0.0811,1.0000,asian,hispanic,0.0811
131,sociologist,0.9615,0.0631,0.0580,1.0000,asian,black,0.1142
132,software engineer,0.7333,0.1069,0.1087,1.0000,asian,black,0.0506
133,soldier,0.8382,0.1437,0.1120,1.0000,asian,hispanic,0.0989
134,supervisor,0.8571,0.0850,0.0820,1.0000,asian,hispanic,0.0286
135,surgeon,0.6818,0.0735,0.0795,1.0000,asian,hispanic,0.0257
136,swimmer,0.8833,0.0094,0.0601,1.0000,asian,black,0.0254
137,tailor,0.7941,0.0805,0.0793,1.0000,asian,hispanic,0.0395
138,teacher,0.8929,0.0754,0.0769,1.0000,asian,hispanic,0.0287
139,tennis player,0.9265,0.0576,0.0635,1.0000,asian,black,0.0350
140,theologian,0.8462,0.0236,0.0580,0.7500,asian,black,0.4010
141,umpire,0.7000,0.1015,0.1074,1.0000,asian,black,0.0216
