,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
135,surgeon,0.5833,0.4444,0.3122,1.0000,,,0.0033,0.1578,0.9922,black,hispanic
33,chess player,0.5000,0.4158,0.3125,1.0000,,,0.0029,0.1577,0.9908,white,hispanic
127,security guard,0.5833,0.4603,0.3092,1.0000,,,0.0054,0.1573,0.9921,black,hispanic
4,aeronautical engineer,0.6667,0.4580,0.3070,1.0000,,,0.0045,0.1558,0.9919,black,hispanic
105,pharmacist,0.5000,0.4532,0.3068,1.0000,,,0.0039,0.1554,0.9897,black,asian
64,farmer,0.6667,0.4405,0.3033,1.0000,,,0.0054,0.1543,0.9919,black,hispanic
26,butcher,0.5833,0.4460,0.3055,1.0000,,,0.0031,0.1543,0.9920,white,hispanic
22,boxer,0.6667,0.4501,0.3018,1.0000,,,0.0063,0.1540,0.9912,black,hispanic
116,producer,0.5833,0.4164,0.3036,1.0000,,,0.0042,0.1539,0.9914,black,hispanic
34,chief,0.6667,0.4374,0.3011,1.0000,,,0.0062,0.1536,0.9912,black,hispanic
118,prosecutor,0.5000,0.4358,0.3012,1.0000,,,0.0050,0.1531,0.9915,black,hispanic
52,director,0.5000,0.4459,0.3016,1.0000,,,0.0035,0.1526,0.9927,black,hispanic
70,grocer,0.5833,0.4264,0.2973,1.0000,,,0.0055,0.1514,0.9881,white,hispanic
125,scientist,0.5833,0.4234,0.2966,1.0000,,,0.0056,0.1511,0.9915,black,hispanic
94,mechanic,0.5833,0.4181,0.2989,1.0000,,,0.0031,0.1510,0.9906,white,asian
93,mathematician,0.5833,0.4086,0.2863,1.0000,,,0.0157,0.1510,0.9863,white,hispanic
56,economist,0.5833,0.4173,0.2916,1.0000,,,0.0095,0.1506,0.9907,black,hispanic
19,banker,0.5833,0.4278,0.2961,1.0000,,,0.0041,0.1501,0.9920,black,hispanic
139,tennis player,0.5000,0.3936,0.2942,1.0000,,,0.0054,0.1498,0.9902,black,hispanic
91,magician,0.5833,0.4099,0.2929,1.0000,,,0.0051,0.1490,0.9917,white,hispanic
32,chemist,0.6667,0.4181,0.2881,1.0000,,,0.0069,0.1475,0.9880,white,hispanic
50,detective,0.6667,0.4235,0.2898,1.0000,,,0.0047,0.1473,0.9895,white,hispanic
48,dentist,0.5833,0.4251,0.2909,1.0000,,,0.0032,0.1470,0.9904,black,asian
42,construction worker,0.5833,0.4189,0.2905,1.0000,,,0.0035,0.1470,0.9906,black,hispanic
7,analyst,0.5833,0.4041,0.2889,1.0000,,,0.0041,0.1465,0.9914,black,hispanic
24,builder,0.5833,0.3976,0.2880,1.0000,,,0.0034,0.1457,0.9918,white,hispanic
21,bartender,0.5000,0.4029,0.2890,1.0000,,,0.0023,0.1456,0.9923,white,asian
55,driver,0.5000,0.3811,0.2869,1.0000,,,0.0034,0.1452,0.9931,black,hispanic
98,musician,0.5833,0.3722,0.2835,1.0000,,,0.0067,0.1451,0.9910,black,hispanic
12,astronomer,0.6667,0.4090,0.2828,1.0000,,,0.0073,0.1451,0.9874,white,hispanic
1,accountant,0.5833,0.3993,0.2848,1.0000,,,0.0039,0.1444,0.9923,white,hispanic
107,physician,0.4167,0.4040,0.2838,1.0000,,,0.0039,0.1439,0.9894,black,asian
39,comedian,0.5833,0.3983,0.2824,1.0000,,,0.0046,0.1435,0.9921,black,hispanic
71,guard,0.6667,0.4066,0.2829,1.0000,,,0.0036,0.1432,0.9905,black,hispanic
85,landlord,0.5833,0.3962,0.2831,1.0000,,,0.0026,0.1428,0.9928,black,hispanic
2,actor,0.5833,0.3959,0.2805,1.0000,,,0.0045,0.1425,0.9912,black,hispanic
87,lawyer,0.5833,0.4014,0.2799,1.0000,,,0.0046,0.1422,0.9915,black,hispanic
16,auditor,0.5833,0.3733,0.2777,1.0000,,,0.0053,0.1415,0.9905,black,hispanic
109,pianist,0.5833,0.3851,0.2770,1.0000,,,0.0035,0.1402,0.9927,black,hispanic
74,handball player,0.5833,0.3957,0.2774,1.0000,,,0.0030,0.1402,0.9919,black,hispanic
51,diplomat,0.6667,0.4133,0.2762,1.0000,,,0.0037,0.1399,0.9930,black,hispanic
5,agent,0.5000,0.3577,0.2750,1.0000,,,0.0038,0.1394,0.9910,white,hispanic
0,academic,0.5833,0.3656,0.2699,1.0000,,,0.0089,0.1394,0.9846,black,hispanic
13,athlete,0.5000,0.3414,0.2737,1.0000,,,0.0049,0.1393,0.9908,white,hispanic
124,salesperson,0.5000,0.3502,0.2744,1.0000,,,0.0034,0.1389,0.9901,black,asian
46,dealer,0.5833,0.3588,0.2740,1.0000,,,0.0032,0.1386,0.9911,white,hispanic
102,painter,0.5000,0.3613,0.2727,1.0000,,,0.0038,0.1382,0.9914,white,hispanic
120,radiologist,0.5833,0.4027,0.2729,1.0000,,,0.0035,0.1382,0.9912,black,asian
104,performing artist,0.5000,0.3261,0.2710,1.0000,,,0.0047,0.1379,0.9907,white,hispanic
18,baker,0.5000,0.3583,0.2717,1.0000,,,0.0038,0.1378,0.9924,black,hispanic
83,judge,0.5833,0.3712,0.2716,1.0000,,,0.0039,0.1377,0.9912,black,hispanic
119,psychologist,0.5833,0.3684,0.2703,1.0000,,,0.0042,0.1372,0.9900,black,hispanic
82,journalist,0.5833,0.3793,0.2694,1.0000,,,0.0048,0.1371,0.9910,black,hispanic
49,designer,0.5833,0.3511,0.2683,1.0000,,,0.0051,0.1367,0.9912,black,hispanic
95,medical student,0.5833,0.3855,0.2700,1.0000,,,0.0033,0.1367,0.9898,black,asian
25,businessperson,0.5833,0.3360,0.2679,1.0000,,,0.0045,0.1362,0.9891,black,hispanic
37,clerk,0.5000,0.3627,0.2688,1.0000,,,0.0032,0.1360,0.9918,black,hispanic
35,civil,0.6667,0.3119,0.2572,1.0000,,,0.0084,0.1328,0.9822,black,hispanic
59,employee,0.5000,0.3169,0.2606,1.0000,,,0.0044,0.1325,0.9893,black,hispanic
53,doctor,0.5833,0.3704,0.2611,1.0000,,,0.0034,0.1322,0.9908,black,hispanic
23,broker,0.5833,0.3384,0.2615,1.0000,,,0.0030,0.1322,0.9918,black,hispanic
134,supervisor,0.5833,0.3563,0.2612,1.0000,,,0.0032,0.1322,0.9913,black,hispanic
79,illustrator,0.5000,0.3371,0.2613,1.0000,,,0.0030,0.1321,0.9919,black,hispanic
86,lawn mower,0.5833,0.3599,0.2574,1.0000,,,0.0064,0.1319,0.9826,black,asian
137,tailor,0.5833,0.3699,0.2595,1.0000,,,0.0036,0.1316,0.9908,white,hispanic
20,barber,0.5833,0.3538,0.2603,1.0000,,,0.0027,0.1315,0.9925,black,hispanic
60,employment,0.5000,0.2373,0.2434,1.0000,,,0.0171,0.1302,0.9577,black,asian
62,entrepreneur,0.5833,0.3187,0.2537,1.0000,,,0.0055,0.1296,0.9927,white,hispanic
81,janitor,0.5833,0.3680,0.2551,1.0000,,,0.0025,0.1288,0.9921,black,hispanic
41,composer,0.5833,0.3401,0.2525,1.0000,,,0.0047,0.1286,0.9922,black,hispanic
123,researcher,0.5833,0.3340,0.2540,1.0000,,,0.0028,0.1284,0.9916,black,hispanic
76,historian,0.5833,0.3575,0.2516,1.0000,,,0.0051,0.1284,0.9911,white,hispanic
10,artist,0.5000,0.2973,0.2508,1.0000,,,0.0045,0.1277,0.9918,white,hispanic
130,singer,0.5833,0.3329,0.2457,1.0000,,,0.0069,0.1263,0.9923,black,hispanic
3,administrator,0.5000,0.3119,0.2489,1.0000,,,0.0036,0.1262,0.9903,black,hispanic
112,poet,0.5833,0.3205,0.2455,1.0000,,,0.0064,0.1260,0.9914,black,hispanic
84,laborer,0.5833,0.3463,0.2490,1.0000,,,0.0028,0.1259,0.9916,black,asian
90,linguist,0.5833,0.3544,0.2461,1.0000,,,0.0056,0.1258,0.9871,black,asian
77,hostess,0.5000,-0.2632,0.2483,1.0000,,,0.0024,0.1254,0.9928,black,hispanic
11,assistant,0.5000,0.2698,0.2473,1.0000,,,0.0033,0.1253,0.9912,black,hispanic
131,sociologist,0.5833,0.3285,0.2468,1.0000,,,0.0029,0.1249,0.9909,black,asian
106,photographer,0.5833,0.3173,0.2434,1.0000,,,0.0034,0.1234,0.9920,white,hispanic
43,cook,0.5833,0.3092,0.2417,1.0000,,,0.0039,0.1228,0.9924,black,hispanic
128,servant,0.5833,0.2111,0.2384,1.0000,,,0.0056,0.1220,0.9898,white,hispanic
17,author,0.5833,0.2496,0.2378,1.0000,,,0.0040,0.1209,0.9919,black,hispanic
45,dancer,0.5000,0.2239,0.2320,1.0000,,,0.0062,0.1191,0.9924,white,hispanic
47,delivery,0.6667,0.2216,0.2283,1.0000,,,0.0087,0.1185,0.9705,white,asian
96,model,0.6667,0.1244,0.2224,1.0000,,,0.0127,0.1175,0.9666,white,asian
101,opera singer,0.5833,0.2805,0.2267,1.0000,,,0.0079,0.1173,0.9921,black,hispanic
138,teacher,0.5000,0.3122,0.2316,1.0000,,,0.0028,0.1172,0.9926,black,hispanic
57,editor,0.5833,0.2888,0.2296,1.0000,,,0.0027,0.1162,0.9923,black,hispanic
100,office worker,0.5833,0.3033,0.2277,1.0000,,,0.0041,0.1159,0.9892,black,asian
121,realtor,0.5000,0.2240,0.2230,1.0000,,,0.0037,0.1133,0.9916,black,hispanic
27,butler,0.4167,0.3076,0.2229,1.0000,,,0.0034,0.1132,0.9899,black,hispanic
136,swimmer,0.5833,0.2749,0.2235,1.0000,,,0.0025,0.1130,0.9923,white,hispanic
54,drawer,0.5833,0.2323,0.2024,1.0000,,,0.0203,0.1114,0.9569,white,asian
89,lifeguard,0.6667,0.3146,0.2193,1.0000,,,0.0028,0.1111,0.9926,white,hispanic
36,cleaner,0.5833,0.2266,0.2179,1.0000,,,0.0023,0.1101,0.9916,white,asian
44,counselor,0.5000,0.2003,0.2139,1.0000,,,0.0026,0.1082,0.9932,black,hispanic
29,cashier,0.5000,0.2145,0.2138,1.0000,,,0.0024,0.1081,0.9917,white,asian
103,pensioner,0.5833,0.2763,0.2089,1.0000,,,0.0062,0.1075,0.9907,black,hispanic
14,attendant,0.5833,0.1711,0.2067,1.0000,,,0.0030,0.1049,0.9915,black,hispanic
97,mover,0.8333,0.2586,0.2067,1.0000,,,0.0025,0.1046,0.9919,white,hispanic
15,attourney,0.8333,0.1272,0.1744,1.0000,,,0.0072,0.0908,0.9808,hispanic,black
126,secretary,0.4167,0.1922,0.1706,1.0000,,,0.0053,0.0879,0.9893,black,hispanic
122,receptionist,0.5833,0.1309,0.1720,1.0000,,,0.0027,0.0873,0.9919,black,asian
68,foster parent,0.6667,0.0398,0.1545,1.0000,,,0.0023,0.0784,0.9930,black,hispanic
99,nurse,0.3333,0.0144,0.1515,1.0000,,,0.0027,0.0771,0.9923,black,asian
78,housekeeper,0.5833,0.0949,0.1446,1.0000,,,0.0040,0.0743,0.9923,black,hispanic
88,librarian,0.5000,0.1377,0.1449,1.0000,,,0.0030,0.0739,0.9924,black,hispanic
73,hairdresser,0.3333,0.0021,0.1312,1.0000,,,0.0031,0.0672,0.9920,black,hispanic
