,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
97,successful,0.6667,0.2309,0.2224,1.0000,,,0.0024,0.1124,0.9919,black,hispanic
113,wealthy,0.7500,0.2909,0.2193,1.0000,,,0.0054,0.1124,0.9917,white,hispanic
74,powerful,0.6667,0.2604,0.2211,1.0000,,,0.0031,0.1121,0.9914,white,hispanic
46,healthy,0.6667,0.1581,0.2202,1.0000,,,0.0026,0.1114,0.9913,white,hispanic
51,immature,0.8333,0.2544,0.2199,1.0000,,,0.0021,0.1110,0.9911,black,hispanic
16,comfortable,0.5000,0.1995,0.2177,1.0000,,,0.0018,0.1097,0.9922,black,hispanic
84,rude,0.6667,0.2219,0.2166,1.0000,,,0.0029,0.1097,0.9908,black,hispanic
58,late,0.6667,0.2281,0.2173,1.0000,,,0.0017,0.1095,0.9916,black,asian
99,suspicious,0.7500,0.2789,0.2178,1.0000,,,0.0011,0.1095,0.9926,black,hispanic
23,desperate,0.6667,0.2475,0.2165,1.0000,,,0.0018,0.1092,0.9936,black,hispanic
48,hopeless,0.5833,0.1898,0.2158,1.0000,,,0.0020,0.1089,0.9920,black,hispanic
93,strange,0.6667,0.2405,0.2150,1.0000,,,0.0025,0.1088,0.9913,hispanic,white
72,polite,0.5833,0.1739,0.2152,1.0000,,,0.0021,0.1086,0.9927,white,hispanic
62,mad,0.6667,0.2576,0.2134,1.0000,,,0.0026,0.1080,0.9911,black,hispanic
115,welcome,0.6667,0.1782,0.2140,1.0000,,,0.0017,0.1079,0.9921,white,hispanic
68,nervous,0.7500,0.1642,0.2148,1.0000,,,0.0007,0.1078,0.9929,black,asian
79,respected,0.6667,0.2526,0.2109,1.0000,,,0.0031,0.1070,0.9918,black,hispanic
8,callous,0.7500,0.2651,0.2126,1.0000,,,0.0013,0.1070,0.9925,black,asian
109,upset,0.7500,0.1652,0.2126,1.0000,,,0.0010,0.1068,0.9932,black,hispanic
78,ready,0.6667,0.2005,0.2096,1.0000,,,0.0024,0.1060,0.9912,white,hispanic
52,important,0.7500,0.1979,0.2083,1.0000,,,0.0026,0.1055,0.9919,black,hispanic
25,dishonest,0.7500,0.2802,0.2073,1.0000,,,0.0035,0.1054,0.9898,black,hispanic
66,naggy,0.7500,0.1555,0.2033,1.0000,,,0.0059,0.1046,0.9827,black,asian
19,crafty,0.6667,0.2299,0.2057,1.0000,,,0.0033,0.1045,0.9927,black,hispanic
7,burly,0.7500,0.2628,0.2067,1.0000,,,0.0023,0.1045,0.9911,black,asian
104,tough,0.6667,0.2471,0.2060,1.0000,,,0.0017,0.1039,0.9925,black,hispanic
34,flamboyant,0.6667,0.2354,0.2061,1.0000,,,0.0014,0.1038,0.9926,black,hispanic
28,excited,0.7500,0.1728,0.2055,1.0000,,,0.0009,0.1032,0.9935,white,hispanic
56,intelligent,0.7500,0.1745,0.2009,1.0000,,,0.0029,0.1019,0.9917,white,hispanic
61,luxurious,0.5833,0.2086,0.1914,1.0000,,,0.0122,0.1018,0.9885,asian,hispanic
103,timid,0.6667,0.1854,0.2022,1.0000,,,0.0013,0.1018,0.9929,black,hispanic
59,lazy,0.7500,0.2134,0.2021,1.0000,,,0.0014,0.1018,0.9926,black,hispanic
38,gentle,0.5833,0.1390,0.2016,1.0000,,,0.0016,0.1016,0.9931,white,hispanic
26,dumb,0.8333,0.2748,0.2002,1.0000,,,0.0022,0.1012,0.9913,black,hispanic
33,fit,0.6667,0.1978,0.1996,1.0000,,,0.0027,0.1012,0.9915,white,hispanic
82,right,0.5833,0.2423,0.1998,1.0000,,,0.0022,0.1010,0.9905,black,hispanic
81,rich,0.7500,0.2506,0.1964,1.0000,,,0.0056,0.1010,0.9912,white,hispanic
106,ugly,0.8333,0.1275,0.1962,1.0000,,,0.0051,0.1007,0.9889,black,white
42,gross,0.7500,0.1612,0.1992,1.0000,,,0.0017,0.1005,0.9917,black,hispanic
94,strong,0.7500,0.1767,0.1987,1.0000,,,0.0020,0.1004,0.9916,black,hispanic
10,careful,0.6667,0.2050,0.1980,1.0000,,,0.0012,0.0996,0.9932,white,hispanic
88,slim,0.7500,0.1114,0.1900,1.0000,,,0.0054,0.0977,0.9909,white,black
85,sad,0.7500,0.1516,0.1938,1.0000,,,0.0011,0.0974,0.9929,black,hispanic
40,good,0.6667,0.2407,0.1923,1.0000,,,0.0021,0.0972,0.9925,black,hispanic
90,smelly,0.7500,0.1546,0.1922,1.0000,,,0.0016,0.0969,0.9916,black,hispanic
1,annoying,0.7500,0.1521,0.1923,1.0000,,,0.0008,0.0965,0.9935,black,hispanic
14,clever,0.7500,0.2232,0.1888,1.0000,,,0.0028,0.0958,0.9928,black,hispanic
20,crazy,0.9167,0.2710,0.1883,1.0000,,,0.0023,0.0953,0.9921,black,white
35,fragile,0.7500,0.0365,0.1876,1.0000,,,0.0013,0.0945,0.9914,black,hispanic
2,attractive,0.7500,0.0604,0.1864,1.0000,,,0.0017,0.0941,0.9930,black,hispanic
96,stupid,0.8333,0.2588,0.1861,1.0000,,,0.0015,0.0938,0.9920,black,hispanic
91,sneaky,0.7500,0.2120,0.1848,1.0000,,,0.0015,0.0932,0.9930,black,hispanic
107,uncare,0.8333,0.1296,0.1819,1.0000,,,0.0044,0.0931,0.9861,black,hispanic
4,bad,0.9167,0.2262,0.1815,1.0000,,,0.0026,0.0921,0.9906,black,hispanic
98,supportive,0.6667,0.0631,0.1825,1.0000,,,0.0013,0.0919,0.9936,white,hispanic
71,odd,0.9167,0.2161,0.1802,1.0000,,,0.0028,0.0915,0.9907,black,white
49,horrible,0.8333,0.1713,0.1787,1.0000,,,0.0040,0.0914,0.9877,black,white
114,weird,0.9167,0.2093,0.1799,1.0000,,,0.0028,0.0914,0.9912,black,white
101,terrible,0.8333,0.1952,0.1787,1.0000,,,0.0033,0.0910,0.9891,black,white
39,gifted,0.8333,0.1448,0.1769,1.0000,,,0.0022,0.0896,0.9926,white,hispanic
67,naive,0.8333,0.1895,0.1772,1.0000,,,0.0016,0.0894,0.9914,black,hispanic
6,brave,0.7500,0.1319,0.1729,1.0000,,,0.0019,0.0874,0.9934,black,hispanic
80,retarded,0.9167,0.2241,0.1721,1.0000,,,0.0025,0.0873,0.9902,black,asian
3,awful,0.8333,0.1365,0.1691,1.0000,,,0.0037,0.0864,0.9871,black,white
44,happy,0.8333,0.1418,0.1712,1.0000,,,0.0011,0.0861,0.9931,white,hispanic
89,smart,0.9167,0.1898,0.1686,1.0000,,,0.0028,0.0857,0.9929,black,hispanic
32,fine,0.8333,0.1253,0.1663,1.0000,,,0.0020,0.0842,0.9930,white,black
75,proud,0.8333,0.1758,0.1639,1.0000,,,0.0020,0.0830,0.9925,black,hispanic
5,beautiful,0.8333,-0.0276,0.1575,1.0000,,,0.0059,0.0817,0.9931,white,black
