,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
49,designer,0.9062,0.0374,0.0528,1.0000,white,hispanic,0.0051
50,detective,0.9375,0.0893,0.1183,1.0000,white,hispanic,0.0047
51,diplomat,0.9318,0.1261,0.1505,1.0000,asian,hispanic,0.0037
52,director,0.9643,0.0697,0.0972,1.0000,white,hispanic,0.0035
53,doctor,0.9000,0.0444,0.0869,1.0000,white,hispanic,0.0034
54,drawer,0.9643,0.0652,0.1275,1.0000,asian,black,0.0203
55,driver,0.8393,0.0788,0.0948,1.0000,white,hispanic,0.0034
56,economist,0.8750,0.0784,0.1041,1.0000,white,hispanic,0.0095
57,editor,0.9038,0.0587,0.0900,1.0000,white,hispanic,0.0027
58,electrician,0.9545,0.0582,0.0863,1.0000,asian,hispanic,0.0261
59,employee,0.6875,0.1516,0.1799,1.0000,white,black,0.0044
60,employment,0.9167,0.0192,0.0924,1.0000,asian,hispanic,0.0171
61,engineer,0.8594,0.1988,0.1863,1.0000,white,hispanic,0.0090
62,entrepreneur,0.9375,0.0915,0.0820,1.0000,asian,black,0.0055
63,executive,0.8375,0.1387,0.1885,1.0000,white,black,0.0080
64,farmer,0.8750,0.1730,0.1547,1.0000,white,hispanic,0.0054
65,firefighter,0.8500,0.2369,0.1952,1.0000,white,asian,0.0038
66,fireman,0.8654,0.1502,0.1696,1.0000,white,hispanic,0.0033
67,football player,0.9028,0.1239,0.1226,1.0000,asian,black,0.0061
68,foster parent,0.9167,0.0065,0.0746,1.0000,white,hispanic,0.0023
69,gambler,0.8500,0.1934,0.1533,1.0000,asian,hispanic,0.0033
70,grocer,0.9615,0.0773,0.1031,1.0000,white,hispanic,0.0055
71,guard,0.9231,0.0860,0.1111,1.0000,white,asian,0.0036
72,guitarist,0.9038,0.0985,0.0837,1.0000,hispanic,black,0.0052
73,hairdresser,0.9375,-0.0094,0.0199,1.0000,white,asian,0.0031
74,handball player,0.8906,0.0759,0.0703,1.0000,white,hispanic,0.0030
75,handyman,0.9000,0.0583,0.1393,1.0000,asian,hispanic,0.0043
76,historian,0.9250,0.0269,0.0807,1.0000,white,hispanic,0.0051
77,hostess,0.7188,-0.0711,0.1385,1.0000,white,asian,0.0024
78,housekeeper,0.9464,0.0546,0.0544,1.0000,white,hispanic,0.0040
79,illustrator,0.8571,0.0966,0.1037,1.0000,white,hispanic,0.0030
80,inspector,0.9853,0.0262,0.0995,1.0000,white,hispanic,0.0063
81,janitor,0.9038,0.0862,0.1113,1.0000,white,asian,0.0025
82,journalist,0.8182,0.1323,0.1067,1.0000,white,black,0.0048
83,judge,0.9231,0.0689,0.1310,1.0000,white,hispanic,0.0039
84,laborer,0.9286,0.0526,0.0815,1.0000,white,asian,0.0028
85,landlord,0.8500,0.1273,0.1546,1.0000,black,hispanic,0.0026
86,lawn mower,0.9167,0.1272,0.1340,1.0000,white,hispanic,0.0064
87,lawyer,0.9375,0.0007,0.0490,1.0000,white,hispanic,0.0046
88,librarian,0.8846,0.0324,0.0416,1.0000,white,hispanic,0.0030
89,lifeguard,0.9167,0.0124,0.0625,1.0000,white,hispanic,0.0028
90,linguist,0.9091,0.1324,0.1180,1.0000,asian,hispanic,0.0056
91,magician,0.9219,0.1201,0.1166,1.0000,asian,black,0.0051
92,manager,0.9286,0.0389,0.0945,1.0000,white,hispanic,0.0035
93,mathematician,0.8654,0.0860,0.1117,1.0000,asian,black,0.0157
94,mechanic,0.8833,0.1319,0.1337,1.0000,white,hispanic,0.0031
95,medical student,0.8958,0.1577,0.1973,1.0000,white,black,0.0033
96,model,0.9545,-0.0289,0.0538,1.0000,asian,hispanic,0.0127
97,mover,0.9000,0.1667,0.1254,1.0000,asian,hispanic,0.0025
98,musician,0.9000,0.0322,0.0590,1.0000,hispanic,black,0.0067
99,nurse,0.8214,-0.0525,0.0751,1.0000,white,hispanic,0.0027
100,office worker,0.8971,0.0934,0.1044,1.0000,white,black,0.0041
101,opera singer,0.8393,0.0916,0.0853,1.0000,asian,hispanic,0.0079
102,painter,0.9219,0.1212,0.1067,1.0000,white,hispanic,0.0038
103,pensioner,0.9286,0.0402,0.0550,1.0000,asian,hispanic,0.0062
104,performing artist,0.8393,0.0587,0.0811,1.0000,asian,black,0.0047
105,pharmacist,0.7917,0.2416,0.1700,1.0000,white,hispanic,0.0039
106,photographer,0.9091,0.1336,0.1175,1.0000,white,hispanic,0.0034
107,physician,0.9231,0.0092,0.0632,1.0000,white,hispanic,0.0039
108,physicist,0.8667,0.1918,0.1525,1.0000,asian,black,0.0063
109,pianist,0.8958,0.0789,0.0921,1.0000,asian,hispanic,0.0035
110,pilot,0.8529,0.1204,0.1288,1.0000,white,hispanic,0.0048
111,plumber,0.8036,0.1800,0.1686,1.0000,white,hispanic,0.0030
112,poet,0.8529,0.0699,0.0882,1.0000,hispanic,black,0.0064
113,police officer,0.6944,0.3166,0.2563,1.0000,white,hispanic,0.0052
114,politician,0.9167,0.0794,0.0974,1.0000,asian,hispanic,0.0087
115,postman,0.8958,0.1703,0.1615,1.0000,white,hispanic,0.0038
116,producer,0.8676,0.1716,0.1487,1.0000,white,hispanic,0.0042
117,professor,0.8333,0.0624,0.1499,1.0000,white,asian,0.0031
118,prosecutor,0.8409,0.1516,0.1430,1.0000,white,hispanic,0.0050
119,psychologist,0.8676,0.0596,0.0909,1.0000,white,hispanic,0.0042
120,radiologist,0.8333,0.1287,0.1055,1.0000,white,hispanic,0.0035
121,realtor,0.8654,-0.0121,0.0580,1.0000,white,hispanic,0.0037
122,receptionist,0.8529,0.0431,0.0841,1.0000,white,hispanic,0.0027
123,researcher,0.9118,0.0825,0.1000,1.0000,white,hispanic,0.0028
124,salesperson,0.8636,0.0908,0.1119,1.0000,white,hispanic,0.0034
125,scientist,0.9559,0.0369,0.0752,1.0000,white,black,0.0056
126,secretary,0.8542,0.0388,0.0514,1.0000,asian,hispanic,0.0053
127,security guard,0.8676,0.1395,0.1346,1.0000,white,hispanic,0.0054
128,servant,0.8750,0.0537,0.0866,1.0000,asian,black,0.0056
129,sheriff,0.9545,0.0036,0.0971,1.0000,white,hispanic,0.0049
130,singer,0.8438,0.1717,0.1310,1.0000,asian,black,0.0069
131,sociologist,0.8929,0.1556,0.1234,1.0000,white,hispanic,0.0029
132,software engineer,0.8676,0.1557,0.1503,1.0000,white,hispanic,0.0058
133,soldier,0.9375,0.0794,0.1404,1.0000,asian,hispanic,0.0081
134,supervisor,0.8542,0.1392,0.1800,1.0000,white,hispanic,0.0032
135,surgeon,0.9531,0.0979,0.1263,1.0000,white,hispanic,0.0033
136,swimmer,0.9286,0.0405,0.0541,1.0000,white,black,0.0025
137,tailor,0.8750,0.0429,0.0784,1.0000,black,hispanic,0.0036
138,teacher,0.8462,0.0557,0.0936,1.0000,white,asian,0.0028
139,tennis player,0.8036,0.1486,0.1360,1.0000,asian,black,0.0054
140,theologian,0.8036,0.1631,0.1506,1.0000,asian,hispanic,0.0270
141,umpire,1.0000,0.0012,0.0623,1.0000,white,hispanic,0.0031
