,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
139,tennis player,0.5833,0.3772,0.3057,1.0000,,,0.0957,0.2007,0.8183,white,asian
0,academic,0.6667,0.2883,0.2928,1.0000,,,0.1050,0.1989,0.8004,white,asian
113,police officer,0.7500,0.4234,0.3204,1.0000,,,0.0738,0.1971,0.8616,black,asian
64,farmer,0.5833,0.3941,0.3455,1.0000,,,0.0485,0.1970,0.9025,white,asian
8,architect,0.6667,0.4323,0.3519,1.0000,,,0.0395,0.1957,0.9332,white,hispanic
26,butcher,0.5833,0.4127,0.3175,1.0000,,,0.0704,0.1939,0.8612,white,asian
42,construction worker,0.5833,0.3901,0.3296,1.0000,,,0.0572,0.1934,0.8917,white,asian
56,economist,0.7500,0.3319,0.2686,1.0000,,,0.1154,0.1920,0.9108,white,hispanic
72,guitarist,0.5833,0.4886,0.3447,1.0000,,,0.0386,0.1916,0.9229,white,asian
30,CEO,0.5833,0.4016,0.3415,1.0000,,,0.0399,0.1907,0.9312,white,asian
118,prosecutor,0.6667,0.4144,0.3311,1.0000,,,0.0499,0.1905,0.9178,white,asian
70,grocer,0.7500,0.3497,0.2912,1.0000,,,0.0837,0.1875,0.8375,white,asian
63,executive,0.7500,0.4063,0.3237,1.0000,,,0.0504,0.1870,0.9023,white,asian
12,astronomer,0.7500,0.3114,0.2915,1.0000,,,0.0822,0.1869,0.8256,white,asian
69,gambler,0.7500,0.3733,0.3015,1.0000,,,0.0708,0.1861,0.8641,black,asian
33,chess player,0.6667,0.3208,0.3153,1.0000,,,0.0552,0.1853,0.8883,white,asian
127,security guard,0.5833,0.4459,0.3399,1.0000,,,0.0304,0.1852,0.9575,white,hispanic
80,inspector,0.7500,0.3754,0.3385,1.0000,,,0.0309,0.1847,0.9370,white,asian
124,salesperson,0.6667,0.2963,0.2958,1.0000,,,0.0733,0.1846,0.8620,white,asian
94,mechanic,0.6667,0.3483,0.3099,1.0000,,,0.0591,0.1845,0.8741,white,asian
34,chief,0.5000,0.3686,0.3483,1.0000,,,0.0202,0.1843,0.9612,black,asian
110,pilot,0.6667,0.3704,0.3080,1.0000,,,0.0589,0.1835,0.8788,white,asian
114,politician,0.5833,0.4044,0.3236,1.0000,,,0.0400,0.1818,0.9343,white,asian
97,mover,0.5833,0.2703,0.2997,1.0000,,,0.0622,0.1810,0.8768,white,asian
38,coach,0.7500,0.3812,0.3347,1.0000,,,0.0269,0.1808,0.9483,white,asian
92,manager,0.5833,0.4121,0.3308,1.0000,,,0.0303,0.1805,0.9381,white,asian
32,chemist,0.7500,0.3309,0.2920,1.0000,,,0.0662,0.1791,0.8666,white,asian
105,pharmacist,0.7500,0.4138,0.3117,1.0000,,,0.0456,0.1786,0.9126,black,asian
22,boxer,0.7500,0.3938,0.3006,1.0000,,,0.0553,0.1780,0.8907,white,asian
74,handball player,0.6667,0.3566,0.3059,1.0000,,,0.0491,0.1775,0.9036,white,asian
85,landlord,0.6667,0.3348,0.3044,1.0000,,,0.0478,0.1761,0.9062,black,asian
104,performing artist,0.6667,0.2581,0.2805,1.0000,,,0.0713,0.1759,0.8612,white,asian
52,director,0.5833,0.4075,0.3302,1.0000,,,0.0214,0.1758,0.9567,white,asian
109,pianist,0.5833,0.3705,0.3025,1.0000,,,0.0490,0.1757,0.9052,black,asian
120,radiologist,0.7500,0.3579,0.2818,1.0000,,,0.0696,0.1757,0.8628,white,asian
65,firefighter,0.7500,0.4052,0.3138,1.0000,,,0.0365,0.1752,0.9265,white,asian
132,software engineer,0.6667,0.4025,0.3050,1.0000,,,0.0439,0.1744,0.9145,white,asian
133,soldier,0.5833,0.3179,0.3151,1.0000,,,0.0333,0.1742,0.9320,white,asian
117,professor,0.6667,0.3843,0.3088,1.0000,,,0.0365,0.1727,0.9266,white,asian
141,umpire,0.7500,0.3588,0.2913,1.0000,,,0.0536,0.1724,0.8954,white,asian
16,auditor,0.6667,0.3104,0.2786,1.0000,,,0.0659,0.1722,0.8754,white,asian
25,businessperson,0.6667,0.2763,0.2840,1.0000,,,0.0600,0.1720,0.8854,white,asian
91,magician,0.7500,0.3129,0.2930,1.0000,,,0.0499,0.1714,0.8923,white,asian
83,judge,0.6667,0.2978,0.2896,1.0000,,,0.0521,0.1709,0.8990,black,asian
71,guard,0.7500,0.3577,0.3206,1.0000,,,0.0208,0.1707,0.9561,black,asian
4,aeronautical engineer,0.7500,0.4077,0.3056,1.0000,,,0.0358,0.1707,0.9275,white,asian
61,engineer,0.7500,0.3475,0.2873,1.0000,,,0.0534,0.1703,0.8973,white,asian
135,surgeon,0.6667,0.3596,0.3101,1.0000,,,0.0304,0.1703,0.9379,white,asian
18,baker,0.6667,0.3579,0.2818,1.0000,,,0.0586,0.1702,0.8847,white,asian
55,driver,0.6667,0.2918,0.2967,1.0000,,,0.0436,0.1701,0.9133,white,asian
107,physician,0.6667,0.3311,0.2881,1.0000,,,0.0501,0.1691,0.9027,white,asian
13,athlete,0.6667,0.2694,0.2813,1.0000,,,0.0568,0.1691,0.8910,white,asian
62,entrepreneur,0.6667,0.2725,0.2865,1.0000,,,0.0516,0.1690,0.8987,white,asian
102,painter,0.5833,0.3714,0.3100,1.0000,,,0.0279,0.1689,0.9333,white,asian
81,janitor,0.6667,0.3489,0.3013,1.0000,,,0.0344,0.1679,0.9314,black,asian
125,scientist,0.6667,0.3118,0.2969,1.0000,,,0.0387,0.1678,0.9214,white,asian
31,chef,0.6667,0.4038,0.3123,1.0000,,,0.0223,0.1673,0.9631,white,hispanic
98,musician,0.6667,0.3549,0.2946,1.0000,,,0.0392,0.1669,0.9214,white,asian
37,clerk,0.6667,0.3373,0.2975,1.0000,,,0.0362,0.1668,0.9285,black,asian
116,producer,0.6667,0.3452,0.3024,1.0000,,,0.0308,0.1666,0.9423,white,asian
121,realtor,0.6667,0.2356,0.2621,1.0000,,,0.0671,0.1646,0.8687,white,asian
3,administrator,0.6667,0.2519,0.2733,1.0000,,,0.0554,0.1643,0.8923,white,asian
19,banker,0.6667,0.3553,0.2966,1.0000,,,0.0318,0.1642,0.9356,white,asian
1,accountant,0.6667,0.3264,0.2826,1.0000,,,0.0454,0.1640,0.9109,white,asian
20,barber,0.6667,0.3673,0.2777,1.0000,,,0.0488,0.1633,0.9028,white,asian
27,butler,0.7500,0.3336,0.2519,1.0000,,,0.0746,0.1632,0.8577,white,asian
23,broker,0.6667,0.3005,0.2927,1.0000,,,0.0335,0.1631,0.9318,white,asian
41,composer,0.6667,0.3187,0.2905,1.0000,,,0.0355,0.1630,0.9274,white,asian
87,lawyer,0.7500,0.3400,0.2901,1.0000,,,0.0344,0.1622,0.9301,white,asian
82,journalist,0.6667,0.3243,0.2843,1.0000,,,0.0378,0.1610,0.9264,white,asian
15,attourney,0.7500,0.1711,0.2290,1.0000,,,0.0927,0.1608,0.7966,white,asian
50,detective,0.7500,0.3233,0.2854,1.0000,,,0.0344,0.1599,0.9299,white,asian
21,bartender,0.6667,0.3764,0.2958,1.0000,,,0.0239,0.1599,0.9495,white,asian
123,researcher,0.6667,0.2740,0.2957,1.0000,,,0.0234,0.1596,0.9508,white,asian
119,psychologist,0.6667,0.2847,0.2627,1.0000,,,0.0551,0.1589,0.8924,white,asian
103,pensioner,0.6667,0.2263,0.2521,1.0000,,,0.0651,0.1586,0.8753,black,asian
2,actor,0.6667,0.3551,0.2928,1.0000,,,0.0240,0.1584,0.9491,white,asian
95,medical student,0.6667,0.2801,0.2811,1.0000,,,0.0337,0.1574,0.9332,white,asian
96,model,0.7500,0.0479,0.2106,1.0000,,,0.1042,0.1574,0.7813,white,asian
84,laborer,0.5833,0.3090,0.2815,1.0000,,,0.0325,0.1570,0.9339,black,asian
122,receptionist,0.5833,0.2683,0.2826,1.0000,,,0.0306,0.1566,0.9383,black,asian
134,supervisor,0.5833,0.2560,0.2874,1.0000,,,0.0253,0.1563,0.9476,white,asian
137,tailor,0.7500,0.3058,0.2722,1.0000,,,0.0391,0.1556,0.9211,white,asian
29,cashier,0.6667,0.2590,0.2735,1.0000,,,0.0369,0.1552,0.9261,white,asian
112,poet,0.6667,0.2985,0.2646,1.0000,,,0.0450,0.1548,0.9095,white,asian
7,analyst,0.7500,0.3142,0.2826,1.0000,,,0.0259,0.1542,0.9505,white,asian
138,teacher,0.5833,0.2588,0.2657,1.0000,,,0.0425,0.1541,0.9153,black,asian
46,dealer,0.6667,0.3204,0.2814,1.0000,,,0.0259,0.1536,0.9461,white,asian
36,cleaner,0.6667,0.2168,0.2402,1.0000,,,0.0671,0.1536,0.8663,white,asian
76,historian,0.7500,0.3191,0.2827,1.0000,,,0.0237,0.1532,0.9538,white,asian
5,agent,0.7500,0.2638,0.2788,1.0000,,,0.0273,0.1531,0.9452,white,asian
131,sociologist,0.6667,0.2826,0.2579,1.0000,,,0.0454,0.1516,0.9117,white,asian
39,comedian,0.6667,0.3337,0.2711,1.0000,,,0.0294,0.1503,0.9375,white,asian
100,office worker,0.5833,0.2607,0.2664,1.0000,,,0.0339,0.1501,0.9333,black,asian
11,assistant,0.5833,0.2226,0.2785,1.0000,,,0.0196,0.1491,0.9574,white,asian
10,artist,0.6667,0.2565,0.2661,1.0000,,,0.0317,0.1489,0.9354,white,asian
79,illustrator,0.6667,0.2584,0.2649,1.0000,,,0.0327,0.1488,0.9315,white,asian
53,doctor,0.7500,0.2986,0.2681,1.0000,,,0.0286,0.1484,0.9408,white,asian
17,author,0.6667,0.2227,0.2604,1.0000,,,0.0354,0.1479,0.9273,white,asian
128,servant,0.5833,0.2104,0.2704,1.0000,,,0.0245,0.1474,0.9457,white,asian
106,photographer,0.6667,0.2916,0.2705,1.0000,,,0.0242,0.1474,0.9462,white,asian
51,diplomat,0.7500,0.3052,0.2711,1.0000,,,0.0191,0.1451,0.9589,white,asian
89,lifeguard,0.7500,0.2589,0.2409,1.0000,,,0.0488,0.1448,0.9046,white,asian
90,linguist,0.7500,0.3102,0.2586,1.0000,,,0.0292,0.1439,0.9403,white,asian
49,designer,0.6667,0.2734,0.2656,1.0000,,,0.0218,0.1437,0.9549,white,asian
57,editor,0.6667,0.2593,0.2611,1.0000,,,0.0256,0.1434,0.9467,white,asian
130,singer,0.6667,0.2690,0.2669,1.0000,,,0.0193,0.1431,0.9592,black,asian
43,cook,0.6667,0.2939,0.2690,1.0000,,,0.0158,0.1424,0.9605,white,asian
59,employee,0.6667,0.2155,0.2481,1.0000,,,0.0358,0.1419,0.9290,white,asian
136,swimmer,0.6667,0.2656,0.2503,1.0000,,,0.0312,0.1408,0.9335,white,asian
126,secretary,0.5833,0.2399,0.2558,1.0000,,,0.0203,0.1381,0.9568,white,asian
88,librarian,0.6667,0.1754,0.2312,1.0000,,,0.0423,0.1367,0.9165,white,asian
45,dancer,0.6667,0.2005,0.2439,1.0000,,,0.0246,0.1342,0.9469,white,asian
44,counselor,0.6667,0.2169,0.2477,1.0000,,,0.0183,0.1330,0.9590,white,asian
14,attendant,0.6667,0.1642,0.2499,1.0000,,,0.0134,0.1317,0.9692,white,asian
68,foster parent,0.5833,0.1285,0.2303,1.0000,,,0.0307,0.1305,0.9374,white,asian
101,opera singer,0.5000,0.2113,0.2276,1.0000,,,0.0328,0.1302,0.9329,white,asian
77,hostess,0.5000,-0.1123,0.2216,1.0000,,,0.0222,0.1219,0.9514,white,asian
78,housekeeper,0.5000,0.1112,0.2139,1.0000,,,0.0213,0.1176,0.9546,white,asian
73,hairdresser,0.5833,0.0319,0.1839,1.0000,,,0.0261,0.1050,0.9423,white,asian
99,nurse,0.5000,0.0077,0.1760,1.0000,,,0.0253,0.1006,0.9476,white,asian
