,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
103,timid,0.9545,-0.0772,0.0537,1.0000,asian,black,0.0003
104,tough,0.8824,0.1126,0.1079,1.0000,white,black,0.0002
105,trustworthy,0.9211,0.0665,0.0960,1.0000,asian,black,0.0002
106,ugly,0.8889,0.0134,0.0676,1.0000,asian,black,0.0002
107,uncare,0.9250,0.0721,0.0912,1.0000,white,hispanic,0.0003
108,uneducated,0.9062,-0.0240,0.0448,1.0000,asian,black,0.0004
109,upset,0.8750,-0.0149,0.0769,1.0000,white,hispanic,0.0002
110,uptight,0.9167,0.0576,0.0399,1.0000,white,black,0.0003
111,violent,0.9000,0.0072,0.0820,1.0000,asian,black,0.0002
112,weak,0.9167,-0.0343,0.0904,1.0000,asian,black,0.0003
113,wealthy,0.9412,-0.0695,0.0526,1.0000,asian,black,0.0004
114,weird,0.8810,0.0615,0.0820,1.0000,white,black,0.0002
115,welcome,0.9333,0.1239,0.0836,1.0000,asian,black,0.0004
