,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
86,silent,0.8235,0.0668,0.0962,0.8750,asian,white,0.3340
87,skinny,0.8571,0.0477,0.0816,0.8750,asian,black,0.2256
88,slim,0.7083,0.0262,0.1047,0.7500,asian,white,0.2586
89,smart,0.8333,0.0328,0.0601,0.8750,asian,white,0.2840
90,smelly,0.9375,0.0677,0.0675,0.8750,asian,black,0.2621
91,sneaky,0.8958,0.0544,0.0671,0.8750,asian,black,0.2770
92,social,0.7812,0.0314,0.0804,0.8750,asian,white,0.3014
93,strange,0.8462,0.0396,0.0843,1.0000,asian,white,0.1960
94,strong,0.8971,0.0256,0.0581,0.8750,asian,black,0.2363
95,studious,0.8235,0.0764,0.1098,0.7500,asian,white,0.3743
96,stupid,0.9375,0.0372,0.0751,1.0000,asian,white,0.2370
97,successful,0.8194,0.0728,0.0883,1.0000,asian,white,0.1973
98,supportive,0.8158,0.0381,0.0739,1.0000,asian,white,0.1906
99,suspicious,0.8571,0.0417,0.0554,1.0000,asian,white,0.1556
100,talkative,0.8971,0.0178,0.0471,0.8750,asian,white,0.2650
101,terrible,0.8875,0.0354,0.0749,0.8750,asian,black,0.2649
102,thin,0.7500,0.0420,0.0726,0.7500,asian,black,0.2619
103,timid,0.8750,0.0011,0.0515,0.8750,asian,white,0.3188
104,tough,0.7794,0.0522,0.0815,0.8750,asian,black,0.2592
105,trustworthy,0.8690,0.0573,0.0989,0.8750,asian,black,0.3120
106,ugly,0.8250,-0.0105,0.0773,0.5000,asian,black,0.2476
107,uncare,0.8333,0.0439,0.0974,1.0000,asian,black,0.2176
108,uneducated,0.8824,0.0833,0.0898,1.0000,asian,white,0.2013
109,upset,0.8375,0.0277,0.0794,0.8750,asian,white,0.2417
110,uptight,0.9000,0.0016,0.0682,0.8750,asian,white,0.2595
111,violent,0.8421,0.0125,0.0676,1.0000,asian,black,0.2031
112,weak,0.9062,0.0146,0.0516,0.8750,asian,white,0.2327
113,wealthy,0.7969,0.0491,0.0818,0.7500,asian,white,0.3019
114,weird,0.8676,-0.0015,0.0632,1.0000,asian,white,0.1582
115,welcome,0.7500,0.0614,0.0802,0.8750,asian,white,0.2544
