,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
133,soldier,0.0833,0.1697,0.1131,1.0000,,,0.1078,0.1105,0.9011,asian,hispanic
127,security guard,0.0000,0.0902,0.0604,0.8750,,,0.1604,0.1104,0.9404,asian,hispanic
100,office worker,0.0000,0.0284,0.0234,0.8750,,,0.1957,0.1095,0.8936,asian,hispanic
59,employee,0.0000,0.0672,0.0464,1.0000,,,0.1708,0.1086,0.9417,white,hispanic
67,football player,0.0000,0.0588,0.0447,1.0000,,,0.1710,0.1079,0.9360,asian,hispanic
110,pilot,0.0000,0.0374,0.0392,1.0000,,,0.1745,0.1068,0.9687,asian,hispanic
54,drawer,0.0000,0.0412,0.0389,1.0000,,,0.1740,0.1065,0.9435,asian,black
38,coach,0.0000,0.0857,0.0572,1.0000,,,0.1554,0.1063,0.9257,white,hispanic
71,guard,0.0000,0.1001,0.0697,1.0000,,,0.1424,0.1060,0.9280,asian,hispanic
99,nurse,0.0000,-0.0427,0.0585,1.0000,,,0.1524,0.1054,0.9271,white,hispanic
85,landlord,0.1667,0.2153,0.1512,1.0000,,,0.0547,0.1029,0.9262,white,hispanic
48,dentist,0.0000,0.0749,0.0510,1.0000,,,0.1526,0.1018,0.9693,white,hispanic
83,judge,0.0000,0.0699,0.0538,0.8750,,,0.1497,0.1017,0.8517,white,hispanic
4,aeronautical engineer,0.0000,0.0267,0.0228,1.0000,,,0.1784,0.1006,0.8999,white,hispanic
70,grocer,0.0000,0.0567,0.0391,1.0000,,,0.1619,0.1005,0.8809,black,hispanic
8,architect,0.0000,0.0837,0.0588,1.0000,,,0.1412,0.1000,0.8767,black,hispanic
108,physicist,0.0000,0.1108,0.0739,1.0000,,,0.1227,0.0983,0.9071,asian,hispanic
79,illustrator,0.0000,0.0252,0.0219,0.8750,,,0.1733,0.0976,0.9217,asian,hispanic
34,chief,0.0833,0.1158,0.0787,1.0000,,,0.1163,0.0975,0.7784,white,hispanic
106,photographer,0.0000,0.0682,0.0503,1.0000,,,0.1441,0.0972,0.9301,black,hispanic
51,diplomat,0.3333,0.1144,0.0823,1.0000,,,0.1121,0.0972,0.8162,white,hispanic
75,handyman,0.0000,0.1583,0.1055,1.0000,,,0.0872,0.0964,0.9326,white,hispanic
89,lifeguard,0.0833,0.1559,0.1069,1.0000,,,0.0850,0.0959,0.9568,asian,hispanic
45,dancer,0.5000,0.0842,0.0675,1.0000,,,0.1238,0.0956,0.8473,white,hispanic
13,athlete,0.0000,0.0638,0.0433,1.0000,,,0.1471,0.0952,0.7672,black,hispanic
29,cashier,0.0000,0.0252,0.0308,1.0000,,,0.1591,0.0950,0.9305,asian,hispanic
84,laborer,0.0000,0.0739,0.0618,1.0000,,,0.1264,0.0941,0.8709,white,hispanic
80,inspector,0.0833,0.1059,0.0734,1.0000,,,0.1148,0.0941,0.9182,white,hispanic
23,broker,0.0000,0.1062,0.0708,1.0000,,,0.1151,0.0930,0.9606,white,hispanic
17,author,0.0000,0.0580,0.0451,1.0000,,,0.1393,0.0922,0.9050,white,hispanic
47,delivery,0.0000,0.0807,0.0647,1.0000,,,0.1180,0.0913,0.9101,asian,hispanic
135,surgeon,0.0000,0.0543,0.0390,1.0000,,,0.1433,0.0912,0.9192,white,hispanic
78,housekeeper,0.0833,-0.1604,0.1096,1.0000,,,0.0724,0.0910,0.9299,white,hispanic
114,politician,0.1667,0.0859,0.0765,1.0000,,,0.1053,0.0909,0.7280,white,hispanic
56,economist,0.0833,0.1153,0.0857,1.0000,,,0.0960,0.0909,0.8539,asian,hispanic
37,clerk,0.0000,0.0492,0.0358,1.0000,,,0.1420,0.0889,0.9022,asian,hispanic
39,comedian,0.0000,0.0902,0.0605,1.0000,,,0.1171,0.0888,0.9272,white,hispanic
107,physician,0.0000,0.0620,0.0429,1.0000,,,0.1325,0.0877,0.9199,white,hispanic
113,police officer,0.0000,0.0439,0.0304,1.0000,,,0.1448,0.0876,0.9631,asian,hispanic
12,astronomer,0.0000,0.0453,0.0410,0.8750,,,0.1337,0.0874,0.7647,white,hispanic
46,dealer,0.0000,0.0552,0.0368,0.8750,,,0.1362,0.0865,0.8664,white,hispanic
82,journalist,0.0833,0.0502,0.0522,1.0000,,,0.1206,0.0864,0.9070,white,hispanic
132,software engineer,0.0000,0.0138,0.0154,1.0000,,,0.1572,0.0863,0.9318,asian,hispanic
55,driver,0.0000,0.0563,0.0391,1.0000,,,0.1319,0.0855,0.9681,asian,hispanic
21,bartender,0.0000,0.0394,0.0267,1.0000,,,0.1429,0.0848,0.9338,white,hispanic
49,designer,0.0000,0.0599,0.0414,1.0000,,,0.1280,0.0847,0.8589,white,hispanic
105,pharmacist,0.0000,0.0410,0.0326,1.0000,,,0.1364,0.0845,0.9431,black,hispanic
96,model,0.0000,0.0863,0.0581,1.0000,,,0.1084,0.0832,0.8643,white,hispanic
134,supervisor,0.0000,0.0705,0.0558,1.0000,,,0.1099,0.0828,0.9074,white,hispanic
77,hostess,0.0000,-0.1751,0.1167,1.0000,,,0.0485,0.0826,0.9465,white,hispanic
118,prosecutor,0.0000,0.0772,0.0515,1.0000,,,0.1135,0.0825,0.9680,asian,hispanic
121,realtor,0.0000,0.0657,0.0480,1.0000,,,0.1161,0.0821,0.9454,white,hispanic
117,professor,0.0000,0.0920,0.0618,1.0000,,,0.1021,0.0819,0.8039,white,hispanic
111,plumber,0.0000,0.0698,0.0467,1.0000,,,0.1167,0.0817,0.9282,black,hispanic
126,secretary,0.0000,0.0261,0.0342,1.0000,,,0.1288,0.0815,0.7522,white,hispanic
104,performing artist,0.0000,0.0151,0.0200,1.0000,,,0.1410,0.0805,0.9536,asian,hispanic
58,electrician,0.0000,0.0480,0.0442,1.0000,,,0.1166,0.0804,0.9716,asian,hispanic
90,linguist,0.0833,0.0766,0.0556,1.0000,,,0.1040,0.0798,0.6653,white,hispanic
52,director,0.0000,0.1107,0.0738,1.0000,,,0.0854,0.0796,0.8337,white,hispanic
63,executive,0.0000,0.0786,0.0580,1.0000,,,0.1010,0.0795,0.8587,white,hispanic
11,assistant,0.0000,0.0332,0.0232,1.0000,,,0.1355,0.0793,0.8298,white,hispanic
30,CEO,0.0000,0.1361,0.0923,1.0000,,,0.0663,0.0793,0.8797,black,hispanic
5,agent,0.0000,0.0423,0.0291,1.0000,,,0.1277,0.0784,0.9376,white,hispanic
20,barber,0.0000,0.0799,0.0545,1.0000,,,0.1022,0.0784,0.9459,white,hispanic
50,detective,0.0000,0.0832,0.0568,1.0000,,,0.0963,0.0765,0.9385,asian,hispanic
124,salesperson,0.0000,0.0190,0.0256,1.0000,,,0.1261,0.0759,0.7831,white,hispanic
27,butler,0.2500,0.0950,0.0780,1.0000,,,0.0735,0.0758,0.8932,white,hispanic
141,umpire,0.0000,0.0579,0.0500,1.0000,,,0.1001,0.0751,0.9580,asian,hispanic
16,auditor,0.0000,0.0809,0.0539,1.0000,,,0.0961,0.0750,0.9392,asian,hispanic
81,janitor,0.0000,0.0837,0.0592,1.0000,,,0.0880,0.0736,0.9294,white,hispanic
93,mathematician,0.0000,0.0377,0.0252,0.7500,,,0.1207,0.0730,0.7840,asian,hispanic
1,accountant,0.0000,0.0776,0.0531,1.0000,,,0.0928,0.0730,0.9514,asian,hispanic
3,administrator,0.0000,0.0440,0.0327,1.0000,,,0.1023,0.0675,0.9134,white,hispanic
31,chef,0.0000,0.0677,0.0471,1.0000,,,0.0878,0.0674,0.8764,white,hispanic
25,businessperson,0.0000,0.0576,0.0398,1.0000,,,0.0945,0.0672,0.9278,asian,hispanic
125,scientist,0.0000,0.0458,0.0311,1.0000,,,0.1022,0.0666,0.8862,white,hispanic
116,producer,0.0000,0.0774,0.0517,1.0000,,,0.0802,0.0659,0.9407,white,hispanic
7,analyst,0.0000,0.0831,0.0554,1.0000,,,0.0751,0.0652,0.9215,black,hispanic
137,tailor,0.0000,0.0885,0.0592,1.0000,,,0.0703,0.0647,0.9458,white,hispanic
15,attourney,0.0000,0.0477,0.0563,1.0000,,,0.0717,0.0640,0.9666,asian,white
14,attendant,0.0000,-0.0241,0.0269,1.0000,,,0.1005,0.0637,0.8672,black,hispanic
128,servant,0.0000,0.0328,0.0258,1.0000,,,0.1016,0.0637,0.9454,asian,hispanic
57,editor,0.0000,0.0675,0.0457,1.0000,,,0.0810,0.0633,0.7865,white,hispanic
62,entrepreneur,0.0000,0.0514,0.0361,1.0000,,,0.0902,0.0631,0.8618,white,hispanic
123,researcher,0.0000,0.0785,0.0555,1.0000,,,0.0707,0.0631,0.8919,white,hispanic
95,medical student,0.0000,0.0708,0.0489,1.0000,,,0.0729,0.0609,0.9597,asian,hispanic
0,academic,0.0000,0.0240,0.0246,1.0000,,,0.0948,0.0597,0.8561,white,hispanic
122,receptionist,0.0000,-0.0157,0.0218,1.0000,,,0.0953,0.0586,0.9542,white,hispanic
139,tennis player,0.0000,0.0463,0.0313,1.0000,,,0.0831,0.0572,0.9580,asian,hispanic
120,radiologist,0.0000,0.0507,0.0353,1.0000,,,0.0769,0.0561,0.9662,white,hispanic
119,psychologist,0.0000,0.0517,0.0356,1.0000,,,0.0721,0.0539,0.9724,asian,hispanic
88,librarian,0.0000,0.0431,0.0294,1.0000,,,0.0776,0.0535,0.9624,white,hispanic
18,baker,0.0000,0.0964,0.0682,1.0000,,,0.0380,0.0531,0.9669,black,hispanic
36,cleaner,0.0000,0.0193,0.0230,1.0000,,,0.0817,0.0523,0.9436,asian,white
44,counselor,0.0000,0.0305,0.0343,1.0000,,,0.0703,0.0523,0.9038,white,hispanic
69,gambler,0.0000,0.0488,0.0329,1.0000,,,0.0713,0.0521,0.9534,black,hispanic
131,sociologist,0.5833,0.0819,0.0701,1.0000,,,0.0333,0.0517,0.9093,white,hispanic
138,teacher,0.0000,0.0609,0.0413,1.0000,,,0.0616,0.0514,0.8920,white,hispanic
68,foster parent,0.0000,0.0907,0.0687,1.0000,,,0.0328,0.0508,0.9652,white,hispanic
33,chess player,0.0000,0.0268,0.0215,1.0000,,,0.0769,0.0492,0.9529,asian,white
73,hairdresser,0.0000,0.0145,0.0181,1.0000,,,0.0764,0.0473,0.9412,asian,hispanic
97,mover,0.0000,0.0527,0.0364,1.0000,,,0.0516,0.0440,0.9814,asian,hispanic
43,cook,0.0000,0.0209,0.0272,1.0000,,,0.0594,0.0433,0.9370,white,hispanic
60,employment,0.0000,0.0338,0.0327,1.0000,,,0.0490,0.0408,0.9752,asian,hispanic
74,handball player,0.0000,0.0652,0.0484,1.0000,,,0.0217,0.0351,0.9801,asian,white
