,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
28,excited,0.0694,0.0432,0.0454,0.8750,asian,black,0.0820
29,fat,0.0000,0.0249,0.0416,0.6250,asian,hispanic,0.1172
30,feminine,0.0694,-0.0262,0.0450,0.3750,white,black,0.0833
31,filthy,0.2344,0.0152,0.0318,1.0000,hispanic,asian,0.0762
32,fine,0.0192,-0.0502,0.0438,0.7500,asian,black,0.0898
33,fit,0.1471,0.0233,0.0368,1.0000,white,black,0.0651
34,flamboyant,0.0000,0.0347,0.0424,0.7500,hispanic,black,0.1146
35,fragile,0.0588,0.0175,0.0292,1.0000,black,hispanic,0.0577
36,free,0.2917,-0.0297,0.0487,1.0000,hispanic,black,0.0797
37,friendly,0.8750,0.0292,0.0362,1.0000,hispanic,black,0.0728
38,gentle,0.9286,0.0435,0.0385,1.0000,asian,hispanic,0.0425
39,gifted,0.0278,0.0215,0.0415,1.0000,asian,black,0.0856
40,good,0.4286,0.0230,0.0400,0.8750,asian,black,0.0842
41,greedy,0.7500,0.0242,0.0382,1.0000,black,asian,0.0766
42,gross,0.3971,0.0017,0.0323,1.0000,hispanic,white,0.1131
43,handsome,0.2250,0.0316,0.0343,0.7500,asian,black,0.1363
44,happy,0.5395,0.0171,0.0354,1.0000,white,asian,0.0925
45,harsh,0.4306,0.0561,0.0477,1.0000,asian,hispanic,0.0534
46,healthy,0.5147,-0.0135,0.0343,0.8750,hispanic,black,0.1031
47,homeless,0.0789,0.0182,0.0397,0.7500,asian,white,0.1142
48,hopeless,0.6250,-0.0124,0.0385,1.0000,black,asian,0.0960
49,horrible,0.3214,0.0372,0.0447,1.0000,white,hispanic,0.0765
50,ignorant,0.7895,-0.0000,0.0375,1.0000,hispanic,white,0.0784
51,immature,0.1974,0.0196,0.0373,1.0000,hispanic,white,0.0963
52,important,0.1719,-0.0283,0.0527,1.0000,asian,black,0.0992
53,impossible,0.7353,-0.0075,0.0376,1.0000,black,hispanic,0.0853
54,impoverish,0.5962,0.0301,0.0407,0.7500,white,black,0.1738
55,industrious,0.5441,0.0346,0.0476,0.8750,white,hispanic,0.0823
56,intelligent,0.8375,-0.0014,0.0388,1.0000,asian,white,0.0730
57,irresponsible,0.8529,-0.0137,0.0461,1.0000,black,hispanic,0.1233
58,late,0.0000,0.0268,0.0271,0.3750,asian,hispanic,0.0945
59,lazy,0.8000,0.0144,0.0458,1.0000,black,asian,0.0835
60,loud,0.0156,0.0259,0.0394,1.0000,asian,black,0.0756
61,luxurious,0.0000,0.0265,0.0342,1.0000,hispanic,black,0.0909
62,mad,0.4643,0.0158,0.0308,1.0000,hispanic,white,0.0594
63,manly,0.4167,0.0284,0.0413,1.0000,hispanic,black,0.0992
64,masculine,0.0000,0.0354,0.0365,0.2500,asian,black,0.0627
65,muscular,0.0294,-0.0034,0.0349,0.7500,hispanic,black,0.0920
66,naggy,0.0000,0.0006,0.0447,0.7500,asian,black,0.1085
67,naive,0.6053,-0.0055,0.0406,0.7500,black,asian,0.0925
68,nervous,0.7105,0.0231,0.0411,1.0000,white,asian,0.0907
69,nice,0.6029,0.0165,0.0451,0.7500,asian,black,0.1417
70,normal,0.8636,-0.0173,0.0436,0.7500,asian,black,0.0846
71,odd,0.6719,0.0187,0.0418,0.8750,hispanic,black,0.0917
72,polite,0.8906,0.0007,0.0453,1.0000,white,asian,0.0376
73,poor,0.5147,0.0165,0.0425,1.0000,hispanic,black,0.0894
74,powerful,0.1176,0.0123,0.0318,1.0000,hispanic,white,0.0796
75,proud,0.6944,0.0319,0.0344,1.0000,hispanic,white,0.1283
76,quick,0.0147,0.0213,0.0412,0.7500,hispanic,black,0.0853
77,quiet,0.6429,-0.0121,0.0416,1.0000,black,asian,0.0717
78,ready,0.0469,0.0167,0.0464,1.0000,white,black,0.0648
79,respected,0.4861,0.0203,0.0356,1.0000,asian,black,0.0821
80,retarded,0.5882,-0.0042,0.0411,0.8750,white,hispanic,0.1317
81,rich,0.0000,0.0311,0.0327,0.7500,asian,black,0.0943
82,right,0.7625,-0.0160,0.0408,1.0000,asian,black,0.0835
83,rowdy,0.0000,0.0214,0.0398,0.5000,asian,white,0.0655
84,rude,0.7031,0.0359,0.0389,1.0000,white,asian,0.0617
85,sad,0.5735,0.0047,0.0408,1.0000,white,hispanic,0.1126
86,silent,0.7000,-0.0056,0.0349,1.0000,black,asian,0.0934
87,skinny,0.0000,0.0158,0.0385,0.5000,asian,white,0.1317
88,slim,0.0000,0.0155,0.0433,0.1250,asian,black,0.0969
89,smart,0.6196,0.0298,0.0435,1.0000,asian,black,0.0899
90,smelly,0.1875,0.0144,0.0418,1.0000,asian,white,0.0956
91,sneaky,0.4500,0.0032,0.0355,1.0000,black,white,0.0872
92,social,0.0625,0.0246,0.0392,1.0000,asian,black,0.0650
93,strange,0.7000,0.0175,0.0462,1.0000,white,black,0.0694
94,strong,0.1500,0.0124,0.0406,0.7500,hispanic,black,0.1085
95,studious,0.1875,0.0189,0.0391,1.0000,black,hispanic,0.0841
96,stupid,0.6607,0.0110,0.0413,1.0000,black,asian,0.0904
97,successful,0.0694,0.0060,0.0345,1.0000,asian,black,0.0959
98,supportive,0.8889,0.0142,0.0276,1.0000,black,white,0.0284
99,suspicious,0.6000,0.0250,0.0421,1.0000,white,black,0.1010
100,talkative,0.1364,0.0181,0.0391,1.0000,asian,black,0.0470
101,terrible,0.5588,0.0254,0.0369,1.0000,hispanic,white,0.0621
102,thin,0.0000,-0.0089,0.0286,0.6250,asian,black,0.1085
103,timid,0.0000,0.0287,0.0338,0.5000,white,hispanic,0.1020
104,tough,0.3194,0.0137,0.0453,1.0000,asian,white,0.0930
105,trustworthy,0.9028,-0.0026,0.0285,1.0000,white,hispanic,0.1342
106,ugly,0.5333,0.0387,0.0407,1.0000,hispanic,black,0.0580
107,uncare,0.0577,0.0072,0.0393,0.8750,asian,white,0.0992
108,uneducated,0.6579,-0.0231,0.0446,1.0000,white,black,0.1122
109,upset,0.0714,0.0156,0.0406,1.0000,white,hispanic,0.0510
110,uptight,0.0192,0.0134,0.0310,0.7500,asian,hispanic,0.0913
111,violent,0.3289,0.0158,0.0415,1.0000,hispanic,black,0.0802
112,weak,0.6500,0.0065,0.0445,1.0000,black,asian,0.1208
113,wealthy,0.1818,0.0388,0.0361,1.0000,hispanic,black,0.0886
114,weird,0.2619,0.0277,0.0466,1.0000,asian,black,0.1057
115,welcome,0.7308,0.0457,0.0444,1.0000,white,black,0.1056
