,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
63,executive,0.8333,0.0835,0.1460,1.0000,white,black,0.0080
64,farmer,0.8833,0.1453,0.1286,1.0000,white,hispanic,0.0054
65,firefighter,0.9375,0.0736,0.1140,1.0000,white,asian,0.0038
66,fireman,0.7679,0.2350,0.2077,1.0000,white,hispanic,0.0033
67,football player,0.8571,0.1707,0.1454,1.0000,asian,black,0.0061
68,foster parent,0.8500,-0.0221,0.0485,1.0000,white,hispanic,0.0023
69,gambler,0.9792,0.0509,0.0705,1.0000,asian,hispanic,0.0033
70,grocer,0.8281,0.1883,0.1647,1.0000,white,hispanic,0.0055
71,guard,0.9444,0.0695,0.1243,1.0000,white,asian,0.0036
72,guitarist,0.9091,0.1695,0.1297,1.0000,hispanic,black,0.0052
73,hairdresser,0.8125,-0.0333,0.0402,1.0000,white,asian,0.0031
74,handball player,0.9286,0.1036,0.0781,1.0000,white,hispanic,0.0030
75,handyman,0.8000,0.1651,0.1995,1.0000,asian,hispanic,0.0043
76,historian,0.8750,0.1426,0.1299,1.0000,white,hispanic,0.0051
77,hostess,0.7857,-0.1112,0.1139,1.0000,white,asian,0.0024
78,housekeeper,0.9423,-0.0103,0.0301,1.0000,white,hispanic,0.0040
79,illustrator,0.8611,0.1492,0.1223,1.0000,white,hispanic,0.0030
80,inspector,0.8571,0.1537,0.1492,1.0000,white,hispanic,0.0063
81,janitor,0.9091,0.0612,0.0938,1.0000,white,asian,0.0025
82,journalist,0.8462,0.0511,0.0602,1.0000,white,black,0.0048
83,judge,0.8906,0.0762,0.1346,1.0000,white,hispanic,0.0039
84,laborer,0.9167,0.0574,0.0781,1.0000,white,asian,0.0028
85,landlord,0.8824,0.1289,0.1434,1.0000,black,hispanic,0.0026
86,lawn mower,0.8625,0.0973,0.1217,1.0000,white,hispanic,0.0064
87,lawyer,0.8750,0.0752,0.0902,1.0000,white,hispanic,0.0046
88,librarian,0.9286,0.0043,0.0347,1.0000,white,hispanic,0.0030
89,lifeguard,0.8824,0.1140,0.1081,1.0000,white,hispanic,0.0028
90,linguist,0.9531,0.0798,0.0863,1.0000,asian,hispanic,0.0056
91,magician,0.8750,0.1072,0.1242,1.0000,asian,black,0.0051
92,manager,0.7778,0.1326,0.1288,1.0000,white,hispanic,0.0035
93,mathematician,0.9079,0.1042,0.1088,1.0000,asian,black,0.0157
94,mechanic,0.8676,0.1265,0.1305,1.0000,white,hispanic,0.0031
95,medical student,0.8833,0.1253,0.1500,1.0000,white,black,0.0033
96,model,0.9545,0.0830,0.0789,1.0000,asian,hispanic,0.0127
97,mover,0.9643,0.0567,0.0616,1.0000,asian,hispanic,0.0025
98,musician,0.9545,0.0763,0.0714,1.0000,hispanic,black,0.0067
99,nurse,0.7692,-0.0579,0.0670,1.0000,white,hispanic,0.0027
100,office worker,0.9000,0.0788,0.0887,1.0000,white,black,0.0041
101,opera singer,0.8750,0.0356,0.0617,1.0000,asian,hispanic,0.0079
102,painter,0.8750,0.0765,0.0928,1.0000,white,hispanic,0.0038
103,pensioner,0.8594,0.0846,0.0798,1.0000,asian,hispanic,0.0062
104,performing artist,0.8462,0.1361,0.1078,1.0000,asian,black,0.0047
105,pharmacist,0.8214,0.1817,0.1423,1.0000,white,hispanic,0.0039
106,photographer,0.8889,0.1128,0.1045,1.0000,white,hispanic,0.0034
107,physician,0.8833,0.0807,0.1097,1.0000,white,hispanic,0.0039
108,physicist,0.9062,0.1383,0.1206,1.0000,asian,black,0.0063
109,pianist,0.8542,0.1592,0.1195,1.0000,asian,hispanic,0.0035
110,pilot,0.9167,0.1545,0.1495,1.0000,white,hispanic,0.0048
111,plumber,0.9038,0.1506,0.1522,1.0000,white,hispanic,0.0030
112,poet,0.9167,0.0503,0.0747,1.0000,hispanic,black,0.0064
113,police officer,0.8333,0.2054,0.1918,1.0000,white,hispanic,0.0052
114,politician,0.8125,0.1843,0.1755,1.0000,asian,hispanic,0.0087
115,postman,0.8125,0.2646,0.2180,1.0000,white,hispanic,0.0038
116,producer,0.8750,0.1038,0.1003,1.0000,white,hispanic,0.0042
117,professor,0.8542,0.0475,0.1737,1.0000,white,asian,0.0031
118,prosecutor,0.8654,0.1122,0.1465,1.0000,white,hispanic,0.0050
119,psychologist,0.9286,0.1167,0.1221,1.0000,white,hispanic,0.0042
120,radiologist,0.8542,0.1680,0.1381,1.0000,white,hispanic,0.0035
121,realtor,0.8929,0.0485,0.0469,1.0000,white,hispanic,0.0037
122,receptionist,0.8375,0.0281,0.0690,1.0000,white,hispanic,0.0027
123,researcher,0.9000,0.0863,0.1044,1.0000,white,hispanic,0.0028
124,salesperson,0.9423,0.1040,0.0957,1.0000,white,hispanic,0.0034
125,scientist,0.8750,0.1145,0.1259,1.0000,white,black,0.0056
126,secretary,0.9107,0.0696,0.0717,1.0000,asian,hispanic,0.0053
127,security guard,0.9306,0.1308,0.1276,1.0000,white,hispanic,0.0054
128,servant,0.8636,0.1183,0.1486,1.0000,asian,black,0.0056
129,sheriff,0.8889,0.1069,0.1733,1.0000,white,hispanic,0.0049
130,singer,0.8971,0.0592,0.0603,1.0000,asian,black,0.0069
131,sociologist,0.9318,0.1003,0.0969,1.0000,white,hispanic,0.0029
132,software engineer,0.8214,0.1973,0.1791,1.0000,white,hispanic,0.0058
133,soldier,0.8654,0.1465,0.1756,1.0000,asian,hispanic,0.0081
134,supervisor,0.9286,0.0672,0.1440,1.0000,white,hispanic,0.0032
135,surgeon,0.8833,0.1967,0.1754,1.0000,white,hispanic,0.0033
136,swimmer,0.9250,0.0521,0.0628,1.0000,white,black,0.0025
137,tailor,0.9375,0.0501,0.0882,1.0000,black,hispanic,0.0036
138,teacher,0.9219,0.0449,0.1000,1.0000,white,asian,0.0028
139,tennis player,0.8056,0.1118,0.1056,1.0000,asian,black,0.0054
140,theologian,0.8958,0.0856,0.1062,1.0000,asian,hispanic,0.0270
141,umpire,0.8333,0.2079,0.1776,1.0000,white,hispanic,0.0031
