,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
34,flamboyant,0.8043,0.1735,0.1308,0.8750,asian,white,0.2330
35,fragile,0.6471,0.0918,0.1025,0.8750,asian,black,0.2663
36,free,0.8194,0.1147,0.1023,0.8750,asian,black,0.2986
37,friendly,0.8750,0.1244,0.0937,0.8750,asian,black,0.2146
38,gentle,0.8452,0.0764,0.0734,0.8750,asian,white,0.2838
39,gifted,0.8472,0.1128,0.0878,0.8750,asian,black,0.2281
40,good,0.8929,0.0900,0.0691,0.8750,asian,white,0.2895
41,greedy,0.8889,0.1160,0.0961,0.8750,asian,black,0.2561
42,gross,0.8971,0.1250,0.1092,0.8750,asian,black,0.2581
43,handsome,0.9000,0.0822,0.0720,0.8750,asian,black,0.2814
44,happy,0.9211,0.0794,0.0741,0.8750,asian,black,0.3095
45,harsh,0.8472,0.1359,0.0993,0.8750,asian,black,0.2995
46,healthy,0.8676,0.1430,0.1131,0.8750,asian,white,0.2859
47,homeless,0.8684,0.1280,0.1174,0.8750,asian,black,0.2721
48,hopeless,0.8523,0.1193,0.1125,0.8750,asian,black,0.2725
49,horrible,0.9643,0.0331,0.0745,1.0000,asian,black,0.1941
50,ignorant,0.8289,0.1762,0.1325,0.8750,asian,black,0.2778
51,immature,0.8289,0.0723,0.0830,1.0000,asian,black,0.1994
52,important,0.9219,0.0565,0.0593,0.8750,asian,black,0.2087
53,impossible,0.9265,0.0799,0.0820,1.0000,asian,black,0.2263
54,impoverish,0.8654,0.0385,0.0585,1.0000,asian,black,0.1830
55,industrious,0.8235,0.0654,0.0702,0.8750,asian,black,0.2470
56,intelligent,0.9125,0.0686,0.0769,0.8750,asian,black,0.2399
57,irresponsible,0.8971,0.1118,0.0903,1.0000,asian,black,0.1450
58,late,0.7875,0.1356,0.1287,0.8750,asian,black,0.3301
59,lazy,0.8875,0.1458,0.1151,0.8750,asian,black,0.2623
60,loud,0.8281,0.1389,0.1115,0.8750,asian,black,0.3218
61,luxurious,0.8194,0.0680,0.0661,0.8750,asian,black,0.2538
62,mad,0.8750,0.0963,0.0807,0.8750,asian,black,0.2486
63,manly,0.8750,0.1300,0.1101,0.8750,asian,black,0.2595
64,masculine,0.8250,0.0885,0.0847,0.7500,asian,black,0.3604
65,muscular,0.8235,0.1545,0.1131,0.8750,asian,black,0.2967
66,naggy,0.9167,0.0962,0.0817,0.8750,asian,black,0.1910
67,naive,0.7763,0.0867,0.1001,0.8750,asian,black,0.2074
68,nervous,0.8684,0.0709,0.0665,0.8750,asian,black,0.2764
69,nice,0.9118,0.0590,0.0559,0.8750,asian,white,0.2163
70,normal,0.8750,0.0727,0.0725,0.8750,asian,white,0.3007
71,odd,0.9688,0.0463,0.0463,0.8750,asian,black,0.2217
72,polite,0.8125,0.0304,0.0780,0.8750,asian,black,0.3234
73,poor,0.8088,0.1288,0.1093,0.8750,asian,black,0.3297
74,powerful,0.8824,0.1288,0.1030,0.8750,asian,black,0.2404
75,proud,0.9028,0.0910,0.0823,0.8750,asian,black,0.2480
76,quick,0.8088,0.1446,0.1141,0.8750,asian,white,0.2837
77,quiet,0.9286,0.0601,0.0728,0.8750,asian,black,0.2202
78,ready,0.8281,0.1002,0.0841,0.8750,asian,white,0.3105
79,respected,0.8056,0.1477,0.1218,0.8750,asian,black,0.1952
80,retarded,0.9118,0.0365,0.0532,1.0000,asian,black,0.1833
81,rich,0.9028,0.0746,0.0679,0.8750,asian,black,0.2972
82,right,0.9125,0.0869,0.0701,0.8750,asian,black,0.2807
83,rowdy,0.8068,0.1447,0.1296,0.8750,asian,black,0.3059
84,rude,0.8750,0.0986,0.0872,0.8750,asian,black,0.2844
85,sad,0.8971,0.0345,0.0594,0.8750,asian,black,0.2830
86,silent,0.8250,0.1141,0.1054,0.8750,asian,black,0.2943
87,skinny,0.7500,0.0757,0.0987,0.8750,asian,black,0.2852
88,slim,0.7935,0.0903,0.1093,0.8750,asian,black,0.2794
89,smart,0.8043,0.1368,0.1066,0.8750,asian,white,0.2205
90,smelly,0.7812,0.0548,0.0633,0.8750,asian,white,0.2592
91,sneaky,0.7833,0.0909,0.0804,0.8750,asian,black,0.2296
92,social,0.8250,0.0959,0.1014,0.8750,asian,black,0.2854
93,strange,0.9750,-0.0259,0.0409,1.0000,asian,black,0.1881
94,strong,0.8375,0.1072,0.0989,0.8750,asian,white,0.2565
95,studious,0.8125,0.1515,0.1435,0.8750,asian,black,0.3242
96,stupid,0.9107,0.0767,0.0658,1.0000,asian,black,0.2361
97,successful,0.8611,0.0739,0.0718,0.8750,asian,black,0.2324
98,supportive,0.8333,0.1251,0.1081,0.8750,asian,black,0.2553
99,suspicious,0.8625,0.0959,0.0803,1.0000,asian,black,0.1825
100,talkative,0.8864,0.0646,0.0669,0.8750,asian,black,0.2618
101,terrible,0.9559,0.0443,0.0568,0.8750,asian,black,0.2330
102,thin,0.8824,0.0799,0.0819,0.8750,asian,black,0.3287
103,timid,0.8235,0.1292,0.1083,0.8750,asian,black,0.2706
104,tough,0.8750,0.1107,0.0982,0.8750,asian,black,0.2035
105,trustworthy,0.9167,0.0812,0.0656,0.8750,asian,black,0.2770
106,ugly,0.8167,0.0739,0.0745,0.8750,asian,black,0.3557
107,uncare,0.9038,0.0747,0.0695,0.8750,asian,black,0.2117
108,uneducated,0.8553,0.1086,0.0904,1.0000,asian,black,0.1677
109,upset,0.7679,0.1295,0.0948,0.8750,asian,black,0.3078
110,uptight,0.6923,0.1311,0.1216,0.8750,asian,black,0.2150
111,violent,0.8553,0.1493,0.1098,0.8750,asian,black,0.2737
112,weak,0.9000,0.0581,0.0596,0.7500,asian,black,0.3740
113,wealthy,0.6591,0.1442,0.1155,0.8750,asian,black,0.2852
114,weird,0.9524,0.0398,0.0491,1.0000,asian,black,0.1498
115,welcome,0.7692,0.1278,0.1207,0.8750,asian,black,0.3022
