,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
44,counselor,0.8333,0.0482,0.0611,1.0000,,,0.0607,0.0609,0.9677,white,hispanic
16,auditor,0.1667,0.1187,0.0824,1.0000,,,0.0391,0.0608,0.9635,white,hispanic
93,mathematician,0.4167,0.0786,0.0526,1.0000,,,0.0646,0.0586,0.8655,white,hispanic
86,lawn mower,0.0000,0.1204,0.0837,1.0000,,,0.0333,0.0585,0.9842,asian,white
49,designer,0.0000,0.0681,0.0470,1.0000,,,0.0689,0.0580,0.9437,black,hispanic
120,radiologist,0.0833,0.0689,0.0553,1.0000,,,0.0604,0.0578,0.9537,white,hispanic
33,chess player,0.2500,0.0906,0.0611,1.0000,,,0.0506,0.0559,0.9047,black,hispanic
126,secretary,0.0000,0.0205,0.0310,1.0000,,,0.0805,0.0558,0.9028,white,hispanic
48,dentist,0.0000,0.0708,0.0491,1.0000,,,0.0613,0.0552,0.9301,black,hispanic
87,lawyer,0.4167,0.0755,0.0543,1.0000,,,0.0546,0.0544,0.9437,white,hispanic
73,hairdresser,0.0000,0.0276,0.0297,1.0000,,,0.0788,0.0542,0.9369,black,hispanic
107,physician,0.5000,0.0883,0.0640,1.0000,,,0.0442,0.0541,0.9668,white,hispanic
60,employment,0.0000,0.0794,0.0540,1.0000,,,0.0506,0.0523,0.9735,white,hispanic
54,drawer,0.0000,0.1041,0.0734,1.0000,,,0.0297,0.0516,0.9656,asian,hispanic
138,teacher,0.8333,0.0943,0.0657,1.0000,,,0.0341,0.0499,0.9579,white,hispanic
36,cleaner,0.0000,0.0576,0.0529,1.0000,,,0.0460,0.0495,0.9544,black,hispanic
43,cook,0.4167,0.0493,0.0384,1.0000,,,0.0601,0.0493,0.9641,black,hispanic
1,accountant,0.1667,0.0704,0.0521,1.0000,,,0.0429,0.0475,0.9409,white,hispanic
68,foster parent,0.5000,0.0654,0.0620,1.0000,,,0.0309,0.0464,0.9764,white,hispanic
122,receptionist,0.0000,-0.0343,0.0446,1.0000,,,0.0476,0.0461,0.9414,black,hispanic
119,psychologist,0.5833,0.0698,0.0575,1.0000,,,0.0314,0.0445,0.9636,white,hispanic
