,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
67,football player,0.9028,0.0956,0.0821,1.0000,asian,black,0.0003
68,foster parent,0.9167,-0.0024,0.0990,1.0000,white,black,0.0003
69,gambler,0.8000,0.2016,0.1353,1.0000,white,black,0.0003
70,grocer,0.9808,0.0363,0.0272,1.0000,asian,black,0.0010
71,guard,0.8846,0.0815,0.0854,1.0000,white,black,0.0004
72,guitarist,0.7885,0.0281,0.0837,1.0000,asian,black,0.0006
73,hairdresser,0.9688,-0.0330,0.0237,1.0000,white,black,0.0004
74,handball player,0.9062,-0.0268,0.0471,1.0000,asian,black,0.0003
75,handyman,0.9500,0.0654,0.0750,1.0000,white,hispanic,0.0003
76,historian,0.9000,0.0153,0.0130,1.0000,asian,black,0.0005
77,hostess,0.5312,-0.1500,0.4344,1.0000,asian,black,0.0004
78,housekeeper,0.9107,-0.0153,0.1590,1.0000,white,hispanic,0.0005
79,illustrator,0.8810,0.0659,0.1133,1.0000,asian,black,0.0005
80,inspector,0.9853,0.0290,0.0240,1.0000,hispanic,black,0.0003
81,janitor,0.8846,0.0633,0.0481,1.0000,white,black,0.0004
82,journalist,0.7727,0.1055,0.1212,1.0000,asian,black,0.0004
83,judge,0.9231,0.0102,0.0541,1.0000,asian,black,0.0005
84,laborer,0.9107,0.0074,0.0571,1.0000,white,black,0.0003
85,landlord,0.8667,0.0907,0.0906,1.0000,asian,black,0.0006
86,lawn mower,0.9167,0.1432,0.1060,1.0000,asian,black,0.0024
87,lawyer,0.9062,-0.0500,0.0341,1.0000,asian,black,0.0003
88,librarian,0.9231,0.0228,0.0175,1.0000,asian,black,0.0003
89,lifeguard,0.7500,-0.1259,0.1024,1.0000,white,black,0.0003
90,linguist,0.9545,0.0945,0.0643,1.0000,asian,black,0.0007
91,magician,0.9219,0.1386,0.0948,1.0000,asian,black,0.0019
92,manager,0.9286,-0.0033,0.0377,1.0000,asian,black,0.0003
93,mathematician,0.8269,0.0255,0.1077,1.0000,hispanic,black,0.0007
94,mechanic,0.8667,0.1370,0.0929,1.0000,asian,black,0.0003
95,medical student,0.8958,0.1732,0.1177,1.0000,white,black,0.0002
96,model,0.9545,-0.0856,0.0581,1.0000,asian,black,0.0006
97,mover,0.8667,0.1332,0.0895,1.0000,white,black,0.0002
98,musician,0.8625,-0.0167,0.0475,1.0000,asian,white,0.0003
99,nurse,0.8929,-0.1646,0.1109,1.0000,white,black,0.0006
100,office worker,0.9412,0.0094,0.0734,1.0000,white,black,0.0004
101,opera singer,0.8393,0.0402,0.0980,1.0000,asian,black,0.0007
102,painter,0.9219,0.1346,0.0904,1.0000,black,hispanic,0.0024
103,pensioner,0.9643,-0.0558,0.0428,1.0000,hispanic,black,0.0002
104,performing artist,0.8571,0.0240,0.0844,1.0000,asian,black,0.0004
105,pharmacist,0.9167,0.0631,0.1088,1.0000,hispanic,black,0.0005
106,photographer,0.9091,0.1563,0.1065,1.0000,black,white,0.0005
107,physician,0.9423,-0.0291,0.0220,1.0000,hispanic,black,0.0006
108,physicist,0.8667,0.1600,0.1075,1.0000,hispanic,black,0.0009
109,pianist,0.8750,0.0690,0.1017,1.0000,asian,black,0.0005
110,pilot,0.8088,0.0663,0.1000,1.0000,asian,white,0.0004
111,plumber,0.8929,0.1373,0.1523,1.0000,white,black,0.0014
112,poet,0.8235,0.0194,0.0977,1.0000,asian,black,0.0012
113,police officer,0.6667,0.2600,0.2327,1.0000,white,black,0.0005
114,politician,0.9167,0.0209,0.0947,1.0000,asian,black,0.0005
115,postman,0.8333,0.0749,0.2530,1.0000,asian,black,0.0008
116,producer,0.9118,0.1166,0.1242,1.0000,asian,black,0.0003
117,professor,0.9167,0.0091,0.0443,1.0000,hispanic,black,0.0006
118,prosecutor,0.8409,0.1276,0.1177,1.0000,asian,black,0.0005
119,psychologist,0.8529,-0.0129,0.0692,1.0000,asian,black,0.0007
120,radiologist,0.7917,0.1005,0.1542,1.0000,asian,black,0.0006
121,realtor,0.8654,-0.0308,0.0728,1.0000,asian,white,0.0008
122,receptionist,0.8235,-0.0905,0.1397,1.0000,white,black,0.0003
123,researcher,0.9412,0.0170,0.0705,1.0000,hispanic,black,0.0003
124,salesperson,0.8864,0.0410,0.0992,1.0000,hispanic,black,0.0004
125,scientist,0.9412,-0.0026,0.0311,1.0000,hispanic,black,0.0006
126,secretary,0.8542,-0.0387,0.0481,1.0000,hispanic,black,0.0004
127,security guard,0.8382,0.0997,0.0998,1.0000,white,black,0.0003
128,servant,0.8929,0.0783,0.0534,1.0000,white,black,0.0006
129,sheriff,1.0000,-0.0001,0.0081,1.0000,hispanic,black,0.0009
130,singer,0.8281,0.1894,0.1268,1.0000,asian,white,0.0004
131,sociologist,0.9286,0.1280,0.0879,1.0000,asian,black,0.0010
132,software engineer,0.8676,0.1318,0.1218,1.0000,asian,black,0.0004
133,soldier,0.9531,0.0968,0.0766,1.0000,white,black,0.0003
134,supervisor,0.8750,0.1196,0.1406,1.0000,asian,black,0.0004
135,surgeon,0.9531,0.0846,0.0575,1.0000,asian,black,0.0004
136,swimmer,0.9107,0.0241,0.0720,1.0000,asian,black,0.0003
137,tailor,0.8333,0.0363,0.0612,1.0000,white,black,0.0009
138,teacher,0.8846,-0.0332,0.0853,1.0000,asian,black,0.0003
139,tennis player,0.8393,0.0266,0.1469,1.0000,asian,black,0.0003
140,theologian,0.8214,0.1067,0.1740,1.0000,asian,black,0.0004
141,umpire,1.0000,-0.0002,0.0048,1.0000,asian,black,0.0004
