,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
80,retarded,0.9779,0.0018,0.0714,1.0000,,,0.0950,0.0832,0.9033,black,hispanic
67,naive,0.9118,-0.0012,0.0676,1.0000,,,0.0975,0.0825,0.8590,white,hispanic
61,luxurious,0.7868,0.0156,0.0721,1.0000,,,0.0885,0.0803,0.9101,black,hispanic
77,quiet,0.8088,0.0340,0.0937,1.0000,,,0.0632,0.0784,0.9710,black,hispanic
46,healthy,0.4779,-0.0463,0.1115,1.0000,,,0.0453,0.0784,0.9859,black,hispanic
24,dirty,0.7132,0.0241,0.1115,1.0000,,,0.0451,0.0783,0.9701,black,hispanic
26,dumb,0.8309,0.0490,0.0844,1.0000,,,0.0682,0.0763,0.9024,black,hispanic
17,complex,0.9338,0.0412,0.0781,1.0000,,,0.0736,0.0758,0.9129,black,hispanic
33,fit,0.7868,0.0194,0.0910,1.0000,,,0.0604,0.0757,0.9792,black,hispanic
87,skinny,0.7426,-0.0023,0.0939,1.0000,,,0.0562,0.0751,0.8918,black,asian
93,strange,0.9779,0.0442,0.0646,1.0000,,,0.0850,0.0748,0.8910,white,hispanic
75,proud,0.9779,0.0316,0.0667,1.0000,,,0.0822,0.0745,0.9413,white,hispanic
15,colorful,0.9338,0.0064,0.0886,1.0000,,,0.0599,0.0743,0.9382,black,hispanic
13,clean,0.4632,0.0010,0.1099,1.0000,,,0.0367,0.0733,0.9489,black,hispanic
81,rich,0.8897,0.0158,0.0685,1.0000,,,0.0770,0.0727,0.8680,white,asian
72,polite,0.8456,0.0158,0.0734,1.0000,,,0.0711,0.0723,0.9691,black,hispanic
40,good,0.8676,-0.0053,0.0758,1.0000,,,0.0658,0.0708,0.9521,black,hispanic
94,strong,0.8676,0.0130,0.0792,1.0000,,,0.0611,0.0702,0.9517,white,hispanic
28,excited,0.8750,0.0360,0.0907,1.0000,,,0.0486,0.0697,0.9597,white,hispanic
52,important,0.9118,-0.0270,0.0828,1.0000,,,0.0538,0.0683,0.9750,white,hispanic
55,industrious,0.9118,0.0071,0.0593,1.0000,,,0.0766,0.0680,0.9236,white,hispanic
20,crazy,0.9118,0.0262,0.0744,1.0000,,,0.0607,0.0675,0.9389,white,hispanic
16,comfortable,0.9191,0.0034,0.0650,1.0000,,,0.0681,0.0666,0.9632,black,hispanic
113,wealthy,0.9338,0.0228,0.0678,1.0000,,,0.0622,0.0650,0.9138,white,hispanic
37,friendly,1.0000,0.0236,0.0616,1.0000,,,0.0683,0.0649,0.9658,black,hispanic
6,brave,0.9118,0.0225,0.0625,1.0000,,,0.0673,0.0649,0.9713,white,hispanic
76,quick,0.8676,0.0437,0.0875,1.0000,,,0.0423,0.0649,0.9696,black,hispanic
103,timid,0.8676,0.0164,0.0689,1.0000,,,0.0600,0.0645,0.9141,black,hispanic
27,emotional,0.8309,0.0336,0.1036,1.0000,,,0.0246,0.0641,0.9806,black,hispanic
91,sneaky,0.9118,0.0126,0.0725,1.0000,,,0.0546,0.0636,0.9199,white,hispanic
53,impossible,0.7426,0.0231,0.0797,1.0000,,,0.0472,0.0635,0.9483,white,hispanic
10,careful,0.8676,0.0212,0.0903,1.0000,,,0.0318,0.0611,0.9839,black,hispanic
105,trustworthy,0.7647,-0.0008,0.0866,1.0000,,,0.0352,0.0609,0.9594,white,hispanic
5,beautiful,1.0000,-0.0074,0.0652,1.0000,,,0.0560,0.0606,0.9277,black,hispanic
47,homeless,0.8676,0.0392,0.0955,1.0000,,,0.0239,0.0597,0.9848,white,hispanic
60,loud,0.8750,0.0513,0.0893,1.0000,,,0.0294,0.0593,0.9583,black,hispanic
12,cautious,0.8676,0.0362,0.0945,1.0000,,,0.0232,0.0589,0.9679,black,hispanic
79,respected,0.9779,-0.0055,0.0593,1.0000,,,0.0582,0.0587,0.9490,white,hispanic
44,happy,0.9338,0.0170,0.0814,1.0000,,,0.0345,0.0579,0.9901,black,hispanic
97,successful,0.9118,0.0297,0.0824,1.0000,,,0.0332,0.0578,0.9650,white,hispanic
41,greedy,0.9338,0.0153,0.0686,1.0000,,,0.0465,0.0576,0.9720,white,hispanic
74,powerful,0.9118,0.0286,0.0728,1.0000,,,0.0415,0.0572,0.9512,white,hispanic
18,confrontational,0.7353,-0.0130,0.0858,1.0000,,,0.0275,0.0566,0.9621,white,hispanic
25,dishonest,0.8897,0.0032,0.0720,1.0000,,,0.0413,0.0566,0.9636,black,hispanic
9,capable,0.8309,0.0076,0.0849,1.0000,,,0.0271,0.0560,0.9709,white,hispanic
100,talkative,0.8676,0.0668,0.0931,1.0000,,,0.0184,0.0558,0.9778,white,hispanic
86,silent,0.8897,0.0461,0.0834,1.0000,,,0.0278,0.0556,0.9754,black,hispanic
2,attractive,1.0000,0.0106,0.0683,1.0000,,,0.0411,0.0547,0.9314,black,asian
111,violent,0.9559,0.0834,0.0843,1.0000,,,0.0249,0.0546,0.9837,white,hispanic
56,intelligent,1.0000,0.0181,0.0519,1.0000,,,0.0551,0.0535,0.9169,white,hispanic
35,fragile,0.7647,0.0173,0.0874,1.0000,,,0.0192,0.0533,0.9929,asian,hispanic
50,ignorant,0.9779,0.0276,0.0584,1.0000,,,0.0480,0.0532,0.9320,white,hispanic
11,careless,0.9559,0.0370,0.0778,1.0000,,,0.0281,0.0529,0.9945,black,hispanic
68,nervous,0.9338,0.0319,0.0757,1.0000,,,0.0284,0.0520,0.9755,black,hispanic
0,angry,0.9118,0.0583,0.0806,1.0000,,,0.0231,0.0519,0.9788,black,hispanic
22,defiant,0.8676,0.0193,0.0681,1.0000,,,0.0329,0.0505,0.9805,black,hispanic
21,dangerous,0.9559,0.0267,0.0733,1.0000,,,0.0271,0.0502,0.9911,white,hispanic
23,desperate,0.8676,0.0080,0.0669,1.0000,,,0.0310,0.0489,0.9852,white,hispanic
4,bad,0.8676,0.0228,0.0842,1.0000,,,0.0132,0.0487,0.9912,black,hispanic
109,upset,0.8529,0.0266,0.0908,1.0000,,,0.0056,0.0482,0.9929,black,hispanic
38,gentle,0.9559,0.0249,0.0735,1.0000,,,0.0215,0.0475,0.9846,white,hispanic
85,sad,0.9559,0.0272,0.0721,1.0000,,,0.0225,0.0473,0.9912,asian,hispanic
104,tough,0.9118,0.0396,0.0685,1.0000,,,0.0258,0.0472,0.9748,white,hispanic
48,hopeless,0.9338,0.0273,0.0800,1.0000,,,0.0143,0.0472,0.9875,white,hispanic
96,stupid,1.0000,0.0265,0.0561,1.0000,,,0.0369,0.0465,0.9694,white,hispanic
3,awful,0.9118,0.0000,0.0720,1.0000,,,0.0198,0.0459,0.9844,white,hispanic
62,mad,0.9338,0.0184,0.0726,1.0000,,,0.0164,0.0445,0.9701,white,hispanic
89,smart,1.0000,0.0135,0.0518,1.0000,,,0.0368,0.0443,0.9387,white,hispanic
112,weak,0.9559,0.0301,0.0637,1.0000,,,0.0197,0.0417,0.9917,asian,hispanic
106,ugly,0.9779,0.0408,0.0597,1.0000,,,0.0217,0.0407,0.9663,black,hispanic
49,horrible,0.9559,0.0072,0.0695,1.0000,,,0.0118,0.0406,0.9881,white,hispanic
101,terrible,0.9779,0.0050,0.0589,1.0000,,,0.0214,0.0402,0.9792,white,hispanic
14,clever,0.9779,0.0199,0.0582,1.0000,,,0.0206,0.0394,0.9715,white,hispanic
45,harsh,0.9338,0.0459,0.0687,1.0000,,,0.0095,0.0391,0.9874,white,hispanic
84,rude,0.9779,0.0382,0.0626,1.0000,,,0.0121,0.0374,0.9814,black,hispanic
73,poor,1.0000,0.0134,0.0484,1.0000,,,0.0225,0.0354,0.9644,white,hispanic
57,irresponsible,0.9779,0.0306,0.0585,1.0000,,,0.0110,0.0347,0.9869,black,hispanic
99,suspicious,1.0000,0.0249,0.0493,1.0000,,,0.0175,0.0334,0.9781,white,hispanic
98,supportive,1.0000,0.0284,0.0543,1.0000,,,0.0082,0.0313,0.9907,white,hispanic
59,lazy,1.0000,0.0200,0.0468,1.0000,,,0.0136,0.0302,0.9755,white,hispanic
1,annoying,1.0000,0.0139,0.0465,1.0000,,,0.0109,0.0287,0.9852,white,hispanic
