,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
59,employee,0.7426,-0.0078,0.0874,1.0000,,,0.1376,0.1125,0.8921,white,hispanic
67,football player,0.7426,0.0165,0.0971,1.0000,,,0.1275,0.1123,0.8458,white,hispanic
32,chemist,0.6985,-0.0168,0.0780,1.0000,,,0.1436,0.1108,0.8689,black,hispanic
112,poet,0.8897,0.0084,0.0709,1.0000,,,0.1505,0.1107,0.7953,white,hispanic
28,carpenter,0.7868,0.0276,0.0843,1.0000,,,0.1353,0.1098,0.9501,white,hispanic
128,servant,0.6618,-0.0366,0.0851,1.0000,,,0.1307,0.1079,0.9454,black,hispanic
37,clerk,0.6985,-0.0160,0.0821,1.0000,,,0.1336,0.1079,0.8802,white,hispanic
136,swimmer,0.7574,0.0168,0.0792,1.0000,,,0.1362,0.1077,0.9007,black,hispanic
91,magician,0.7206,0.0217,0.0939,1.0000,,,0.1206,0.1072,0.9459,white,hispanic
106,photographer,0.6985,-0.0012,0.0918,1.0000,,,0.1225,0.1072,0.7966,black,hispanic
26,butcher,0.8088,0.0026,0.0861,1.0000,,,0.1280,0.1070,0.9215,white,hispanic
75,handyman,0.7647,-0.0061,0.0864,1.0000,,,0.1273,0.1069,0.8985,white,hispanic
82,journalist,0.7353,-0.0184,0.0812,1.0000,,,0.1290,0.1051,0.8275,white,hispanic
50,detective,0.7206,0.0086,0.0923,1.0000,,,0.1154,0.1039,0.8972,white,hispanic
108,physicist,0.7426,0.0082,0.0786,1.0000,,,0.1286,0.1036,0.8062,white,hispanic
55,driver,0.6985,0.0119,0.1047,1.0000,,,0.1015,0.1031,0.9469,black,hispanic
95,medical student,0.7574,-0.0081,0.0851,1.0000,,,0.1195,0.1023,0.8475,white,hispanic
29,cashier,0.5882,-0.0400,0.1023,1.0000,,,0.1017,0.1020,0.9204,black,hispanic
46,dealer,0.7206,0.0077,0.0950,1.0000,,,0.1078,0.1014,0.9005,white,hispanic
103,pensioner,0.7794,-0.0405,0.0838,1.0000,,,0.1166,0.1002,0.9702,white,hispanic
34,chief,1.0000,-0.0025,0.0829,1.0000,,,0.1172,0.1001,0.8569,white,hispanic
121,realtor,0.5882,-0.0432,0.0845,1.0000,,,0.1117,0.0981,0.8874,white,hispanic
17,author,0.7426,0.0093,0.0770,1.0000,,,0.1188,0.0979,0.8208,white,hispanic
61,engineer,0.9118,0.0473,0.0824,1.0000,,,0.1129,0.0976,0.8511,black,hispanic
0,academic,0.8015,0.0230,0.0816,1.0000,,,0.1122,0.0969,0.8183,black,hispanic
114,politician,0.9118,0.0133,0.0799,1.0000,,,0.1134,0.0967,0.8965,white,hispanic
77,hostess,0.7426,-0.0834,0.0991,1.0000,,,0.0942,0.0967,0.9680,black,hispanic
47,delivery,0.6471,-0.0028,0.1115,1.0000,,,0.0796,0.0955,0.9724,black,hispanic
64,farmer,0.9338,0.0259,0.0818,1.0000,,,0.1086,0.0952,0.8927,white,hispanic
58,electrician,0.7426,0.0065,0.0872,1.0000,,,0.1030,0.0951,0.9065,white,hispanic
25,businessperson,0.8235,0.0141,0.0767,1.0000,,,0.1125,0.0946,0.8689,white,hispanic
78,housekeeper,0.6838,-0.0732,0.0841,1.0000,,,0.1044,0.0942,0.9425,white,hispanic
109,pianist,0.6985,0.0082,0.0764,1.0000,,,0.1118,0.0941,0.8732,white,hispanic
140,theologian,0.9338,0.0171,0.0709,1.0000,,,0.1172,0.0941,0.9439,white,hispanic
79,illustrator,0.7426,0.0175,0.0700,1.0000,,,0.1173,0.0937,0.9007,white,hispanic
45,dancer,0.9338,0.0003,0.0560,1.0000,,,0.1307,0.0934,0.9220,white,hispanic
81,janitor,0.6250,-0.0224,0.0913,1.0000,,,0.0944,0.0929,0.9495,black,hispanic
132,software engineer,0.8015,0.0076,0.0805,1.0000,,,0.1036,0.0920,0.9137,black,hispanic
21,bartender,0.7206,-0.0096,0.0855,1.0000,,,0.0977,0.0916,0.9593,black,hispanic
97,mover,0.7500,0.0328,0.1086,1.0000,,,0.0736,0.0911,0.9795,black,hispanic
92,manager,0.7206,0.0129,0.0951,1.0000,,,0.0857,0.0904,0.9419,white,hispanic
20,barber,0.8309,0.0148,0.0750,1.0000,,,0.1052,0.0901,0.9340,black,hispanic
134,supervisor,0.7059,-0.0144,0.1072,1.0000,,,0.0698,0.0885,0.9622,white,hispanic
83,judge,0.7647,0.0177,0.0846,1.0000,,,0.0921,0.0883,0.9209,white,hispanic
72,guitarist,0.7647,0.0263,0.0920,1.0000,,,0.0844,0.0882,0.9588,white,hispanic
12,astronomer,0.8235,0.0007,0.0719,1.0000,,,0.1040,0.0880,0.9063,white,hispanic
124,salesperson,0.8015,0.0005,0.0842,1.0000,,,0.0907,0.0874,0.9269,white,hispanic
135,surgeon,0.7647,0.0072,0.0818,1.0000,,,0.0922,0.0870,0.9383,white,hispanic
31,chef,0.8088,0.0380,0.0801,1.0000,,,0.0929,0.0865,0.8335,black,asian
11,assistant,0.6618,-0.0327,0.0768,1.0000,,,0.0953,0.0860,0.8907,white,hispanic
94,mechanic,0.9118,0.0299,0.0842,1.0000,,,0.0849,0.0846,0.9727,black,hispanic
19,banker,0.8676,0.0188,0.0797,1.0000,,,0.0876,0.0837,0.9197,white,hispanic
80,inspector,0.7647,0.0173,0.0793,1.0000,,,0.0879,0.0836,0.8992,white,hispanic
111,plumber,0.6838,-0.0255,0.0866,1.0000,,,0.0802,0.0834,0.9509,black,hispanic
88,librarian,0.8456,-0.0072,0.0668,1.0000,,,0.0995,0.0832,0.8535,white,hispanic
23,broker,0.6618,-0.0214,0.0925,1.0000,,,0.0735,0.0830,0.9626,white,hispanic
131,sociologist,0.8456,-0.0012,0.0816,1.0000,,,0.0835,0.0826,0.9198,white,hispanic
125,scientist,0.8456,0.0168,0.0748,1.0000,,,0.0903,0.0826,0.9187,white,hispanic
96,model,0.8456,0.0037,0.0699,1.0000,,,0.0945,0.0822,0.9014,black,hispanic
52,director,0.7868,0.0613,0.0869,1.0000,,,0.0775,0.0822,0.8718,white,asian
99,nurse,0.8088,-0.0321,0.0673,1.0000,,,0.0963,0.0818,0.9553,black,hispanic
18,baker,0.8088,0.0179,0.0844,1.0000,,,0.0792,0.0818,0.9348,black,hispanic
40,commander,0.8897,0.0543,0.0802,1.0000,,,0.0833,0.0818,0.9511,white,hispanic
63,executive,0.8235,0.0232,0.0828,1.0000,,,0.0805,0.0816,0.9248,white,hispanic
116,producer,0.7426,0.0076,0.0886,1.0000,,,0.0733,0.0810,0.9274,white,hispanic
53,doctor,0.7647,0.0040,0.0764,1.0000,,,0.0828,0.0796,0.9133,white,hispanic
56,economist,0.7794,-0.0028,0.0874,1.0000,,,0.0694,0.0784,0.8806,white,hispanic
110,pilot,0.9118,0.0330,0.0731,1.0000,,,0.0814,0.0773,0.9716,black,hispanic
126,secretary,0.6985,-0.0406,0.0738,1.0000,,,0.0805,0.0772,0.9028,white,hispanic
60,employment,0.5882,-0.0357,0.1001,1.0000,,,0.0506,0.0754,0.9735,white,hispanic
89,lifeguard,0.7794,-0.0040,0.0862,1.0000,,,0.0643,0.0753,0.9625,white,hispanic
73,hairdresser,0.5147,-0.0377,0.0711,1.0000,,,0.0788,0.0749,0.9369,black,hispanic
141,umpire,0.6471,0.0101,0.1059,1.0000,,,0.0425,0.0742,0.9734,black,hispanic
57,editor,0.8015,-0.0113,0.0816,1.0000,,,0.0667,0.0741,0.9049,white,hispanic
69,gambler,0.7794,-0.0058,0.0766,1.0000,,,0.0713,0.0739,0.9132,black,hispanic
38,coach,0.8750,0.0489,0.0918,1.0000,,,0.0554,0.0736,0.9633,black,hispanic
14,attendant,0.7059,-0.0205,0.0818,1.0000,,,0.0654,0.0736,0.9312,black,hispanic
139,tennis player,0.8015,0.0252,0.0830,1.0000,,,0.0620,0.0725,0.8925,black,hispanic
62,entrepreneur,0.8456,0.0216,0.0731,1.0000,,,0.0719,0.0725,0.8882,white,hispanic
123,researcher,0.8676,0.0057,0.0750,1.0000,,,0.0694,0.0722,0.8936,white,hispanic
48,dentist,0.5882,-0.0233,0.0819,1.0000,,,0.0613,0.0716,0.9301,black,hispanic
118,prosecutor,0.7794,0.0057,0.0850,1.0000,,,0.0568,0.0709,0.9569,white,hispanic
117,professor,0.9559,0.0343,0.0802,1.0000,,,0.0614,0.0708,0.9012,white,hispanic
49,designer,0.6985,0.0052,0.0719,1.0000,,,0.0689,0.0704,0.9437,black,hispanic
137,tailor,0.7426,0.0147,0.0843,1.0000,,,0.0558,0.0700,0.9195,black,hispanic
7,analyst,0.8015,0.0007,0.0825,1.0000,,,0.0567,0.0696,0.9326,black,hispanic
120,radiologist,0.7206,-0.0171,0.0780,1.0000,,,0.0604,0.0692,0.9537,white,hispanic
122,receptionist,0.6618,-0.0624,0.0906,1.0000,,,0.0476,0.0691,0.9414,black,hispanic
3,administrator,0.7426,0.0097,0.0795,1.0000,,,0.0567,0.0681,0.9571,white,hispanic
54,drawer,0.2206,-0.0221,0.1053,1.0000,,,0.0297,0.0675,0.9656,asian,hispanic
93,mathematician,0.8456,0.0082,0.0695,1.0000,,,0.0646,0.0671,0.8655,white,hispanic
36,cleaner,0.5147,-0.0245,0.0868,1.0000,,,0.0460,0.0664,0.9544,black,hispanic
74,handball player,0.7868,0.0061,0.0948,1.0000,,,0.0376,0.0662,0.9341,white,asian
44,counselor,0.9559,-0.0014,0.0713,1.0000,,,0.0607,0.0660,0.9677,white,hispanic
86,lawn mower,0.4044,-0.0339,0.0981,1.0000,,,0.0333,0.0657,0.9842,asian,white
87,lawyer,0.8456,0.0003,0.0759,1.0000,,,0.0546,0.0652,0.9437,white,hispanic
16,auditor,0.7059,-0.0174,0.0895,1.0000,,,0.0391,0.0643,0.9635,white,hispanic
85,landlord,0.9338,0.0150,0.0801,1.0000,,,0.0481,0.0641,0.9255,white,hispanic
43,cook,0.8456,-0.0017,0.0678,1.0000,,,0.0601,0.0639,0.9641,black,hispanic
33,chess player,0.8015,-0.0093,0.0762,1.0000,,,0.0506,0.0634,0.9047,black,hispanic
30,CEO,0.8088,0.0380,0.0907,1.0000,,,0.0295,0.0601,0.9803,white,hispanic
1,accountant,0.7794,-0.0215,0.0758,1.0000,,,0.0429,0.0594,0.9409,white,hispanic
107,physician,0.8676,-0.0090,0.0722,1.0000,,,0.0442,0.0582,0.9668,white,hispanic
138,teacher,0.9559,0.0242,0.0753,1.0000,,,0.0341,0.0547,0.9579,white,hispanic
68,foster parent,0.8676,-0.0147,0.0720,1.0000,,,0.0309,0.0515,0.9764,white,hispanic
119,psychologist,0.8897,0.0070,0.0679,1.0000,,,0.0314,0.0497,0.9636,white,hispanic
