,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
31,chef,0.3333,0.3753,0.2730,1.0000,,,0.0585,0.1657,0.9054,black,asian
74,handball player,0.5000,0.3259,0.3181,1.0000,,,0.0132,0.1656,0.9735,white,asian
85,landlord,0.4167,0.3581,0.2685,1.0000,,,0.0622,0.1653,0.8805,white,asian
69,gambler,0.5000,0.3734,0.3024,1.0000,,,0.0278,0.1651,0.9498,white,asian
55,driver,0.3333,0.3147,0.2637,1.0000,,,0.0660,0.1648,0.8729,black,asian
9,army,0.7500,0.2837,0.2452,1.0000,,,0.0843,0.1648,0.8382,white,asian
107,physician,0.3333,0.3860,0.2877,1.0000,,,0.0412,0.1645,0.9239,white,asian
125,scientist,0.3333,0.3752,0.2758,1.0000,,,0.0526,0.1642,0.9297,white,asian
3,administrator,0.5833,0.2743,0.2625,1.0000,,,0.0652,0.1638,0.8752,white,asian
102,painter,0.5000,0.3704,0.2808,1.0000,,,0.0434,0.1621,0.9195,white,asian
33,chess player,0.5833,0.2987,0.3001,1.0000,,,0.0229,0.1615,0.9646,white,hispanic
2,actor,0.5000,0.2849,0.2509,1.0000,,,0.0716,0.1612,0.8583,black,asian
79,illustrator,0.5000,0.2980,0.2874,1.0000,,,0.0343,0.1609,0.9405,white,asian
52,director,0.4167,0.3659,0.2773,1.0000,,,0.0439,0.1606,0.9216,black,asian
20,barber,0.3333,0.3986,0.3002,1.0000,,,0.0204,0.1603,0.9607,white,asian
26,butcher,0.3333,0.3775,0.2657,1.0000,,,0.0543,0.1600,0.8906,black,asian
135,surgeon,0.3333,0.3962,0.2938,1.0000,,,0.0257,0.1597,0.9515,white,asian
94,mechanic,0.3333,0.3762,0.2870,1.0000,,,0.0318,0.1594,0.9385,white,asian
71,guard,0.3333,0.3698,0.2690,1.0000,,,0.0496,0.1593,0.8938,hispanic,asian
42,construction worker,0.5000,0.3665,0.2866,1.0000,,,0.0319,0.1592,0.9566,white,hispanic
25,businessperson,0.5833,0.2744,0.2755,1.0000,,,0.0427,0.1591,0.9440,white,hispanic
141,umpire,0.5000,0.3482,0.2961,1.0000,,,0.0216,0.1588,0.9596,white,asian
51,diplomat,0.4167,0.3513,0.2483,1.0000,,,0.0689,0.1586,0.8893,white,asian
106,photographer,0.3333,0.3345,0.2581,1.0000,,,0.0586,0.1584,0.9158,white,asian
32,chemist,0.4167,0.3718,0.2683,1.0000,,,0.0481,0.1582,0.9208,white,asian
104,performing artist,0.5000,0.2840,0.2814,1.0000,,,0.0349,0.1582,0.9480,white,hispanic
110,pilot,0.5833,0.3494,0.2768,1.0000,,,0.0389,0.1578,0.9316,black,asian
113,police officer,0.5000,0.3533,0.2713,1.0000,,,0.0435,0.1574,0.9381,white,hispanic
50,detective,0.5833,0.3722,0.2721,1.0000,,,0.0427,0.1574,0.9217,white,asian
7,analyst,0.4167,0.3511,0.2841,1.0000,,,0.0302,0.1572,0.9531,white,asian
120,radiologist,0.5000,0.3301,0.2882,1.0000,,,0.0251,0.1567,0.9690,white,hispanic
39,comedian,0.3333,0.3199,0.2477,1.0000,,,0.0637,0.1557,0.8807,black,asian
38,coach,0.5833,0.3141,0.2571,1.0000,,,0.0538,0.1555,0.8968,black,asian
130,singer,0.4167,0.2621,0.2297,1.0000,,,0.0811,0.1554,0.8500,black,asian
127,security guard,0.5000,0.3668,0.2810,1.0000,,,0.0279,0.1544,0.9516,white,asian
80,inspector,0.5833,0.3598,0.2803,1.0000,,,0.0280,0.1541,0.9556,white,asian
54,drawer,0.5833,0.2312,0.2592,1.0000,,,0.0479,0.1536,0.9677,hispanic,white
57,editor,0.5000,0.3194,0.2719,1.0000,,,0.0323,0.1521,0.9401,white,asian
65,firefighter,0.5000,0.3954,0.2673,1.0000,,,0.0356,0.1514,0.9356,black,asian
83,judge,0.5833,0.2610,0.2469,1.0000,,,0.0548,0.1509,0.8972,white,asian
18,baker,0.4167,0.3104,0.2339,1.0000,,,0.0676,0.1508,0.8755,black,asian
1,accountant,0.5833,0.3615,0.2590,1.0000,,,0.0421,0.1506,0.9252,white,asian
116,producer,0.4167,0.3205,0.2616,1.0000,,,0.0389,0.1503,0.9293,black,asian
43,cook,0.4167,0.3015,0.2561,1.0000,,,0.0428,0.1494,0.9235,white,asian
100,office worker,0.4167,0.3251,0.2609,1.0000,,,0.0368,0.1488,0.9535,white,hispanic
97,mover,0.5000,0.3058,0.2742,1.0000,,,0.0227,0.1485,0.9494,white,asian
70,grocer,0.5000,0.3554,0.2568,1.0000,,,0.0387,0.1478,0.9256,white,asian
124,salesperson,0.5833,0.2499,0.2603,1.0000,,,0.0333,0.1468,0.9669,white,hispanic
16,auditor,0.5000,0.2693,0.2556,1.0000,,,0.0377,0.1467,0.9417,white,asian
128,servant,0.3333,0.3271,0.2280,1.0000,,,0.0648,0.1464,0.8673,hispanic,asian
137,tailor,0.5000,0.3277,0.2526,1.0000,,,0.0395,0.1460,0.9232,black,asian
101,opera singer,0.5833,0.2627,0.2689,1.0000,,,0.0217,0.1453,0.9690,white,hispanic
118,prosecutor,0.5000,0.3200,0.2517,1.0000,,,0.0372,0.1445,0.9314,white,asian
84,laborer,0.5833,0.2791,0.2728,1.0000,,,0.0158,0.1443,0.9697,white,hispanic
117,professor,0.3333,0.3193,0.2473,1.0000,,,0.0373,0.1423,0.9268,white,asian
59,employee,0.2500,0.2733,0.2142,1.0000,,,0.0698,0.1420,0.8643,black,asian
46,dealer,0.6667,0.3247,0.2361,1.0000,,,0.0466,0.1413,0.9082,white,asian
29,cashier,0.5000,0.2609,0.2534,1.0000,,,0.0284,0.1409,0.9628,white,hispanic
103,pensioner,0.6667,0.2182,0.2462,1.0000,,,0.0345,0.1404,0.9413,white,asian
5,agent,0.5833,0.2840,0.2372,1.0000,,,0.0429,0.1401,0.9170,black,asian
136,swimmer,0.5833,0.1982,0.2527,1.0000,,,0.0254,0.1390,0.9627,white,hispanic
123,researcher,0.5000,0.2906,0.2534,1.0000,,,0.0245,0.1389,0.9603,white,asian
111,plumber,0.5833,0.3538,0.2638,1.0000,,,0.0139,0.1389,0.9709,white,asian
89,lifeguard,0.5833,0.2439,0.2478,1.0000,,,0.0293,0.1385,0.9450,white,asian
87,lawyer,0.5833,0.3213,0.2411,1.0000,,,0.0356,0.1383,0.9353,white,asian
119,psychologist,0.6667,0.2237,0.2512,1.0000,,,0.0244,0.1378,0.9626,white,hispanic
21,bartender,0.3333,0.3120,0.2327,1.0000,,,0.0423,0.1375,0.9171,white,asian
45,dancer,0.5000,0.1721,0.2144,1.0000,,,0.0592,0.1368,0.8944,black,asian
105,pharmacist,0.4167,0.3384,0.2506,1.0000,,,0.0222,0.1364,0.9575,black,asian
86,lawn mower,0.5000,0.3084,0.2647,1.0000,,,0.0079,0.1363,0.9841,white,hispanic
53,doctor,0.5833,0.3089,0.2406,1.0000,,,0.0307,0.1356,0.9427,white,asian
60,employment,0.5000,0.2223,0.2233,1.0000,,,0.0463,0.1348,0.9102,white,asian
37,clerk,0.3333,0.2961,0.2130,1.0000,,,0.0551,0.1341,0.8886,white,asian
134,supervisor,0.5000,0.2548,0.2394,1.0000,,,0.0286,0.1340,0.9445,white,asian
23,broker,0.6667,0.2502,0.2347,1.0000,,,0.0308,0.1327,0.9433,black,asian
77,hostess,0.5000,-0.0259,0.2256,1.0000,,,0.0397,0.1326,0.9272,white,asian
95,medical student,0.5833,0.2320,0.2371,1.0000,,,0.0265,0.1318,0.9570,white,hispanic
122,receptionist,0.5000,0.2300,0.2415,1.0000,,,0.0212,0.1313,0.9599,white,asian
78,housekeeper,0.5000,0.2118,0.2220,1.0000,,,0.0383,0.1301,0.9522,white,hispanic
48,dentist,0.6667,0.3168,0.2390,1.0000,,,0.0198,0.1294,0.9685,white,asian
81,janitor,0.5833,0.2530,0.2395,1.0000,,,0.0138,0.1267,0.9740,white,hispanic
121,realtor,0.6667,0.2418,0.2312,1.0000,,,0.0209,0.1261,0.9615,white,asian
36,cleaner,0.6667,0.2187,0.2158,1.0000,,,0.0352,0.1255,0.9278,hispanic,asian
138,teacher,0.5833,0.2323,0.2155,1.0000,,,0.0287,0.1221,0.9470,white,asian
88,librarian,0.5000,0.1610,0.2082,1.0000,,,0.0349,0.1215,0.9394,white,asian
15,attourney,0.6667,0.1475,0.2238,1.0000,,,0.0192,0.1215,0.9589,white,asian
44,counselor,0.6667,0.1633,0.2244,1.0000,,,0.0171,0.1207,0.9642,white,asian
126,secretary,0.5000,0.2277,0.2063,1.0000,,,0.0316,0.1189,0.9417,white,asian
99,nurse,0.4167,-0.1481,0.1772,1.0000,,,0.0563,0.1167,0.8942,white,asian
11,assistant,0.6667,0.1767,0.2050,1.0000,,,0.0283,0.1167,0.9405,black,asian
47,delivery,0.5833,0.2405,0.2108,1.0000,,,0.0205,0.1156,0.9549,white,asian
96,model,0.6667,0.1513,0.1986,1.0000,,,0.0288,0.1137,0.9395,black,asian
73,hairdresser,0.4167,0.1193,0.2091,1.0000,,,0.0165,0.1128,0.9673,white,asian
14,attendant,0.4167,0.1131,0.1711,1.0000,,,0.0435,0.1073,0.9063,black,asian
68,foster parent,0.7500,0.0838,0.1797,1.0000,,,0.0154,0.0975,0.9741,white,hispanic
