,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
87,skinny,0.5000,0.1513,0.2101,1.0000,,,0.1074,0.1587,0.8494,hispanic,white
110,uptight,0.5000,0.2876,0.2682,1.0000,,,0.0439,0.1561,0.9372,white,hispanic
70,normal,0.2500,0.1729,0.2251,1.0000,,,0.0821,0.1536,0.8524,white,asian
46,healthy,0.4167,0.1999,0.2523,1.0000,,,0.0542,0.1533,0.9096,white,asian
14,clever,0.4167,0.3054,0.2535,1.0000,,,0.0510,0.1523,0.9325,white,asian
33,fit,0.2500,0.2641,0.2373,1.0000,,,0.0662,0.1518,0.8804,white,asian
89,smart,0.5000,0.2318,0.2444,1.0000,,,0.0586,0.1515,0.9284,white,hispanic
94,strong,0.2500,0.2492,0.2192,1.0000,,,0.0823,0.1507,0.8671,white,asian
34,flamboyant,0.5000,0.2532,0.2769,1.0000,,,0.0245,0.1507,0.9550,white,asian
30,feminine,0.2500,-0.3383,0.2320,1.0000,,,0.0689,0.1504,0.9052,white,asian
105,trustworthy,0.5000,0.3045,0.2601,1.0000,,,0.0402,0.1502,0.9353,white,asian
8,callous,0.4167,0.3342,0.2791,1.0000,,,0.0208,0.1499,0.9510,black,asian
97,successful,0.5000,0.2663,0.2481,1.0000,,,0.0517,0.1499,0.9096,white,asian
39,gifted,0.4167,0.2446,0.2346,1.0000,,,0.0639,0.1492,0.8748,black,asian
61,luxurious,0.4167,0.1934,0.2120,1.0000,,,0.0829,0.1474,0.8767,white,asian
100,talkative,0.5000,0.2676,0.2834,1.0000,,,0.0107,0.1471,0.9778,white,asian
76,quick,0.5000,0.2597,0.2478,1.0000,,,0.0449,0.1464,0.9408,white,asian
66,naggy,0.5000,0.1973,0.2540,1.0000,,,0.0387,0.1464,0.9144,black,asian
78,ready,0.3333,0.3065,0.2519,1.0000,,,0.0406,0.1462,0.9316,white,asian
17,complex,0.5000,0.2035,0.2607,1.0000,,,0.0315,0.1461,0.9443,white,asian
5,beautiful,0.2500,0.0825,0.1753,1.0000,,,0.1169,0.1461,0.8274,white,asian
92,social,0.2500,0.2027,0.2293,1.0000,,,0.0616,0.1454,0.8986,white,asian
10,careful,0.4167,0.3226,0.2694,1.0000,,,0.0208,0.1451,0.9660,white,asian
21,dangerous,0.5000,0.3185,0.2567,1.0000,,,0.0323,0.1445,0.9333,white,asian
7,burly,0.5000,0.2105,0.2516,1.0000,,,0.0349,0.1432,0.9283,black,asian
102,thin,0.5000,0.1928,0.2250,1.0000,,,0.0611,0.1430,0.8957,hispanic,asian
62,mad,0.5000,0.3345,0.2576,1.0000,,,0.0282,0.1429,0.9438,black,asian
60,loud,0.4167,0.3086,0.2564,1.0000,,,0.0284,0.1424,0.9482,white,asian
27,emotional,0.3333,0.1987,0.2542,1.0000,,,0.0293,0.1418,0.9424,white,asian
42,gross,0.5000,0.1934,0.2329,1.0000,,,0.0500,0.1415,0.9002,white,asian
79,respected,0.2500,0.2498,0.2097,1.0000,,,0.0730,0.1413,0.8668,white,asian
4,bad,0.5000,0.2697,0.2308,1.0000,,,0.0513,0.1410,0.8943,black,asian
54,impoverish,0.5000,0.2730,0.2637,1.0000,,,0.0178,0.1407,0.9593,black,asian
45,harsh,0.5000,0.2877,0.2572,1.0000,,,0.0238,0.1405,0.9486,black,asian
83,rowdy,0.5833,0.2141,0.2583,1.0000,,,0.0222,0.1403,0.9571,black,hispanic
12,cautious,0.4167,0.3311,0.2619,1.0000,,,0.0182,0.1401,0.9697,white,hispanic
104,tough,0.4167,0.2883,0.2300,1.0000,,,0.0499,0.1399,0.9128,white,asian
40,good,0.2500,0.2619,0.1956,1.0000,,,0.0840,0.1398,0.8517,white,asian
36,free,0.4167,0.2185,0.2355,1.0000,,,0.0426,0.1390,0.9200,white,asian
41,greedy,0.5000,0.2874,0.2482,1.0000,,,0.0283,0.1382,0.9404,black,asian
0,angry,0.5000,0.3454,0.2607,1.0000,,,0.0151,0.1379,0.9636,white,asian
72,polite,0.2500,0.3030,0.2285,1.0000,,,0.0472,0.1379,0.9304,white,asian
31,filthy,0.5000,0.2643,0.2312,1.0000,,,0.0421,0.1367,0.9157,hispanic,asian
11,careless,0.5000,0.2935,0.2555,1.0000,,,0.0176,0.1365,0.9593,white,asian
73,poor,0.4167,0.2174,0.2027,1.0000,,,0.0701,0.1364,0.8569,black,asian
48,hopeless,0.5000,0.2423,0.2593,1.0000,,,0.0133,0.1363,0.9680,white,asian
107,uncare,0.5833,0.2077,0.2490,1.0000,,,0.0226,0.1358,0.9460,white,asian
26,dumb,0.5833,0.2869,0.2357,1.0000,,,0.0355,0.1356,0.9160,white,asian
20,crazy,0.5000,0.2794,0.2476,1.0000,,,0.0233,0.1355,0.9572,black,asian
80,retarded,0.6667,0.2412,0.2425,1.0000,,,0.0283,0.1354,0.9383,white,asian
93,strange,0.5000,0.2769,0.2463,1.0000,,,0.0236,0.1349,0.9465,white,asian
67,naive,0.5000,0.2407,0.2257,1.0000,,,0.0438,0.1347,0.9178,white,asian
1,annoying,0.5000,0.2244,0.2438,1.0000,,,0.0233,0.1335,0.9521,white,asian
50,ignorant,0.5000,0.2896,0.2427,1.0000,,,0.0243,0.1335,0.9412,black,asian
22,defiant,0.2500,0.3347,0.2513,1.0000,,,0.0155,0.1334,0.9663,black,asian
91,sneaky,0.5000,0.2259,0.2447,1.0000,,,0.0208,0.1327,0.9602,black,asian
58,late,0.5000,0.2556,0.2095,1.0000,,,0.0543,0.1319,0.8939,black,asian
112,weak,0.5000,0.2255,0.2381,1.0000,,,0.0249,0.1315,0.9464,black,asian
99,suspicious,0.4167,0.3382,0.2493,1.0000,,,0.0130,0.1312,0.9689,black,asian
25,dishonest,0.5000,0.2911,0.2375,1.0000,,,0.0248,0.1311,0.9468,white,asian
6,brave,0.3333,0.2383,0.2143,1.0000,,,0.0479,0.1311,0.9126,white,asian
68,nervous,0.5833,0.1954,0.2470,1.0000,,,0.0143,0.1306,0.9677,black,asian
2,attractive,0.3333,0.1034,0.1912,1.0000,,,0.0699,0.1305,0.8984,white,asian
57,irresponsible,0.5000,0.2982,0.2454,1.0000,,,0.0156,0.1305,0.9656,white,asian
114,weird,0.5833,0.1751,0.2301,1.0000,,,0.0306,0.1303,0.9356,black,asian
16,comfortable,0.2500,0.2252,0.2097,1.0000,,,0.0509,0.1303,0.9134,white,asian
37,friendly,0.3333,0.2367,0.2138,1.0000,,,0.0467,0.1302,0.9310,white,asian
13,clean,0.3333,0.2254,0.2123,1.0000,,,0.0460,0.1292,0.9332,white,asian
69,nice,0.3333,0.1743,0.1883,1.0000,,,0.0698,0.1291,0.8908,white,asian
52,important,0.5000,0.2254,0.2078,1.0000,,,0.0495,0.1287,0.9092,white,asian
23,desperate,0.5833,0.2372,0.2419,1.0000,,,0.0149,0.1284,0.9691,white,asian
90,smelly,0.6667,0.1619,0.2339,1.0000,,,0.0214,0.1277,0.9655,hispanic,white
101,terrible,0.5000,0.2419,0.2283,1.0000,,,0.0251,0.1267,0.9412,black,asian
103,timid,0.3333,0.2521,0.2334,1.0000,,,0.0196,0.1265,0.9581,white,hispanic
49,horrible,0.5000,0.2271,0.2204,1.0000,,,0.0321,0.1263,0.9300,hispanic,asian
59,lazy,0.6667,0.1808,0.2294,1.0000,,,0.0224,0.1259,0.9547,black,asian
86,silent,0.5000,0.2346,0.2358,1.0000,,,0.0142,0.1250,0.9662,white,asian
44,happy,0.4167,0.1916,0.2124,1.0000,,,0.0367,0.1245,0.9412,white,asian
106,ugly,0.6667,0.1411,0.2143,1.0000,,,0.0345,0.1244,0.9440,black,asian
32,fine,0.3333,0.2081,0.1994,1.0000,,,0.0489,0.1242,0.9223,white,asian
35,fragile,0.4167,0.1218,0.2220,1.0000,,,0.0234,0.1227,0.9608,white,asian
84,rude,0.5000,0.2914,0.2204,1.0000,,,0.0246,0.1225,0.9481,white,asian
109,upset,0.4167,0.1913,0.2328,1.0000,,,0.0122,0.1225,0.9704,black,asian
108,uneducated,0.5000,0.2056,0.2271,1.0000,,,0.0177,0.1224,0.9550,black,asian
3,awful,0.5000,0.2088,0.2205,1.0000,,,0.0233,0.1219,0.9479,black,asian
96,stupid,0.7500,0.2553,0.2086,1.0000,,,0.0316,0.1201,0.9245,white,asian
47,homeless,0.5000,0.2533,0.2278,1.0000,,,0.0124,0.1201,0.9730,black,asian
53,impossible,0.5833,0.2057,0.2261,1.0000,,,0.0139,0.1200,0.9661,white,asian
24,dirty,0.3333,0.2430,0.2187,1.0000,,,0.0200,0.1193,0.9556,hispanic,asian
38,gentle,0.2500,0.2415,0.1981,1.0000,,,0.0399,0.1190,0.9474,white,asian
28,excited,0.3333,0.2172,0.2063,1.0000,,,0.0230,0.1147,0.9573,white,asian
77,quiet,0.3333,0.1983,0.2101,1.0000,,,0.0156,0.1129,0.9685,white,asian
85,sad,0.5833,0.1886,0.2120,1.0000,,,0.0111,0.1115,0.9731,black,asian
115,welcome,0.2500,0.1697,0.1981,1.0000,,,0.0225,0.1103,0.9620,white,asian
75,proud,0.4167,0.2359,0.1852,1.0000,,,0.0333,0.1093,0.9398,white,asian
98,supportive,0.4167,0.1062,0.1902,1.0000,,,0.0276,0.1089,0.9546,white,asian
