,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
99,nurse,0.8077,-0.1421,0.1144,0.8750,asian,white,0.2344
100,office worker,0.8833,0.1026,0.1025,1.0000,asian,white,0.1578
101,opera singer,0.8542,-0.0195,0.1454,1.0000,asian,white,0.1745
102,painter,0.9250,-0.0339,0.1237,0.8750,asian,white,0.2544
103,pensioner,0.8594,0.0481,0.1303,1.0000,asian,white,0.2344
104,performing artist,0.8654,0.1013,0.1140,0.8750,asian,white,0.2297
105,pharmacist,0.8750,0.1371,0.1230,0.8750,asian,black,0.2140
106,photographer,0.8889,0.0778,0.1242,0.8750,asian,white,0.2825
107,physician,0.9167,0.0473,0.1057,1.0000,asian,white,0.1954
108,physicist,0.8906,0.0974,0.1094,1.0000,asian,white,0.0964
109,pianist,0.8125,0.1271,0.1126,0.8750,asian,white,0.2665
110,pilot,0.9500,0.1052,0.0904,0.8750,asian,white,0.2226
111,plumber,0.9423,0.1199,0.1122,0.8750,asian,white,0.2076
112,poet,0.9375,-0.0125,0.1149,0.8750,asian,white,0.2248
113,police officer,0.8667,0.1411,0.1147,0.8750,asian,white,0.2179
114,politician,0.8750,0.0734,0.1415,0.6250,asian,white,0.2169
115,postman,0.6875,0.1378,0.1592,1.0000,asian,white,0.1883
116,producer,0.8438,0.0585,0.0877,0.8750,asian,white,0.2738
117,professor,1.0000,-0.0124,0.0802,0.8750,asian,white,0.1929
118,prosecutor,0.8846,0.0942,0.0748,0.8750,asian,white,0.2388
119,psychologist,0.9643,0.0669,0.0818,1.0000,asian,white,0.2049
120,radiologist,0.8333,0.1663,0.1329,1.0000,asian,black,0.1378
121,realtor,0.9107,0.0125,0.0468,0.8750,asian,white,0.2153
122,receptionist,0.8375,0.0279,0.1132,1.0000,asian,white,0.1897
123,researcher,0.9167,0.0263,0.1104,1.0000,asian,hispanic,0.1689
124,salesperson,0.9615,0.0484,0.0846,1.0000,asian,white,0.1885
125,scientist,0.8750,0.0305,0.1230,1.0000,asian,black,0.1653
126,secretary,0.9464,0.0859,0.0842,0.8750,asian,white,0.2080
127,security guard,0.9444,0.1151,0.0985,0.8750,asian,white,0.2138
128,servant,0.9091,0.1232,0.1421,0.8750,asian,white,0.2122
129,sheriff,0.8889,-0.0041,0.1247,0.7500,asian,hispanic,0.2230
130,singer,0.8824,0.0086,0.0781,0.8750,asian,white,0.2863
131,sociologist,0.9318,0.1019,0.1072,0.8750,asian,hispanic,0.2280
132,software engineer,0.8214,0.1654,0.1522,1.0000,asian,white,0.1096
133,soldier,0.8462,0.1448,0.1134,0.8750,asian,white,0.2533
134,supervisor,0.9107,0.0211,0.0702,0.8750,asian,white,0.2124
135,surgeon,0.9000,0.1682,0.1411,0.8750,asian,white,0.2163
136,swimmer,0.9500,0.0200,0.0759,0.8750,asian,white,0.2676
137,tailor,0.9062,0.0435,0.0616,0.8750,asian,black,0.1936
138,teacher,0.9531,-0.0192,0.0646,0.8750,asian,white,0.2487
139,tennis player,0.8056,0.0399,0.1316,1.0000,asian,white,0.2132
140,theologian,0.8750,0.0781,0.0723,0.7500,asian,white,0.3711
141,umpire,0.8333,0.1689,0.1254,0.8750,asian,white,0.2012
