,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
88,slim,0.8261,0.0999,0.1209,0.8750,asian,black,0.2171
89,smart,0.7935,0.1348,0.1196,1.0000,asian,black,0.1396
90,smelly,0.8281,0.0728,0.0704,0.8750,asian,white,0.2074
91,sneaky,0.8500,0.0951,0.0837,0.8750,asian,black,0.1918
92,social,0.8250,0.0779,0.1170,0.8750,asian,black,0.1997
93,strange,0.9750,-0.0329,0.0677,1.0000,asian,black,0.1363
94,strong,0.8125,0.1285,0.1284,0.8750,asian,black,0.1775
95,studious,0.8438,0.1359,0.1345,0.8750,asian,black,0.2831
96,stupid,0.9286,0.0617,0.0700,1.0000,asian,black,0.1804
97,successful,0.8611,0.0807,0.0923,1.0000,asian,black,0.1685
98,supportive,0.8333,0.1229,0.1107,0.8750,asian,black,0.1781
99,suspicious,0.8375,0.0955,0.0902,1.0000,asian,black,0.1312
100,talkative,0.8636,0.0548,0.0754,0.8750,asian,black,0.2459
101,terrible,0.9706,0.0350,0.0741,0.8750,asian,black,0.2052
102,thin,0.8824,0.0848,0.0971,0.8750,asian,black,0.2848
103,timid,0.8382,0.1218,0.1007,0.8750,asian,black,0.2371
104,tough,0.8889,0.1118,0.1203,1.0000,asian,black,0.1328
105,trustworthy,0.8889,0.0837,0.0800,0.8750,asian,black,0.2700
106,ugly,0.8500,0.0781,0.0807,0.8750,asian,black,0.3117
107,uncare,0.9231,0.0492,0.0675,1.0000,asian,black,0.1563
108,uneducated,0.8421,0.1093,0.1013,1.0000,asian,black,0.1384
109,upset,0.7679,0.1340,0.1018,0.8750,asian,black,0.2791
110,uptight,0.7500,0.1555,0.1340,1.0000,asian,black,0.1581
111,violent,0.8158,0.1487,0.1222,0.8750,asian,black,0.2285
112,weak,0.9167,0.0572,0.0700,0.8750,asian,black,0.2784
113,wealthy,0.7273,0.1620,0.1351,0.8750,asian,black,0.2162
114,weird,1.0000,0.0192,0.0552,1.0000,asian,black,0.0985
115,welcome,0.7308,0.1330,0.1256,0.8750,asian,black,0.2606
