,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
6,brave,0.7500,0.3458,0.2657,1.0000,,,0.0061,0.1359,0.9842,white,black
62,mad,0.7500,0.3129,0.2668,1.0000,,,0.0050,0.1359,0.9913,black,white
66,naggy,0.8333,0.3185,0.2669,1.0000,,,0.0046,0.1357,0.9920,black,hispanic
52,important,0.7500,0.3324,0.2537,1.0000,,,0.0154,0.1346,0.9938,asian,white
42,gross,0.7500,0.3454,0.2611,1.0000,,,0.0069,0.1340,0.9833,black,white
10,careful,0.7500,0.3222,0.2593,1.0000,,,0.0086,0.1339,0.9736,white,asian
104,tough,0.7500,0.3336,0.2644,1.0000,,,0.0028,0.1336,0.9908,black,white
70,normal,0.7500,0.2983,0.2477,1.0000,,,0.0191,0.1334,0.9678,white,black
100,talkative,0.6667,0.3120,0.2608,1.0000,,,0.0050,0.1329,0.9800,hispanic,asian
94,strong,0.7500,0.3132,0.2630,1.0000,,,0.0019,0.1325,0.9921,white,hispanic
35,fragile,0.7500,0.2497,0.2626,1.0000,,,0.0023,0.1324,0.9906,black,white
25,dishonest,0.6667,0.3174,0.2599,1.0000,,,0.0044,0.1322,0.9891,black,white
37,friendly,0.7500,0.3562,0.2489,1.0000,,,0.0147,0.1318,0.9912,white,black
84,rude,0.8333,0.3710,0.2605,1.0000,,,0.0024,0.1315,0.9948,asian,white
0,angry,0.7500,0.3554,0.2582,1.0000,,,0.0047,0.1314,0.9935,black,white
105,trustworthy,0.7500,0.3285,0.2544,1.0000,,,0.0083,0.1313,0.9767,white,hispanic
24,dirty,0.7500,0.3428,0.2590,1.0000,,,0.0033,0.1311,0.9940,black,hispanic
53,impossible,0.7500,0.2419,0.2587,1.0000,,,0.0026,0.1307,0.9948,black,hispanic
22,defiant,0.7500,0.2962,0.2574,1.0000,,,0.0038,0.1306,0.9871,black,hispanic
112,weak,0.7500,0.2743,0.2577,1.0000,,,0.0028,0.1303,0.9943,black,white
110,uptight,0.6667,0.2945,0.2522,1.0000,,,0.0083,0.1303,0.9775,black,asian
89,smart,0.7500,0.3112,0.2497,1.0000,,,0.0102,0.1300,0.9910,asian,black
63,manly,0.8333,0.3388,0.2409,1.0000,,,0.0189,0.1299,0.9882,white,black
90,smelly,0.7500,0.2831,0.2568,1.0000,,,0.0026,0.1297,0.9900,white,hispanic
111,violent,0.7500,0.3423,0.2535,1.0000,,,0.0028,0.1282,0.9939,black,white
27,emotional,0.7500,0.3048,0.2482,1.0000,,,0.0080,0.1281,0.9883,hispanic,white
38,gentle,0.5833,0.1964,0.2462,1.0000,,,0.0097,0.1279,0.9785,white,asian
82,right,0.7500,0.3368,0.2506,1.0000,,,0.0049,0.1277,0.9912,hispanic,black
109,upset,0.8333,0.2931,0.2534,1.0000,,,0.0013,0.1274,0.9925,white,hispanic
79,respected,0.8333,0.3346,0.2518,1.0000,,,0.0025,0.1271,0.9901,hispanic,asian
1,annoying,0.7500,0.2997,0.2501,1.0000,,,0.0034,0.1268,0.9949,asian,white
99,suspicious,0.7500,0.3506,0.2516,1.0000,,,0.0017,0.1267,0.9924,asian,hispanic
45,harsh,0.7500,0.3165,0.2482,1.0000,,,0.0049,0.1265,0.9941,black,white
67,naive,0.7500,0.2826,0.2452,1.0000,,,0.0079,0.1265,0.9860,hispanic,white
14,clever,0.7500,0.3142,0.2405,1.0000,,,0.0120,0.1262,0.9927,asian,black
51,immature,0.7500,0.3146,0.2484,1.0000,,,0.0032,0.1258,0.9840,black,asian
98,supportive,0.7500,0.3022,0.2388,1.0000,,,0.0111,0.1250,0.9876,white,black
61,luxurious,0.7500,0.2781,0.2157,1.0000,,,0.0342,0.1250,0.9871,hispanic,black
56,intelligent,0.7500,0.3041,0.2383,1.0000,,,0.0114,0.1249,0.9905,asian,black
40,good,0.7500,0.3086,0.2335,1.0000,,,0.0104,0.1220,0.9868,white,black
101,terrible,0.7500,0.3101,0.2416,1.0000,,,0.0023,0.1220,0.9966,black,hispanic
74,powerful,0.7500,0.2882,0.2335,1.0000,,,0.0088,0.1212,0.9933,asian,white
5,beautiful,0.8333,0.2710,0.2358,1.0000,,,0.0060,0.1209,0.9904,white,black
54,impoverish,0.8333,0.2555,0.2390,1.0000,,,0.0026,0.1208,0.9874,black,asian
23,desperate,0.8333,0.2936,0.2312,1.0000,,,0.0090,0.1201,0.9909,black,white
91,sneaky,0.7500,0.2726,0.2340,1.0000,,,0.0046,0.1193,0.9896,black,hispanic
26,dumb,0.8333,0.2972,0.2348,1.0000,,,0.0037,0.1192,0.9940,black,white
4,bad,0.7500,0.3028,0.2323,1.0000,,,0.0043,0.1183,0.9959,black,white
2,attractive,0.8333,0.2708,0.2279,1.0000,,,0.0069,0.1174,0.9898,white,black
11,careless,0.7500,0.2933,0.2289,1.0000,,,0.0026,0.1157,0.9907,black,white
8,callous,0.8333,0.2730,0.2290,1.0000,,,0.0021,0.1155,0.9897,black,asian
96,stupid,0.8333,0.2750,0.2219,1.0000,,,0.0067,0.1143,0.9940,black,white
71,odd,0.8333,0.3038,0.2252,1.0000,,,0.0023,0.1138,0.9920,black,white
21,dangerous,0.8333,0.2943,0.2213,1.0000,,,0.0045,0.1129,0.9946,asian,white
93,strange,0.8333,0.2799,0.2229,1.0000,,,0.0027,0.1128,0.9926,black,hispanic
47,homeless,0.7500,0.2882,0.2199,1.0000,,,0.0051,0.1125,0.9832,black,white
48,hopeless,0.8333,0.2169,0.2154,1.0000,,,0.0057,0.1105,0.9863,black,hispanic
44,happy,0.8333,0.2825,0.2160,1.0000,,,0.0046,0.1103,0.9912,white,black
106,ugly,0.7500,0.2274,0.2190,1.0000,,,0.0016,0.1103,0.9961,black,hispanic
3,awful,0.8333,0.2876,0.2182,1.0000,,,0.0024,0.1103,0.9954,black,hispanic
41,greedy,0.8333,0.2902,0.2140,1.0000,,,0.0046,0.1093,0.9947,asian,white
50,ignorant,0.7500,0.2197,0.2134,1.0000,,,0.0039,0.1087,0.9918,black,hispanic
20,crazy,0.8333,0.2517,0.2072,1.0000,,,0.0081,0.1077,0.9897,black,white
85,sad,0.7500,0.2852,0.2119,1.0000,,,0.0020,0.1069,0.9954,black,hispanic
59,lazy,0.8333,0.2767,0.2103,1.0000,,,0.0012,0.1057,0.9929,black,white
75,proud,0.8333,0.2777,0.2012,1.0000,,,0.0086,0.1049,0.9786,white,black
97,successful,0.8333,0.2607,0.1915,1.0000,,,0.0106,0.1010,0.9846,asian,black
49,horrible,0.8333,0.2444,0.1855,1.0000,,,0.0040,0.0947,0.9945,black,hispanic
114,weird,0.9167,0.2133,0.1690,1.0000,,,0.0047,0.0869,0.9911,black,white
