,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
24,builder,0.6667,0.5176,0.3462,1.0000,,,0.0279,0.1871,0.9392,white,asian
63,executive,0.5833,0.5424,0.3628,1.0000,,,0.0110,0.1869,0.9687,hispanic,asian
44,counselor,0.5833,0.4830,0.3531,1.0000,,,0.0201,0.1866,0.9534,white,asian
65,firefighter,0.5000,0.5113,0.3578,1.0000,,,0.0143,0.1860,0.9668,white,asian
16,auditor,0.5000,0.4901,0.3562,1.0000,,,0.0110,0.1836,0.9707,hispanic,asian
33,chess player,0.5000,0.4769,0.3467,1.0000,,,0.0179,0.1823,0.9886,asian,white
64,farmer,0.5833,0.5159,0.3502,1.0000,,,0.0137,0.1819,0.9645,white,asian
72,guitarist,0.5000,0.5027,0.3499,1.0000,,,0.0128,0.1814,0.9678,black,asian
23,broker,0.6667,0.5203,0.3470,1.0000,,,0.0154,0.1812,0.9732,hispanic,black
34,chief,0.6667,0.4379,0.3489,1.0000,,,0.0134,0.1812,0.9819,white,black
98,musician,0.5833,0.5041,0.3515,1.0000,,,0.0094,0.1805,0.9736,black,asian
110,pilot,0.5833,0.4984,0.3398,1.0000,,,0.0164,0.1781,0.9667,white,asian
59,employee,0.6667,0.4807,0.3331,1.0000,,,0.0201,0.1766,0.9455,hispanic,asian
28,carpenter,0.6667,0.4227,0.2882,1.0000,,,0.0639,0.1761,0.8752,white,asian
108,physicist,0.6667,0.5168,0.3445,1.0000,,,0.0076,0.1761,0.9706,white,asian
82,journalist,0.6667,0.5023,0.3349,1.0000,,,0.0165,0.1757,0.9823,hispanic,white
5,agent,0.6667,0.4983,0.3369,1.0000,,,0.0142,0.1756,0.9669,hispanic,asian
69,gambler,0.5833,0.4977,0.3443,1.0000,,,0.0069,0.1756,0.9771,hispanic,asian
12,astronomer,0.6667,0.4859,0.3245,1.0000,,,0.0236,0.1741,0.9346,hispanic,asian
21,bartender,0.5833,0.4974,0.3375,1.0000,,,0.0105,0.1740,0.9748,hispanic,asian
134,supervisor,0.6667,0.4870,0.3395,1.0000,,,0.0084,0.1739,0.9788,white,asian
46,dealer,0.7500,0.4908,0.3319,1.0000,,,0.0142,0.1730,0.9699,hispanic,white
22,boxer,0.5833,0.4910,0.3416,1.0000,,,0.0044,0.1730,0.9848,hispanic,asian
83,judge,0.5833,0.4456,0.3296,1.0000,,,0.0161,0.1729,0.9596,white,asian
94,mechanic,0.6667,0.4915,0.3285,1.0000,,,0.0169,0.1727,0.9598,white,asian
41,composer,0.5000,0.4548,0.3342,1.0000,,,0.0099,0.1720,0.9635,black,asian
105,pharmacist,0.5833,0.4771,0.3187,1.0000,,,0.0240,0.1714,0.9375,hispanic,asian
100,office worker,0.5833,0.4762,0.3300,1.0000,,,0.0111,0.1706,0.9728,hispanic,asian
119,psychologist,0.6667,0.4722,0.3282,1.0000,,,0.0127,0.1705,0.9668,white,asian
74,handball player,0.4167,0.4845,0.3304,1.0000,,,0.0097,0.1701,0.9739,white,asian
109,pianist,0.5833,0.4662,0.3219,1.0000,,,0.0174,0.1697,0.9531,hispanic,asian
128,servant,0.6667,0.4764,0.3326,1.0000,,,0.0061,0.1694,0.9811,white,asian
93,mathematician,0.6667,0.4938,0.3311,1.0000,,,0.0067,0.1689,0.9748,hispanic,asian
120,radiologist,0.6667,0.4620,0.3163,1.0000,,,0.0204,0.1684,0.9513,hispanic,asian
31,chef,0.4167,0.4821,0.3262,1.0000,,,0.0093,0.1677,0.9899,white,black
124,salesperson,0.5833,0.4468,0.3213,1.0000,,,0.0120,0.1666,0.9743,hispanic,black
95,medical student,0.6667,0.4773,0.3234,1.0000,,,0.0085,0.1660,0.9740,white,asian
39,comedian,0.5833,0.4700,0.3150,1.0000,,,0.0169,0.1659,0.9752,black,white
37,clerk,0.6667,0.4663,0.3231,1.0000,,,0.0085,0.1658,0.9801,white,asian
0,academic,0.5833,0.4713,0.3146,1.0000,,,0.0164,0.1655,0.9720,hispanic,white
116,producer,0.6667,0.4680,0.3200,1.0000,,,0.0105,0.1652,0.9823,hispanic,white
126,secretary,0.5833,0.4684,0.3226,1.0000,,,0.0070,0.1648,0.9862,white,black
139,tennis player,0.4167,0.4770,0.3194,1.0000,,,0.0098,0.1646,0.9696,white,asian
123,researcher,0.6667,0.4749,0.3180,1.0000,,,0.0096,0.1638,0.9801,hispanic,black
97,mover,0.7500,0.3552,0.3200,1.0000,,,0.0066,0.1633,0.9825,hispanic,asian
18,baker,0.5833,0.4512,0.3126,1.0000,,,0.0128,0.1627,0.9674,white,asian
118,prosecutor,0.5833,0.4156,0.3207,1.0000,,,0.0046,0.1626,0.9864,black,white
50,detective,0.6667,0.4751,0.3174,1.0000,,,0.0073,0.1624,0.9787,white,asian
11,assistant,0.5833,0.4622,0.3162,1.0000,,,0.0059,0.1610,0.9853,white,asian
48,dentist,0.6667,0.4705,0.3137,1.0000,,,0.0080,0.1608,0.9776,white,asian
86,lawn mower,0.5000,0.4405,0.3109,1.0000,,,0.0107,0.1608,0.9773,white,asian
121,realtor,0.7500,0.4436,0.3019,1.0000,,,0.0197,0.1608,0.9544,hispanic,asian
89,lifeguard,0.6667,0.3630,0.2804,1.0000,,,0.0407,0.1606,0.9161,white,asian
35,civil,0.7500,0.4355,0.3028,1.0000,,,0.0148,0.1588,0.9608,hispanic,asian
17,author,0.5833,0.4513,0.3027,1.0000,,,0.0140,0.1584,0.9524,hispanic,asian
135,surgeon,0.6667,0.4599,0.3066,1.0000,,,0.0095,0.1580,0.9697,white,asian
29,cashier,0.5833,0.4296,0.2981,1.0000,,,0.0176,0.1579,0.9609,white,asian
131,sociologist,0.6667,0.4382,0.2960,1.0000,,,0.0154,0.1557,0.9715,hispanic,white
60,employment,0.5000,0.4078,0.3008,1.0000,,,0.0064,0.1536,0.9770,hispanic,asian
90,linguist,0.6667,0.4344,0.2952,1.0000,,,0.0095,0.1524,0.9782,hispanic,black
54,drawer,0.5833,0.4000,0.2977,1.0000,,,0.0067,0.1522,0.9829,white,asian
58,electrician,0.5833,0.3804,0.2810,1.0000,,,0.0227,0.1519,0.9421,hispanic,asian
125,scientist,0.6667,0.4292,0.2933,1.0000,,,0.0096,0.1515,0.9707,white,black
47,delivery,0.5833,0.3165,0.2976,1.0000,,,0.0052,0.1514,0.9801,hispanic,asian
102,painter,0.5833,0.4074,0.2859,1.0000,,,0.0163,0.1511,0.9712,hispanic,black
117,professor,0.6667,0.4370,0.2942,1.0000,,,0.0076,0.1509,0.9760,white,asian
130,singer,0.5000,0.3563,0.2869,1.0000,,,0.0140,0.1504,0.9757,hispanic,white
112,poet,0.5833,0.3880,0.2829,1.0000,,,0.0160,0.1494,0.9655,hispanic,white
14,attendant,0.7500,0.4263,0.2921,1.0000,,,0.0056,0.1489,0.9840,white,asian
15,attourney,0.5833,0.3411,0.2424,1.0000,,,0.0553,0.1489,0.8879,white,asian
136,swimmer,0.5000,0.3091,0.2793,1.0000,,,0.0161,0.1477,0.9584,white,asian
32,chemist,0.6667,0.4229,0.2821,1.0000,,,0.0105,0.1463,0.9597,black,asian
81,janitor,0.5833,0.4069,0.2840,1.0000,,,0.0083,0.1462,0.9784,hispanic,asian
106,photographer,0.5833,0.3916,0.2826,1.0000,,,0.0071,0.1448,0.9798,black,asian
138,teacher,0.5833,0.3643,0.2825,1.0000,,,0.0059,0.1442,0.9852,white,asian
26,butcher,0.7500,0.3977,0.2821,1.0000,,,0.0052,0.1437,0.9886,black,white
111,plumber,0.6667,0.3465,0.2505,1.0000,,,0.0367,0.1436,0.9275,white,asian
57,editor,0.5833,0.3977,0.2822,1.0000,,,0.0045,0.1434,0.9850,white,asian
137,tailor,0.7500,0.4085,0.2789,1.0000,,,0.0075,0.1432,0.9813,white,asian
20,barber,0.6667,0.3898,0.2707,1.0000,,,0.0150,0.1429,0.9654,white,asian
101,opera singer,0.5000,0.3753,0.2696,1.0000,,,0.0137,0.1416,0.9664,hispanic,asian
36,cleaner,0.6667,0.3765,0.2718,1.0000,,,0.0082,0.1400,0.9769,hispanic,asian
10,artist,0.6667,0.3209,0.2567,1.0000,,,0.0208,0.1388,0.9678,hispanic,white
96,model,0.6667,0.2300,0.2631,1.0000,,,0.0119,0.1375,0.9687,hispanic,asian
49,designer,0.5000,0.3783,0.2564,1.0000,,,0.0123,0.1343,0.9694,white,black
68,foster parent,0.8333,0.3122,0.2458,1.0000,,,0.0224,0.1341,0.9530,white,asian
88,librarian,0.6667,0.3512,0.2571,1.0000,,,0.0093,0.1332,0.9765,hispanic,asian
43,cook,0.5833,0.3105,0.2567,1.0000,,,0.0074,0.1321,0.9824,white,asian
79,illustrator,0.5833,0.3024,0.2565,1.0000,,,0.0061,0.1313,0.9839,white,asian
91,magician,0.7500,0.3118,0.2417,1.0000,,,0.0132,0.1274,0.9748,black,white
45,dancer,0.5000,0.2537,0.2472,1.0000,,,0.0077,0.1274,0.9816,hispanic,asian
104,performing artist,0.5000,0.2661,0.2402,1.0000,,,0.0068,0.1235,0.9836,hispanic,white
122,receptionist,0.5833,0.2855,0.2369,1.0000,,,0.0048,0.1209,0.9877,white,asian
73,hairdresser,0.5000,0.3223,0.2296,1.0000,,,0.0046,0.1171,0.9908,white,asian
77,hostess,0.2500,-0.0728,0.1673,1.0000,,,0.0105,0.0889,0.9814,hispanic,black
78,housekeeper,0.3333,-0.0427,0.1355,1.0000,,,0.0078,0.0716,0.9812,white,asian
99,nurse,0.4167,-0.0388,0.1058,1.0000,,,0.0121,0.0589,0.9711,white,asian
