,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
117,professor,0.2500,0.5605,0.3869,0.8750,,,0.2259,0.3064,0.5761,black,asian
39,comedian,0.1667,0.5726,0.3906,0.8750,,,0.2219,0.3063,0.5764,black,asian
107,physician,0.1667,0.4873,0.3328,0.8750,,,0.2790,0.3059,0.4692,black,asian
48,dentist,0.1667,0.5613,0.3786,0.8750,,,0.2321,0.3054,0.5552,black,asian
56,economist,0.1667,0.5347,0.3664,0.8750,,,0.2414,0.3039,0.5286,black,asian
121,realtor,0.2500,0.5920,0.4113,1.0000,,,0.1962,0.3038,0.6260,black,asian
97,mover,0.2500,0.5306,0.3680,0.8750,,,0.2370,0.3025,0.5544,black,asian
113,police officer,0.2500,0.5715,0.3933,0.8750,,,0.2111,0.3022,0.6078,black,asian
25,businessperson,0.2500,0.3693,0.3010,0.8750,,,0.3033,0.3021,0.4416,black,asian
76,historian,0.2500,0.5341,0.3662,0.8750,,,0.2359,0.3010,0.5484,black,asian
93,mathematician,0.1667,0.5432,0.3660,0.8750,,,0.2358,0.3009,0.5437,black,asian
103,pensioner,0.2500,0.5420,0.3739,0.8750,,,0.2266,0.3002,0.5751,black,asian
102,painter,0.0833,0.4737,0.3270,0.8750,,,0.2733,0.3001,0.4755,black,asian
128,servant,0.2500,0.4639,0.3126,0.8750,,,0.2847,0.2986,0.4617,black,asian
10,artist,0.2500,0.4177,0.3071,0.8750,,,0.2902,0.2986,0.4320,black,asian
80,inspector,0.2500,0.5339,0.3807,0.8750,,,0.2162,0.2985,0.6009,black,asian
75,handyman,0.3333,0.5432,0.3736,0.8750,,,0.2217,0.2977,0.5837,black,asian
109,pianist,0.0833,0.5138,0.3430,0.8750,,,0.2510,0.2970,0.5135,black,asian
108,physicist,0.2500,0.5678,0.3870,0.8750,,,0.2043,0.2956,0.6035,black,asian
7,analyst,0.3333,0.4957,0.3632,0.8750,,,0.2245,0.2938,0.5784,black,asian
31,chef,0.1667,0.5088,0.3534,0.8750,,,0.2321,0.2928,0.5485,black,asian
94,mechanic,0.1667,0.6298,0.4252,1.0000,,,0.1558,0.2905,0.6933,black,asian
111,plumber,0.2500,0.3429,0.2293,0.8750,,,0.3514,0.2904,0.3383,black,asian
140,theologian,0.1667,0.5380,0.3715,0.8750,,,0.2092,0.2904,0.5807,black,asian
81,janitor,0.1667,0.5843,0.3913,1.0000,,,0.1892,0.2902,0.6434,black,asian
20,barber,0.1667,0.4605,0.3070,0.8750,,,0.2691,0.2881,0.4890,black,asian
44,counselor,0.3333,0.4498,0.3195,0.8750,,,0.2563,0.2879,0.5100,black,asian
42,construction worker,0.2500,0.4607,0.3270,0.8750,,,0.2478,0.2874,0.5373,black,asian
0,academic,0.2500,0.4909,0.3389,0.8750,,,0.2358,0.2873,0.5274,black,asian
126,secretary,0.2500,0.4669,0.3190,0.8750,,,0.2536,0.2863,0.5316,black,asian
49,designer,0.1667,0.3630,0.2602,0.8750,,,0.3088,0.2845,0.4273,black,asian
124,salesperson,0.2500,0.3973,0.2921,0.8750,,,0.2678,0.2799,0.5081,black,asian
70,grocer,0.2500,0.5574,0.3762,1.0000,,,0.1826,0.2794,0.6578,black,asian
138,teacher,0.2500,0.3950,0.2970,0.8750,,,0.2579,0.2774,0.5149,black,asian
50,detective,0.4167,0.5197,0.3465,0.8750,,,0.2078,0.2771,0.6133,black,asian
23,broker,0.3333,0.4995,0.3400,0.8750,,,0.2136,0.2768,0.5997,black,asian
47,delivery,0.2500,0.3201,0.2482,0.8750,,,0.3033,0.2758,0.4132,white,asian
84,laborer,0.2500,0.4606,0.3255,0.8750,,,0.2230,0.2742,0.5824,black,asian
89,lifeguard,0.2500,0.4416,0.3073,0.8750,,,0.2375,0.2724,0.5363,white,asian
122,receptionist,0.1667,0.4309,0.2927,0.8750,,,0.2500,0.2714,0.5227,black,asian
100,office worker,0.2500,0.4206,0.2960,0.8750,,,0.2441,0.2700,0.5537,black,asian
136,swimmer,0.2500,0.3280,0.2650,0.8750,,,0.2729,0.2689,0.4494,black,asian
82,journalist,0.1667,0.5046,0.3391,0.8750,,,0.1986,0.2688,0.6191,black,asian
127,security guard,0.4167,0.5507,0.3686,1.0000,,,0.1676,0.2681,0.6897,black,asian
15,attourney,0.5000,0.4936,0.3291,1.0000,,,0.2058,0.2674,0.6160,black,asian
134,supervisor,0.3333,0.5265,0.3682,1.0000,,,0.1650,0.2666,0.6927,black,asian
54,drawer,0.2500,0.4237,0.2855,1.0000,,,0.2393,0.2624,0.5656,black,asian
43,cook,0.3333,0.3934,0.2854,0.8750,,,0.2372,0.2613,0.5363,black,asian
86,lawn mower,0.1667,0.4885,0.3256,1.0000,,,0.1923,0.2590,0.6415,black,asian
131,sociologist,0.1667,0.4691,0.3363,1.0000,,,0.1750,0.2557,0.6663,black,asian
90,linguist,0.2500,0.5715,0.3894,1.0000,,,0.1217,0.2555,0.7541,black,asian
18,baker,0.1667,0.4796,0.3197,1.0000,,,0.1883,0.2540,0.6429,black,asian
120,radiologist,0.1667,0.5248,0.3544,1.0000,,,0.1530,0.2537,0.7082,black,asian
104,performing artist,0.0833,0.4130,0.2833,0.8750,,,0.2201,0.2517,0.5882,black,asian
105,pharmacist,0.2500,0.4530,0.3141,1.0000,,,0.1887,0.2514,0.6381,black,asian
119,psychologist,0.2500,0.4034,0.2949,1.0000,,,0.1904,0.2427,0.6403,black,asian
45,dancer,0.1667,0.3278,0.2320,0.8750,,,0.2400,0.2360,0.5377,black,asian
88,librarian,0.2500,0.3258,0.2378,0.8750,,,0.2340,0.2359,0.5612,black,asian
123,researcher,0.3333,0.4129,0.3178,1.0000,,,0.1535,0.2356,0.7100,black,asian
73,hairdresser,0.2500,0.3574,0.2387,0.8750,,,0.2258,0.2323,0.5829,white,asian
14,attendant,0.2500,0.2437,0.1782,0.8750,,,0.2849,0.2316,0.4698,black,asian
130,singer,0.1667,0.3364,0.2627,0.8750,,,0.1968,0.2297,0.6212,black,asian
96,model,0.2500,0.2275,0.1933,0.8750,,,0.2508,0.2221,0.5113,black,asian
99,nurse,0.0000,-0.1080,0.1573,0.8750,,,0.2755,0.2164,0.4839,black,asian
68,foster parent,0.7500,0.1971,0.1839,0.8750,,,0.2321,0.2080,0.5776,black,asian
77,hostess,0.0000,0.0187,0.1231,0.8750,,,0.2736,0.1983,0.4813,white,asian
101,opera singer,0.0833,0.3393,0.2290,1.0000,,,0.1652,0.1971,0.6853,black,asian
78,housekeeper,0.0000,-0.1031,0.1114,0.8750,,,0.2610,0.1862,0.5199,black,asian
36,cleaner,0.3333,0.3375,0.2382,1.0000,,,0.1009,0.1696,0.8074,black,asian
