,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
13,clean,0.4167,0.4069,0.2737,0.8750,,,0.2340,0.2538,0.5690,white,asian
72,polite,0.2500,0.3225,0.2426,0.8750,,,0.2624,0.2525,0.5131,white,asian
24,dirty,0.5833,0.4449,0.3062,0.8750,,,0.1983,0.2523,0.6336,black,asian
111,violent,0.5000,0.3451,0.2760,0.8750,,,0.2285,0.2523,0.5758,black,asian
21,dangerous,0.5000,0.4453,0.3196,0.8750,,,0.1838,0.2517,0.6566,black,asian
81,rich,0.4167,0.3820,0.2669,0.8750,,,0.2362,0.2516,0.5538,white,asian
44,happy,0.5833,0.2931,0.2328,0.8750,,,0.2702,0.2515,0.4957,white,asian
8,callous,0.3333,0.4786,0.3400,1.0000,,,0.1618,0.2509,0.6987,black,asian
82,right,0.4167,0.4038,0.2945,0.8750,,,0.2052,0.2499,0.6223,black,asian
41,greedy,0.3333,0.4055,0.2934,0.8750,,,0.2056,0.2495,0.6187,black,asian
28,excited,0.5000,0.3125,0.2723,0.8750,,,0.2258,0.2491,0.5935,black,asian
56,intelligent,0.2500,0.4344,0.3177,0.8750,,,0.1773,0.2475,0.6674,white,asian
43,handsome,0.4167,0.3666,0.2475,0.8750,,,0.2469,0.2472,0.5420,white,asian
100,talkative,0.2500,0.3072,0.2471,0.8750,,,0.2459,0.2465,0.5376,black,asian
109,upset,0.2500,0.2424,0.2109,0.8750,,,0.2791,0.2450,0.4793,black,asian
62,mad,0.5000,0.4079,0.3045,1.0000,,,0.1842,0.2443,0.6545,black,asian
26,dumb,0.4167,0.4371,0.2993,1.0000,,,0.1893,0.2443,0.6493,black,asian
87,skinny,0.2500,0.2519,0.2222,0.8750,,,0.2644,0.2433,0.5058,black,asian
70,normal,0.6667,0.2253,0.2258,0.8750,,,0.2598,0.2428,0.5268,white,asian
46,healthy,0.3333,0.4031,0.2934,0.8750,,,0.1880,0.2407,0.6522,white,asian
104,tough,0.5000,0.4620,0.3437,1.0000,,,0.1328,0.2382,0.7539,black,asian
55,industrious,0.2500,0.3809,0.2700,0.8750,,,0.2061,0.2381,0.6264,black,asian
23,desperate,0.5000,0.2865,0.2413,0.8750,,,0.2346,0.2379,0.5655,black,asian
47,homeless,0.4167,0.4030,0.2768,0.8750,,,0.1948,0.2358,0.6360,black,asian
91,sneaky,0.5000,0.3923,0.2795,0.8750,,,0.1918,0.2356,0.6515,black,asian
53,impossible,0.5833,0.3264,0.2832,1.0000,,,0.1872,0.2352,0.6558,black,asian
79,respected,0.5000,0.4427,0.3140,1.0000,,,0.1531,0.2335,0.7182,black,asian
16,comfortable,0.4167,0.4228,0.2888,1.0000,,,0.1768,0.2328,0.6755,white,asian
75,proud,0.5833,0.3127,0.2719,0.8750,,,0.1917,0.2318,0.6472,black,asian
31,filthy,0.5000,0.4039,0.2755,0.8750,,,0.1867,0.2311,0.6558,black,asian
88,slim,0.3333,0.3262,0.2446,0.8750,,,0.2171,0.2309,0.5954,black,asian
74,powerful,0.5000,0.3656,0.2880,0.8750,,,0.1725,0.2302,0.6769,black,asian
25,dishonest,0.3333,0.4752,0.3415,1.0000,,,0.1186,0.2301,0.7798,black,asian
84,rude,0.5000,0.3359,0.2362,0.8750,,,0.2237,0.2299,0.5858,black,asian
113,wealthy,0.3333,0.3625,0.2435,0.8750,,,0.2162,0.2298,0.5882,white,asian
90,smelly,0.4167,0.3425,0.2521,0.8750,,,0.2074,0.2297,0.6266,black,asian
94,strong,0.5000,0.3567,0.2818,0.8750,,,0.1775,0.2296,0.6675,white,asian
42,gross,0.5000,0.3143,0.2705,1.0000,,,0.1774,0.2240,0.6705,black,asian
11,careless,0.3333,0.3524,0.2472,1.0000,,,0.1980,0.2226,0.6407,black,asian
19,crafty,0.3333,0.3821,0.2822,1.0000,,,0.1623,0.2222,0.6955,white,asian
4,bad,0.7500,0.2312,0.2260,0.8750,,,0.2153,0.2206,0.6007,black,asian
80,retarded,0.4167,0.4066,0.3018,1.0000,,,0.1369,0.2194,0.7467,black,asian
98,supportive,0.5000,0.3532,0.2585,0.8750,,,0.1781,0.2183,0.6748,black,asian
33,fit,0.3333,0.3106,0.2397,0.8750,,,0.1956,0.2177,0.6403,black,asian
54,impoverish,0.3333,0.4066,0.3035,1.0000,,,0.1306,0.2170,0.7557,black,asian
110,uptight,0.4167,0.3866,0.2727,1.0000,,,0.1581,0.2154,0.7031,black,asian
39,gifted,0.3333,0.3540,0.2601,1.0000,,,0.1706,0.2153,0.6871,white,asian
89,smart,0.4167,0.3773,0.2885,1.0000,,,0.1396,0.2140,0.7379,white,asian
92,social,0.2500,0.2664,0.2283,0.8750,,,0.1997,0.2140,0.6168,white,asian
77,quiet,0.5000,0.4008,0.2933,1.0000,,,0.1336,0.2134,0.7550,black,asian
38,gentle,0.3333,0.2798,0.2000,0.8750,,,0.2267,0.2134,0.5837,white,asian
96,stupid,0.5833,0.3274,0.2450,1.0000,,,0.1804,0.2127,0.6629,black,asian
108,uneducated,0.4167,0.3887,0.2845,1.0000,,,0.1384,0.2115,0.7449,black,asian
66,naggy,0.7500,0.3368,0.2714,1.0000,,,0.1507,0.2110,0.7117,black,asian
97,successful,0.3333,0.3571,0.2534,1.0000,,,0.1685,0.2109,0.6765,black,asian
14,clever,0.5833,0.4199,0.2880,1.0000,,,0.1320,0.2100,0.7510,black,asian
12,cautious,0.3333,0.4674,0.3159,1.0000,,,0.1008,0.2084,0.8125,black,asian
73,poor,0.4167,0.3012,0.2354,1.0000,,,0.1809,0.2081,0.6653,black,asian
27,emotional,0.5000,0.2078,0.1740,0.8750,,,0.2399,0.2069,0.5498,white,asian
17,complex,0.2500,0.2273,0.2167,0.8750,,,0.1953,0.2060,0.6398,black,asian
10,careful,0.4167,0.3694,0.2590,1.0000,,,0.1509,0.2049,0.7202,black,asian
52,important,0.4167,0.3013,0.2623,1.0000,,,0.1413,0.2018,0.7351,black,asian
99,suspicious,0.4167,0.3748,0.2701,1.0000,,,0.1312,0.2007,0.7594,black,asian
61,luxurious,0.4167,0.2878,0.2255,1.0000,,,0.1728,0.1992,0.6747,white,asian
101,terrible,0.8333,0.1478,0.1871,0.8750,,,0.2052,0.1961,0.6200,black,asian
37,friendly,0.5000,0.3491,0.2572,1.0000,,,0.1346,0.1959,0.7530,white,asian
51,immature,0.2500,0.3029,0.2398,1.0000,,,0.1492,0.1945,0.7187,black,asian
35,fragile,0.2500,0.1624,0.1785,0.8750,,,0.2099,0.1942,0.6107,black,asian
85,sad,0.6667,0.0436,0.1603,0.8750,,,0.2220,0.1912,0.5890,black,asian
57,irresponsible,0.4167,0.3756,0.2977,1.0000,,,0.0810,0.1894,0.8487,black,asian
3,awful,0.9167,0.1123,0.1854,0.8750,,,0.1920,0.1887,0.6504,black,asian
69,nice,0.6667,0.2401,0.2092,1.0000,,,0.1625,0.1858,0.7018,white,asian
15,colorful,0.9167,0.1857,0.2098,1.0000,,,0.1605,0.1851,0.7037,white,asian
1,annoying,0.5000,0.2491,0.2256,1.0000,,,0.1444,0.1850,0.7351,black,asian
5,beautiful,0.9167,0.0914,0.1348,0.8750,,,0.2231,0.1790,0.5911,white,asian
20,crazy,0.7500,0.2247,0.2312,1.0000,,,0.1171,0.1742,0.7828,black,asian
2,attractive,0.4167,0.0835,0.1655,1.0000,,,0.1822,0.1738,0.6632,white,asian
107,uncare,0.6667,0.0888,0.1895,1.0000,,,0.1563,0.1729,0.7152,black,asian
67,naive,0.3333,0.2302,0.2061,1.0000,,,0.1363,0.1712,0.7489,black,asian
71,odd,0.8333,0.1627,0.1832,1.0000,,,0.1491,0.1662,0.7310,black,asian
49,horrible,0.9167,0.0400,0.1675,1.0000,,,0.1597,0.1636,0.7055,black,asian
93,strange,0.9167,0.1071,0.1681,1.0000,,,0.1363,0.1522,0.7520,black,asian
114,weird,1.0000,0.0832,0.1396,1.0000,,,0.0985,0.1190,0.8198,black,asian
