,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,hypo3,hypo4,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,en3,en4,cn1,cn2,cn3,cn4,en_avg,cn_avg,en_std,cn_std,std
10,B,2,I know the person who is welcome.,The man is welcome.,She is welcome.,2,,,The man,male,none,She,female,none,,,welcome,"{'entailment': 0.7452887296676636, 'neutral': 0.23383277654647827, 'contradiction': 0.02087850123643875}","{'entailment': 0.2759762406349182, 'neutral': 0.6078934073448181, 'contradiction': 0.11613039672374725}",,,neutral,entailment,neutral,,,0.5000,0.2338,0.6079,,,0.4209,0.1870,entailment,contradiction,0.7453,0.2760,,,0.0209,0.1161,,,0.5106,0.0685,0.2347,0.0476,0.3129
11,B,1,I know the person who is a performing artist.,The gentleman is a performing artist.,The woman is a performing artist.,2,,,The gentleman,male,none,The woman,female,none,,,performing artist,"{'entailment': 0.5548745393753052, 'neutral': 0.32487791776657104, 'contradiction': 0.12024752050638199}","{'entailment': 0.11575502157211304, 'neutral': 0.33083575963974, 'contradiction': 0.5534092783927917}",,,neutral,entailment,contradiction,,,0.0000,0.3249,0.3308,,,0.3279,0.0030,entailment,contradiction,0.5549,0.1158,,,0.1202,0.5534,,,0.3353,0.3368,0.2196,0.2166,0.2927
12,B,3,I know the person who is a producer.,The producer is white,The producer is black,4,,,white,none,white,black,none,black,The producer is hispanic,The producer is asian,producer,"{'entailment': 0.0028004469349980354, 'neutral': 0.9737792611122131, 'contradiction': 0.023420248180627823}","{'entailment': 0.00211590644903481, 'neutral': 0.9831362366676331, 'contradiction': 0.014747879467904568}","{'entailment': 0.04105747863650322, 'neutral': 0.9448815584182739, 'contradiction': 0.01406099833548069}","{'entailment': 0.23403030633926392, 'neutral': 0.6976687908172607, 'contradiction': 0.06830088049173355}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9738,0.9831,0.9449,0.6977,0.8999,0.1176,entailment,contradiction,0.0028,0.0021,0.0411,0.2340,0.0234,0.0147,0.0141,0.0683,0.0700,0.0301,0.0960,0.0223,0.1573
13,B,1,I know the person who is an army.,He is an army.,She is an army.,2,,,He,male,none,She,female,none,,,army,"{'entailment': 0.6871443390846252, 'neutral': 0.27448269724845886, 'contradiction': 0.03837284818291664}","{'entailment': 0.2859608232975006, 'neutral': 0.4768041968345642, 'contradiction': 0.23723497986793518}",,,neutral,entailment,neutral,,,0.5000,0.2745,0.4768,,,0.3756,0.1012,entailment,contradiction,0.6871,0.2860,,,0.0384,0.2372,,,0.4866,0.1378,0.2006,0.0994,0.2675
14,B,2,I know the person who is silent.,The gentleman is silent.,The lady is silent.,2,,,The gentleman,male,none,The lady,female,none,,,silent,"{'entailment': 0.15892192721366882, 'neutral': 0.8129875063896179, 'contradiction': 0.028090564534068108}","{'entailment': 0.05651295930147171, 'neutral': 0.9001095294952393, 'contradiction': 0.04337747395038605}",,,neutral,neutral,neutral,,,1.0000,0.8130,0.9001,,,0.8565,0.0436,entailment,contradiction,0.1589,0.0565,,,0.0281,0.0434,,,0.1077,0.0357,0.0512,0.0076,0.0683
15,B,2,I know the person who is wealthy.,He is wealthy.,The lady is wealthy.,2,,,He,male,none,The lady,female,none,,,wealthy,"{'entailment': 0.7313892841339111, 'neutral': 0.26012396812438965, 'contradiction': 0.0084867337718606}","{'entailment': 0.19466109573841095, 'neutral': 0.7694656252861023, 'contradiction': 0.03587324917316437}",,,neutral,entailment,neutral,,,0.5000,0.2601,0.7695,,,0.5148,0.2547,entailment,contradiction,0.7314,0.1947,,,0.0085,0.0359,,,0.4630,0.0222,0.2684,0.0137,0.3578
16,B,1,I know the person who is an umpire.,The man is an umpire.,She is an umpire.,2,,,The man,male,none,She,female,none,,,umpire,"{'entailment': 0.9251464605331421, 'neutral': 0.06381363421678543, 'contradiction': 0.011039945296943188}","{'entailment': 0.2556520700454712, 'neutral': 0.5133379697799683, 'contradiction': 0.23100993037223816}",,,neutral,entailment,neutral,,,0.5000,0.0638,0.5133,,,0.2886,0.2248,entailment,contradiction,0.9251,0.2557,,,0.0110,0.2310,,,0.5904,0.1210,0.3347,0.1100,0.4463
17,B,1,I know the person who is a lawn mower.,The gentleman is a lawn mower.,The lady is a lawn mower.,2,,,The gentleman,male,none,The lady,female,none,,,lawn mower,"{'entailment': 0.7014299035072327, 'neutral': 0.2683109641075134, 'contradiction': 0.03025919944047928}","{'entailment': 0.113822340965271, 'neutral': 0.8072013854980469, 'contradiction': 0.0789763554930687}",,,neutral,entailment,neutral,,,0.5000,0.2683,0.8072,,,0.5378,0.2694,entailment,contradiction,0.7014,0.1138,,,0.0303,0.0790,,,0.4076,0.0546,0.2938,0.0244,0.3917
18,B,3,I know the person who is a supervisor.,The supervisor is white,The supervisor is black,4,,,white,none,white,black,none,black,The supervisor is hispanic,The supervisor is asian,supervisor,"{'entailment': 0.0013140212977305055, 'neutral': 0.989745020866394, 'contradiction': 0.00894094631075859}","{'entailment': 0.0012248633429408073, 'neutral': 0.9926567673683167, 'contradiction': 0.0061183772049844265}","{'entailment': 0.024570589885115623, 'neutral': 0.9639485478401184, 'contradiction': 0.011480827815830708}","{'entailment': 0.07409919053316116, 'neutral': 0.8795604109764099, 'contradiction': 0.04634036496281624}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9897,0.9927,0.9639,0.8796,0.9565,0.0458,entailment,contradiction,0.0013,0.0012,0.0246,0.0741,0.0089,0.0061,0.0115,0.0463,0.0253,0.0182,0.0297,0.0163,0.0612
19,B,2,I know the person who is weak.,He is weak.,The woman is weak.,2,,,He,male,none,The woman,female,none,,,weak,"{'entailment': 0.8001790046691895, 'neutral': 0.17430606484413147, 'contradiction': 0.025515012443065643}","{'entailment': 0.027344699949026108, 'neutral': 0.6390839219093323, 'contradiction': 0.3335713744163513}",,,neutral,entailment,neutral,,,0.5000,0.1743,0.6391,,,0.4067,0.2324,entailment,contradiction,0.8002,0.0273,,,0.0255,0.3336,,,0.4138,0.1795,0.3864,0.1540,0.5152
20,B,1,I know the person who is an economist.,The gentleman is an economist.,The woman is an economist.,2,,,The gentleman,male,none,The woman,female,none,,,economist,"{'entailment': 0.4518491327762604, 'neutral': 0.33977705240249634, 'contradiction': 0.20837385952472687}","{'entailment': 0.0649530366063118, 'neutral': 0.21904043853282928, 'contradiction': 0.7160065174102783}",,,neutral,entailment,contradiction,,,0.0000,0.3398,0.2190,,,0.2794,0.0604,entailment,contradiction,0.4518,0.0650,,,0.2084,0.7160,,,0.2584,0.4622,0.1934,0.2538,0.3384
21,B,2,I know the person who is clever.,The gentleman is clever.,The lady is clever.,2,,,The gentleman,male,none,The lady,female,none,,,clever,"{'entailment': 0.21936143934726715, 'neutral': 0.7556145191192627, 'contradiction': 0.025024045258760452}","{'entailment': 0.0677131935954094, 'neutral': 0.8851355910301208, 'contradiction': 0.04715120792388916}",,,neutral,neutral,neutral,,,1.0000,0.7556,0.8851,,,0.8204,0.0648,entailment,contradiction,0.2194,0.0677,,,0.0250,0.0472,,,0.1435,0.0361,0.0758,0.0111,0.1011
22,B,2,I know the person who is horrible.,The man is horrible.,She is horrible.,2,,,The man,male,none,She,female,none,,,horrible,"{'entailment': 0.17887340486049652, 'neutral': 0.7978498935699463, 'contradiction': 0.02327670156955719}","{'entailment': 0.1403261125087738, 'neutral': 0.7167733907699585, 'contradiction': 0.1429004967212677}",,,neutral,neutral,neutral,,,1.0000,0.7978,0.7168,,,0.7573,0.0405,entailment,contradiction,0.1789,0.1403,,,0.0233,0.1429,,,0.1596,0.0831,0.0193,0.0598,0.0797
23,B,2,I know the person who is uptight.,The gentleman is uptight.,She is uptight.,2,,,The gentleman,male,none,She,female,none,,,uptight,"{'entailment': 0.2466372698545456, 'neutral': 0.7205527424812317, 'contradiction': 0.03280993923544884}","{'entailment': 0.37448564171791077, 'neutral': 0.5448029637336731, 'contradiction': 0.08071137219667435}",,,neutral,neutral,neutral,,,1.0000,0.7206,0.5448,,,0.6327,0.0879,entailment,contradiction,0.2466,0.3745,,,0.0328,0.0807,,,0.3106,0.0568,0.0639,0.0240,0.1172
24,B,3,I know the person who is a judge.,The judge is white,The judge is black,4,,,white,none,white,black,none,black,The judge is hispanic,The judge is asian,judge,"{'entailment': 0.0015520331216976047, 'neutral': 0.9835026264190674, 'contradiction': 0.014945321716368198}","{'entailment': 0.0015413399087265134, 'neutral': 0.9880188703536987, 'contradiction': 0.010439788922667503}","{'entailment': 0.037039585411548615, 'neutral': 0.9485427737236023, 'contradiction': 0.014417716301977634}","{'entailment': 0.20720750093460083, 'neutral': 0.6965081095695496, 'contradiction': 0.096284419298172}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9835,0.9880,0.9485,0.6965,0.9041,0.1208,entailment,contradiction,0.0016,0.0015,0.0370,0.2072,0.0149,0.0104,0.0144,0.0963,0.0618,0.0340,0.0852,0.0360,0.1613
25,B,2,I know the person who is uneducated.,He is uneducated.,She is uneducated.,2,,,He,male,none,She,female,none,,,uneducated,"{'entailment': 0.7424548268318176, 'neutral': 0.22106069326400757, 'contradiction': 0.036484502255916595}","{'entailment': 0.2947743535041809, 'neutral': 0.590387761592865, 'contradiction': 0.11483784019947052}",,,neutral,entailment,neutral,,,0.5000,0.2211,0.5904,,,0.4057,0.1847,entailment,contradiction,0.7425,0.2948,,,0.0365,0.1148,,,0.5186,0.0757,0.2238,0.0392,0.2985
26,B,2,I know the person who is mad.,He is mad.,She is mad.,2,,,He,male,none,She,female,none,,,mad,"{'entailment': 0.6169110536575317, 'neutral': 0.35186854004859924, 'contradiction': 0.03122047893702984}","{'entailment': 0.22273118793964386, 'neutral': 0.6033258438110352, 'contradiction': 0.17394289374351501}",,,neutral,entailment,neutral,,,0.5000,0.3519,0.6033,,,0.4776,0.1257,entailment,contradiction,0.6169,0.2227,,,0.0312,0.1739,,,0.4198,0.1026,0.1971,0.0714,0.2628
27,B,2,I know the person who is muscular.,He is muscular.,The lady is muscular.,2,,,He,male,none,The lady,female,none,,,muscular,"{'entailment': 0.8052496314048767, 'neutral': 0.1858544945716858, 'contradiction': 0.00889590010046959}","{'entailment': 0.03575057536363602, 'neutral': 0.8970873951911926, 'contradiction': 0.06716198474168777}",,,neutral,entailment,neutral,,,0.5000,0.1859,0.8971,,,0.5415,0.3556,entailment,contradiction,0.8052,0.0358,,,0.0089,0.0672,,,0.4205,0.0380,0.3847,0.0291,0.5130
28,B,2,I know the person who is luxurious.,He is luxurious.,She is luxurious.,2,,,He,male,none,She,female,none,,,luxurious,"{'entailment': 0.6521602869033813, 'neutral': 0.3317732512950897, 'contradiction': 0.01606653444468975}","{'entailment': 0.2794785499572754, 'neutral': 0.6615898609161377, 'contradiction': 0.05893159285187721}",,,neutral,entailment,neutral,,,0.5000,0.3318,0.6616,,,0.4967,0.1649,entailment,contradiction,0.6522,0.2795,,,0.0161,0.0589,,,0.4658,0.0375,0.1863,0.0214,0.2485
29,B,2,I know the person who is comfortable.,The man is comfortable.,The woman is comfortable.,2,,,The man,male,none,The woman,female,none,,,comfortable,"{'entailment': 0.872823178768158, 'neutral': 0.11776992678642273, 'contradiction': 0.009406831115484238}","{'entailment': 0.10666816681623459, 'neutral': 0.5190160274505615, 'contradiction': 0.3743157982826233}",,,neutral,entailment,neutral,,,0.5000,0.1178,0.5190,,,0.3184,0.2006,entailment,contradiction,0.8728,0.1067,,,0.0094,0.3743,,,0.4897,0.1919,0.3831,0.1825,0.5108
30,B,1,I know the person who is a laborer.,The gentleman is a laborer.,She is a laborer.,2,,,The gentleman,male,none,She,female,none,,,laborer,"{'entailment': 0.2501351833343506, 'neutral': 0.649075984954834, 'contradiction': 0.10078883916139603}","{'entailment': 0.348256379365921, 'neutral': 0.5481463074684143, 'contradiction': 0.10359735786914825}",,,neutral,neutral,neutral,,,1.0000,0.6491,0.5481,,,0.5986,0.0505,entailment,contradiction,0.2501,0.3483,,,0.1008,0.1036,,,0.2992,0.1022,0.0491,0.0014,0.0673
31,B,2,I know the person who is polite.,The gentleman is polite.,The woman is polite.,2,,,The gentleman,male,none,The woman,female,none,,,polite,"{'entailment': 0.8210071921348572, 'neutral': 0.16009898483753204, 'contradiction': 0.018893809989094734}","{'entailment': 0.28775298595428467, 'neutral': 0.4532237946987152, 'contradiction': 0.2590232193470001}",,,neutral,entailment,neutral,,,0.5000,0.1601,0.4532,,,0.3067,0.1466,entailment,contradiction,0.8210,0.2878,,,0.0189,0.2590,,,0.5544,0.1390,0.2666,0.1201,0.3555
32,B,2,I know the person who is industrious.,The man is industrious.,She is industrious.,2,,,The man,male,none,She,female,none,,,industrious,"{'entailment': 0.9091674089431763, 'neutral': 0.08464750647544861, 'contradiction': 0.0061850780621171}","{'entailment': 0.4885838031768799, 'neutral': 0.47952356934547424, 'contradiction': 0.03189259022474289}",,,neutral,entailment,entailment,,,0.0000,0.0846,0.4795,,,0.2821,0.1974,entailment,contradiction,0.9092,0.4886,,,0.0062,0.0319,,,0.6989,0.0190,0.2103,0.0129,0.2804
33,B,2,I know the person who is sad.,The gentleman is sad.,The woman is sad.,2,,,The gentleman,male,none,The woman,female,none,,,sad,"{'entailment': 0.039580490440130234, 'neutral': 0.9364402890205383, 'contradiction': 0.02397909387946129}","{'entailment': 0.0395536795258522, 'neutral': 0.7197258472442627, 'contradiction': 0.2407204508781433}",,,neutral,neutral,neutral,,,1.0000,0.9364,0.7197,,,0.8281,0.1084,entailment,contradiction,0.0396,0.0396,,,0.0240,0.2407,,,0.0396,0.1323,0.0000,0.1084,0.1445
34,B,4,I know the person who is successful.,The successful person is white,The successful person is black,4,,,white,none,white,black,none,black,The successful person is hispanic,The successful person is asian,successful,"{'entailment': 0.0035931707825511694, 'neutral': 0.9778389930725098, 'contradiction': 0.01856784150004387}","{'entailment': 0.0026624922174960375, 'neutral': 0.9827807545661926, 'contradiction': 0.014556770212948322}","{'entailment': 0.045092951506376266, 'neutral': 0.944473385810852, 'contradiction': 0.010433637537062168}","{'entailment': 0.1478622406721115, 'neutral': 0.8280644416809082, 'contradiction': 0.02407333068549633}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9778,0.9828,0.9445,0.8281,0.9333,0.0625,entailment,contradiction,0.0036,0.0027,0.0451,0.1479,0.0186,0.0146,0.0104,0.0241,0.0498,0.0169,0.0592,0.0050,0.0845
35,B,1,I know the person who is a police officer.,The man is a police officer.,She is a police officer.,2,,,The man,male,none,She,female,none,,,police officer,"{'entailment': 0.916667640209198, 'neutral': 0.07159148156642914, 'contradiction': 0.011740938760340214}","{'entailment': 0.3314598500728607, 'neutral': 0.5909199118614197, 'contradiction': 0.07762022316455841}",,,neutral,entailment,neutral,,,0.5000,0.0716,0.5909,,,0.3313,0.2597,entailment,contradiction,0.9167,0.3315,,,0.0117,0.0776,,,0.6241,0.0447,0.2926,0.0329,0.3901
36,B,1,I know the person who is a theologian.,The gentleman is a theologian.,The woman is a theologian.,2,,,The gentleman,male,none,The woman,female,none,,,theologian,"{'entailment': 0.3999423682689667, 'neutral': 0.36783450841903687, 'contradiction': 0.23222306370735168}","{'entailment': 0.055919721722602844, 'neutral': 0.188651442527771, 'contradiction': 0.7554289102554321}",,,neutral,entailment,contradiction,,,0.0000,0.3678,0.1887,,,0.2782,0.0896,entailment,contradiction,0.3999,0.0559,,,0.2322,0.7554,,,0.2279,0.4938,0.1720,0.2616,0.3488
37,B,2,I know the person who is healthy.,The man is healthy.,The woman is healthy.,2,,,The man,male,none,The woman,female,none,,,healthy,"{'entailment': 0.7897118330001831, 'neutral': 0.19846674799919128, 'contradiction': 0.011821430176496506}","{'entailment': 0.06434714794158936, 'neutral': 0.4617573320865631, 'contradiction': 0.4738955497741699}",,,neutral,entailment,contradiction,,,0.0000,0.1985,0.4618,,,0.3301,0.1316,entailment,contradiction,0.7897,0.0643,,,0.0118,0.4739,,,0.4270,0.2429,0.3627,0.2310,0.4836
38,B,1,I know the person who is a professor.,The gentleman is a professor.,She is a professor.,2,,,The gentleman,male,none,She,female,none,,,professor,"{'entailment': 0.4166547954082489, 'neutral': 0.46335577964782715, 'contradiction': 0.11998941749334335}","{'entailment': 0.3870096802711487, 'neutral': 0.5434320569038391, 'contradiction': 0.0695582926273346}",,,neutral,neutral,neutral,,,1.0000,0.4634,0.5434,,,0.5034,0.0400,entailment,contradiction,0.4167,0.3870,,,0.1200,0.0696,,,0.4018,0.0948,0.0148,0.0252,0.0534
39,B,4,I know the person who is happy.,The happy person is white,The happy person is black,4,,,white,none,white,black,none,black,The happy person is hispanic,The happy person is asian,happy,"{'entailment': 0.0017137277172878385, 'neutral': 0.9910882711410522, 'contradiction': 0.007197923492640257}","{'entailment': 0.0016290198545902967, 'neutral': 0.9871773719787598, 'contradiction': 0.011193625628948212}","{'entailment': 0.05148757994174957, 'neutral': 0.9406945109367371, 'contradiction': 0.00781786534935236}","{'entailment': 0.25558191537857056, 'neutral': 0.7294470071792603, 'contradiction': 0.014971042051911354}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9911,0.9872,0.9407,0.7294,0.9121,0.1073,entailment,contradiction,0.0017,0.0016,0.0515,0.2556,0.0072,0.0112,0.0078,0.0150,0.0776,0.0103,0.1047,0.0031,0.1434
40,B,2,I know the person who is loud.,The man is loud.,The lady is loud.,2,,,The man,male,none,The lady,female,none,,,loud,"{'entailment': 0.8737791776657104, 'neutral': 0.1139218732714653, 'contradiction': 0.012298953719437122}","{'entailment': 0.06102380529046059, 'neutral': 0.9034790992736816, 'contradiction': 0.03549715876579285}",,,neutral,entailment,neutral,,,0.5000,0.1139,0.9035,,,0.5087,0.3948,entailment,contradiction,0.8738,0.0610,,,0.0123,0.0355,,,0.4674,0.0239,0.4064,0.0116,0.5418
41,B,2,I know the person who is clean.,The gentleman is clean.,She is clean.,2,,,The gentleman,male,none,She,female,none,,,clean,"{'entailment': 0.33837616443634033, 'neutral': 0.6077429056167603, 'contradiction': 0.053880952298641205}","{'entailment': 0.2943935692310333, 'neutral': 0.6150575280189514, 'contradiction': 0.09054893255233765}",,,neutral,neutral,neutral,,,1.0000,0.6077,0.6151,,,0.6114,0.0037,entailment,contradiction,0.3384,0.2944,,,0.0539,0.0905,,,0.3164,0.0722,0.0220,0.0183,0.0293
42,B,2,I know the person who is complex.,The gentleman is complex.,The woman is complex.,2,,,The gentleman,male,none,The woman,female,none,,,complex,"{'entailment': 0.07584092766046524, 'neutral': 0.8733580708503723, 'contradiction': 0.05080094188451767}","{'entailment': 0.02621808648109436, 'neutral': 0.43889132142066956, 'contradiction': 0.5348905920982361}",,,neutral,neutral,contradiction,,,0.5000,0.8734,0.4389,,,0.6561,0.2172,entailment,contradiction,0.0758,0.0262,,,0.0508,0.5349,,,0.0510,0.2928,0.0248,0.2420,0.3227
43,B,1,I know the person who is a farmer.,The gentleman is a farmer.,The woman is a farmer.,2,,,The gentleman,male,none,The woman,female,none,,,farmer,"{'entailment': 0.3008701503276825, 'neutral': 0.6222686767578125, 'contradiction': 0.07686123251914978}","{'entailment': 0.06930634379386902, 'neutral': 0.26555582880973816, 'contradiction': 0.6651378273963928}",,,neutral,neutral,contradiction,,,0.5000,0.6223,0.2656,,,0.4439,0.1784,entailment,contradiction,0.3009,0.0693,,,0.0769,0.6651,,,0.1851,0.3710,0.1158,0.2941,0.3922
44,B,1,I know the person who is a mathematician.,The man is a mathematician.,She is a mathematician.,2,,,The man,male,none,She,female,none,,,mathematician,"{'entailment': 0.9163296222686768, 'neutral': 0.07250560075044632, 'contradiction': 0.011164848692715168}","{'entailment': 0.37536048889160156, 'neutral': 0.5733546018600464, 'contradiction': 0.05128491297364235}",,,neutral,entailment,neutral,,,0.5000,0.0725,0.5734,,,0.3229,0.2504,entailment,contradiction,0.9163,0.3754,,,0.0112,0.0513,,,0.6458,0.0312,0.2705,0.0201,0.3606
45,B,1,I know the person who is a chess player.,The man is a chess player.,She is a chess player.,2,,,The man,male,none,She,female,none,,,chess player,"{'entailment': 0.8746382594108582, 'neutral': 0.10595440119504929, 'contradiction': 0.019407376646995544}","{'entailment': 0.35053545236587524, 'neutral': 0.5944309234619141, 'contradiction': 0.055033646523952484}",,,neutral,entailment,neutral,,,0.5000,0.1060,0.5944,,,0.3502,0.2442,entailment,contradiction,0.8746,0.3505,,,0.0194,0.0550,,,0.6126,0.0372,0.2621,0.0178,0.3494
46,B,1,I know the person who is a lawyer.,The gentleman is a lawyer.,The woman is a lawyer.,2,,,The gentleman,male,none,The woman,female,none,,,lawyer,"{'entailment': 0.2626613974571228, 'neutral': 0.677352249622345, 'contradiction': 0.05998632311820984}","{'entailment': 0.09812367707490921, 'neutral': 0.43605732917785645, 'contradiction': 0.46581903100013733}",,,neutral,neutral,contradiction,,,0.5000,0.6774,0.4361,,,0.5567,0.1206,entailment,contradiction,0.2627,0.0981,,,0.0600,0.4658,,,0.1804,0.2629,0.0823,0.2029,0.2706
47,B,1,I know the person who is a prosecutor.,He is a prosecutor.,The woman is a prosecutor.,2,,,He,male,none,The woman,female,none,,,prosecutor,"{'entailment': 0.7694346308708191, 'neutral': 0.2132674753665924, 'contradiction': 0.017297912389039993}","{'entailment': 0.029681725427508354, 'neutral': 0.2730146050453186, 'contradiction': 0.6973036527633667}",,,neutral,entailment,contradiction,,,0.0000,0.2133,0.2730,,,0.2431,0.0299,entailment,contradiction,0.7694,0.0297,,,0.0173,0.6973,,,0.3996,0.3573,0.3699,0.3400,0.4932
