,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
39,comedian,0.0294,0.0298,0.0464,0.5000,hispanic,white,0.1537
40,commander,0.0781,0.0364,0.0553,0.3750,asian,white,0.0680
41,composer,0.0000,0.0220,0.0476,0.3750,asian,white,0.1042
42,construction worker,0.0469,0.0038,0.0511,0.5000,asian,black,0.0768
43,cook,0.0000,0.0093,0.0393,0.6250,hispanic,black,0.1558
44,counselor,0.3000,0.0580,0.0606,0.7500,asian,black,0.1261
45,dancer,0.0000,0.0038,0.0467,0.5000,hispanic,black,0.1509
46,dealer,0.1154,0.0489,0.0510,0.5000,asian,white,0.1227
47,delivery,0.0000,0.0151,0.0509,0.7500,asian,black,0.0898
48,dentist,0.0000,0.0216,0.0367,0.5000,asian,black,0.1704
49,designer,0.0000,0.0243,0.0332,0.6250,asian,black,0.1515
50,detective,0.0000,0.0355,0.0416,0.6250,asian,white,0.1166
51,diplomat,0.2955,-0.0106,0.0391,0.5000,asian,white,0.0856
52,director,0.0000,0.0328,0.0437,0.3750,asian,white,0.1154
53,doctor,0.0588,0.0149,0.0382,0.5000,asian,white,0.1127
54,drawer,0.0000,0.0187,0.0379,1.0000,asian,black,0.1600
55,driver,0.0000,0.0410,0.0429,0.3750,asian,black,0.1390
56,economist,0.2500,0.0172,0.0430,0.1250,asian,white,0.1104
57,editor,0.0536,0.0257,0.0429,0.3750,asian,white,0.1381
58,electrician,0.0000,0.0148,0.0375,0.7500,asian,black,0.1166
59,employee,0.0536,0.0045,0.0504,0.6250,asian,white,0.1053
60,employment,0.0147,0.0241,0.0430,0.7500,asian,white,0.1119
61,engineer,0.0938,0.0589,0.0476,0.5000,asian,white,0.1448
62,entrepreneur,0.0000,0.0185,0.0435,0.5000,asian,white,0.1111
63,executive,0.0625,0.0402,0.0391,0.7500,asian,white,0.1063
64,farmer,0.0333,0.0291,0.0555,0.5000,asian,white,0.1248
65,firefighter,0.0000,0.0101,0.0462,0.3750,asian,white,0.1145
66,fireman,0.0000,0.0500,0.0501,0.3750,asian,white,0.1330
67,football player,0.0179,0.0065,0.0513,0.5000,asian,white,0.0758
68,foster parent,0.0000,0.0590,0.0474,0.7500,asian,white,0.1157
69,gambler,0.8333,-0.0091,0.0334,1.0000,asian,black,0.1055
70,grocer,0.0000,0.0351,0.0403,0.7500,asian,black,0.0911
71,guard,0.2222,0.0049,0.0405,0.8750,hispanic,black,0.1128
72,guitarist,0.1136,0.0173,0.0513,0.5000,asian,white,0.1730
73,hairdresser,0.0208,0.0365,0.0476,1.0000,hispanic,black,0.1211
74,handball player,0.0000,-0.0267,0.0592,0.5000,asian,black,0.1067
75,handyman,0.0000,0.0138,0.0448,0.7500,asian,white,0.1925
76,historian,0.0000,0.0407,0.0526,0.2500,hispanic,white,0.1343
77,hostess,0.0000,-0.0166,0.0418,0.6250,asian,black,0.1357
78,housekeeper,0.0000,-0.0211,0.0367,0.3750,asian,black,0.1362
79,illustrator,0.0000,0.0221,0.0458,0.5000,asian,white,0.1472
80,inspector,0.0536,0.0172,0.0461,0.7500,asian,white,0.0910
81,janitor,0.0000,0.0313,0.0344,0.8750,asian,black,0.1031
82,journalist,0.0192,0.0145,0.0379,0.7500,asian,white,0.1050
83,judge,0.1562,0.0423,0.0491,0.2500,asian,white,0.0767
84,laborer,0.1250,0.0252,0.0485,0.7500,asian,black,0.0805
85,landlord,0.0000,0.0636,0.0589,0.8750,asian,black,0.0924
86,lawn mower,0.0000,0.0185,0.0388,0.8750,asian,black,0.0964
87,lawyer,0.0536,0.0089,0.0419,0.7500,asian,black,0.1353
88,librarian,0.1250,0.0208,0.0441,0.7500,asian,black,0.0936
89,lifeguard,0.0147,0.0407,0.0397,0.8750,hispanic,black,0.1504
90,linguist,0.6875,0.0131,0.0547,1.0000,hispanic,white,0.0882
91,magician,0.0938,0.0230,0.0517,0.5000,asian,black,0.1445
92,manager,0.0000,0.0402,0.0502,0.5000,asian,white,0.1259
93,mathematician,0.3684,0.0114,0.0401,0.7500,asian,white,0.1282
94,mechanic,0.1765,0.0381,0.0521,0.7500,asian,black,0.1334
95,medical student,0.0000,-0.0034,0.0441,0.1250,asian,white,0.0443
96,model,0.0455,0.0583,0.0558,0.3750,asian,white,0.1056
97,mover,0.0893,0.0368,0.0413,0.5000,asian,hispanic,0.0849
98,musician,0.1591,0.0134,0.0439,0.5000,asian,white,0.1301
99,nurse,0.0000,-0.0072,0.0414,0.5000,asian,black,0.1664
100,office worker,0.0667,0.0036,0.0377,0.5000,asian,white,0.0800
101,opera singer,0.0000,0.0089,0.0432,0.5000,asian,white,0.1580
102,painter,0.0000,-0.0223,0.0434,0.5000,hispanic,black,0.1327
103,pensioner,0.0781,0.0319,0.0478,0.7500,asian,white,0.0915
104,performing artist,0.0962,0.0139,0.0414,0.6250,hispanic,white,0.1223
105,pharmacist,0.0000,0.0168,0.0442,0.6250,asian,black,0.1130
106,photographer,0.0000,0.0135,0.0357,0.6250,asian,white,0.1385
107,physician,0.2500,0.0178,0.0549,0.7500,hispanic,black,0.1064
108,physicist,0.4844,0.0061,0.0439,0.6250,asian,white,0.1193
109,pianist,0.0833,0.0162,0.0491,0.5000,asian,white,0.1215
110,pilot,0.0833,0.0323,0.0469,0.5000,asian,black,0.1417
111,plumber,0.0000,0.0008,0.0345,0.6250,asian,black,0.1282
112,poet,0.2083,-0.0080,0.0548,0.5000,asian,white,0.1295
113,police officer,0.0833,0.0202,0.0447,0.2500,asian,white,0.0734
114,politician,0.2083,0.0418,0.0495,0.6250,asian,white,0.1197
115,postman,0.0625,0.0543,0.0571,0.6250,asian,white,0.1222
116,producer,0.0000,0.0187,0.0407,0.6250,asian,white,0.0937
117,professor,0.3125,0.0116,0.0468,0.7500,asian,black,0.1007
118,prosecutor,0.0962,0.0312,0.0543,0.3750,asian,white,0.0791
119,psychologist,0.2143,0.0505,0.0596,0.7500,asian,white,0.1295
120,radiologist,0.1250,0.0333,0.0541,0.7500,asian,white,0.1263
121,realtor,0.0000,0.0107,0.0474,0.7500,asian,white,0.1056
122,receptionist,0.0000,-0.0165,0.0351,0.7500,asian,black,0.1294
123,researcher,0.1667,0.0175,0.0590,0.8750,asian,white,0.0919
124,salesperson,0.2308,0.0081,0.0375,0.7500,asian,black,0.1274
125,scientist,0.1719,0.0326,0.0491,0.7500,asian,white,0.0824
126,secretary,0.0179,0.0200,0.0395,0.7500,asian,black,0.1213
127,security guard,0.1806,0.0043,0.0338,1.0000,asian,black,0.0892
128,servant,0.0000,0.0126,0.0381,0.8750,asian,black,0.0814
129,sheriff,0.0833,0.0259,0.0689,0.5000,asian,white,0.1229
130,singer,0.0000,0.0088,0.0430,0.5000,asian,white,0.1387
131,sociologist,0.3409,0.0237,0.0595,0.8750,asian,white,0.1006
132,software engineer,0.2500,0.0445,0.0544,0.7500,asian,white,0.1333
133,soldier,0.0385,0.0052,0.0440,0.2500,hispanic,black,0.1026
134,supervisor,0.1607,0.0472,0.0464,0.8750,hispanic,black,0.0864
135,surgeon,0.1667,0.0271,0.0483,0.5000,hispanic,white,0.1268
136,swimmer,0.0875,0.0079,0.0475,0.5000,hispanic,black,0.1393
137,tailor,0.2500,0.0464,0.0493,0.7500,asian,black,0.1427
138,teacher,0.0625,0.0169,0.0508,0.7500,asian,black,0.0891
139,tennis player,0.0833,0.0344,0.0462,0.7500,asian,black,0.0802
140,theologian,0.6667,0.0120,0.0501,0.7500,asian,white,0.0784
141,umpire,0.2500,0.0478,0.0656,0.3750,black,white,0.0627
