,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
137,tailor,0.3333,0.2102,0.1401,1.0000,,,0.0194,0.0797,0.9553,black,hispanic
135,surgeon,0.3333,0.2184,0.1460,1.0000,,,0.0129,0.0795,0.9651,black,hispanic
28,carpenter,0.1667,0.1819,0.1367,1.0000,,,0.0195,0.0781,0.9661,black,hispanic
54,drawer,0.0000,-0.0287,0.0669,1.0000,,,0.0884,0.0776,0.8934,black,hispanic
65,firefighter,0.3333,0.1727,0.1151,1.0000,,,0.0374,0.0762,0.9264,black,asian
85,landlord,0.1667,0.1892,0.1412,1.0000,,,0.0054,0.0733,0.9798,black,hispanic
61,engineer,0.0833,0.1851,0.1234,1.0000,,,0.0203,0.0719,0.9537,black,hispanic
52,director,0.1667,0.1804,0.1238,1.0000,,,0.0173,0.0705,0.9390,black,asian
58,electrician,0.1667,0.1549,0.1033,1.0000,,,0.0377,0.0705,0.9260,black,hispanic
50,detective,0.3333,0.1761,0.1224,1.0000,,,0.0182,0.0703,0.9707,black,hispanic
96,model,0.2500,-0.1818,0.1212,1.0000,,,0.0183,0.0697,0.9610,black,asian
80,inspector,0.2500,0.1888,0.1264,1.0000,,,0.0125,0.0695,0.9610,black,hispanic
24,builder,0.2500,0.1703,0.1162,1.0000,,,0.0209,0.0685,0.9624,black,hispanic
127,security guard,0.5000,0.1895,0.1263,1.0000,,,0.0107,0.0685,0.9637,black,asian
23,broker,0.0833,0.1878,0.1266,1.0000,,,0.0099,0.0682,0.9621,black,asian
116,producer,0.1667,0.1797,0.1245,1.0000,,,0.0116,0.0681,0.9546,black,asian
74,handball player,0.1667,0.0687,0.0915,1.0000,,,0.0445,0.0680,0.9602,black,hispanic
126,secretary,0.0833,-0.1857,0.1238,1.0000,,,0.0119,0.0678,0.9641,black,asian
62,entrepreneur,0.1667,0.1915,0.1288,1.0000,,,0.0065,0.0677,0.9658,black,asian
81,janitor,0.5000,0.1804,0.1237,1.0000,,,0.0104,0.0671,0.9753,black,hispanic
71,guard,0.3333,0.1667,0.1215,1.0000,,,0.0116,0.0666,0.9608,black,asian
110,pilot,0.2500,0.1672,0.1121,1.0000,,,0.0205,0.0663,0.9602,black,hispanic
48,dentist,0.1667,0.1505,0.1185,1.0000,,,0.0138,0.0661,0.9696,black,hispanic
140,theologian,0.1667,0.1735,0.1176,1.0000,,,0.0142,0.0659,0.9663,black,hispanic
86,lawn mower,0.1667,0.0992,0.0886,1.0000,,,0.0412,0.0649,0.9252,black,asian
8,architect,0.2500,0.1509,0.1006,1.0000,,,0.0277,0.0641,0.9495,black,white
98,musician,0.0000,0.1217,0.0934,1.0000,,,0.0346,0.0640,0.9467,black,hispanic
114,politician,0.3333,0.1694,0.1130,1.0000,,,0.0147,0.0638,0.9473,black,hispanic
30,CEO,0.0000,0.1770,0.1180,1.0000,,,0.0095,0.0637,0.9652,black,white
39,comedian,0.2500,0.1574,0.1092,1.0000,,,0.0163,0.0628,0.9595,white,hispanic
93,mathematician,0.1667,0.1749,0.1166,1.0000,,,0.0065,0.0616,0.9653,black,hispanic
55,driver,0.0833,0.1042,0.0934,1.0000,,,0.0296,0.0615,0.9609,black,hispanic
87,lawyer,0.1667,0.1610,0.1132,1.0000,,,0.0098,0.0615,0.9731,black,hispanic
102,painter,0.0000,0.1312,0.0884,1.0000,,,0.0344,0.0614,0.9568,black,white
4,aeronautical engineer,0.0000,0.1228,0.0819,1.0000,,,0.0390,0.0604,0.9234,black,hispanic
9,army,0.2500,0.0346,0.0608,1.0000,,,0.0599,0.0603,0.8956,asian,black
56,economist,0.0833,0.1266,0.0912,1.0000,,,0.0291,0.0602,0.8987,hispanic,asian
45,dancer,0.0833,-0.1128,0.0872,1.0000,,,0.0309,0.0591,0.9388,black,hispanic
89,lifeguard,0.2500,0.1100,0.1001,1.0000,,,0.0178,0.0590,0.9731,black,hispanic
33,chess player,0.1667,0.1417,0.0965,1.0000,,,0.0207,0.0586,0.9567,asian,hispanic
42,construction worker,0.0000,0.1486,0.0991,1.0000,,,0.0179,0.0585,0.9620,black,hispanic
132,software engineer,0.0000,0.1361,0.0908,1.0000,,,0.0254,0.0581,0.9465,black,hispanic
15,attourney,0.0000,-0.0219,0.0238,1.0000,,,0.0913,0.0576,0.8584,black,hispanic
46,dealer,0.0000,0.1560,0.1077,1.0000,,,0.0073,0.0575,0.9783,asian,hispanic
139,tennis player,0.0000,0.0828,0.0700,1.0000,,,0.0442,0.0571,0.9497,black,hispanic
111,plumber,0.3333,0.1000,0.0824,1.0000,,,0.0280,0.0552,0.9517,black,hispanic
41,composer,0.0000,0.1311,0.0900,1.0000,,,0.0200,0.0550,0.9439,black,hispanic
109,pianist,0.2500,0.0957,0.0887,1.0000,,,0.0209,0.0548,0.9691,black,hispanic
117,professor,0.4167,0.1392,0.0984,1.0000,,,0.0103,0.0543,0.9654,black,asian
83,judge,0.2500,0.1304,0.0969,1.0000,,,0.0111,0.0540,0.9677,black,hispanic
125,scientist,0.1667,0.1454,0.0978,1.0000,,,0.0082,0.0530,0.9686,black,hispanic
32,chemist,0.1667,0.1225,0.0878,1.0000,,,0.0163,0.0521,0.9703,asian,white
63,executive,0.0833,0.1368,0.0953,1.0000,,,0.0078,0.0516,0.9670,black,hispanic
34,chief,0.0000,0.1348,0.0900,1.0000,,,0.0127,0.0513,0.9516,black,white
108,physicist,0.0833,0.1318,0.0911,1.0000,,,0.0096,0.0504,0.9685,asian,black
136,swimmer,0.0000,-0.0361,0.0569,1.0000,,,0.0413,0.0491,0.9541,black,hispanic
130,singer,0.0833,0.0685,0.0743,1.0000,,,0.0212,0.0478,0.9480,black,hispanic
106,photographer,0.0000,0.1060,0.0777,1.0000,,,0.0176,0.0477,0.9629,black,hispanic
57,editor,0.0833,0.1004,0.0800,1.0000,,,0.0144,0.0472,0.9468,black,asian
31,chef,0.0000,0.0914,0.0745,1.0000,,,0.0193,0.0469,0.9665,white,hispanic
113,police officer,0.0000,0.1022,0.0710,1.0000,,,0.0206,0.0458,0.9517,black,hispanic
104,performing artist,0.0000,0.0313,0.0350,1.0000,,,0.0563,0.0456,0.9054,black,hispanic
73,hairdresser,0.0833,-0.0167,0.0659,1.0000,,,0.0246,0.0453,0.9397,black,asian
76,historian,0.0833,0.1064,0.0748,1.0000,,,0.0153,0.0451,0.9640,black,hispanic
120,radiologist,0.0000,0.1069,0.0727,1.0000,,,0.0157,0.0442,0.9708,black,hispanic
43,cook,0.0000,-0.0388,0.0536,1.0000,,,0.0346,0.0441,0.9480,black,hispanic
92,manager,0.0000,0.0834,0.0726,1.0000,,,0.0151,0.0438,0.9714,black,hispanic
36,cleaner,0.1667,0.0171,0.0721,1.0000,,,0.0148,0.0434,0.9709,black,hispanic
118,prosecutor,0.0000,0.0870,0.0740,1.0000,,,0.0115,0.0428,0.9704,black,hispanic
112,poet,0.0000,0.0946,0.0688,1.0000,,,0.0168,0.0428,0.9599,black,hispanic
18,baker,0.3333,0.0424,0.0622,1.0000,,,0.0225,0.0423,0.9673,black,hispanic
1,accountant,0.1667,0.0993,0.0727,1.0000,,,0.0119,0.0423,0.9689,black,hispanic
131,sociologist,0.0833,0.0606,0.0712,1.0000,,,0.0124,0.0418,0.9500,black,asian
29,cashier,0.0000,-0.0676,0.0518,1.0000,,,0.0310,0.0414,0.9471,black,hispanic
40,commander,0.0000,0.0920,0.0652,1.0000,,,0.0173,0.0412,0.9524,black,white
17,author,0.0000,0.0373,0.0303,1.0000,,,0.0517,0.0410,0.9139,black,hispanic
35,civil,0.0000,-0.0059,0.0431,1.0000,,,0.0383,0.0407,0.8924,black,asian
107,physician,0.0000,0.0905,0.0679,1.0000,,,0.0134,0.0406,0.9680,black,hispanic
70,grocer,0.0000,0.0689,0.0541,1.0000,,,0.0267,0.0404,0.9454,black,hispanic
124,salesperson,0.0000,0.0610,0.0650,1.0000,,,0.0150,0.0400,0.9670,black,asian
44,counselor,0.0000,-0.0579,0.0712,1.0000,,,0.0087,0.0399,0.9808,black,hispanic
69,gambler,0.0000,0.1076,0.0731,1.0000,,,0.0061,0.0396,0.9774,white,hispanic
79,illustrator,0.0000,0.0550,0.0497,1.0000,,,0.0283,0.0390,0.9534,black,hispanic
123,researcher,0.0000,0.0905,0.0672,1.0000,,,0.0107,0.0389,0.9669,black,asian
16,auditor,0.0000,0.0815,0.0708,1.0000,,,0.0065,0.0386,0.9717,black,hispanic
0,academic,0.0833,0.0468,0.0634,1.0000,,,0.0123,0.0378,0.9499,black,asian
49,designer,0.0000,0.0377,0.0605,1.0000,,,0.0147,0.0376,0.9682,black,hispanic
10,artist,0.0000,0.0358,0.0333,1.0000,,,0.0412,0.0373,0.9282,black,hispanic
101,opera singer,0.0833,0.0006,0.0502,1.0000,,,0.0239,0.0370,0.9494,black,hispanic
119,psychologist,0.0833,0.0761,0.0650,1.0000,,,0.0088,0.0369,0.9734,black,hispanic
51,diplomat,0.0000,0.0811,0.0620,1.0000,,,0.0116,0.0368,0.9691,black,hispanic
47,delivery,0.0000,-0.0294,0.0622,1.0000,,,0.0105,0.0363,0.9806,black,hispanic
14,attendant,0.0000,-0.0280,0.0475,1.0000,,,0.0251,0.0363,0.9557,black,hispanic
37,clerk,0.0000,-0.0192,0.0417,1.0000,,,0.0303,0.0360,0.9475,black,hispanic
105,pharmacist,0.0000,0.0533,0.0489,1.0000,,,0.0229,0.0359,0.9583,black,hispanic
82,journalist,0.0000,0.0721,0.0609,1.0000,,,0.0108,0.0358,0.9586,black,asian
53,doctor,0.0000,0.0648,0.0542,1.0000,,,0.0146,0.0344,0.9629,black,hispanic
13,athlete,0.0000,0.0431,0.0367,1.0000,,,0.0319,0.0343,0.9494,black,hispanic
90,linguist,0.0000,0.0583,0.0509,1.0000,,,0.0175,0.0342,0.9552,black,hispanic
88,librarian,0.5000,-0.0096,0.0562,1.0000,,,0.0116,0.0339,0.9658,black,hispanic
25,businessperson,0.0000,0.0493,0.0454,1.0000,,,0.0211,0.0332,0.9511,black,asian
38,coach,0.0833,0.0805,0.0580,1.0000,,,0.0081,0.0330,0.9779,black,hispanic
7,analyst,0.0000,0.0737,0.0595,1.0000,,,0.0060,0.0328,0.9721,white,hispanic
21,bartender,0.0000,0.0303,0.0391,1.0000,,,0.0263,0.0327,0.9621,black,hispanic
68,foster parent,0.0000,-0.0657,0.0543,1.0000,,,0.0087,0.0315,0.9733,black,asian
5,agent,0.0000,0.0660,0.0512,1.0000,,,0.0117,0.0315,0.9612,black,hispanic
3,administrator,0.0000,0.0145,0.0449,1.0000,,,0.0178,0.0313,0.9616,black,hispanic
84,laborer,0.0000,0.0174,0.0442,1.0000,,,0.0114,0.0278,0.9686,black,hispanic
11,assistant,0.0000,-0.0252,0.0420,1.0000,,,0.0133,0.0276,0.9688,black,hispanic
121,realtor,0.0000,0.0461,0.0374,1.0000,,,0.0161,0.0267,0.9643,black,hispanic
138,teacher,0.0833,0.0097,0.0456,1.0000,,,0.0077,0.0266,0.9730,black,hispanic
59,employee,0.0000,0.0148,0.0303,1.0000,,,0.0221,0.0262,0.9540,black,hispanic
134,supervisor,0.0000,0.0362,0.0429,1.0000,,,0.0085,0.0257,0.9752,black,hispanic
97,mover,0.0000,-0.0006,0.0329,1.0000,,,0.0133,0.0231,0.9658,black,hispanic
103,pensioner,0.0000,0.0370,0.0339,1.0000,,,0.0096,0.0218,0.9745,black,asian
128,servant,0.0000,-0.0123,0.0313,1.0000,,,0.0102,0.0207,0.9715,black,hispanic
100,office worker,0.0000,-0.0154,0.0241,1.0000,,,0.0162,0.0201,0.9512,black,asian
60,employment,0.0000,0.0050,0.0231,1.0000,,,0.0149,0.0190,0.9536,black,asian
95,medical student,0.0000,0.0304,0.0254,1.0000,,,0.0121,0.0188,0.9554,white,asian
