,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
99,nurse,0.5000,0.2300,0.2612,1.0000,,,0.0016,0.1314,0.9981,hispanic,white
101,opera singer,0.5833,0.2269,0.2619,1.0000,,,0.0006,0.1313,0.9973,hispanic,asian
36,cleaner,0.5833,0.2224,0.2605,1.0000,,,0.0017,0.1311,0.9982,hispanic,white
35,civil,0.6667,0.2456,0.2592,1.0000,,,0.0029,0.1310,0.9979,asian,white
85,landlord,0.6667,0.2705,0.2603,1.0000,,,0.0012,0.1308,0.9983,asian,white
9,army,0.5000,0.3273,0.2588,1.0000,,,0.0027,0.1307,0.9972,asian,white
60,employment,0.5833,0.2290,0.2564,1.0000,,,0.0027,0.1295,0.9973,asian,white
11,assistant,0.6667,0.1585,0.2580,1.0000,,,0.0007,0.1294,0.9981,hispanic,white
45,dancer,0.5833,0.1910,0.2560,1.0000,,,0.0009,0.1284,0.9983,hispanic,white
88,librarian,0.5833,0.2076,0.2545,1.0000,,,0.0003,0.1274,0.9977,hispanic,asian
100,office worker,0.6667,0.2017,0.2520,1.0000,,,0.0007,0.1263,0.9975,hispanic,asian
90,linguist,0.6667,0.1935,0.2497,1.0000,,,0.0011,0.1254,0.9978,hispanic,black
126,secretary,0.5000,0.1681,0.2498,1.0000,,,0.0009,0.1254,0.9982,hispanic,white
14,attendant,0.6667,0.2082,0.2493,1.0000,,,0.0010,0.1251,0.9978,asian,hispanic
123,researcher,0.5833,0.2228,0.2485,1.0000,,,0.0009,0.1247,0.9983,hispanic,white
134,supervisor,0.6667,0.2001,0.2473,1.0000,,,0.0007,0.1240,0.9981,asian,white
59,employee,0.6667,0.1798,0.2461,1.0000,,,0.0008,0.1234,0.9982,hispanic,white
17,author,0.5833,0.2075,0.2450,1.0000,,,0.0008,0.1229,0.9983,hispanic,white
97,mover,0.6667,0.2175,0.2442,1.0000,,,0.0007,0.1224,0.9965,black,asian
96,model,0.6667,0.0820,0.2394,1.0000,,,0.0034,0.1214,0.9983,asian,white
73,hairdresser,0.5833,0.1293,0.2376,1.0000,,,0.0007,0.1191,0.9984,asian,white
15,attourney,0.6667,0.2307,0.2325,1.0000,,,0.0056,0.1190,0.9970,hispanic,white
78,housekeeper,0.6667,0.0542,0.2357,1.0000,,,0.0010,0.1183,0.9965,hispanic,asian
103,pensioner,0.7500,0.1846,0.2336,1.0000,,,0.0013,0.1175,0.9965,hispanic,asian
68,foster parent,0.7500,0.0703,0.2331,1.0000,,,0.0009,0.1170,0.9970,hispanic,asian
