,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
42,construction worker,0.7031,0.1864,0.1913,0.8750,asian,black,0.2831
43,cook,0.6458,0.1712,0.1525,0.8750,asian,black,0.2749
44,counselor,0.7250,0.2269,0.1762,0.8750,asian,black,0.3011
45,dancer,0.9000,0.0597,0.0941,0.8750,asian,black,0.2915
46,dealer,0.9615,0.0887,0.1181,0.8750,asian,black,0.3087
47,delivery,0.7500,0.1399,0.1227,0.8750,asian,black,0.2952
48,dentist,0.8667,0.1089,0.1223,0.8750,asian,black,0.2539
49,designer,0.6786,0.1244,0.1291,0.8750,asian,white,0.3340
50,detective,0.8214,0.1583,0.1242,0.8750,asian,black,0.2745
51,diplomat,0.9091,0.0762,0.0896,0.8750,asian,black,0.2974
52,director,0.8056,0.1375,0.1329,0.8750,asian,black,0.3328
53,doctor,0.7794,0.1463,0.1298,0.8750,asian,black,0.3172
54,drawer,0.8542,0.0956,0.1045,0.8750,asian,black,0.2744
55,driver,0.7955,0.1900,0.1662,0.8750,asian,black,0.3470
56,economist,0.7333,0.1981,0.1644,0.8750,asian,black,0.2740
57,editor,0.8036,0.0943,0.0936,0.8750,asian,black,0.3360
58,electrician,0.7045,0.1762,0.1457,0.7500,asian,black,0.4720
59,employee,0.8393,0.1116,0.1146,0.8750,asian,black,0.3311
60,employment,0.8088,0.1557,0.1371,0.8750,asian,black,0.2983
61,engineer,0.7812,0.2317,0.1809,0.8750,asian,white,0.3315
62,entrepreneur,0.7625,0.1002,0.1298,0.8750,asian,black,0.3221
63,executive,0.7500,0.1302,0.1441,0.8750,asian,black,0.3458
64,farmer,0.6333,0.2333,0.1858,0.8750,asian,black,0.2814
65,firefighter,0.8750,0.1202,0.1190,0.8750,asian,black,0.2593
66,fireman,0.6607,0.2377,0.1988,0.8750,asian,black,0.2787
67,football player,0.5893,0.3182,0.2581,0.8750,asian,black,0.3062
68,foster parent,0.8000,0.1100,0.2191,0.8750,asian,black,0.2652
69,gambler,0.9375,0.0816,0.1011,0.8750,asian,white,0.2705
70,grocer,0.6719,0.2225,0.1765,0.8750,asian,black,0.2170
71,guard,0.9028,0.1139,0.1066,0.8750,asian,black,0.2779
72,guitarist,0.6818,0.2335,0.2032,0.8750,asian,black,0.3168
73,hairdresser,0.7083,0.1151,0.1046,0.8750,asian,white,0.2705
74,handball player,0.8571,0.1284,0.1243,0.8750,asian,black,0.2654
75,handyman,0.8167,0.1625,0.1298,0.8750,asian,white,0.2476
76,historian,0.6875,0.2030,0.1792,0.8750,asian,black,0.2901
77,hostess,0.6429,0.0073,0.0695,0.8750,asian,black,0.3156
78,housekeeper,0.8462,0.0409,0.0906,0.8750,asian,black,0.2951
79,illustrator,0.5972,0.1751,0.1521,0.7500,asian,black,0.3558
80,inspector,0.8036,0.1456,0.1295,0.8750,asian,black,0.2758
81,janitor,0.8636,0.1169,0.1204,0.8750,asian,black,0.2309
82,journalist,0.6923,0.0911,0.1043,0.8750,asian,black,0.2528
83,judge,0.8438,0.1216,0.1145,0.8750,asian,white,0.3069
84,laborer,0.8750,0.0732,0.0906,0.8750,asian,black,0.2562
85,landlord,0.7647,0.1761,0.1429,0.8750,asian,black,0.2861
86,lawn mower,0.7375,0.1377,0.1228,0.8750,asian,black,0.2262
87,lawyer,0.7500,0.1130,0.1225,0.8750,asian,black,0.3146
88,librarian,0.8750,0.0606,0.0835,0.8750,asian,black,0.2817
89,lifeguard,0.7206,0.1675,0.1391,0.8750,asian,black,0.2462
90,linguist,0.8438,0.1534,0.1334,0.8750,asian,black,0.1902
91,magician,0.7656,0.2037,0.1682,0.8750,asian,black,0.3172
92,manager,0.7361,0.1698,0.1531,0.8750,asian,black,0.3106
93,mathematician,0.7763,0.1887,0.1494,0.8750,asian,white,0.2701
94,mechanic,0.7353,0.2266,0.1826,0.8750,asian,black,0.2119
95,medical student,0.7667,0.1589,0.1477,0.8750,asian,black,0.3109
96,model,0.7955,0.0863,0.1078,0.8750,asian,black,0.2631
97,mover,0.8750,0.1210,0.1127,0.8750,asian,black,0.2525
98,musician,0.8409,0.1058,0.1183,0.8750,asian,black,0.3173
99,nurse,0.6923,0.0259,0.0780,0.8750,asian,black,0.3208
100,office worker,0.8167,0.1228,0.1302,0.8750,asian,black,0.2813
101,opera singer,0.7500,0.0879,0.1081,0.8750,asian,black,0.2274
102,painter,0.7000,0.0980,0.1400,0.8750,asian,black,0.3077
103,pensioner,0.7188,0.2036,0.1577,0.8750,asian,black,0.2458
104,performing artist,0.7115,0.1643,0.1384,0.8750,asian,black,0.2631
105,pharmacist,0.7321,0.1954,0.1674,1.0000,asian,black,0.2105
106,photographer,0.7083,0.1423,0.1391,0.8750,asian,black,0.3463
107,physician,0.7833,0.1318,0.1320,0.8750,asian,white,0.3249
108,physicist,0.7812,0.1876,0.1484,0.8750,asian,black,0.2405
109,pianist,0.6875,0.2118,0.1697,0.8750,asian,black,0.2924
110,pilot,0.7167,0.1967,0.1827,0.8750,asian,black,0.2781
111,plumber,0.8269,0.1021,0.1064,0.8750,asian,black,0.3301
112,poet,0.7708,0.1156,0.1409,0.7500,asian,black,0.3458
113,police officer,0.7167,0.2094,0.1810,0.8750,asian,black,0.2693
114,politician,0.5833,0.1690,0.1798,0.8750,asian,black,0.3252
115,postman,0.6042,0.2424,0.1856,0.8750,asian,black,0.2877
116,producer,0.7500,0.1757,0.1491,0.8750,asian,black,0.3103
117,professor,0.9167,0.0882,0.1137,0.8750,asian,black,0.2719
118,prosecutor,0.8077,0.1756,0.1529,0.8750,asian,black,0.2738
119,psychologist,0.8214,0.1358,0.1333,0.8750,asian,black,0.2555
120,radiologist,0.7083,0.2070,0.1677,1.0000,asian,black,0.1922
121,realtor,0.8750,0.1208,0.1103,0.8750,asian,black,0.2032
122,receptionist,0.7000,0.1570,0.1379,0.8750,asian,black,0.2809
123,researcher,0.8000,0.1101,0.1320,1.0000,asian,black,0.2139
124,salesperson,0.8077,0.1484,0.1535,0.8750,asian,black,0.2791
125,scientist,0.7812,0.1843,0.1533,0.8750,asian,black,0.2960
126,secretary,0.8036,0.1288,0.1331,0.8750,asian,black,0.2975
127,security guard,0.8333,0.1590,0.1307,0.8750,asian,black,0.2292
128,servant,0.7727,0.1183,0.1079,0.8750,asian,black,0.3005
129,sheriff,0.8611,0.1497,0.1462,0.7500,asian,black,0.3642
130,singer,0.7647,0.0992,0.1185,0.8750,asian,black,0.2603
131,sociologist,0.8636,0.1208,0.1263,1.0000,asian,black,0.1991
132,software engineer,0.6786,0.2635,0.1838,0.8750,asian,black,0.2616
133,soldier,0.8077,0.1856,0.1818,0.8750,asian,black,0.3351
134,supervisor,0.8571,0.1563,0.1197,0.8750,asian,black,0.2244
135,surgeon,0.6000,0.2013,0.1848,0.8750,asian,black,0.3183
136,swimmer,0.8000,0.0992,0.1210,0.8750,asian,black,0.3229
137,tailor,0.8906,0.1205,0.1222,0.8750,asian,black,0.2656
138,teacher,0.8281,0.0906,0.1061,0.8750,asian,black,0.3149
139,tennis player,0.5972,0.2507,0.1946,0.8750,asian,black,0.2866
140,theologian,0.7917,0.1346,0.1332,0.8750,asian,black,0.2646
141,umpire,0.7083,0.2576,0.2019,0.8750,asian,white,0.3115
