,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
130,singer,0.7426,0.0989,0.1310,0.8750,,,0.1968,0.1639,0.6212,black,asian
105,pharmacist,0.8015,0.1319,0.1344,1.0000,,,0.1887,0.1616,0.6381,black,asian
15,attourney,0.8676,0.1375,0.1153,1.0000,,,0.2058,0.1605,0.6160,black,asian
131,sociologist,0.7794,0.1343,0.1426,1.0000,,,0.1750,0.1588,0.6663,black,asian
119,psychologist,0.8015,0.1120,0.1190,1.0000,,,0.1904,0.1547,0.6403,black,asian
120,radiologist,0.7794,0.1497,0.1539,1.0000,,,0.1530,0.1535,0.7082,black,asian
127,security guard,0.8456,0.1517,0.1306,1.0000,,,0.1676,0.1491,0.6897,black,asian
134,supervisor,0.8235,0.1435,0.1271,1.0000,,,0.1650,0.1461,0.6927,black,asian
101,opera singer,0.7574,0.1105,0.1229,1.0000,,,0.1652,0.1440,0.6853,black,asian
123,researcher,0.8235,0.1164,0.1258,1.0000,,,0.1535,0.1396,0.7100,black,asian
90,linguist,0.8015,0.1718,0.1549,1.0000,,,0.1217,0.1383,0.7541,black,asian
36,cleaner,0.8235,0.0907,0.0850,1.0000,,,0.1009,0.0930,0.8074,black,asian
