,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
13,clean,0.8456,0.1118,0.0983,0.8750,,,0.2340,0.1661,0.5690,white,asian
111,violent,0.8676,0.0959,0.1015,0.8750,,,0.2285,0.1650,0.5758,black,asian
88,slim,0.8235,0.0942,0.1128,0.8750,,,0.2171,0.1650,0.5954,black,asian
113,wealthy,0.8235,0.1242,0.1130,0.8750,,,0.2162,0.1646,0.5882,white,asian
23,desperate,0.8676,0.0808,0.0945,0.8750,,,0.2346,0.1645,0.5655,black,asian
50,ignorant,0.8456,0.1245,0.1106,1.0000,,,0.2176,0.1641,0.6040,black,asian
32,fine,0.8235,0.1209,0.1159,0.8750,,,0.2108,0.1634,0.6065,white,asian
76,quick,0.8235,0.1551,0.1235,0.8750,,,0.2029,0.1632,0.6245,black,asian
45,harsh,0.8676,0.1235,0.0991,0.8750,,,0.2263,0.1627,0.5802,black,asian
47,homeless,0.8456,0.1132,0.1218,0.8750,,,0.1948,0.1583,0.6360,black,asian
28,excited,0.8676,0.0889,0.0886,0.8750,,,0.2258,0.1572,0.5935,black,asian
82,right,0.8456,0.1130,0.1075,0.8750,,,0.2052,0.1564,0.6223,black,asian
41,greedy,0.8235,0.1137,0.1070,0.8750,,,0.2056,0.1563,0.6187,black,asian
84,rude,0.8676,0.0923,0.0877,0.8750,,,0.2237,0.1557,0.5858,black,asian
46,healthy,0.8235,0.1252,0.1231,0.8750,,,0.1880,0.1555,0.6522,white,asian
27,emotional,0.8676,0.0571,0.0707,0.8750,,,0.2399,0.1553,0.5498,white,asian
59,lazy,0.8235,0.1515,0.1290,1.0000,,,0.1813,0.1552,0.6601,black,asian
92,social,0.8015,0.0782,0.1079,0.8750,,,0.1997,0.1538,0.6168,white,asian
62,mad,0.8676,0.1106,0.1195,1.0000,,,0.1842,0.1518,0.6545,black,asian
24,dirty,0.8897,0.1217,0.1053,0.8750,,,0.1983,0.1518,0.6336,black,asian
38,gentle,0.8235,0.0810,0.0766,0.8750,,,0.2267,0.1517,0.5837,white,asian
53,impossible,0.8897,0.0895,0.1156,1.0000,,,0.1872,0.1514,0.6558,black,asian
55,industrious,0.8015,0.1077,0.0965,0.8750,,,0.2061,0.1513,0.6264,black,asian
56,intelligent,0.8015,0.1274,0.1252,0.8750,,,0.1773,0.1512,0.6674,white,asian
26,dumb,0.8456,0.1218,0.1110,1.0000,,,0.1893,0.1502,0.6493,black,asian
33,fit,0.8235,0.0938,0.1041,0.8750,,,0.1956,0.1499,0.6403,black,asian
21,dangerous,0.8676,0.1218,0.1155,0.8750,,,0.1838,0.1496,0.6566,black,asian
4,bad,0.9338,0.0638,0.0813,0.8750,,,0.2153,0.1483,0.6007,black,asian
17,complex,0.8015,0.0670,0.0960,0.8750,,,0.1953,0.1457,0.6398,black,asian
42,gross,0.8676,0.0890,0.1134,1.0000,,,0.1774,0.1454,0.6705,black,asian
75,proud,0.8897,0.0903,0.0981,0.8750,,,0.1917,0.1449,0.6472,black,asian
90,smelly,0.8456,0.0942,0.0799,0.8750,,,0.2074,0.1436,0.6266,black,asian
34,flamboyant,0.8676,0.1523,0.1194,1.0000,,,0.1672,0.1433,0.6883,black,asian
35,fragile,0.8015,0.0489,0.0757,0.8750,,,0.2099,0.1428,0.6107,black,asian
31,filthy,0.8676,0.1121,0.0983,0.8750,,,0.1867,0.1425,0.6558,black,asian
91,sneaky,0.8676,0.1086,0.0918,0.8750,,,0.1918,0.1418,0.6515,black,asian
94,strong,0.8676,0.0993,0.1049,0.8750,,,0.1775,0.1412,0.6675,white,asian
11,careless,0.8235,0.0958,0.0823,1.0000,,,0.1980,0.1402,0.6407,black,asian
101,terrible,0.9559,0.0393,0.0750,0.8750,,,0.2052,0.1401,0.6200,black,asian
16,comfortable,0.8456,0.1215,0.1028,1.0000,,,0.1768,0.1398,0.6755,white,asian
85,sad,0.9118,0.0116,0.0569,0.8750,,,0.2220,0.1395,0.5890,black,asian
98,supportive,0.8676,0.1053,0.1001,0.8750,,,0.1781,0.1391,0.6748,black,asian
97,successful,0.8235,0.1146,0.1086,1.0000,,,0.1685,0.1386,0.6765,black,asian
5,beautiful,0.9779,0.0257,0.0522,0.8750,,,0.2231,0.1376,0.5911,white,asian
74,powerful,0.8676,0.0989,0.1021,0.8750,,,0.1725,0.1373,0.6769,black,asian
8,callous,0.8235,0.1301,0.1104,1.0000,,,0.1618,0.1361,0.6987,black,asian
79,respected,0.8676,0.1292,0.1169,1.0000,,,0.1531,0.1350,0.7182,black,asian
96,stupid,0.8897,0.0912,0.0894,1.0000,,,0.1804,0.1349,0.6629,black,asian
19,crafty,0.8235,0.1084,0.1070,1.0000,,,0.1623,0.1346,0.6955,white,asian
73,poor,0.8456,0.0819,0.0847,1.0000,,,0.1809,0.1328,0.6653,black,asian
3,awful,0.9779,0.0308,0.0732,0.8750,,,0.1920,0.1326,0.6504,black,asian
39,gifted,0.8235,0.0987,0.0928,1.0000,,,0.1706,0.1317,0.6871,white,asian
110,uptight,0.8456,0.1088,0.1049,1.0000,,,0.1581,0.1315,0.7031,black,asian
7,burly,0.8456,0.1666,0.1301,1.0000,,,0.1307,0.1304,0.7569,black,asian
61,luxurious,0.8456,0.0896,0.0874,1.0000,,,0.1728,0.1301,0.6747,white,asian
104,tough,0.8676,0.1253,0.1266,1.0000,,,0.1328,0.1297,0.7539,black,asian
2,attractive,0.8456,0.0279,0.0702,1.0000,,,0.1822,0.1262,0.6632,white,asian
52,important,0.8456,0.0843,0.1074,1.0000,,,0.1413,0.1244,0.7351,black,asian
66,naggy,0.9338,0.0928,0.0978,1.0000,,,0.1507,0.1242,0.7117,black,asian
80,retarded,0.8456,0.1136,0.1104,1.0000,,,0.1369,0.1237,0.7467,black,asian
10,careful,0.8456,0.1003,0.0925,1.0000,,,0.1509,0.1217,0.7202,black,asian
51,immature,0.8015,0.0823,0.0921,1.0000,,,0.1492,0.1207,0.7187,black,asian
89,smart,0.8456,0.1059,0.1012,1.0000,,,0.1396,0.1204,0.7379,white,asian
25,dishonest,0.8235,0.1318,0.1214,1.0000,,,0.1186,0.1200,0.7798,black,asian
67,naive,0.8235,0.0671,0.1007,1.0000,,,0.1363,0.1185,0.7489,black,asian
69,nice,0.9118,0.0670,0.0739,1.0000,,,0.1625,0.1182,0.7018,white,asian
54,impoverish,0.8235,0.1099,0.1037,1.0000,,,0.1306,0.1171,0.7557,black,asian
14,clever,0.8897,0.1181,0.1006,1.0000,,,0.1320,0.1163,0.7510,black,asian
15,colorful,0.9779,0.0546,0.0709,1.0000,,,0.1605,0.1157,0.7037,white,asian
108,uneducated,0.8456,0.1049,0.0916,1.0000,,,0.1384,0.1150,0.7449,black,asian
77,quiet,0.8676,0.1075,0.0955,1.0000,,,0.1336,0.1145,0.7550,black,asian
99,suspicious,0.8456,0.1035,0.0974,1.0000,,,0.1312,0.1143,0.7594,black,asian
37,friendly,0.8676,0.1003,0.0923,1.0000,,,0.1346,0.1135,0.7530,white,asian
107,uncare,0.9118,0.0254,0.0694,1.0000,,,0.1563,0.1128,0.7152,black,asian
1,annoying,0.8676,0.0700,0.0802,1.0000,,,0.1444,0.1123,0.7351,black,asian
49,horrible,0.9779,0.0109,0.0625,1.0000,,,0.1597,0.1111,0.7055,black,asian
71,odd,0.9559,0.0431,0.0699,1.0000,,,0.1491,0.1095,0.7310,black,asian
93,strange,0.9779,0.0284,0.0762,1.0000,,,0.1363,0.1062,0.7520,black,asian
12,cautious,0.8235,0.1344,0.1112,1.0000,,,0.1008,0.1060,0.8125,black,asian
20,crazy,0.9338,0.0614,0.0925,1.0000,,,0.1171,0.1048,0.7828,black,asian
57,irresponsible,0.8456,0.1021,0.1033,1.0000,,,0.0810,0.0922,0.8487,black,asian
114,weird,1.0000,0.0222,0.0513,1.0000,,,0.0985,0.0749,0.8198,black,asian
