,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
60,employment,0.7794,0.1645,0.1577,0.8750,asian,black,0.3164
61,engineer,0.7188,0.2200,0.1952,0.8750,asian,black,0.3203
62,entrepreneur,0.8000,0.1129,0.1538,0.8750,asian,black,0.2985
63,executive,0.7500,0.1359,0.1672,0.8750,asian,black,0.3475
64,farmer,0.7667,0.2111,0.1798,0.8750,asian,black,0.2463
65,firefighter,0.8906,0.0997,0.1152,0.8750,asian,black,0.2502
66,fireman,0.6250,0.2532,0.2356,0.8750,asian,black,0.2656
67,football player,0.6071,0.3252,0.2850,0.8750,asian,black,0.2763
68,foster parent,0.8750,0.1166,0.1796,0.8750,asian,black,0.2321
69,gambler,0.9167,0.0755,0.1146,0.8750,asian,white,0.2569
70,grocer,0.6250,0.2511,0.2069,1.0000,asian,black,0.1826
71,guard,0.8611,0.1129,0.1181,0.8750,asian,black,0.2235
72,guitarist,0.5682,0.2325,0.2513,0.8750,asian,black,0.2827
73,hairdresser,0.7500,0.1186,0.1052,0.8750,asian,white,0.2258
74,handball player,0.8571,0.1136,0.1463,0.8750,asian,black,0.2493
75,handyman,0.8167,0.1478,0.1241,0.8750,asian,white,0.2217
76,historian,0.7375,0.2048,0.1826,0.8750,asian,black,0.2359
77,hostess,0.6429,-0.0306,0.0803,0.8750,asian,black,0.2736
78,housekeeper,0.8462,-0.0054,0.0743,0.8750,asian,black,0.2610
79,illustrator,0.5694,0.1835,0.1714,0.8750,asian,black,0.3530
80,inspector,0.7857,0.1581,0.1632,0.8750,asian,black,0.2162
81,janitor,0.8182,0.1093,0.1316,1.0000,asian,black,0.1892
82,journalist,0.7500,0.1170,0.1327,0.8750,asian,black,0.1986
83,judge,0.8125,0.1232,0.1245,0.8750,asian,white,0.2706
84,laborer,0.8958,0.0652,0.0829,0.8750,asian,black,0.2230
85,landlord,0.7941,0.1584,0.1506,0.8750,asian,black,0.2557
86,lawn mower,0.7375,0.1731,0.1480,1.0000,asian,white,0.1923
87,lawyer,0.8393,0.1122,0.1426,0.8750,asian,black,0.2855
88,librarian,0.8929,0.0418,0.0881,0.8750,asian,black,0.2340
89,lifeguard,0.7500,0.1684,0.1458,0.8750,asian,black,0.2375
90,linguist,0.8438,0.1421,0.1293,1.0000,asian,black,0.1217
91,magician,0.7500,0.1935,0.2058,0.8750,asian,black,0.2862
92,manager,0.7361,0.1840,0.1776,0.8750,asian,black,0.2907
93,mathematician,0.7895,0.1749,0.1470,0.8750,asian,black,0.2358
94,mechanic,0.7059,0.2243,0.1965,1.0000,asian,black,0.1558
95,medical student,0.8000,0.1581,0.1475,0.8750,asian,black,0.2796
96,model,0.6818,0.0703,0.1222,0.8750,asian,black,0.2508
97,mover,0.8393,0.1194,0.1326,0.8750,asian,black,0.2370
98,musician,0.8409,0.1016,0.1400,0.8750,asian,black,0.2711
99,nurse,0.6923,-0.0193,0.0873,0.8750,asian,black,0.2755
100,office worker,0.8333,0.1164,0.1398,0.8750,asian,black,0.2441
101,opera singer,0.7708,0.0738,0.1043,1.0000,asian,black,0.1652
102,painter,0.6250,0.1269,0.1653,0.8750,asian,black,0.2733
103,pensioner,0.7188,0.2218,0.1800,0.8750,asian,black,0.2266
104,performing artist,0.6923,0.1625,0.1541,0.8750,asian,black,0.2201
105,pharmacist,0.7143,0.1938,0.1760,1.0000,asian,black,0.1887
106,photographer,0.7083,0.1495,0.1639,0.8750,asian,black,0.3306
107,physician,0.8000,0.1190,0.1365,0.8750,asian,black,0.2790
108,physicist,0.7969,0.1793,0.1563,0.8750,asian,black,0.2043
109,pianist,0.6875,0.2154,0.1718,0.8750,asian,black,0.2510
110,pilot,0.7000,0.1783,0.1806,0.8750,asian,black,0.2417
111,plumber,0.8269,0.0848,0.1158,0.8750,asian,black,0.3514
112,poet,0.7917,0.1060,0.1304,0.8750,asian,black,0.2943
113,police officer,0.7333,0.2225,0.1973,0.8750,asian,black,0.2111
114,politician,0.6042,0.1741,0.2190,0.8750,asian,black,0.2955
115,postman,0.6250,0.2774,0.2124,0.8750,asian,black,0.2710
116,producer,0.8125,0.1663,0.1714,0.8750,asian,black,0.2779
117,professor,0.9375,0.0665,0.1131,0.8750,asian,black,0.2259
118,prosecutor,0.8077,0.1809,0.1747,0.8750,asian,black,0.2249
119,psychologist,0.8214,0.1207,0.1215,1.0000,asian,black,0.1904
120,radiologist,0.7292,0.2193,0.1811,1.0000,asian,black,0.1530
121,realtor,0.8571,0.1247,0.1330,1.0000,asian,black,0.1962
122,receptionist,0.7000,0.1722,0.1543,0.8750,asian,black,0.2500
123,researcher,0.8333,0.1033,0.1238,1.0000,asian,black,0.1535
124,salesperson,0.8077,0.1416,0.1669,0.8750,asian,black,0.2678
125,scientist,0.7500,0.1721,0.1753,0.8750,asian,black,0.2428
126,secretary,0.8214,0.1249,0.1328,0.8750,asian,black,0.2536
127,security guard,0.8472,0.1591,0.1430,1.0000,asian,black,0.1676
128,servant,0.7727,0.1216,0.1181,0.8750,asian,black,0.2847
129,sheriff,0.8611,0.1444,0.1679,0.8750,asian,black,0.3476
130,singer,0.7647,0.0859,0.1254,0.8750,asian,black,0.1968
131,sociologist,0.8636,0.1207,0.1534,1.0000,asian,black,0.1750
132,software engineer,0.6964,0.2819,0.2143,0.8750,asian,black,0.2439
133,soldier,0.7692,0.1663,0.1981,0.8750,asian,black,0.3041
134,supervisor,0.8393,0.1588,0.1325,1.0000,asian,black,0.1650
135,surgeon,0.6000,0.2090,0.1918,0.8750,asian,black,0.2747
136,swimmer,0.8250,0.0729,0.1088,0.8750,asian,black,0.2729
137,tailor,0.8906,0.1061,0.1270,0.8750,asian,black,0.2554
138,teacher,0.8750,0.0678,0.0873,0.8750,asian,black,0.2579
139,tennis player,0.5972,0.2693,0.2291,0.8750,asian,black,0.2573
140,theologian,0.8125,0.1244,0.1346,0.8750,asian,black,0.2092
141,umpire,0.7083,0.2606,0.2170,0.8750,asian,white,0.3087
