,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
102,thin,0.9062,-0.0193,0.0451,1.0000,white,black,0.0033
103,timid,0.9643,-0.0427,0.0397,1.0000,white,hispanic,0.0005
104,tough,0.8235,0.0710,0.1001,1.0000,white,black,0.0006
105,trustworthy,0.8810,0.0928,0.0854,1.0000,white,black,0.0009
106,ugly,0.8750,-0.0054,0.0884,1.0000,white,asian,0.0006
107,uncare,0.9028,0.1414,0.1008,1.0000,black,asian,0.0004
108,uneducated,0.9118,0.1139,0.0769,1.0000,black,hispanic,0.0004
109,upset,0.9500,0.0344,0.0622,1.0000,white,asian,0.0008
110,uptight,0.9625,0.0241,0.0447,1.0000,asian,hispanic,0.0004
111,violent,0.9474,0.0404,0.0541,1.0000,white,asian,0.0010
112,weak,0.9375,0.0227,0.0232,1.0000,white,black,0.0017
113,wealthy,0.9219,0.0836,0.0575,1.0000,white,black,0.0011
114,weird,0.9412,0.0267,0.0613,1.0000,white,black,0.0008
115,welcome,0.8947,0.1101,0.0920,1.0000,black,white,0.0011
