,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
81,janitor,0.9615,-0.0043,0.0883,1.0000,asian,black,0.0109,0.0496
102,painter,0.8077,0.0831,0.0909,1.0000,white,black,0.0079,0.0494
14,attendant,0.8636,-0.0698,0.0975,1.0000,white,hispanic,0.0012,0.0493
127,security guard,0.8864,0.1144,0.0966,1.0000,white,hispanic,0.0006,0.0486
73,hairdresser,0.9167,-0.0560,0.0798,1.0000,white,hispanic,0.0173,0.0485
64,farmer,0.9091,0.0842,0.0951,1.0000,hispanic,black,0.0017,0.0484
109,pianist,0.7500,0.1247,0.0918,1.0000,hispanic,black,0.0035,0.0477
124,salesperson,0.7679,0.0769,0.0930,1.0000,asian,hispanic,0.0020,0.0475
26,butcher,1.0000,0.0339,0.0924,1.0000,white,asian,0.0019,0.0472
133,soldier,0.8971,0.0883,0.0916,1.0000,white,asian,0.0015,0.0466
27,butler,0.9062,0.0930,0.0908,1.0000,white,black,0.0023,0.0466
135,surgeon,0.8409,0.1161,0.0910,1.0000,white,hispanic,0.0019,0.0464
24,builder,0.8529,0.0698,0.0910,1.0000,white,black,0.0018,0.0464
116,producer,0.7639,0.0659,0.0873,1.0000,white,black,0.0050,0.0461
31,chef,0.7917,0.0932,0.0869,1.0000,white,hispanic,0.0047,0.0458
61,engineer,0.8906,0.1087,0.0867,1.0000,white,hispanic,0.0022,0.0445
123,researcher,0.8611,0.1010,0.0860,1.0000,white,hispanic,0.0024,0.0442
129,sheriff,0.9444,0.0786,0.0831,1.0000,white,black,0.0053,0.0442
58,electrician,1.0000,0.0354,0.0566,1.0000,asian,black,0.0316,0.0441
7,analyst,0.8594,0.1096,0.0825,1.0000,black,hispanic,0.0056,0.0440
38,coach,0.8667,0.0751,0.0839,1.0000,white,hispanic,0.0026,0.0432
63,executive,0.8472,0.0724,0.0814,1.0000,white,hispanic,0.0049,0.0431
69,gambler,0.7059,0.0815,0.0813,1.0000,asian,black,0.0047,0.0430
2,actor,0.9167,0.0620,0.0793,1.0000,asian,black,0.0066,0.0429
82,journalist,0.9286,0.0703,0.0784,1.0000,white,black,0.0066,0.0425
19,banker,0.9333,0.0794,0.0802,1.0000,white,hispanic,0.0035,0.0418
28,carpenter,0.8929,0.0865,0.0815,1.0000,asian,black,0.0016,0.0415
21,bartender,0.7273,0.0208,0.0740,1.0000,white,black,0.0088,0.0414
97,mover,0.7632,0.0793,0.0787,1.0000,white,hispanic,0.0040,0.0414
84,laborer,0.7115,0.0524,0.0801,1.0000,asian,black,0.0023,0.0412
59,employee,0.7885,0.0341,0.0783,1.0000,white,hispanic,0.0032,0.0408
16,auditor,0.8750,0.0621,0.0760,1.0000,black,hispanic,0.0045,0.0403
106,photographer,0.8333,0.0558,0.0747,1.0000,white,hispanic,0.0054,0.0401
90,linguist,0.8906,0.0680,0.0756,1.0000,white,black,0.0043,0.0399
79,illustrator,0.7206,0.0612,0.0694,1.0000,white,black,0.0090,0.0392
91,magician,0.9844,0.0773,0.0758,1.0000,white,hispanic,0.0025,0.0391
3,administrator,0.7500,0.0716,0.0755,1.0000,white,hispanic,0.0026,0.0390
62,entrepreneur,0.7292,0.0539,0.0518,1.0000,white,hispanic,0.0262,0.0390
128,servant,0.8667,-0.0424,0.0743,1.0000,white,black,0.0017,0.0380
47,delivery,0.9000,-0.0419,0.0732,1.0000,asian,hispanic,0.0028,0.0380
20,barber,0.9028,0.0895,0.0716,1.0000,white,hispanic,0.0028,0.0372
23,broker,0.9531,0.0317,0.0707,1.0000,white,hispanic,0.0029,0.0368
94,mechanic,0.8529,0.0974,0.0721,1.0000,white,black,0.0009,0.0365
121,realtor,0.7500,0.0365,0.0675,1.0000,white,black,0.0054,0.0364
110,pilot,0.8056,0.0937,0.0708,1.0000,asian,black,0.0016,0.0362
93,mathematician,0.9500,0.0816,0.0692,1.0000,white,black,0.0027,0.0360
57,editor,0.8906,0.0404,0.0651,1.0000,white,hispanic,0.0063,0.0357
10,artist,0.8269,-0.0210,0.0617,1.0000,white,hispanic,0.0095,0.0356
65,firefighter,0.5833,0.0941,0.0657,1.0000,hispanic,black,0.0053,0.0355
117,professor,0.9643,0.0060,0.0688,1.0000,white,hispanic,0.0021,0.0354
5,agent,0.9333,0.0680,0.0685,1.0000,white,hispanic,0.0021,0.0353
30,CEO,0.9219,0.0647,0.0638,1.0000,white,hispanic,0.0064,0.0351
103,pensioner,0.6154,0.0644,0.0674,1.0000,white,black,0.0027,0.0350
46,dealer,0.9333,0.0651,0.0686,1.0000,white,hispanic,0.0014,0.0350
45,dancer,0.7969,-0.0423,0.0652,1.0000,hispanic,black,0.0045,0.0348
107,physician,0.7857,0.0856,0.0661,1.0000,white,black,0.0018,0.0340
139,tennis player,0.8235,0.0088,0.0585,1.0000,asian,black,0.0093,0.0339
11,assistant,0.8235,-0.0236,0.0661,1.0000,white,hispanic,0.0014,0.0338
15,attourney,0.8438,-0.0064,0.0503,1.0000,asian,black,0.0170,0.0336
105,pharmacist,0.9375,0.0567,0.0639,1.0000,white,hispanic,0.0031,0.0335
118,prosecutor,0.9038,0.0520,0.0617,1.0000,white,hispanic,0.0053,0.0335
35,civil,0.9583,0.0188,0.0623,1.0000,hispanic,black,0.0040,0.0331
100,office worker,0.8667,0.0145,0.0611,1.0000,asian,black,0.0045,0.0328
42,construction worker,0.8889,0.0552,0.0632,1.0000,asian,black,0.0021,0.0326
55,driver,0.9375,0.0556,0.0641,1.0000,white,black,0.0012,0.0326
120,radiologist,0.8438,0.0818,0.0630,1.0000,white,asian,0.0022,0.0326
32,chemist,0.9531,0.0698,0.0616,1.0000,white,hispanic,0.0032,0.0324
95,medical student,0.7750,0.0669,0.0622,1.0000,white,hispanic,0.0025,0.0324
89,lifeguard,0.8167,0.0514,0.0610,1.0000,white,black,0.0036,0.0323
48,dentist,0.9773,0.0431,0.0604,1.0000,white,hispanic,0.0037,0.0321
29,cashier,0.7381,-0.0464,0.0575,1.0000,asian,black,0.0060,0.0318
41,composer,0.7308,0.0398,0.0587,1.0000,white,black,0.0044,0.0315
50,detective,0.8667,0.0506,0.0605,1.0000,white,black,0.0024,0.0314
72,guitarist,0.9464,0.0603,0.0606,1.0000,white,black,0.0015,0.0311
113,police officer,0.8571,0.0405,0.0595,1.0000,asian,black,0.0022,0.0308
43,cook,0.8864,-0.0073,0.0574,1.0000,asian,black,0.0040,0.0307
83,judge,0.9792,0.0250,0.0570,1.0000,hispanic,asian,0.0029,0.0299
0,academic,0.8625,0.0331,0.0491,1.0000,white,hispanic,0.0107,0.0299
37,clerk,0.9559,0.0576,0.0575,1.0000,asian,black,0.0021,0.0298
56,economist,0.9500,0.0431,0.0469,1.0000,white,hispanic,0.0125,0.0297
138,teacher,0.8750,-0.0132,0.0567,1.0000,white,black,0.0024,0.0296
96,model,0.8654,-0.0532,0.0564,1.0000,asian,black,0.0024,0.0294
51,diplomat,0.6833,0.0437,0.0551,1.0000,white,hispanic,0.0037,0.0294
39,comedian,0.9464,0.0007,0.0465,1.0000,white,hispanic,0.0120,0.0293
108,physicist,0.9559,0.0468,0.0559,1.0000,white,black,0.0024,0.0291
92,manager,0.9000,0.0512,0.0554,1.0000,white,hispanic,0.0024,0.0289
52,director,0.8929,-0.0092,0.0445,1.0000,asian,hispanic,0.0107,0.0276
33,chess player,0.8542,0.0050,0.0481,1.0000,white,hispanic,0.0069,0.0275
140,theologian,0.9423,0.0230,0.0525,1.0000,white,black,0.0024,0.0274
68,foster parent,1.0000,-0.0678,0.0523,1.0000,white,hispanic,0.0023,0.0273
74,handball player,0.8167,0.0377,0.0501,1.0000,white,black,0.0042,0.0271
76,historian,0.9500,0.0358,0.0497,1.0000,white,black,0.0040,0.0269
4,aeronautical engineer,0.9167,0.0640,0.0494,1.0000,asian,black,0.0043,0.0268
130,singer,0.8333,-0.0007,0.0458,1.0000,white,black,0.0066,0.0262
49,designer,0.8824,0.0219,0.0478,1.0000,white,hispanic,0.0043,0.0260
126,secretary,0.7639,-0.0510,0.0487,1.0000,white,black,0.0022,0.0254
67,football player,0.9615,0.0254,0.0468,1.0000,hispanic,black,0.0023,0.0245
101,opera singer,0.8571,-0.0215,0.0363,1.0000,hispanic,black,0.0126,0.0245
134,supervisor,0.9643,0.0287,0.0453,1.0000,white,hispanic,0.0021,0.0237
53,doctor,0.9500,0.0390,0.0412,1.0000,white,asian,0.0034,0.0223
131,sociologist,1.0000,0.0235,0.0362,1.0000,white,hispanic,0.0052,0.0207
87,lawyer,0.9868,0.0319,0.0380,1.0000,hispanic,black,0.0012,0.0196
13,athlete,0.9773,0.0287,0.0318,1.0000,white,hispanic,0.0068,0.0193
125,scientist,0.9773,0.0475,0.0347,1.0000,white,hispanic,0.0031,0.0189
88,librarian,0.9318,0.0090,0.0336,1.0000,white,black,0.0022,0.0179
1,accountant,0.9792,0.0327,0.0337,1.0000,white,hispanic,0.0017,0.0177
18,baker,1.0000,0.0035,0.0304,1.0000,white,black,0.0022,0.0163
44,counselor,1.0000,-0.0260,0.0297,1.0000,white,hispanic,0.0024,0.0161
36,cleaner,1.0000,0.0084,0.0276,1.0000,white,hispanic,0.0025,0.0150
119,psychologist,1.0000,0.0012,0.0167,1.0000,white,asian,0.0043,0.0105
