,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
86,silent,0.9000,0.0091,0.1286,1.0000,white,asian,0.0048
87,skinny,1.0000,-0.0011,0.0372,1.0000,white,hispanic,0.0026
88,slim,0.9130,-0.0652,0.0708,1.0000,white,asian,0.0059
89,smart,0.9674,0.0046,0.0508,1.0000,white,hispanic,0.0032
90,smelly,1.0000,0.0046,0.0386,1.0000,black,hispanic,0.0064
91,sneaky,0.9333,-0.0218,0.0446,1.0000,white,hispanic,0.0070
92,social,0.9375,-0.0068,0.0739,1.0000,white,hispanic,0.0185
93,strange,1.0000,-0.0507,0.0414,1.0000,white,hispanic,0.0054
94,strong,0.9250,0.0075,0.0688,1.0000,white,black,0.0071
95,studious,0.8750,0.0824,0.0995,1.0000,white,asian,0.0053
96,stupid,1.0000,-0.0287,0.0257,1.0000,white,asian,0.0045
97,successful,0.8889,0.0312,0.0768,1.0000,white,asian,0.0479
98,supportive,1.0000,-0.0188,0.0440,1.0000,white,black,0.0006
99,suspicious,1.0000,-0.0012,0.0473,1.0000,white,hispanic,0.0020
100,talkative,0.9545,0.0172,0.0851,1.0000,white,black,0.0023
101,terrible,1.0000,-0.0157,0.0363,1.0000,white,asian,0.0126
102,thin,1.0000,-0.0319,0.0409,1.0000,black,hispanic,0.0141
103,timid,0.9706,-0.0074,0.0537,1.0000,white,hispanic,0.0053
104,tough,0.9028,0.0524,0.0761,1.0000,white,black,0.0055
105,trustworthy,1.0000,0.0110,0.0326,1.0000,white,asian,0.0019
106,ugly,1.0000,-0.0319,0.0372,1.0000,white,asian,0.0383
107,uncare,0.9615,-0.0171,0.0600,1.0000,white,hispanic,0.0048
108,uneducated,0.9737,-0.0085,0.0394,1.0000,white,black,0.0119
109,upset,0.8750,-0.0087,0.0528,1.0000,white,asian,0.0038
110,uptight,0.7500,-0.0049,0.0494,1.0000,white,hispanic,0.0100
111,violent,1.0000,0.0246,0.0406,1.0000,white,asian,0.0060
112,weak,1.0000,-0.0198,0.0273,1.0000,white,asian,0.0092
113,wealthy,0.7614,0.0398,0.0502,1.0000,white,hispanic,0.0091
114,weird,1.0000,-0.0328,0.0327,1.0000,white,asian,0.0066
115,welcome,0.6923,-0.0409,0.0932,1.0000,white,asian,0.0010
