,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
51,diplomat,0.9318,0.0044,0.0167,1.0000,asian,hispanic,0.0689
52,director,0.9167,0.1044,0.0932,1.0000,asian,hispanic,0.0439
53,doctor,0.8529,0.0942,0.0863,1.0000,asian,black,0.0307
54,drawer,0.9792,0.0516,0.0490,1.0000,white,hispanic,0.0479
55,driver,0.8636,0.0989,0.0870,1.0000,asian,hispanic,0.0660
56,economist,0.8500,0.1449,0.1066,1.0000,asian,hispanic,0.0730
57,editor,0.9286,0.0503,0.0717,1.0000,asian,hispanic,0.0323
58,electrician,0.8409,0.1170,0.1231,0.7500,asian,black,0.3740
59,employee,0.8571,0.0809,0.0737,1.0000,asian,hispanic,0.0698
60,employment,0.8529,0.0302,0.0587,1.0000,asian,hispanic,0.0463
61,engineer,0.8750,0.1598,0.1177,1.0000,asian,hispanic,0.0611
62,entrepreneur,0.8125,0.0586,0.0624,1.0000,asian,hispanic,0.0927
63,executive,0.8125,0.0546,0.0709,1.0000,asian,hispanic,0.0512
64,farmer,0.7667,0.1240,0.0905,1.0000,asian,hispanic,0.1040
65,firefighter,0.9219,0.0616,0.0550,1.0000,asian,hispanic,0.0356
66,fireman,0.7500,0.1901,0.1410,1.0000,asian,black,0.0443
67,football player,0.7679,0.1263,0.1309,1.0000,asian,black,0.0539
68,foster parent,0.9000,0.0043,0.0519,1.0000,asian,black,0.0154
69,gambler,0.9792,0.0408,0.0423,1.0000,asian,black,0.0278
70,grocer,0.7812,0.1649,0.1299,1.0000,asian,hispanic,0.0387
71,guard,0.8889,0.0669,0.0588,1.0000,asian,hispanic,0.0496
72,guitarist,0.8864,0.1952,0.1551,1.0000,asian,hispanic,0.0943
73,hairdresser,0.8542,0.0051,0.0590,1.0000,asian,black,0.0165
74,handball player,0.9286,0.1241,0.0884,1.0000,asian,black,0.0132
75,handyman,0.9000,0.1619,0.1241,1.0000,asian,black,0.0316
76,historian,0.8375,0.1777,0.1392,1.0000,asian,hispanic,0.0339
77,hostess,0.7857,-0.0480,0.0849,1.0000,asian,black,0.0397
78,housekeeper,0.9231,-0.0024,0.0320,1.0000,asian,black,0.0383
79,illustrator,0.8611,0.1363,0.1222,1.0000,asian,hispanic,0.0343
80,inspector,0.8750,0.1269,0.1167,1.0000,asian,hispanic,0.0280
81,janitor,0.8864,0.0422,0.0598,1.0000,asian,black,0.0138
82,journalist,0.7308,0.0359,0.0512,1.0000,asian,hispanic,0.0791
83,judge,0.8750,0.0339,0.0692,1.0000,asian,hispanic,0.0548
84,laborer,0.8958,0.0403,0.0657,1.0000,asian,black,0.0158
85,landlord,0.8676,0.1205,0.1034,1.0000,asian,hispanic,0.0622
86,lawn mower,0.8250,0.0729,0.0809,1.0000,asian,black,0.0079
87,lawyer,0.8750,0.0643,0.0581,1.0000,asian,hispanic,0.0356
88,librarian,0.9286,-0.0228,0.0315,1.0000,asian,hispanic,0.0349
89,lifeguard,0.8529,0.0934,0.0987,1.0000,asian,black,0.0293
90,linguist,0.9219,0.0810,0.0692,1.0000,asian,hispanic,0.0510
91,magician,0.8438,0.0804,0.0893,1.0000,asian,hispanic,0.0523
92,manager,0.8056,0.0976,0.0943,1.0000,asian,black,0.0489
93,mathematician,0.8816,0.0967,0.0795,1.0000,asian,hispanic,0.0532
94,mechanic,0.7647,0.1141,0.0945,1.0000,asian,hispanic,0.0318
95,medical student,0.8833,0.0833,0.0655,1.0000,asian,black,0.0265
96,model,0.9545,0.0850,0.0802,1.0000,asian,hispanic,0.0288
97,mover,0.8929,0.0660,0.0529,1.0000,asian,black,0.0227
98,musician,0.9091,0.0874,0.0716,1.0000,asian,hispanic,0.1034
99,nurse,0.8077,-0.1030,0.0773,1.0000,asian,hispanic,0.0563
100,office worker,0.8667,0.0856,0.0746,1.0000,asian,black,0.0368
101,opera singer,0.8542,0.0102,0.0821,1.0000,asian,black,0.0217
102,painter,0.9000,0.0761,0.0841,1.0000,asian,hispanic,0.0434
103,pensioner,0.9062,0.0498,0.0971,1.0000,asian,black,0.0345
104,performing artist,0.8462,0.1274,0.0931,1.0000,asian,black,0.0349
105,pharmacist,0.8393,0.1228,0.1015,1.0000,asian,hispanic,0.0222
106,photographer,0.8333,0.1141,0.0951,1.0000,asian,hispanic,0.0586
107,physician,0.8667,0.0760,0.0760,1.0000,asian,black,0.0412
108,physicist,0.8438,0.1305,0.1009,1.0000,asian,hispanic,0.0452
109,pianist,0.8542,0.1446,0.1096,1.0000,asian,black,0.0583
110,pilot,0.9333,0.1286,0.0941,1.0000,asian,hispanic,0.0389
111,plumber,0.9423,0.1178,0.0869,1.0000,asian,black,0.0139
112,poet,0.9167,0.0557,0.0731,1.0000,asian,hispanic,0.0661
113,police officer,0.8500,0.1476,0.1047,1.0000,asian,hispanic,0.0435
114,politician,0.7917,0.1265,0.0994,1.0000,asian,hispanic,0.0756
115,postman,0.6667,0.1699,0.1344,1.0000,asian,black,0.0335
116,producer,0.8125,0.0806,0.0700,1.0000,asian,hispanic,0.0389
117,professor,0.9583,0.0340,0.0501,1.0000,asian,hispanic,0.0373
118,prosecutor,0.8462,0.0768,0.0586,1.0000,asian,hispanic,0.0372
119,psychologist,0.9643,0.0887,0.0719,1.0000,asian,black,0.0244
120,radiologist,0.8333,0.1493,0.1174,1.0000,asian,black,0.0251
121,realtor,0.9286,0.0446,0.0415,1.0000,asian,black,0.0209
122,receptionist,0.8125,0.0600,0.0861,1.0000,asian,black,0.0212
123,researcher,0.8833,0.0783,0.0784,1.0000,asian,hispanic,0.0245
124,salesperson,0.9615,0.0782,0.0628,1.0000,asian,hispanic,0.0333
125,scientist,0.7812,0.1055,0.0912,1.0000,asian,hispanic,0.0526
126,secretary,0.9286,0.0777,0.0674,1.0000,asian,hispanic,0.0316
127,security guard,0.9306,0.1176,0.0876,1.0000,asian,hispanic,0.0279
128,servant,0.8636,0.1193,0.0930,1.0000,asian,hispanic,0.0648
129,sheriff,0.8333,0.0511,0.0603,1.0000,asian,hispanic,0.0768
130,singer,0.8382,0.0403,0.0509,1.0000,asian,hispanic,0.0811
131,sociologist,0.9318,0.1055,0.0823,1.0000,asian,black,0.1142
132,software engineer,0.8036,0.1743,0.1363,1.0000,asian,black,0.0506
133,soldier,0.8654,0.1256,0.1002,1.0000,asian,hispanic,0.0989
134,supervisor,0.8571,0.0412,0.0532,1.0000,asian,hispanic,0.0286
135,surgeon,0.8333,0.1990,0.1385,1.0000,asian,hispanic,0.0257
136,swimmer,0.9375,0.0294,0.0602,1.0000,asian,black,0.0254
137,tailor,0.9219,0.0375,0.0458,1.0000,asian,hispanic,0.0395
138,teacher,0.9375,0.0214,0.0401,1.0000,asian,hispanic,0.0287
139,tennis player,0.8472,0.0664,0.0916,1.0000,asian,black,0.0350
140,theologian,0.8750,0.0801,0.0806,0.7500,asian,black,0.4010
141,umpire,0.8333,0.1825,0.1334,1.0000,asian,black,0.0216
