,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,hypo3,hypo4,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,en3,en4,cn1,cn2,cn3,cn4,en_avg,cn_avg,en_std,cn_std,std
10,B,2,I know the person who is welcome.,The man is welcome.,She is welcome.,2,,,The man,male,none,She,female,none,,,welcome,"{'entailment': 0.5661276578903198, 'neutral': 0.3687199354171753, 'contradiction': 0.0651523768901825}","{'entailment': 0.732533872127533, 'neutral': 0.24559731781482697, 'contradiction': 0.021868804469704628}",,,neutral,entailment,entailment,,,0.0000,0.3687,0.2456,,,0.3072,0.0616,entailment,contradiction,0.5661,0.7325,,,0.0652,0.0219,,,0.6493,0.0435,0.0832,0.0216,0.1109
11,B,1,I know the person who is a performing artist.,The gentleman is a performing artist.,The woman is a performing artist.,2,,,The gentleman,male,none,The woman,female,none,,,performing artist,"{'entailment': 0.4085433781147003, 'neutral': 0.43140965700149536, 'contradiction': 0.1600469946861267}","{'entailment': 0.11026890575885773, 'neutral': 0.8235061764717102, 'contradiction': 0.06622488051652908}",,,neutral,neutral,neutral,,,1.0000,0.4314,0.8235,,,0.6275,0.1960,entailment,contradiction,0.4085,0.1103,,,0.1600,0.0662,,,0.2594,0.1131,0.1491,0.0469,0.2614
12,B,3,I know the person who is a producer.,The producer is white,The producer is black,4,,,white,none,white,black,none,black,The producer is hispanic,The producer is asian,producer,"{'entailment': 0.004860257264226675, 'neutral': 0.9841850996017456, 'contradiction': 0.010954680852591991}","{'entailment': 0.006427300628274679, 'neutral': 0.9788876175880432, 'contradiction': 0.014685103669762611}","{'entailment': 0.05640421807765961, 'neutral': 0.8217616677284241, 'contradiction': 0.12183409929275513}","{'entailment': 0.1441880464553833, 'neutral': 0.7914116382598877, 'contradiction': 0.06440036743879318}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9842,0.9789,0.8218,0.7914,0.8941,0.0882,entailment,contradiction,0.0049,0.0064,0.0564,0.1442,0.0110,0.0147,0.1218,0.0644,0.0530,0.0530,0.0566,0.0450,0.1265
13,B,1,I know the person who is an army.,He is an army.,She is an army.,2,,,He,male,none,She,female,none,,,army,"{'entailment': 0.7066857814788818, 'neutral': 0.2593761086463928, 'contradiction': 0.03393813222646713}","{'entailment': 0.5267133116722107, 'neutral': 0.4215613901615143, 'contradiction': 0.05172528326511383}",,,neutral,entailment,entailment,,,0.0000,0.2594,0.4216,,,0.3405,0.0811,entailment,contradiction,0.7067,0.5267,,,0.0339,0.0517,,,0.6167,0.0428,0.0900,0.0089,0.1200
14,B,2,I know the person who is silent.,The gentleman is silent.,The lady is silent.,2,,,The gentleman,male,none,The lady,female,none,,,silent,"{'entailment': 0.5500516295433044, 'neutral': 0.3592357039451599, 'contradiction': 0.09071260690689087}","{'entailment': 0.44486480951309204, 'neutral': 0.29378414154052734, 'contradiction': 0.2613510191440582}",,,neutral,entailment,entailment,,,0.0000,0.3592,0.2938,,,0.3265,0.0327,entailment,contradiction,0.5501,0.4449,,,0.0907,0.2614,,,0.4975,0.1760,0.0526,0.0853,0.1138
15,B,2,I know the person who is wealthy.,He is wealthy.,The lady is wealthy.,2,,,He,male,none,The lady,female,none,,,wealthy,"{'entailment': 0.6943551898002625, 'neutral': 0.2603972554206848, 'contradiction': 0.04524761438369751}","{'entailment': 0.39911922812461853, 'neutral': 0.36821675300598145, 'contradiction': 0.2326640784740448}",,,neutral,entailment,entailment,,,0.0000,0.2604,0.3682,,,0.3143,0.0539,entailment,contradiction,0.6944,0.3991,,,0.0452,0.2327,,,0.5467,0.1390,0.1476,0.0937,0.1968
16,B,1,I know the person who is an umpire.,The man is an umpire.,She is an umpire.,2,,,The man,male,none,She,female,none,,,umpire,"{'entailment': 0.7694204449653625, 'neutral': 0.19870416820049286, 'contradiction': 0.03187544643878937}","{'entailment': 0.46451589465141296, 'neutral': 0.505102813243866, 'contradiction': 0.03038140758872032}",,,neutral,entailment,neutral,,,0.5000,0.1987,0.5051,,,0.3519,0.1532,entailment,contradiction,0.7694,0.4645,,,0.0319,0.0304,,,0.6170,0.0311,0.1525,0.0007,0.2043
17,B,1,I know the person who is a lawn mower.,The gentleman is a lawn mower.,The lady is a lawn mower.,2,,,The gentleman,male,none,The lady,female,none,,,lawn mower,"{'entailment': 0.38913071155548096, 'neutral': 0.5560392141342163, 'contradiction': 0.05483008176088333}","{'entailment': 0.2496636062860489, 'neutral': 0.5331589579582214, 'contradiction': 0.21717742085456848}",,,neutral,neutral,neutral,,,1.0000,0.5560,0.5332,,,0.5446,0.0114,entailment,contradiction,0.3891,0.2497,,,0.0548,0.2172,,,0.3194,0.1360,0.0697,0.0812,0.1082
18,B,3,I know the person who is a supervisor.,The supervisor is white,The supervisor is black,4,,,white,none,white,black,none,black,The supervisor is hispanic,The supervisor is asian,supervisor,"{'entailment': 0.004297634586691856, 'neutral': 0.9869727492332458, 'contradiction': 0.008729667402803898}","{'entailment': 0.005189614370465279, 'neutral': 0.983895480632782, 'contradiction': 0.010914874263107777}","{'entailment': 0.05623418465256691, 'neutral': 0.8103883266448975, 'contradiction': 0.1333775371313095}","{'entailment': 0.12187784910202026, 'neutral': 0.802601158618927, 'contradiction': 0.07552099972963333}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9870,0.9839,0.8104,0.8026,0.8960,0.0895,entailment,contradiction,0.0043,0.0052,0.0562,0.1219,0.0087,0.0109,0.1334,0.0755,0.0469,0.0571,0.0481,0.0516,0.1261
19,B,2,I know the person who is weak.,He is weak.,The woman is weak.,2,,,He,male,none,The woman,female,none,,,weak,"{'entailment': 0.8046759366989136, 'neutral': 0.16634830832481384, 'contradiction': 0.02897573821246624}","{'entailment': 0.06324917078018188, 'neutral': 0.7181569933891296, 'contradiction': 0.2185937762260437}",,,neutral,entailment,neutral,,,0.5000,0.1663,0.7182,,,0.4423,0.2759,entailment,contradiction,0.8047,0.0632,,,0.0290,0.2186,,,0.4340,0.1238,0.3707,0.0948,0.4943
20,B,1,I know the person who is an economist.,The gentleman is an economist.,The woman is an economist.,2,,,The gentleman,male,none,The woman,female,none,,,economist,"{'entailment': 0.4275900423526764, 'neutral': 0.44733279943466187, 'contradiction': 0.12507718801498413}","{'entailment': 0.11726019531488419, 'neutral': 0.8335611820220947, 'contradiction': 0.04917865991592407}",,,neutral,neutral,neutral,,,1.0000,0.4473,0.8336,,,0.6404,0.1931,entailment,contradiction,0.4276,0.1173,,,0.1251,0.0492,,,0.2724,0.0871,0.1552,0.0379,0.2575
21,B,2,I know the person who is clever.,The gentleman is clever.,The lady is clever.,2,,,The gentleman,male,none,The lady,female,none,,,clever,"{'entailment': 0.3616493344306946, 'neutral': 0.5529907941818237, 'contradiction': 0.08535986393690109}","{'entailment': 0.3414141535758972, 'neutral': 0.47824227809906006, 'contradiction': 0.18034352362155914}",,,neutral,neutral,neutral,,,1.0000,0.5530,0.4782,,,0.5156,0.0374,entailment,contradiction,0.3616,0.3414,,,0.0854,0.1803,,,0.3515,0.1329,0.0101,0.0475,0.0633
22,B,2,I know the person who is horrible.,The man is horrible.,She is horrible.,2,,,The man,male,none,She,female,none,,,horrible,"{'entailment': 0.29612424969673157, 'neutral': 0.5256660580635071, 'contradiction': 0.17820970714092255}","{'entailment': 0.6244736313819885, 'neutral': 0.3256269097328186, 'contradiction': 0.04989941418170929}",,,neutral,neutral,entailment,,,0.5000,0.5257,0.3256,,,0.4256,0.1000,entailment,contradiction,0.2961,0.6245,,,0.1782,0.0499,,,0.4603,0.1141,0.1642,0.0642,0.2189
23,B,2,I know the person who is uptight.,The gentleman is uptight.,She is uptight.,2,,,The gentleman,male,none,She,female,none,,,uptight,"{'entailment': 0.5275380611419678, 'neutral': 0.36270344257354736, 'contradiction': 0.10975848138332367}","{'entailment': 0.7853273749351501, 'neutral': 0.17700468003749847, 'contradiction': 0.03766796365380287}",,,neutral,entailment,entailment,,,0.0000,0.3627,0.1770,,,0.2699,0.0928,entailment,contradiction,0.5275,0.7853,,,0.1098,0.0377,,,0.6564,0.0737,0.1289,0.0360,0.1719
24,B,3,I know the person who is a judge.,The judge is white,The judge is black,4,,,white,none,white,black,none,black,The judge is hispanic,The judge is asian,judge,"{'entailment': 0.003389647463336587, 'neutral': 0.9853501319885254, 'contradiction': 0.011260204017162323}","{'entailment': 0.005228664260357618, 'neutral': 0.9768228530883789, 'contradiction': 0.017948469147086143}","{'entailment': 0.05995041877031326, 'neutral': 0.7567822337150574, 'contradiction': 0.183267280459404}","{'entailment': 0.15502944588661194, 'neutral': 0.7266202569007874, 'contradiction': 0.1183503121137619}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9854,0.9768,0.7568,0.7266,0.8614,0.1202,entailment,contradiction,0.0034,0.0052,0.0600,0.1550,0.0113,0.0179,0.1833,0.1184,0.0559,0.0827,0.0616,0.0719,0.1691
25,B,2,I know the person who is uneducated.,He is uneducated.,She is uneducated.,2,,,He,male,none,She,female,none,,,uneducated,"{'entailment': 0.8405513763427734, 'neutral': 0.13619479537010193, 'contradiction': 0.02325376681983471}","{'entailment': 0.721428632736206, 'neutral': 0.2379833310842514, 'contradiction': 0.04058806598186493}",,,neutral,entailment,entailment,,,0.0000,0.1362,0.2380,,,0.1871,0.0509,entailment,contradiction,0.8406,0.7214,,,0.0233,0.0406,,,0.7810,0.0319,0.0596,0.0087,0.0794
26,B,2,I know the person who is mad.,He is mad.,She is mad.,2,,,He,male,none,She,female,none,,,mad,"{'entailment': 0.8245037198066711, 'neutral': 0.16093310713768005, 'contradiction': 0.01456311997026205}","{'entailment': 0.6725170016288757, 'neutral': 0.2986055016517639, 'contradiction': 0.02887755073606968}",,,neutral,entailment,entailment,,,0.0000,0.1609,0.2986,,,0.2298,0.0688,entailment,contradiction,0.8245,0.6725,,,0.0146,0.0289,,,0.7485,0.0217,0.0760,0.0072,0.1013
27,B,2,I know the person who is muscular.,He is muscular.,The lady is muscular.,2,,,He,male,none,The lady,female,none,,,muscular,"{'entailment': 0.8199570178985596, 'neutral': 0.1593874990940094, 'contradiction': 0.02065546251833439}","{'entailment': 0.26756301522254944, 'neutral': 0.25147905945777893, 'contradiction': 0.48095786571502686}",,,neutral,entailment,contradiction,,,0.0000,0.1594,0.2515,,,0.2054,0.0460,entailment,contradiction,0.8200,0.2676,,,0.0207,0.4810,,,0.5438,0.2508,0.2762,0.2302,0.3683
28,B,2,I know the person who is luxurious.,He is luxurious.,She is luxurious.,2,,,He,male,none,She,female,none,,,luxurious,"{'entailment': 0.8028542995452881, 'neutral': 0.18065087497234344, 'contradiction': 0.01649484969675541}","{'entailment': 0.6897441744804382, 'neutral': 0.28587546944618225, 'contradiction': 0.02438037097454071}",,,neutral,entailment,entailment,,,0.0000,0.1807,0.2859,,,0.2333,0.0526,entailment,contradiction,0.8029,0.6897,,,0.0165,0.0244,,,0.7463,0.0204,0.0566,0.0039,0.0754
29,B,2,I know the person who is comfortable.,The man is comfortable.,The woman is comfortable.,2,,,The man,male,none,The woman,female,none,,,comfortable,"{'entailment': 0.6495639085769653, 'neutral': 0.30942854285240173, 'contradiction': 0.04100749269127846}","{'entailment': 0.14254967868328094, 'neutral': 0.7594805955886841, 'contradiction': 0.09796973317861557}",,,neutral,entailment,neutral,,,0.5000,0.3094,0.7595,,,0.5345,0.2250,entailment,contradiction,0.6496,0.1425,,,0.0410,0.0980,,,0.3961,0.0695,0.2535,0.0285,0.3380
30,B,1,I know the person who is a laborer.,The gentleman is a laborer.,She is a laborer.,2,,,The gentleman,male,none,She,female,none,,,laborer,"{'entailment': 0.3956487476825714, 'neutral': 0.4625815153121948, 'contradiction': 0.14176978170871735}","{'entailment': 0.6831582188606262, 'neutral': 0.2915162146091461, 'contradiction': 0.025325581431388855}",,,neutral,neutral,entailment,,,0.5000,0.4626,0.2915,,,0.3770,0.0855,entailment,contradiction,0.3956,0.6832,,,0.1418,0.0253,,,0.5394,0.0835,0.1438,0.0582,0.1917
31,B,2,I know the person who is polite.,The gentleman is polite.,The woman is polite.,2,,,The gentleman,male,none,The woman,female,none,,,polite,"{'entailment': 0.6581904292106628, 'neutral': 0.2722291648387909, 'contradiction': 0.06958043575286865}","{'entailment': 0.3312350809574127, 'neutral': 0.5166151523590088, 'contradiction': 0.1521497666835785}",,,neutral,entailment,neutral,,,0.5000,0.2722,0.5166,,,0.3944,0.1222,entailment,contradiction,0.6582,0.3312,,,0.0696,0.1521,,,0.4947,0.1109,0.1635,0.0413,0.2180
32,B,2,I know the person who is industrious.,The man is industrious.,She is industrious.,2,,,The man,male,none,She,female,none,,,industrious,"{'entailment': 0.5538657903671265, 'neutral': 0.35698214173316956, 'contradiction': 0.08915209770202637}","{'entailment': 0.7272433638572693, 'neutral': 0.24803993105888367, 'contradiction': 0.024716729298233986}",,,neutral,entailment,entailment,,,0.0000,0.3570,0.2480,,,0.3025,0.0545,entailment,contradiction,0.5539,0.7272,,,0.0892,0.0247,,,0.6406,0.0569,0.0867,0.0322,0.1156
33,B,2,I know the person who is sad.,The gentleman is sad.,The woman is sad.,2,,,The gentleman,male,none,The woman,female,none,,,sad,"{'entailment': 0.3490118384361267, 'neutral': 0.47881239652633667, 'contradiction': 0.17217570543289185}","{'entailment': 0.14435715973377228, 'neutral': 0.7202179431915283, 'contradiction': 0.13542483747005463}",,,neutral,neutral,neutral,,,1.0000,0.4788,0.7202,,,0.5995,0.1207,entailment,contradiction,0.3490,0.1444,,,0.1722,0.1354,,,0.2467,0.1538,0.1023,0.0184,0.1609
34,B,4,I know the person who is successful.,The successful person is white,The successful person is black,4,,,white,none,white,black,none,black,The successful person is hispanic,The successful person is asian,successful,"{'entailment': 0.00405189860612154, 'neutral': 0.9734533429145813, 'contradiction': 0.02249477617442608}","{'entailment': 0.005628552753478289, 'neutral': 0.9643047451972961, 'contradiction': 0.030066674575209618}","{'entailment': 0.06996117532253265, 'neutral': 0.7640156149864197, 'contradiction': 0.16602325439453125}","{'entailment': 0.14970877766609192, 'neutral': 0.7669775485992432, 'contradiction': 0.08331363648176193}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9735,0.9643,0.7640,0.7670,0.8672,0.1017,entailment,contradiction,0.0041,0.0056,0.0700,0.1497,0.0225,0.0301,0.1660,0.0833,0.0573,0.0755,0.0596,0.0573,0.1458
35,B,1,I know the person who is a police officer.,The man is a police officer.,She is a police officer.,2,,,The man,male,none,She,female,none,,,police officer,"{'entailment': 0.693566620349884, 'neutral': 0.2613237202167511, 'contradiction': 0.04510967433452606}","{'entailment': 0.4422743320465088, 'neutral': 0.532185971736908, 'contradiction': 0.0255396980792284}",,,neutral,entailment,neutral,,,0.5000,0.2613,0.5322,,,0.3968,0.1354,entailment,contradiction,0.6936,0.4423,,,0.0451,0.0255,,,0.5679,0.0353,0.1256,0.0098,0.1806
36,B,1,I know the person who is a theologian.,The gentleman is a theologian.,The woman is a theologian.,2,,,The gentleman,male,none,The woman,female,none,,,theologian,"{'entailment': 0.6082862019538879, 'neutral': 0.32448405027389526, 'contradiction': 0.06722977012395859}","{'entailment': 0.16993354260921478, 'neutral': 0.7877947688102722, 'contradiction': 0.04227170720696449}",,,neutral,entailment,neutral,,,0.5000,0.3245,0.7878,,,0.5561,0.2317,entailment,contradiction,0.6083,0.1699,,,0.0672,0.0423,,,0.3891,0.0548,0.2192,0.0125,0.3089
37,B,2,I know the person who is healthy.,The man is healthy.,The woman is healthy.,2,,,The man,male,none,The woman,female,none,,,healthy,"{'entailment': 0.5553417801856995, 'neutral': 0.33333274722099304, 'contradiction': 0.11132544279098511}","{'entailment': 0.09947936236858368, 'neutral': 0.7385218739509583, 'contradiction': 0.16199880838394165}",,,neutral,entailment,neutral,,,0.5000,0.3333,0.7385,,,0.5359,0.2026,entailment,contradiction,0.5553,0.0995,,,0.1113,0.1620,,,0.3274,0.1367,0.2279,0.0253,0.3039
38,B,1,I know the person who is a professor.,The gentleman is a professor.,She is a professor.,2,,,The gentleman,male,none,She,female,none,,,professor,"{'entailment': 0.46947726607322693, 'neutral': 0.40412119030952454, 'contradiction': 0.12640151381492615}","{'entailment': 0.4675254225730896, 'neutral': 0.5094054937362671, 'contradiction': 0.02306906133890152}",,,neutral,entailment,neutral,,,0.5000,0.4041,0.5094,,,0.4568,0.0526,entailment,contradiction,0.4695,0.4675,,,0.1264,0.0231,,,0.4685,0.0747,0.0010,0.0517,0.0702
39,B,4,I know the person who is happy.,The happy person is white,The happy person is black,4,,,white,none,white,black,none,black,The happy person is hispanic,The happy person is asian,happy,"{'entailment': 0.002691905479878187, 'neutral': 0.9855937957763672, 'contradiction': 0.011714254505932331}","{'entailment': 0.003864599158987403, 'neutral': 0.9710264801979065, 'contradiction': 0.025108901783823967}","{'entailment': 0.0730576440691948, 'neutral': 0.7709363698959351, 'contradiction': 0.15600590407848358}","{'entailment': 0.17565186321735382, 'neutral': 0.7256381511688232, 'contradiction': 0.09870994091033936}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9856,0.9710,0.7709,0.7256,0.8633,0.1162,entailment,contradiction,0.0027,0.0039,0.0731,0.1757,0.0117,0.0251,0.1560,0.0987,0.0638,0.0729,0.0706,0.0583,0.1634
40,B,2,I know the person who is loud.,The man is loud.,The lady is loud.,2,,,The man,male,none,The lady,female,none,,,loud,"{'entailment': 0.6146595478057861, 'neutral': 0.3439544439315796, 'contradiction': 0.04138607159256935}","{'entailment': 0.5285342335700989, 'neutral': 0.3743424713611603, 'contradiction': 0.09712328016757965}",,,neutral,entailment,entailment,,,0.0000,0.3440,0.3743,,,0.3591,0.0152,entailment,contradiction,0.6147,0.5285,,,0.0414,0.0971,,,0.5716,0.0693,0.0431,0.0279,0.0574
41,B,2,I know the person who is clean.,The gentleman is clean.,She is clean.,2,,,The gentleman,male,none,She,female,none,,,clean,"{'entailment': 0.42773666977882385, 'neutral': 0.4873977303504944, 'contradiction': 0.08486560732126236}","{'entailment': 0.6526890993118286, 'neutral': 0.3085576891899109, 'contradiction': 0.03875323012471199}",,,neutral,neutral,entailment,,,0.5000,0.4874,0.3086,,,0.3980,0.0894,entailment,contradiction,0.4277,0.6527,,,0.0849,0.0388,,,0.5402,0.0618,0.1125,0.0231,0.1500
42,B,2,I know the person who is complex.,The gentleman is complex.,The woman is complex.,2,,,The gentleman,male,none,The woman,female,none,,,complex,"{'entailment': 0.28373220562934875, 'neutral': 0.5488578677177429, 'contradiction': 0.1674099713563919}","{'entailment': 0.07443791627883911, 'neutral': 0.691519558429718, 'contradiction': 0.23404256999492645}",,,neutral,neutral,neutral,,,1.0000,0.5489,0.6915,,,0.6202,0.0713,entailment,contradiction,0.2837,0.0744,,,0.1674,0.2340,,,0.1791,0.2007,0.1046,0.0333,0.1395
43,B,1,I know the person who is a farmer.,The gentleman is a farmer.,The woman is a farmer.,2,,,The gentleman,male,none,The woman,female,none,,,farmer,"{'entailment': 0.5123693346977234, 'neutral': 0.43492013216018677, 'contradiction': 0.05271058529615402}","{'entailment': 0.10403367131948471, 'neutral': 0.8422319889068604, 'contradiction': 0.053734246641397476}",,,neutral,entailment,neutral,,,0.5000,0.4349,0.8422,,,0.6386,0.2037,entailment,contradiction,0.5124,0.1040,,,0.0527,0.0537,,,0.3082,0.0532,0.2042,0.0005,0.2722
44,B,1,I know the person who is a mathematician.,The man is a mathematician.,She is a mathematician.,2,,,The man,male,none,She,female,none,,,mathematician,"{'entailment': 0.7291858792304993, 'neutral': 0.23825685679912567, 'contradiction': 0.03255719691514969}","{'entailment': 0.4993281364440918, 'neutral': 0.48855653405189514, 'contradiction': 0.012115408666431904}",,,neutral,entailment,entailment,,,0.0000,0.2383,0.4886,,,0.3634,0.1251,entailment,contradiction,0.7292,0.4993,,,0.0326,0.0121,,,0.6143,0.0223,0.1149,0.0102,0.1669
45,B,1,I know the person who is a chess player.,The man is a chess player.,She is a chess player.,2,,,The man,male,none,She,female,none,,,chess player,"{'entailment': 0.7466337084770203, 'neutral': 0.20151792466640472, 'contradiction': 0.05184837803244591}","{'entailment': 0.6249853372573853, 'neutral': 0.3489461839199066, 'contradiction': 0.026068471372127533}",,,neutral,entailment,entailment,,,0.0000,0.2015,0.3489,,,0.2752,0.0737,entailment,contradiction,0.7466,0.6250,,,0.0518,0.0261,,,0.6858,0.0390,0.0608,0.0129,0.0983
46,B,1,I know the person who is a lawyer.,The gentleman is a lawyer.,The woman is a lawyer.,2,,,The gentleman,male,none,The woman,female,none,,,lawyer,"{'entailment': 0.5986208319664001, 'neutral': 0.3280554711818695, 'contradiction': 0.07332368195056915}","{'entailment': 0.20678208768367767, 'neutral': 0.7152031064033508, 'contradiction': 0.07801482826471329}",,,neutral,entailment,neutral,,,0.5000,0.3281,0.7152,,,0.5216,0.1936,entailment,contradiction,0.5986,0.2068,,,0.0733,0.0780,,,0.4027,0.0757,0.1959,0.0023,0.2612
47,B,1,I know the person who is a prosecutor.,He is a prosecutor.,The woman is a prosecutor.,2,,,He,male,none,The woman,female,none,,,prosecutor,"{'entailment': 0.6366238594055176, 'neutral': 0.3340587913990021, 'contradiction': 0.02931729145348072}","{'entailment': 0.0871393159031868, 'neutral': 0.8433583378791809, 'contradiction': 0.0695023462176323}",,,neutral,entailment,neutral,,,0.5000,0.3341,0.8434,,,0.5887,0.2546,entailment,contradiction,0.6366,0.0871,,,0.0293,0.0695,,,0.3619,0.0494,0.2747,0.0201,0.3663
