,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
8,architect,0.4167,0.2469,0.1824,1.0000,,,0.2266,0.2045,0.6174,white,asian
12,astronomer,0.4167,0.2443,0.1732,1.0000,,,0.2352,0.2042,0.5760,white,asian
128,servant,0.1667,0.2038,0.1647,1.0000,,,0.2433,0.2040,0.5955,white,asian
133,soldier,0.4167,0.3341,0.2243,1.0000,,,0.1830,0.2036,0.6828,white,asian
19,banker,0.3333,0.2841,0.1919,1.0000,,,0.2146,0.2033,0.6547,white,asian
9,army,0.4167,0.2109,0.1523,1.0000,,,0.2539,0.2031,0.5371,white,asian
85,landlord,0.4167,0.3193,0.2172,1.0000,,,0.1875,0.2024,0.7221,white,hispanic
91,magician,0.3333,0.3055,0.2064,1.0000,,,0.1965,0.2015,0.6579,white,asian
15,attourney,0.3333,0.2679,0.2264,1.0000,,,0.1763,0.2014,0.6757,white,asian
92,manager,0.4167,0.3468,0.2390,1.0000,,,0.1627,0.2009,0.7449,white,asian
124,salesperson,0.5833,0.1579,0.2122,1.0000,,,0.1888,0.2005,0.7052,white,asian
0,academic,0.2500,0.2241,0.1815,1.0000,,,0.2186,0.2001,0.6738,white,asian
109,pianist,0.1667,0.2604,0.2002,1.0000,,,0.1998,0.2000,0.6634,white,asian
139,tennis player,0.2500,0.3066,0.2199,1.0000,,,0.1768,0.1984,0.7144,white,asian
98,musician,0.1667,0.2808,0.2107,1.0000,,,0.1858,0.1982,0.6719,white,asian
80,inspector,0.5000,0.2798,0.1986,1.0000,,,0.1966,0.1976,0.6902,white,asian
134,supervisor,0.4167,0.2850,0.2270,1.0000,,,0.1680,0.1975,0.7324,white,asian
7,analyst,0.4167,0.2614,0.2240,1.0000,,,0.1692,0.1966,0.7043,white,asian
72,guitarist,0.1667,0.2997,0.2098,1.0000,,,0.1821,0.1960,0.6899,white,asian
52,director,0.3333,0.2519,0.1933,1.0000,,,0.1983,0.1958,0.6739,white,asian
62,entrepreneur,0.2500,0.2634,0.2039,1.0000,,,0.1873,0.1956,0.7058,white,asian
126,secretary,0.1667,0.2045,0.1693,1.0000,,,0.2211,0.1952,0.6434,white,asian
3,administrator,0.3333,0.2268,0.2040,1.0000,,,0.1861,0.1950,0.6993,white,asian
57,editor,0.5833,0.2316,0.2137,1.0000,,,0.1733,0.1935,0.7273,white,asian
32,chemist,0.4167,0.2655,0.1930,1.0000,,,0.1928,0.1929,0.6674,white,asian
55,driver,0.4167,0.2458,0.1795,1.0000,,,0.2053,0.1924,0.6431,white,asian
2,actor,0.1667,0.2697,0.1912,1.0000,,,0.1928,0.1920,0.7077,white,hispanic
50,detective,0.3333,0.3045,0.2059,1.0000,,,0.1779,0.1919,0.7156,white,asian
114,politician,0.2500,0.2546,0.1760,1.0000,,,0.2073,0.1916,0.7012,white,hispanic
95,medical student,0.2500,0.2288,0.1946,1.0000,,,0.1882,0.1914,0.6818,white,asian
127,security guard,0.5000,0.3134,0.2211,1.0000,,,0.1614,0.1912,0.7304,white,asian
47,delivery,0.3333,0.1490,0.1877,1.0000,,,0.1941,0.1909,0.6405,white,asian
13,athlete,0.2500,0.2057,0.1858,1.0000,,,0.1958,0.1908,0.6440,white,asian
18,baker,0.4167,0.1910,0.1834,1.0000,,,0.1958,0.1896,0.6723,white,asian
42,construction worker,0.6667,0.2494,0.2189,1.0000,,,0.1602,0.1895,0.7440,white,asian
81,janitor,0.6667,0.2763,0.2336,1.0000,,,0.1439,0.1888,0.7830,white,asian
118,prosecutor,0.6667,0.2530,0.1808,1.0000,,,0.1962,0.1885,0.6804,white,asian
59,employee,0.3333,0.2152,0.1824,1.0000,,,0.1945,0.1884,0.7371,white,hispanic
89,lifeguard,0.5000,0.2049,0.2018,1.0000,,,0.1744,0.1881,0.7108,white,asian
100,office worker,0.5833,0.2101,0.2018,1.0000,,,0.1741,0.1879,0.7148,white,asian
116,producer,0.3333,0.2613,0.1974,1.0000,,,0.1762,0.1868,0.7038,white,asian
96,model,0.4167,0.1253,0.1408,1.0000,,,0.2320,0.1864,0.6010,white,asian
119,psychologist,0.6667,0.1914,0.1648,1.0000,,,0.2080,0.1864,0.6459,white,asian
86,lawn mower,0.4167,0.2782,0.2385,1.0000,,,0.1341,0.1863,0.7415,white,asian
26,butcher,0.3333,0.3117,0.2185,1.0000,,,0.1529,0.1857,0.7328,white,asian
104,performing artist,0.2500,0.1910,0.2079,1.0000,,,0.1632,0.1856,0.7214,white,asian
68,foster parent,0.4167,0.1060,0.1988,1.0000,,,0.1706,0.1847,0.7183,white,asian
136,swimmer,0.1667,0.1623,0.1832,1.0000,,,0.1849,0.1840,0.6820,white,asian
107,physician,0.1667,0.2317,0.1606,1.0000,,,0.2061,0.1834,0.6369,white,asian
71,guard,0.3333,0.2405,0.1814,1.0000,,,0.1791,0.1803,0.6938,white,asian
73,hairdresser,0.1667,0.1677,0.1843,1.0000,,,0.1744,0.1794,0.7093,white,asian
102,painter,0.1667,0.2090,0.1591,1.0000,,,0.1978,0.1785,0.6715,white,asian
111,plumber,0.4167,0.1312,0.1661,1.0000,,,0.1907,0.1784,0.6687,white,asian
125,scientist,0.5000,0.2087,0.1617,1.0000,,,0.1941,0.1779,0.6848,white,asian
23,broker,0.4167,0.2730,0.1915,1.0000,,,0.1641,0.1778,0.7122,white,asian
83,judge,0.6667,0.1957,0.1424,1.0000,,,0.2116,0.1770,0.6503,white,asian
11,assistant,0.1667,0.1815,0.1712,1.0000,,,0.1821,0.1767,0.6903,white,asian
112,poet,0.3333,0.1844,0.1388,1.0000,,,0.2133,0.1761,0.6392,white,asian
39,comedian,0.2500,0.2678,0.1869,1.0000,,,0.1648,0.1759,0.7504,white,asian
44,counselor,0.4167,0.1942,0.1678,1.0000,,,0.1834,0.1756,0.7025,white,asian
101,opera singer,0.1667,0.1713,0.1637,1.0000,,,0.1844,0.1740,0.7030,white,asian
88,librarian,0.5833,0.1473,0.1559,1.0000,,,0.1904,0.1732,0.6945,white,asian
117,professor,0.4167,0.1964,0.1539,1.0000,,,0.1909,0.1724,0.6855,white,asian
10,artist,0.3333,0.1393,0.1482,1.0000,,,0.1957,0.1720,0.6684,white,asian
17,author,0.2500,0.1819,0.1445,1.0000,,,0.1972,0.1708,0.6689,white,asian
53,doctor,0.4167,0.1773,0.1354,1.0000,,,0.2053,0.1703,0.6411,white,asian
36,cleaner,0.3333,0.1885,0.1974,1.0000,,,0.1427,0.1700,0.7856,white,hispanic
54,drawer,0.3333,0.1440,0.1613,1.0000,,,0.1786,0.1700,0.6698,white,asian
77,hostess,0.1667,-0.1002,0.1467,1.0000,,,0.1919,0.1693,0.7240,white,hispanic
43,cook,0.5000,0.1852,0.1855,1.0000,,,0.1519,0.1687,0.7423,white,asian
45,dancer,0.2500,0.0959,0.1555,1.0000,,,0.1818,0.1686,0.6932,white,asian
49,designer,0.3333,0.1575,0.1370,1.0000,,,0.2000,0.1685,0.7180,white,hispanic
31,chef,0.2500,0.2593,0.1829,1.0000,,,0.1511,0.1670,0.7698,white,hispanic
64,farmer,0.5000,0.2786,0.1883,1.0000,,,0.1452,0.1668,0.7691,white,asian
79,illustrator,0.2500,0.1849,0.1629,1.0000,,,0.1694,0.1661,0.7735,white,hispanic
138,teacher,0.5833,0.1736,0.1541,1.0000,,,0.1755,0.1648,0.7496,white,hispanic
21,bartender,0.1667,0.2389,0.1616,1.0000,,,0.1652,0.1634,0.7304,white,asian
106,photographer,0.4167,0.1918,0.1584,1.0000,,,0.1681,0.1633,0.7325,white,asian
110,pilot,0.5833,0.2215,0.1609,1.0000,,,0.1640,0.1625,0.7580,white,hispanic
130,singer,0.1667,0.1428,0.1472,1.0000,,,0.1776,0.1624,0.7054,white,asian
46,dealer,0.5833,0.2194,0.1671,1.0000,,,0.1526,0.1599,0.7232,white,asian
135,surgeon,0.1667,0.2163,0.1496,1.0000,,,0.1646,0.1571,0.7103,white,asian
38,coach,0.4167,0.2466,0.1709,1.0000,,,0.1406,0.1557,0.7628,white,asian
82,journalist,0.6667,0.1962,0.1477,1.0000,,,0.1629,0.1553,0.7524,white,asian
78,housekeeper,0.2500,-0.0909,0.1392,1.0000,,,0.1706,0.1549,0.7710,white,hispanic
99,nurse,0.3333,-0.1017,0.1559,1.0000,,,0.1521,0.1540,0.7673,white,asian
14,attendant,0.1667,0.0924,0.1321,1.0000,,,0.1668,0.1495,0.7488,white,asian
123,researcher,0.5000,0.1921,0.1667,1.0000,,,0.1256,0.1461,0.8033,white,asian
