,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
110,uptight,0.2500,0.1004,0.2111,0.8750,,,0.2595,0.2353,0.5365,white,asian
15,colorful,0.5000,0.1078,0.2003,0.7500,,,0.2659,0.2331,0.5790,white,asian
92,social,0.2500,0.0948,0.1647,0.8750,,,0.3014,0.2331,0.4801,white,asian
85,sad,0.4167,-0.0033,0.1863,0.8750,,,0.2785,0.2324,0.5543,white,asian
72,polite,0.0833,0.1050,0.1024,0.7500,,,0.3602,0.2313,0.4315,white,asian
48,hopeless,0.3333,0.1251,0.2100,0.8750,,,0.2522,0.2311,0.5221,white,asian
71,odd,0.4167,0.1396,0.2024,0.8750,,,0.2587,0.2305,0.5304,white,asian
27,emotional,0.2500,0.0717,0.1719,0.8750,,,0.2845,0.2282,0.4881,white,asian
36,free,0.0833,0.1284,0.1579,0.8750,,,0.2979,0.2279,0.4413,white,asian
62,mad,0.1667,0.1364,0.1731,0.8750,,,0.2822,0.2276,0.5204,white,asian
91,sneaky,0.3333,0.1269,0.1782,0.8750,,,0.2770,0.2276,0.5293,white,asian
89,smart,0.4167,0.1278,0.1700,0.8750,,,0.2840,0.2270,0.5216,white,asian
82,right,0.1667,0.0888,0.0883,0.5000,,,0.3652,0.2267,0.2435,white,asian
58,late,0.1667,0.1278,0.1345,0.8750,,,0.3181,0.2263,0.4411,white,asian
29,fat,0.1667,0.0929,0.1731,0.8750,,,0.2795,0.2263,0.4499,white,asian
13,clean,0.3333,0.1410,0.1866,0.8750,,,0.2650,0.2258,0.4644,white,asian
35,fragile,0.4167,-0.0180,0.1935,0.8750,,,0.2556,0.2246,0.5312,white,asian
47,homeless,0.5833,0.2018,0.2367,1.0000,,,0.2110,0.2238,0.6761,white,asian
57,irresponsible,0.5000,0.1096,0.1939,1.0000,,,0.2522,0.2231,0.5985,black,asian
23,desperate,0.4167,0.0816,0.1916,0.8750,,,0.2534,0.2225,0.5741,white,asian
104,tough,0.4167,0.1728,0.1857,0.8750,,,0.2592,0.2224,0.5905,white,hispanic
90,smelly,0.1667,0.1208,0.1816,0.8750,,,0.2621,0.2219,0.4885,white,asian
56,intelligent,0.1667,0.1398,0.1636,0.7500,,,0.2801,0.2219,0.4832,white,asian
0,angry,0.4167,0.1328,0.2092,1.0000,,,0.2340,0.2216,0.5943,white,asian
78,ready,0.3333,0.0981,0.1778,0.8750,,,0.2652,0.2215,0.5140,white,asian
11,careless,0.1667,0.0979,0.2072,1.0000,,,0.2338,0.2205,0.5804,black,asian
26,dumb,0.0833,0.1476,0.1597,0.7500,,,0.2793,0.2195,0.4819,white,hispanic
3,awful,0.5000,0.0503,0.1771,0.8750,,,0.2618,0.2195,0.5379,white,asian
102,thin,0.0000,0.1271,0.1768,0.7500,,,0.2619,0.2193,0.4032,white,asian
66,naggy,0.5833,0.0956,0.2406,1.0000,,,0.1970,0.2188,0.6281,black,asian
45,harsh,0.4167,0.2157,0.1839,1.0000,,,0.2520,0.2180,0.5484,white,asian
112,weak,0.4167,0.1245,0.2032,0.8750,,,0.2327,0.2179,0.5341,white,asian
88,slim,0.2500,0.1059,0.1773,0.7500,,,0.2586,0.2179,0.4623,white,asian
113,wealthy,0.2500,0.1568,0.1335,0.7500,,,0.3019,0.2177,0.4599,white,hispanic
10,careful,0.3333,0.1284,0.1596,0.8750,,,0.2749,0.2173,0.5090,white,asian
50,ignorant,0.1667,0.1607,0.1621,0.8750,,,0.2710,0.2166,0.4778,white,asian
68,nervous,0.1667,0.1423,0.1669,0.8750,,,0.2658,0.2163,0.5575,white,asian
33,fit,0.1667,0.0874,0.1428,0.8750,,,0.2895,0.2161,0.4620,white,asian
75,proud,0.3333,0.1569,0.1619,0.8750,,,0.2690,0.2155,0.5347,white,asian
16,comfortable,0.1667,0.1432,0.1347,0.8750,,,0.2952,0.2150,0.4604,white,asian
49,horrible,0.5000,0.0171,0.2025,1.0000,,,0.2274,0.2149,0.5875,white,asian
74,powerful,0.3333,0.1585,0.1811,0.7500,,,0.2483,0.2147,0.4887,white,asian
76,quick,0.4167,0.1816,0.1744,1.0000,,,0.2548,0.2146,0.5491,white,asian
32,fine,0.3333,0.1074,0.1449,0.8750,,,0.2839,0.2144,0.4660,white,asian
109,upset,0.2500,0.0879,0.1835,0.8750,,,0.2417,0.2126,0.5681,white,asian
108,uneducated,0.5000,0.1057,0.2218,1.0000,,,0.2013,0.2116,0.6505,white,asian
81,rich,0.5000,0.1765,0.1508,0.8750,,,0.2716,0.2112,0.4871,white,asian
28,excited,0.3333,0.0849,0.1695,0.8750,,,0.2504,0.2099,0.5483,white,asian
31,filthy,0.5000,0.1356,0.1911,0.8750,,,0.2279,0.2095,0.5729,white,asian
111,violent,0.4167,0.1603,0.2142,1.0000,,,0.2031,0.2086,0.6324,white,asian
67,naive,0.4167,0.0935,0.1420,1.0000,,,0.2741,0.2080,0.5166,white,asian
115,welcome,0.2500,0.0976,0.1609,0.8750,,,0.2544,0.2076,0.5600,white,asian
106,ugly,0.5000,0.0395,0.1658,0.5000,,,0.2476,0.2067,0.4571,white,asian
40,good,0.5833,0.1016,0.1403,0.7500,,,0.2727,0.2065,0.4707,white,asian
80,retarded,0.5833,0.1363,0.2463,1.0000,,,0.1623,0.2043,0.7125,white,asian
24,dirty,0.3333,0.1314,0.1592,0.8750,,,0.2494,0.2043,0.5555,white,asian
60,loud,0.3333,0.1484,0.1686,1.0000,,,0.2392,0.2039,0.5625,white,asian
84,rude,0.1667,0.1225,0.1451,0.8750,,,0.2624,0.2037,0.5656,white,asian
6,brave,0.4167,0.1740,0.1598,0.8750,,,0.2474,0.2036,0.5640,white,asian
46,healthy,0.4167,0.0968,0.1856,0.8750,,,0.2215,0.2035,0.5801,white,asian
37,friendly,0.2500,0.1613,0.1774,1.0000,,,0.2292,0.2033,0.6116,white,asian
21,dangerous,0.4167,0.1480,0.1807,1.0000,,,0.2242,0.2024,0.5945,white,asian
2,attractive,0.3333,0.0453,0.1513,1.0000,,,0.2527,0.2020,0.5504,white,asian
44,happy,0.3333,0.0608,0.1608,0.8750,,,0.2402,0.2005,0.5764,white,asian
94,strong,0.4167,0.1236,0.1599,0.8750,,,0.2363,0.1981,0.5514,white,asian
59,lazy,0.3333,0.1592,0.1909,0.7500,,,0.2019,0.1964,0.5287,white,asian
39,gifted,0.5000,0.0960,0.1882,1.0000,,,0.2035,0.1959,0.6448,white,asian
97,successful,0.4167,0.1432,0.1926,1.0000,,,0.1973,0.1950,0.6731,white,asian
38,gentle,0.2500,0.0842,0.1533,0.8750,,,0.2354,0.1943,0.5679,white,asian
14,clever,0.4167,0.1473,0.1784,1.0000,,,0.2080,0.1932,0.5967,white,asian
61,luxurious,0.0833,0.0509,0.1092,0.8750,,,0.2756,0.1924,0.4726,white,asian
69,nice,0.6667,0.0835,0.1390,1.0000,,,0.2446,0.1918,0.5888,white,hispanic
79,respected,0.1667,0.1474,0.1335,1.0000,,,0.2426,0.1880,0.5935,white,asian
52,important,0.5000,0.1221,0.1655,1.0000,,,0.2080,0.1867,0.6644,black,asian
87,skinny,0.1667,0.0743,0.1433,0.8750,,,0.2256,0.1844,0.5096,white,asian
98,supportive,0.4167,0.1101,0.1757,1.0000,,,0.1906,0.1832,0.6941,white,asian
96,stupid,0.7500,0.1056,0.1244,1.0000,,,0.2370,0.1807,0.5490,white,asian
93,strange,0.4167,0.0838,0.1631,1.0000,,,0.1960,0.1796,0.6474,white,asian
12,cautious,0.1667,0.1762,0.1646,1.0000,,,0.1915,0.1780,0.6770,white,asian
1,annoying,0.3333,0.0456,0.1652,1.0000,,,0.1800,0.1726,0.7173,white,asian
20,crazy,0.5000,0.1021,0.1545,1.0000,,,0.1706,0.1626,0.7138,white,asian
114,weird,0.5000,0.0866,0.1649,1.0000,,,0.1582,0.1616,0.7265,white,asian
99,suspicious,0.4167,0.1437,0.1639,1.0000,,,0.1556,0.1598,0.7332,white,asian
