,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
54,drawer,0.8214,0.0730,0.0600,1.0000,asian,white,0.1786
55,driver,0.8542,0.0700,0.0709,1.0000,asian,black,0.2053
56,economist,0.9250,0.0726,0.0978,1.0000,asian,white,0.2643
57,editor,0.9062,0.0259,0.0841,1.0000,asian,white,0.1733
58,electrician,0.8929,-0.0046,0.0638,0.7500,asian,white,0.5290
59,employee,0.7115,0.0933,0.1304,1.0000,asian,white,0.1945
60,employment,0.8281,0.1162,0.1241,0.8750,asian,white,0.2420
61,engineer,0.8281,0.0737,0.1086,1.0000,asian,white,0.2072
62,entrepreneur,0.7500,0.0578,0.0805,1.0000,asian,white,0.1873
63,executive,0.6944,0.0425,0.0948,1.0000,asian,white,0.2523
64,farmer,0.8636,0.1113,0.1004,1.0000,asian,white,0.1452
65,firefighter,0.7083,0.1132,0.1179,1.0000,asian,white,0.1873
66,fireman,0.6731,0.0577,0.0853,1.0000,asian,white,0.2167
67,football player,0.9231,0.0086,0.0424,1.0000,asian,white,0.2116
68,foster parent,0.8269,0.0318,0.1301,1.0000,asian,white,0.1706
69,gambler,0.8235,0.1237,0.1117,1.0000,asian,white,0.2033
70,grocer,0.7857,0.0129,0.0622,1.0000,asian,white,0.1804
71,guard,0.7500,0.1076,0.0984,1.0000,asian,black,0.1791
72,guitarist,0.8929,0.0568,0.0753,1.0000,asian,white,0.1821
73,hairdresser,0.8333,0.1235,0.1001,1.0000,asian,white,0.1744
74,handball player,0.8500,0.0979,0.0932,1.0000,asian,white,0.1897
75,handyman,0.8676,0.0500,0.0738,1.0000,asian,white,0.1962
76,historian,0.9500,0.0662,0.0876,0.8750,asian,white,0.2537
77,hostess,0.8382,-0.0533,0.0528,1.0000,asian,white,0.1919
78,housekeeper,0.6818,-0.0977,0.0822,1.0000,asian,white,0.1706
79,illustrator,0.7794,0.0940,0.0814,1.0000,asian,white,0.1694
80,inspector,0.8750,0.1483,0.1278,1.0000,asian,white,0.1966
81,janitor,0.9423,0.0860,0.0670,1.0000,asian,white,0.1439
82,journalist,0.9821,0.0264,0.0537,1.0000,asian,white,0.1629
83,judge,0.8750,0.0350,0.0692,1.0000,asian,white,0.2116
84,laborer,0.7692,0.0437,0.0794,1.0000,asian,white,0.2139
85,landlord,0.7500,0.1276,0.1068,1.0000,asian,white,0.1875
86,lawn mower,0.8667,0.0597,0.0723,1.0000,asian,white,0.1341
87,lawyer,0.8158,0.0487,0.0905,1.0000,asian,white,0.2544
88,librarian,0.9318,0.0344,0.0656,1.0000,asian,white,0.1904
89,lifeguard,0.7667,0.0674,0.0884,1.0000,asian,white,0.1744
90,linguist,0.8125,0.1229,0.1049,1.0000,asian,white,0.2067
91,magician,0.7500,0.0986,0.0819,1.0000,asian,white,0.1965
92,manager,0.8500,0.1108,0.1223,1.0000,asian,white,0.1627
93,mathematician,0.8333,0.0894,0.0899,0.8750,asian,white,0.2941
94,mechanic,0.7353,0.1052,0.0972,1.0000,asian,white,0.1902
95,medical student,0.7250,0.1483,0.1434,1.0000,asian,white,0.1882
96,model,0.8846,0.0365,0.0612,1.0000,asian,white,0.2320
97,mover,0.8553,0.1183,0.1181,1.0000,asian,black,0.1686
98,musician,0.7083,0.0789,0.0891,1.0000,asian,white,0.1858
99,nurse,0.8167,-0.0582,0.0693,1.0000,asian,white,0.1521
100,office worker,0.9333,0.0198,0.0674,1.0000,asian,white,0.1741
101,opera singer,0.8929,0.0155,0.0677,1.0000,asian,white,0.1844
102,painter,0.8846,0.0545,0.0503,1.0000,asian,white,0.1978
103,pensioner,0.7308,0.0663,0.1122,1.0000,asian,white,0.2376
104,performing artist,0.8077,0.0559,0.0681,1.0000,asian,white,0.1632
105,pharmacist,0.9583,0.0494,0.0608,1.0000,asian,white,0.2249
106,photographer,0.9167,0.1104,0.0855,1.0000,asian,white,0.1681
107,physician,0.6429,0.0399,0.0473,1.0000,asian,white,0.2061
108,physicist,0.8824,0.0981,0.0867,1.0000,asian,white,0.2551
109,pianist,0.6429,0.1290,0.0999,1.0000,asian,white,0.1998
110,pilot,0.8750,0.0566,0.0657,1.0000,asian,white,0.1640
111,plumber,0.8125,0.0537,0.0696,1.0000,asian,white,0.1907
112,poet,0.8235,0.0912,0.0771,1.0000,asian,white,0.2133
113,police officer,0.8929,0.0699,0.0926,1.0000,asian,white,0.1922
114,politician,0.7969,0.0726,0.0774,1.0000,asian,white,0.2073
115,postman,0.7885,0.1537,0.1482,1.0000,asian,white,0.2290
116,producer,0.7500,0.0927,0.0940,1.0000,asian,white,0.1762
117,professor,0.9286,0.0404,0.0736,1.0000,asian,white,0.1909
118,prosecutor,0.8462,0.1221,0.1126,1.0000,asian,white,0.1962
119,psychologist,0.9559,0.0358,0.0700,1.0000,asian,white,0.2080
120,radiologist,0.8125,0.1026,0.1070,1.0000,asian,white,0.1928
121,realtor,0.8958,0.1135,0.1217,1.0000,asian,white,0.2134
122,receptionist,0.7143,0.0783,0.0808,1.0000,asian,white,0.2580
123,researcher,0.9167,0.0824,0.0770,1.0000,asian,white,0.1256
124,salesperson,0.8036,0.0957,0.1454,1.0000,asian,white,0.1888
125,scientist,0.7500,0.0326,0.0532,1.0000,asian,white,0.1941
126,secretary,0.7778,0.0705,0.0856,1.0000,asian,white,0.2211
127,security guard,0.8409,0.0632,0.0786,1.0000,asian,white,0.1614
128,servant,0.7000,0.0591,0.0768,1.0000,asian,white,0.2433
129,sheriff,0.8889,0.1024,0.1078,1.0000,asian,white,0.2507
130,singer,0.7917,0.0550,0.0601,1.0000,asian,white,0.1776
131,sociologist,0.9615,0.0667,0.0692,1.0000,asian,white,0.1955
132,software engineer,0.8333,0.1521,0.1383,1.0000,asian,white,0.2005
133,soldier,0.8235,0.1119,0.1049,1.0000,asian,white,0.1830
134,supervisor,0.8393,0.1029,0.1009,1.0000,asian,white,0.1680
135,surgeon,0.6364,0.0413,0.0627,1.0000,asian,white,0.1646
136,swimmer,0.8000,0.0477,0.0703,1.0000,asian,black,0.1849
137,tailor,0.6471,0.0482,0.0830,1.0000,asian,black,0.2489
138,teacher,0.8929,0.0627,0.0821,1.0000,asian,white,0.1755
139,tennis player,0.8824,0.0694,0.0772,1.0000,asian,white,0.1768
140,theologian,0.8077,0.0535,0.0621,1.0000,asian,white,0.2367
141,umpire,0.7250,0.1447,0.1296,1.0000,asian,white,0.2036
