,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
39,comedian,0.8947,0.1073,0.1008,1.0000,asian,black,0.0294
40,commander,0.8929,0.1319,0.1888,1.0000,asian,black,0.0322
41,composer,0.8750,0.1984,0.1639,1.0000,asian,hispanic,0.0355
42,construction worker,0.8750,0.1539,0.1264,1.0000,asian,black,0.0572
43,cook,0.9500,-0.0132,0.0513,1.0000,asian,hispanic,0.0158
44,counselor,0.8833,0.0567,0.0944,1.0000,asian,black,0.0183
45,dancer,0.9038,0.0690,0.1100,1.0000,asian,black,0.0246
46,dealer,0.8333,0.1378,0.1520,1.0000,asian,hispanic,0.0259
47,delivery,0.8750,0.0391,0.1267,1.0000,asian,hispanic,0.1261
48,dentist,0.9375,0.0869,0.1400,1.0000,asian,hispanic,0.0756
49,designer,0.9219,0.0241,0.0508,1.0000,asian,hispanic,0.0218
50,detective,0.9219,0.0895,0.1175,1.0000,asian,hispanic,0.0344
51,diplomat,0.9545,0.0977,0.1023,1.0000,asian,hispanic,0.0191
52,director,1.0000,0.0146,0.0769,1.0000,asian,hispanic,0.0214
53,doctor,0.9500,0.0383,0.0790,1.0000,asian,hispanic,0.0286
54,drawer,0.8571,0.0946,0.0981,1.0000,asian,black,0.1057
55,driver,0.8929,0.0621,0.1334,1.0000,asian,black,0.0436
56,economist,0.9286,0.0624,0.1039,1.0000,asian,black,0.1154
57,editor,0.9423,0.0259,0.1063,1.0000,asian,hispanic,0.0256
58,electrician,0.9545,0.0611,0.0929,1.0000,asian,black,0.2602
59,employee,0.7708,0.1266,0.1703,1.0000,asian,black,0.0358
60,employment,0.9500,0.0094,0.0537,1.0000,asian,black,0.1398
61,engineer,0.9062,0.1501,0.1519,1.0000,asian,black,0.0534
62,entrepreneur,0.9375,0.0998,0.1114,1.0000,asian,hispanic,0.0516
63,executive,0.9250,0.1330,0.1335,1.0000,asian,hispanic,0.0504
64,farmer,0.8281,0.1764,0.1632,1.0000,asian,black,0.0485
65,firefighter,0.8833,0.1959,0.1832,1.0000,asian,hispanic,0.0365
66,fireman,0.8846,0.1305,0.1487,1.0000,asian,black,0.0393
67,football player,0.8889,0.1215,0.1079,1.0000,asian,hispanic,0.0585
68,foster parent,0.8958,0.0383,0.0744,1.0000,asian,hispanic,0.0307
69,gambler,0.8500,0.1821,0.1455,1.0000,asian,hispanic,0.0708
70,grocer,0.9808,0.0528,0.0819,1.0000,asian,black,0.0837
71,guard,0.9615,0.0414,0.1011,1.0000,asian,hispanic,0.0208
72,guitarist,0.8846,0.0960,0.1156,1.0000,asian,black,0.0386
73,hairdresser,0.9688,-0.0377,0.0415,1.0000,asian,hispanic,0.0261
74,handball player,0.9375,0.0149,0.0571,1.0000,asian,hispanic,0.0491
75,handyman,0.9750,0.0191,0.0980,1.0000,asian,hispanic,0.0499
76,historian,0.9000,0.0326,0.1215,1.0000,asian,black,0.0237
77,hostess,0.7500,0.0044,0.1597,1.0000,asian,hispanic,0.0222
78,housekeeper,0.8929,0.0340,0.0772,1.0000,asian,hispanic,0.0213
79,illustrator,0.9048,0.0787,0.1157,1.0000,asian,hispanic,0.0327
80,inspector,1.0000,0.0021,0.0952,1.0000,asian,hispanic,0.0309
81,janitor,0.9231,0.0807,0.1045,1.0000,asian,hispanic,0.0344
82,journalist,0.8182,0.1536,0.1285,1.0000,asian,black,0.0378
83,judge,0.9423,0.0539,0.1052,1.0000,asian,black,0.0521
84,laborer,0.9464,0.0229,0.0849,1.0000,asian,black,0.0325
85,landlord,0.8833,0.0965,0.1660,1.0000,asian,black,0.0478
86,lawn mower,0.8750,0.1366,0.1343,1.0000,asian,hispanic,0.1164
87,lawyer,1.0000,-0.0301,0.0977,1.0000,asian,hispanic,0.0344
88,librarian,0.9231,0.0296,0.0559,1.0000,asian,hispanic,0.0423
89,lifeguard,0.9583,-0.0159,0.1202,1.0000,asian,hispanic,0.0488
90,linguist,0.9318,0.1107,0.1037,1.0000,asian,black,0.0292
91,magician,0.9375,0.0846,0.1301,1.0000,asian,white,0.0499
92,manager,0.9821,-0.0122,0.0902,1.0000,asian,hispanic,0.0303
93,mathematician,0.8654,0.0548,0.1361,1.0000,asian,white,0.1179
94,mechanic,0.9167,0.0897,0.1162,1.0000,asian,hispanic,0.0591
95,medical student,0.9167,0.1371,0.1175,1.0000,asian,hispanic,0.0337
96,model,0.9773,-0.0361,0.0432,1.0000,asian,white,0.1042
97,mover,0.8333,0.1714,0.1446,1.0000,asian,hispanic,0.0622
98,musician,0.9250,0.0261,0.0710,1.0000,asian,black,0.0392
99,nurse,0.8571,-0.0614,0.0760,1.0000,asian,hispanic,0.0253
100,office worker,0.9118,0.0791,0.0874,1.0000,asian,hispanic,0.0339
101,opera singer,0.8214,0.0468,0.0929,1.0000,asian,black,0.0328
102,painter,0.9375,0.0987,0.1017,1.0000,asian,hispanic,0.0279
103,pensioner,0.9464,0.0260,0.0475,1.0000,asian,hispanic,0.0651
104,performing artist,0.8750,0.0718,0.0951,1.0000,asian,hispanic,0.0713
105,pharmacist,0.9167,0.1818,0.1688,1.0000,asian,hispanic,0.0456
106,photographer,0.9545,0.1008,0.1075,1.0000,asian,hispanic,0.0242
107,physician,0.9615,0.0092,0.0645,1.0000,asian,hispanic,0.0501
108,physicist,0.9000,0.1404,0.1304,1.0000,asian,white,0.1067
109,pianist,0.9375,0.0461,0.1021,1.0000,asian,hispanic,0.0490
110,pilot,0.8971,0.0772,0.1129,1.0000,asian,hispanic,0.0589
111,plumber,0.8393,0.1818,0.1636,1.0000,asian,hispanic,0.1028
112,poet,0.8676,0.0805,0.1230,1.0000,asian,black,0.0450
113,police officer,0.8056,0.2876,0.2153,1.0000,asian,black,0.0738
114,politician,0.9375,0.0434,0.1177,1.0000,asian,black,0.0400
115,postman,0.8750,0.1478,0.1521,1.0000,asian,black,0.0641
116,producer,0.8971,0.1418,0.1435,1.0000,asian,black,0.0308
117,professor,0.9583,0.0344,0.1047,1.0000,asian,hispanic,0.0365
118,prosecutor,0.8864,0.1489,0.1642,1.0000,asian,black,0.0499
119,psychologist,0.8971,0.0411,0.1106,1.0000,asian,black,0.0551
120,radiologist,0.8958,0.1243,0.1347,1.0000,asian,hispanic,0.0696
121,realtor,0.9231,-0.0035,0.0911,1.0000,asian,black,0.0671
122,receptionist,0.8529,0.0929,0.1356,1.0000,asian,hispanic,0.0306
123,researcher,0.9265,0.0743,0.1223,1.0000,asian,hispanic,0.0234
124,salesperson,0.9091,0.0807,0.1491,1.0000,asian,hispanic,0.0733
125,scientist,0.9706,0.0353,0.0918,1.0000,asian,hispanic,0.0387
126,secretary,0.9167,0.0503,0.0655,1.0000,asian,hispanic,0.0203
127,security guard,0.8529,0.1477,0.1279,1.0000,asian,black,0.0304
128,servant,0.8929,0.0729,0.0662,1.0000,asian,hispanic,0.0245
129,sheriff,0.9545,0.0011,0.0958,1.0000,asian,black,0.0530
130,singer,0.8750,0.1425,0.1121,1.0000,asian,black,0.0193
131,sociologist,0.9286,0.1238,0.1056,1.0000,asian,hispanic,0.0454
132,software engineer,0.9118,0.1247,0.1188,1.0000,asian,hispanic,0.0439
133,soldier,0.9375,0.0529,0.0832,1.0000,asian,hispanic,0.0333
134,supervisor,0.8750,0.0832,0.1725,1.0000,asian,hispanic,0.0253
135,surgeon,0.9688,0.0749,0.1379,1.0000,asian,hispanic,0.0304
136,swimmer,0.9464,0.0327,0.0605,1.0000,asian,hispanic,0.0312
137,tailor,0.9583,0.0202,0.0905,1.0000,asian,hispanic,0.0391
138,teacher,0.8846,0.0086,0.0905,1.0000,asian,black,0.0425
139,tennis player,0.8393,0.1454,0.1420,1.0000,asian,hispanic,0.0957
140,theologian,0.8571,0.1568,0.1761,1.0000,asian,black,0.2348
141,umpire,1.0000,-0.0002,0.0478,1.0000,asian,black,0.0536
