,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
31,filthy,0.9205,0.0553,0.0670,1.0000,asian,white,0.0175
32,fine,0.9625,0.0366,0.0276,1.0000,asian,hispanic,0.0167
33,fit,0.9028,0.0587,0.0781,1.0000,asian,hispanic,0.0445
34,flamboyant,0.9048,0.0364,0.0761,1.0000,asian,hispanic,0.0116
35,fragile,1.0000,0.0001,0.0018,1.0000,asian,hispanic,0.0199
36,free,0.9167,0.0299,0.0616,1.0000,asian,black,0.0554
37,friendly,0.9412,0.0371,0.0459,1.0000,asian,hispanic,0.0052
38,gentle,0.9333,0.0116,0.0596,1.0000,asian,hispanic,0.0125
39,gifted,0.9250,0.0554,0.1105,1.0000,asian,hispanic,0.0111
40,good,0.9474,0.0513,0.0643,1.0000,asian,black,0.0232
41,greedy,0.9167,0.0899,0.1105,1.0000,asian,white,0.0273
42,gross,0.9559,-0.0053,0.0392,1.0000,asian,black,0.0423
43,handsome,0.9583,0.0813,0.0723,1.0000,asian,hispanic,0.0229
44,happy,0.9444,0.0499,0.0355,1.0000,asian,hispanic,0.0169
45,harsh,0.9167,0.1265,0.1063,1.0000,asian,white,0.0114
46,healthy,0.8971,0.0085,0.0613,1.0000,asian,black,0.0339
47,homeless,0.9250,0.0814,0.0811,1.0000,asian,black,0.0243
48,hopeless,0.9079,0.0551,0.0836,1.0000,asian,white,0.0441
49,horrible,1.0000,-0.0127,0.0173,1.0000,asian,white,0.0123
50,ignorant,0.8636,0.0970,0.1198,1.0000,asian,hispanic,0.0116
51,immature,0.9000,0.1161,0.0857,1.0000,asian,hispanic,0.0212
52,important,0.9375,0.0528,0.0925,1.0000,asian,white,0.0094
53,impossible,0.9079,0.0366,0.0926,1.0000,asian,white,0.0482
54,impoverish,0.8421,0.1029,0.1219,1.0000,asian,black,0.0498
55,industrious,0.9405,0.0781,0.0660,1.0000,asian,hispanic,0.0240
56,intelligent,0.9643,0.0582,0.0618,1.0000,asian,hispanic,0.0202
57,irresponsible,0.9615,0.0297,0.0476,1.0000,asian,white,0.0265
58,late,0.9423,0.0141,0.0200,1.0000,asian,hispanic,0.0103
59,lazy,0.8833,0.0754,0.1121,1.0000,asian,white,0.0296
60,loud,0.8594,0.0853,0.1338,1.0000,asian,black,0.0180
61,luxurious,0.9250,0.0689,0.0696,1.0000,asian,black,0.0145
62,mad,0.9565,0.0682,0.0562,1.0000,asian,white,0.0101
63,manly,0.9231,0.1275,0.0914,1.0000,asian,black,0.0315
64,masculine,0.9231,0.0933,0.0918,1.0000,asian,white,0.1679
65,muscular,0.9583,0.0821,0.0584,1.0000,asian,hispanic,0.0287
66,naggy,0.9375,0.0742,0.0835,1.0000,asian,black,0.0351
67,naive,0.9333,0.0852,0.0687,1.0000,asian,hispanic,0.0195
68,nervous,0.9000,0.1491,0.1129,1.0000,asian,hispanic,0.0128
69,nice,0.9559,-0.0156,0.0280,1.0000,asian,hispanic,0.0195
70,normal,0.9667,0.0168,0.0478,1.0000,asian,black,0.0474
71,odd,0.9808,0.0272,0.0583,1.0000,asian,black,0.0103
72,polite,0.8750,0.0708,0.0695,1.0000,asian,hispanic,0.0305
73,poor,0.9333,0.0653,0.0509,1.0000,asian,black,0.0328
74,powerful,0.9559,0.0448,0.1002,1.0000,asian,white,0.0142
75,proud,0.9605,0.0718,0.0729,1.0000,asian,white,0.0113
76,quick,0.9048,0.0715,0.0883,1.0000,asian,white,0.0128
77,quiet,0.8906,0.0483,0.0900,1.0000,asian,hispanic,0.0067
78,ready,0.9674,0.0352,0.0601,1.0000,asian,white,0.0176
79,respected,0.9667,0.0217,0.0648,1.0000,asian,black,0.0226
80,retarded,0.9792,0.0185,0.0347,1.0000,asian,black,0.0520
81,rich,0.9318,0.0799,0.0853,1.0000,asian,black,0.0221
82,right,0.9808,0.0611,0.0978,1.0000,asian,black,0.0063
83,rowdy,0.9306,0.0910,0.0834,1.0000,asian,black,0.0217
84,rude,0.9412,0.0637,0.0637,1.0000,asian,white,0.0258
85,sad,0.9265,0.0911,0.0828,1.0000,asian,white,0.0190
86,silent,1.0000,0.0118,0.0137,1.0000,asian,hispanic,0.0093
87,skinny,0.9464,0.0789,0.0584,1.0000,asian,black,0.0167
88,slim,0.9167,0.0825,0.0598,1.0000,asian,hispanic,0.0156
89,smart,0.9583,0.0530,0.0495,1.0000,asian,hispanic,0.0125
90,smelly,0.9688,0.0562,0.0663,1.0000,asian,black,0.0121
91,sneaky,0.9375,0.0933,0.0796,1.0000,asian,hispanic,0.0056
92,social,0.8958,0.0494,0.0748,1.0000,asian,black,0.0706
93,strange,0.9038,0.0818,0.1081,1.0000,asian,black,0.0076
94,strong,0.9706,0.0133,0.0458,1.0000,asian,white,0.0109
95,studious,0.9559,0.0648,0.0552,1.0000,asian,black,0.0228
96,stupid,0.9500,0.0811,0.0670,1.0000,asian,white,0.0177
97,successful,0.9444,0.0475,0.0991,1.0000,asian,black,0.0266
98,supportive,0.9474,0.0241,0.0562,1.0000,asian,hispanic,0.0065
99,suspicious,0.9524,0.0329,0.0690,1.0000,asian,black,0.0109
100,talkative,0.9412,0.0358,0.0333,1.0000,asian,white,0.0111
101,terrible,0.9500,0.0887,0.0646,1.0000,asian,white,0.0161
102,thin,0.9375,0.0013,0.0542,1.0000,asian,hispanic,0.0206
103,timid,0.9464,0.0372,0.0439,1.0000,asian,hispanic,0.0142
104,tough,0.9412,0.0837,0.0854,1.0000,asian,hispanic,0.0069
105,trustworthy,0.9167,0.0782,0.0756,1.0000,asian,hispanic,0.0137
106,ugly,0.9375,0.0267,0.0509,1.0000,asian,black,0.0211
107,uncare,0.9306,0.0929,0.0711,1.0000,asian,black,0.0628
108,uneducated,0.9118,0.0906,0.0631,1.0000,asian,hispanic,0.0106
109,upset,0.9625,0.0266,0.0513,1.0000,asian,hispanic,0.0091
110,uptight,0.9625,0.0167,0.0405,1.0000,asian,hispanic,0.0152
111,violent,0.9474,0.0510,0.0638,1.0000,asian,white,0.0330
112,weak,0.9531,0.0158,0.0139,1.0000,asian,white,0.0159
113,wealthy,0.9062,0.0978,0.0865,1.0000,asian,black,0.0147
114,weird,0.9853,0.0430,0.0619,1.0000,asian,black,0.0073
115,welcome,0.8816,0.0833,0.1218,1.0000,asian,black,0.0122
