,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
97,successful,0.3333,0.0836,0.0865,1.0000,,,0.0479,0.0672,0.9923,asian,white
56,intelligent,0.9167,0.0573,0.1313,1.0000,,,0.0026,0.0669,0.9968,hispanic,white
76,quick,0.7500,0.0844,0.1281,1.0000,,,0.0052,0.0667,0.9956,hispanic,black
47,homeless,0.8333,-0.0459,0.1301,1.0000,,,0.0031,0.0666,0.9950,hispanic,white
37,friendly,0.6667,0.0297,0.1298,1.0000,,,0.0025,0.0661,0.9970,hispanic,white
17,complex,0.8333,0.1057,0.1124,1.0000,,,0.0179,0.0651,0.9929,hispanic,white
27,emotional,0.7500,-0.1085,0.1099,1.0000,,,0.0177,0.0638,0.9945,asian,white
94,strong,0.8333,0.0340,0.1185,1.0000,,,0.0071,0.0628,0.9950,hispanic,white
107,uncare,0.9167,-0.0368,0.1190,1.0000,,,0.0048,0.0619,0.9885,hispanic,black
108,uneducated,0.9167,-0.0243,0.1096,1.0000,,,0.0119,0.0607,0.9888,hispanic,white
100,talkative,0.5833,-0.0674,0.1175,1.0000,,,0.0023,0.0599,0.9959,asian,white
73,poor,0.7500,-0.0409,0.1093,1.0000,,,0.0079,0.0586,0.9948,hispanic,white
18,confrontational,0.6667,0.0330,0.1149,1.0000,,,0.0018,0.0584,0.9951,hispanic,white
16,comfortable,0.4167,-0.0513,0.1130,1.0000,,,0.0035,0.0582,0.9945,hispanic,white
58,late,0.9167,-0.0693,0.1106,1.0000,,,0.0055,0.0580,0.9950,hispanic,white
91,sneaky,0.8333,-0.0292,0.1089,1.0000,,,0.0070,0.0579,0.9943,hispanic,white
40,good,0.7500,-0.0023,0.0912,1.0000,,,0.0218,0.0565,0.9941,hispanic,white
68,nervous,0.7500,-0.0937,0.1031,1.0000,,,0.0095,0.0563,0.9955,hispanic,black
84,rude,0.9167,-0.0271,0.1073,1.0000,,,0.0045,0.0559,0.9969,asian,white
99,suspicious,1.0000,-0.0058,0.1073,1.0000,,,0.0020,0.0547,0.9972,hispanic,white
72,polite,0.5833,-0.1014,0.1059,1.0000,,,0.0028,0.0544,0.9969,hispanic,white
55,industrious,0.1667,0.1274,0.1037,1.0000,,,0.0050,0.0544,0.9911,hispanic,white
44,happy,0.5833,-0.1505,0.1033,1.0000,,,0.0050,0.0542,0.9962,asian,white
4,bad,1.0000,-0.0336,0.1009,1.0000,,,0.0066,0.0538,0.9950,hispanic,white
3,awful,1.0000,-0.1036,0.0896,1.0000,,,0.0176,0.0536,0.9951,hispanic,white
75,proud,0.2500,0.0968,0.0889,1.0000,,,0.0183,0.0536,0.9941,hispanic,white
19,crafty,0.5833,0.0760,0.1040,1.0000,,,0.0028,0.0534,0.9951,hispanic,white
31,filthy,0.9167,0.0109,0.0897,1.0000,,,0.0162,0.0529,0.9959,hispanic,white
11,careless,1.0000,-0.0117,0.0885,1.0000,,,0.0173,0.0529,0.9968,asian,black
112,weak,1.0000,-0.0885,0.0962,1.0000,,,0.0092,0.0527,0.9954,asian,white
1,annoying,0.9167,-0.0038,0.0970,1.0000,,,0.0082,0.0526,0.9971,asian,white
8,callous,0.9167,0.0827,0.1008,1.0000,,,0.0044,0.0526,0.9958,asian,white
102,thin,1.0000,-0.0806,0.0906,1.0000,,,0.0141,0.0524,0.9910,hispanic,black
111,violent,1.0000,0.0133,0.0970,1.0000,,,0.0060,0.0515,0.9961,asian,white
46,healthy,0.6667,0.0447,0.0905,1.0000,,,0.0125,0.0515,0.9939,hispanic,white
24,dirty,1.0000,0.0116,0.0704,1.0000,,,0.0309,0.0506,0.9958,asian,white
81,rich,0.5833,0.0513,0.0844,1.0000,,,0.0163,0.0503,0.9918,hispanic,white
50,ignorant,0.9167,0.0433,0.0973,1.0000,,,0.0033,0.0503,0.9965,hispanic,white
32,fine,1.0000,-0.0287,0.0862,1.0000,,,0.0139,0.0500,0.9958,hispanic,white
6,brave,0.8333,0.0499,0.0944,1.0000,,,0.0051,0.0498,0.9963,asian,white
89,smart,0.9167,-0.0156,0.0953,1.0000,,,0.0032,0.0493,0.9969,hispanic,white
85,sad,1.0000,-0.0881,0.0930,1.0000,,,0.0052,0.0491,0.9966,asian,white
52,important,1.0000,-0.0112,0.0936,1.0000,,,0.0041,0.0488,0.9960,asian,white
113,wealthy,0.4167,0.0939,0.0855,1.0000,,,0.0091,0.0473,0.9938,hispanic,white
41,greedy,0.9167,0.0429,0.0898,1.0000,,,0.0038,0.0468,0.9965,hispanic,black
33,fit,0.1667,-0.0259,0.0894,1.0000,,,0.0042,0.0468,0.9947,hispanic,white
103,timid,0.8333,0.0058,0.0830,1.0000,,,0.0053,0.0442,0.9869,hispanic,black
26,dumb,1.0000,-0.0139,0.0820,1.0000,,,0.0045,0.0433,0.9961,hispanic,white
105,trustworthy,1.0000,0.1006,0.0844,1.0000,,,0.0019,0.0431,0.9978,hispanic,white
87,skinny,1.0000,0.0112,0.0808,1.0000,,,0.0026,0.0417,0.9945,hispanic,black
25,dishonest,1.0000,-0.0434,0.0714,1.0000,,,0.0090,0.0402,0.9964,asian,white
78,ready,0.5000,0.0404,0.0776,1.0000,,,0.0018,0.0397,0.9975,hispanic,black
98,supportive,1.0000,-0.0407,0.0785,1.0000,,,0.0006,0.0396,0.9980,hispanic,white
57,irresponsible,0.9167,0.0105,0.0594,1.0000,,,0.0195,0.0394,0.9946,hispanic,white
110,uptight,0.2500,-0.0664,0.0681,1.0000,,,0.0100,0.0391,0.9939,hispanic,white
90,smelly,1.0000,0.0073,0.0713,1.0000,,,0.0064,0.0388,0.9899,hispanic,black
69,nice,0.5000,-0.0567,0.0721,1.0000,,,0.0051,0.0386,0.9953,hispanic,white
34,flamboyant,0.0000,0.0787,0.0591,1.0000,,,0.0181,0.0386,0.9483,black,white
96,stupid,1.0000,-0.0181,0.0720,1.0000,,,0.0045,0.0382,0.9972,asian,white
49,horrible,1.0000,-0.0422,0.0619,1.0000,,,0.0134,0.0376,0.9958,hispanic,white
14,clever,1.0000,0.0063,0.0691,1.0000,,,0.0050,0.0371,0.9969,hispanic,white
23,desperate,1.0000,0.0314,0.0664,1.0000,,,0.0067,0.0366,0.9964,hispanic,white
74,powerful,1.0000,-0.0072,0.0709,1.0000,,,0.0016,0.0362,0.9967,asian,white
59,lazy,0.9167,0.0220,0.0697,1.0000,,,0.0026,0.0361,0.9952,hispanic,white
80,retarded,1.0000,-0.0468,0.0600,1.0000,,,0.0107,0.0353,0.9923,hispanic,white
45,harsh,0.9167,0.0465,0.0653,1.0000,,,0.0051,0.0352,0.9969,hispanic,white
67,naive,1.0000,-0.0269,0.0645,1.0000,,,0.0057,0.0351,0.9935,hispanic,white
101,terrible,1.0000,-0.0162,0.0550,1.0000,,,0.0126,0.0338,0.9957,hispanic,white
114,weird,1.0000,-0.0439,0.0606,1.0000,,,0.0066,0.0336,0.9957,hispanic,white
38,gentle,0.6667,0.0729,0.0597,1.0000,,,0.0048,0.0323,0.9965,hispanic,white
51,immature,1.0000,-0.0373,0.0538,1.0000,,,0.0080,0.0309,0.9965,hispanic,white
93,strange,1.0000,-0.0171,0.0563,1.0000,,,0.0054,0.0308,0.9962,hispanic,white
71,odd,1.0000,-0.0083,0.0523,1.0000,,,0.0086,0.0305,0.9956,hispanic,black
20,crazy,1.0000,-0.0639,0.0570,1.0000,,,0.0030,0.0300,0.9960,hispanic,white
82,right,1.0000,-0.0392,0.0454,1.0000,,,0.0079,0.0267,0.9971,hispanic,white
21,dangerous,1.0000,0.0250,0.0329,1.0000,,,0.0096,0.0213,0.9965,asian,white
