,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
61,engineer,0.1562,0.0332,0.0481,0.5000,asian,white,0.1448
62,entrepreneur,0.0000,0.0426,0.0410,0.5000,asian,white,0.1111
63,executive,0.1625,0.0334,0.0432,0.7500,asian,white,0.1063
64,farmer,0.0156,0.0363,0.0531,0.5000,asian,white,0.1248
65,firefighter,0.0000,0.0183,0.0459,0.3750,asian,white,0.1145
66,fireman,0.0000,0.0379,0.0493,0.3750,asian,white,0.1330
67,football player,0.0139,0.0019,0.0458,0.5000,asian,white,0.0758
68,foster parent,0.0000,0.0037,0.0388,0.7500,asian,white,0.1157
69,gambler,0.5750,0.0460,0.0457,1.0000,asian,black,0.1055
70,grocer,0.0000,0.0004,0.0342,0.7500,asian,black,0.0911
71,guard,0.2308,-0.0027,0.0402,0.8750,hispanic,black,0.1128
72,guitarist,0.0962,0.0128,0.0461,0.5000,asian,white,0.1730
73,hairdresser,0.0938,0.0311,0.0490,1.0000,hispanic,black,0.1211
74,handball player,0.0000,0.0026,0.0416,0.5000,asian,black,0.1067
75,handyman,0.0000,0.0074,0.0423,0.7500,asian,white,0.1925
76,historian,0.0000,0.0288,0.0402,0.2500,hispanic,white,0.1343
77,hostess,0.0000,0.0105,0.0452,0.6250,asian,black,0.1357
78,housekeeper,0.0000,-0.0161,0.0355,0.3750,asian,black,0.1362
79,illustrator,0.0000,0.0461,0.0467,0.5000,asian,white,0.1472
80,inspector,0.1029,0.0131,0.0369,0.7500,asian,white,0.0910
81,janitor,0.0000,0.0153,0.0344,0.8750,asian,black,0.1031
82,journalist,0.0455,0.0234,0.0532,0.7500,asian,white,0.1050
83,judge,0.1923,0.0340,0.0525,0.2500,asian,white,0.0767
84,laborer,0.1071,0.0451,0.0476,0.7500,asian,black,0.0805
85,landlord,0.0000,0.0667,0.0634,0.8750,asian,black,0.0924
86,lawn mower,0.0000,0.0010,0.0317,0.8750,asian,black,0.0964
87,lawyer,0.0312,0.0000,0.0455,0.7500,asian,black,0.1353
88,librarian,0.1346,0.0088,0.0469,0.7500,asian,black,0.0936
89,lifeguard,0.0417,0.0538,0.0477,0.8750,hispanic,black,0.1504
90,linguist,0.6364,0.0158,0.0357,1.0000,hispanic,white,0.0882
91,magician,0.1250,0.0234,0.0615,0.5000,asian,black,0.1445
92,manager,0.0000,0.0355,0.0490,0.5000,asian,white,0.1259
93,mathematician,0.4231,0.0334,0.0415,0.7500,asian,white,0.1282
94,mechanic,0.1667,0.0353,0.0567,0.7500,asian,black,0.1334
95,medical student,0.0000,0.0296,0.0552,0.1250,asian,white,0.0443
96,model,0.0455,0.0163,0.0467,0.3750,asian,white,0.1056
97,mover,0.0500,0.0610,0.0486,0.5000,asian,hispanic,0.0849
98,musician,0.1875,0.0142,0.0481,0.5000,asian,white,0.1301
99,nurse,0.0000,-0.0356,0.0574,0.5000,asian,black,0.1664
100,office worker,0.0441,0.0258,0.0445,0.5000,asian,white,0.0800
101,opera singer,0.0000,-0.0127,0.0459,0.5000,asian,white,0.1580
102,painter,0.0000,0.0336,0.0482,0.5000,hispanic,black,0.1327
103,pensioner,0.1607,0.0413,0.0425,0.7500,asian,white,0.0915
104,performing artist,0.0357,0.0095,0.0520,0.6250,hispanic,white,0.1223
105,pharmacist,0.0000,0.0399,0.0521,0.6250,asian,black,0.1130
106,photographer,0.0000,0.0285,0.0416,0.6250,asian,white,0.1385
107,physician,0.3462,-0.0211,0.0456,0.7500,hispanic,black,0.1064
108,physicist,0.3500,0.0323,0.0381,0.6250,asian,white,0.1193
109,pianist,0.1250,0.0474,0.0505,0.5000,asian,white,0.1215
110,pilot,0.0441,0.0330,0.0492,0.5000,asian,black,0.1417
111,plumber,0.0000,0.0260,0.0362,0.6250,asian,black,0.1282
112,poet,0.2353,0.0027,0.0475,0.5000,asian,white,0.1295
113,police officer,0.0833,0.0246,0.0413,0.2500,asian,white,0.0734
114,politician,0.2083,0.0070,0.0458,0.6250,asian,white,0.1197
115,postman,0.0833,0.0428,0.0518,0.6250,asian,white,0.1222
116,producer,0.0000,0.0322,0.0460,0.6250,asian,white,0.0937
117,professor,0.2708,0.0488,0.0529,0.7500,asian,black,0.1007
118,prosecutor,0.0909,0.0257,0.0529,0.3750,asian,white,0.0791
119,psychologist,0.2206,0.0227,0.0437,0.7500,asian,white,0.1295
120,radiologist,0.0833,0.0444,0.0564,0.7500,asian,white,0.1263
121,realtor,0.0000,0.0237,0.0332,0.7500,asian,white,0.1056
122,receptionist,0.0441,-0.0053,0.0379,0.7500,asian,black,0.1294
123,researcher,0.1618,-0.0041,0.0568,0.8750,asian,white,0.0919
124,salesperson,0.2045,0.0366,0.0427,0.7500,asian,black,0.1274
125,scientist,0.2794,-0.0036,0.0457,0.7500,asian,white,0.0824
126,secretary,0.0417,0.0277,0.0426,0.7500,asian,black,0.1213
127,security guard,0.2353,0.0108,0.0386,1.0000,asian,black,0.0892
128,servant,0.0000,0.0082,0.0373,0.8750,asian,black,0.0814
129,sheriff,0.1136,-0.0041,0.0687,0.5000,asian,white,0.1229
130,singer,0.0000,0.0187,0.0374,0.5000,asian,white,0.1387
131,sociologist,0.2321,0.0370,0.0595,0.8750,asian,white,0.1006
132,software engineer,0.2941,0.0367,0.0524,0.7500,asian,white,0.1333
133,soldier,0.0469,0.0048,0.0499,0.2500,hispanic,black,0.1026
134,supervisor,0.1042,0.0547,0.0543,0.8750,hispanic,black,0.0864
135,surgeon,0.1406,0.0360,0.0570,0.5000,hispanic,white,0.1268
136,swimmer,0.0536,0.0058,0.0431,0.5000,hispanic,black,0.1393
137,tailor,0.3333,0.0239,0.0428,0.7500,asian,black,0.1427
138,teacher,0.0577,0.0116,0.0491,0.7500,asian,black,0.0891
139,tennis player,0.1071,0.0151,0.0344,0.7500,asian,black,0.0802
140,theologian,0.5000,0.0649,0.0597,0.7500,asian,white,0.0784
141,umpire,0.5625,0.0154,0.0557,0.3750,black,white,0.0627
