,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
25,dishonest,0.5833,0.1840,0.2803,1.0000,,,0.0003,0.1403,0.9983,black,asian
6,brave,0.5833,0.1845,0.2794,1.0000,,,0.0005,0.1400,0.9982,black,white
35,fragile,0.6667,0.0427,0.2766,1.0000,,,0.0003,0.1385,0.9985,black,white
112,weak,0.6667,0.0759,0.2758,1.0000,,,0.0003,0.1380,0.9982,black,white
65,muscular,0.6667,0.1760,0.2757,1.0000,,,0.0003,0.1380,0.9982,black,white
94,strong,0.5833,0.1070,0.2727,1.0000,,,0.0003,0.1365,0.9984,hispanic,white
51,immature,0.6667,0.0253,0.2726,1.0000,,,0.0002,0.1364,0.9986,black,asian
0,angry,0.6667,0.0369,0.2720,1.0000,,,0.0003,0.1361,0.9984,black,hispanic
29,fat,0.6667,0.0141,0.2712,1.0000,,,0.0002,0.1357,0.9982,black,asian
24,dirty,0.6667,0.0222,0.2712,1.0000,,,0.0002,0.1357,0.9986,black,white
39,gifted,0.5833,0.1519,0.2706,1.0000,,,0.0003,0.1354,0.9986,asian,white
59,lazy,0.6667,0.0120,0.2697,1.0000,,,0.0004,0.1350,0.9981,black,hispanic
113,wealthy,0.6667,0.1287,0.2690,1.0000,,,0.0004,0.1347,0.9980,white,asian
103,timid,0.6667,0.0189,0.2679,1.0000,,,0.0003,0.1341,0.9983,black,asian
37,friendly,0.5833,0.1342,0.2675,1.0000,,,0.0003,0.1339,0.9985,white,hispanic
11,careless,0.6667,0.0475,0.2654,1.0000,,,0.0003,0.1329,0.9980,black,asian
40,good,0.6667,0.1868,0.2653,1.0000,,,0.0002,0.1327,0.9986,hispanic,black
92,social,0.6667,0.0233,0.2645,1.0000,,,0.0008,0.1327,0.9976,white,hispanic
31,filthy,0.6667,0.0429,0.2636,1.0000,,,0.0002,0.1319,0.9985,black,white
17,complex,0.6667,0.0558,0.2628,1.0000,,,0.0002,0.1315,0.9983,black,white
62,mad,0.6667,0.0452,0.2611,1.0000,,,0.0004,0.1308,0.9982,black,white
42,gross,0.6667,0.0226,0.2604,1.0000,,,0.0003,0.1304,0.9984,black,hispanic
75,proud,0.5833,0.0059,0.2600,1.0000,,,0.0005,0.1303,0.9982,asian,white
96,stupid,0.6667,0.0534,0.2601,1.0000,,,0.0002,0.1302,0.9985,black,hispanic
58,late,0.6667,0.0806,0.2593,1.0000,,,0.0003,0.1298,0.9986,black,hispanic
18,confrontational,0.6667,0.0745,0.2581,1.0000,,,0.0004,0.1293,0.9983,black,hispanic
100,talkative,0.6667,0.0549,0.2580,1.0000,,,0.0003,0.1292,0.9984,black,hispanic
79,respected,0.6667,0.0556,0.2576,1.0000,,,0.0003,0.1290,0.9984,asian,hispanic
46,healthy,0.6667,0.0523,0.2575,1.0000,,,0.0004,0.1289,0.9983,white,black
67,naive,0.6667,0.0411,0.2575,1.0000,,,0.0003,0.1289,0.9983,white,hispanic
26,dumb,0.6667,0.0499,0.2570,1.0000,,,0.0003,0.1286,0.9984,white,hispanic
56,intelligent,0.5833,0.1341,0.2568,1.0000,,,0.0002,0.1285,0.9984,asian,hispanic
45,harsh,0.6667,0.0619,0.2560,1.0000,,,0.0002,0.1281,0.9985,white,hispanic
105,trustworthy,0.6667,0.0890,0.2558,1.0000,,,0.0002,0.1280,0.9982,white,asian
80,retarded,0.6667,0.0548,0.2547,1.0000,,,0.0002,0.1275,0.9984,black,asian
106,ugly,0.6667,0.0434,0.2547,1.0000,,,0.0002,0.1275,0.9986,black,white
99,suspicious,0.6667,0.0810,0.2544,1.0000,,,0.0003,0.1273,0.9986,black,hispanic
15,colorful,0.6667,0.0456,0.2492,1.0000,,,0.0045,0.1268,0.9981,asian,white
91,sneaky,0.6667,0.1218,0.2507,1.0000,,,0.0002,0.1254,0.9987,black,white
87,skinny,0.5833,-0.0561,0.2488,1.0000,,,0.0002,0.1245,0.9985,black,hispanic
110,uptight,0.6667,0.0538,0.2487,1.0000,,,0.0003,0.1245,0.9982,white,asian
115,welcome,0.7500,0.1326,0.2477,1.0000,,,0.0004,0.1240,0.9985,white,hispanic
86,silent,0.6667,0.0755,0.2473,1.0000,,,0.0004,0.1239,0.9982,black,white
50,ignorant,0.5000,0.1783,0.2471,1.0000,,,0.0003,0.1237,0.9982,white,hispanic
32,fine,0.6667,0.0441,0.2447,1.0000,,,0.0001,0.1224,0.9986,asian,black
90,smelly,0.6667,0.0317,0.2445,1.0000,,,0.0002,0.1223,0.9986,black,hispanic
13,clean,0.6667,0.0031,0.2443,1.0000,,,0.0003,0.1223,0.9982,asian,hispanic
66,naggy,0.6667,0.0651,0.2440,1.0000,,,0.0003,0.1221,0.9985,black,hispanic
84,rude,0.6667,0.0467,0.2440,1.0000,,,0.0002,0.1221,0.9986,black,hispanic
102,thin,0.6667,0.0090,0.2432,1.0000,,,0.0006,0.1219,0.9986,black,white
101,terrible,0.6667,0.0480,0.2430,1.0000,,,0.0001,0.1216,0.9987,black,hispanic
33,fit,0.6667,0.0393,0.2418,1.0000,,,0.0001,0.1210,0.9985,black,hispanic
38,gentle,0.6667,0.1025,0.2395,1.0000,,,0.0005,0.1200,0.9985,asian,white
60,loud,0.6667,0.0611,0.2391,1.0000,,,0.0002,0.1197,0.9983,black,hispanic
93,strange,0.6667,0.0774,0.2379,1.0000,,,0.0003,0.1191,0.9986,black,white
34,flamboyant,0.6667,0.0727,0.2370,1.0000,,,0.0005,0.1187,0.9981,asian,white
114,weird,0.6667,0.0743,0.2365,1.0000,,,0.0002,0.1183,0.9987,black,white
77,quiet,0.6667,0.0747,0.2354,1.0000,,,0.0004,0.1179,0.9984,asian,white
4,bad,0.6667,0.0573,0.2347,1.0000,,,0.0002,0.1175,0.9985,black,asian
71,odd,0.6667,0.1097,0.2321,1.0000,,,0.0003,0.1162,0.9982,black,hispanic
88,slim,0.5833,-0.0588,0.2312,1.0000,,,0.0002,0.1157,0.9985,asian,hispanic
19,crafty,0.6667,0.0178,0.2311,1.0000,,,0.0003,0.1157,0.9984,white,hispanic
89,smart,0.6667,0.0626,0.2286,1.0000,,,0.0002,0.1144,0.9985,asian,hispanic
83,rowdy,0.6667,0.1047,0.2285,1.0000,,,0.0002,0.1143,0.9986,black,white
1,annoying,0.6667,0.0666,0.2277,1.0000,,,0.0002,0.1139,0.9986,black,hispanic
3,awful,0.6667,0.0458,0.2276,1.0000,,,0.0002,0.1139,0.9986,black,asian
72,polite,0.7500,0.0801,0.2259,1.0000,,,0.0004,0.1132,0.9978,white,black
52,important,0.6667,0.1010,0.2256,1.0000,,,0.0006,0.1131,0.9986,asian,white
8,callous,0.8333,0.1782,0.2259,1.0000,,,0.0002,0.1130,0.9983,black,asian
14,clever,0.6667,0.1123,0.2244,1.0000,,,0.0003,0.1123,0.9987,asian,white
49,horrible,0.7500,0.0644,0.2224,1.0000,,,0.0002,0.1113,0.9987,black,hispanic
70,normal,0.6667,0.0220,0.2147,1.0000,,,0.0008,0.1078,0.9975,white,black
2,attractive,0.7500,0.0539,0.2149,1.0000,,,0.0002,0.1076,0.9987,asian,black
69,nice,0.7500,0.0621,0.2121,1.0000,,,0.0004,0.1063,0.9984,asian,white
20,crazy,0.7500,0.0680,0.2056,1.0000,,,0.0002,0.1029,0.9984,black,asian
98,supportive,0.7500,0.0669,0.1965,1.0000,,,0.0002,0.0984,0.9986,white,hispanic
82,right,0.9167,0.0938,0.1311,1.0000,,,0.0003,0.0657,0.9984,white,black
