,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
30,CEO,0.5000,0.3445,0.3376,1.0000,,,0.0006,0.1691,0.9972,white,asian
92,manager,0.5000,0.3375,0.3375,1.0000,,,0.0003,0.1689,0.9980,white,asian
1,accountant,0.5000,0.3394,0.3371,1.0000,,,0.0005,0.1688,0.9975,hispanic,asian
102,painter,0.5000,0.3041,0.3345,1.0000,,,0.0024,0.1684,0.9981,hispanic,white
106,photographer,0.5000,0.3154,0.3357,1.0000,,,0.0005,0.1681,0.9982,hispanic,white
31,chef,0.5000,0.3342,0.3342,1.0000,,,0.0006,0.1674,0.9983,hispanic,black
51,diplomat,0.5833,0.2688,0.3344,1.0000,,,0.0004,0.1674,0.9980,asian,white
128,servant,0.5000,0.3114,0.3339,1.0000,,,0.0006,0.1672,0.9984,black,white
40,commander,0.5833,0.3631,0.3339,1.0000,,,0.0003,0.1671,0.9982,black,white
132,software engineer,0.5000,0.3169,0.3334,1.0000,,,0.0004,0.1669,0.9977,white,black
64,farmer,0.5000,0.3181,0.3322,1.0000,,,0.0004,0.1663,0.9982,white,black
107,physician,0.5000,0.3243,0.3318,1.0000,,,0.0006,0.1662,0.9978,white,black
19,banker,0.5000,0.3418,0.3317,1.0000,,,0.0006,0.1661,0.9976,hispanic,white
57,editor,0.5000,0.3020,0.3318,1.0000,,,0.0004,0.1661,0.9978,white,hispanic
130,singer,0.5000,0.2622,0.3310,1.0000,,,0.0004,0.1657,0.9982,black,white
2,actor,0.5000,0.3056,0.3298,1.0000,,,0.0003,0.1650,0.9979,black,hispanic
63,executive,0.5833,0.2683,0.3288,1.0000,,,0.0004,0.1646,0.9978,white,hispanic
20,barber,0.5000,0.3426,0.3288,1.0000,,,0.0003,0.1645,0.9981,asian,hispanic
16,auditor,0.5833,0.2783,0.3277,1.0000,,,0.0005,0.1641,0.9976,white,asian
53,doctor,0.5000,0.3117,0.3276,1.0000,,,0.0005,0.1641,0.9980,hispanic,black
140,theologian,0.5833,0.2557,0.3268,1.0000,,,0.0004,0.1636,0.9973,white,asian
46,dealer,0.5000,0.3147,0.3262,1.0000,,,0.0003,0.1632,0.9984,black,hispanic
24,builder,0.5000,0.3386,0.3244,1.0000,,,0.0004,0.1624,0.9977,black,asian
52,director,0.5833,0.3227,0.3241,1.0000,,,0.0004,0.1623,0.9978,white,asian
117,professor,0.5000,0.3500,0.3239,1.0000,,,0.0006,0.1623,0.9975,white,asian
136,swimmer,0.5000,0.2514,0.3240,1.0000,,,0.0003,0.1621,0.9985,asian,black
98,musician,0.5000,0.2928,0.3237,1.0000,,,0.0003,0.1620,0.9982,black,white
84,laborer,0.5000,0.2565,0.3232,1.0000,,,0.0003,0.1617,0.9984,black,hispanic
47,delivery,0.5833,0.2891,0.3208,1.0000,,,0.0013,0.1610,0.9956,white,asian
9,army,0.6667,0.3505,0.3194,1.0000,,,0.0017,0.1606,0.9947,white,black
74,handball player,0.5833,0.1779,0.3181,1.0000,,,0.0003,0.1592,0.9982,white,asian
5,agent,0.5000,0.2645,0.3175,1.0000,,,0.0002,0.1589,0.9981,black,asian
112,poet,0.5833,0.2374,0.3161,1.0000,,,0.0012,0.1587,0.9980,black,white
33,chess player,0.5833,0.1901,0.3156,1.0000,,,0.0005,0.1580,0.9980,asian,black
87,lawyer,0.5000,0.2902,0.3153,1.0000,,,0.0003,0.1578,0.9978,white,asian
79,illustrator,0.5833,0.2317,0.3144,1.0000,,,0.0005,0.1575,0.9980,hispanic,white
21,bartender,0.5000,0.2991,0.3139,1.0000,,,0.0003,0.1571,0.9981,white,asian
81,janitor,0.5000,0.2753,0.3133,1.0000,,,0.0004,0.1568,0.9979,white,asian
3,administrator,0.5000,0.2501,0.3131,1.0000,,,0.0003,0.1567,0.9980,white,hispanic
12,astronomer,0.5833,0.2496,0.3117,1.0000,,,0.0010,0.1563,0.9974,asian,white
48,dentist,0.5000,0.2967,0.3119,1.0000,,,0.0006,0.1563,0.9974,white,black
119,psychologist,0.5833,0.2490,0.3099,1.0000,,,0.0007,0.1553,0.9968,white,asian
139,tennis player,0.5833,0.1648,0.3102,1.0000,,,0.0003,0.1553,0.9982,white,hispanic
39,comedian,0.5000,0.2819,0.3081,1.0000,,,0.0003,0.1542,0.9977,black,asian
121,realtor,0.5000,0.2600,0.3074,1.0000,,,0.0008,0.1541,0.9971,white,asian
32,chemist,0.5833,0.2350,0.3069,1.0000,,,0.0012,0.1541,0.9977,hispanic,black
41,composer,0.5833,0.2362,0.3074,1.0000,,,0.0005,0.1539,0.9980,black,white
83,judge,0.5833,0.2428,0.3065,1.0000,,,0.0005,0.1535,0.9975,white,asian
108,physicist,0.5833,0.2420,0.3061,1.0000,,,0.0009,0.1535,0.9968,hispanic,black
8,architect,0.5833,0.2429,0.3063,1.0000,,,0.0005,0.1534,0.9976,hispanic,black
73,hairdresser,0.5000,-0.2097,0.3047,1.0000,,,0.0004,0.1525,0.9979,black,hispanic
93,mathematician,0.5000,0.2620,0.3042,1.0000,,,0.0007,0.1525,0.9969,asian,black
138,teacher,0.5833,0.2235,0.3034,1.0000,,,0.0003,0.1519,0.9983,white,black
11,assistant,0.5833,0.2059,0.3027,1.0000,,,0.0002,0.1514,0.9983,black,asian
124,salesperson,0.5833,0.1509,0.3013,1.0000,,,0.0004,0.1508,0.9980,white,hispanic
95,medical student,0.5000,0.2121,0.3008,1.0000,,,0.0002,0.1505,0.9983,white,black
116,producer,0.6667,0.2007,0.3001,1.0000,,,0.0003,0.1502,0.9983,white,asian
49,designer,0.6667,0.1763,0.2988,1.0000,,,0.0010,0.1499,0.9981,asian,white
104,performing artist,0.6667,0.1209,0.2987,1.0000,,,0.0004,0.1495,0.9980,black,hispanic
114,politician,0.5833,0.1742,0.2973,1.0000,,,0.0005,0.1489,0.9974,hispanic,asian
125,scientist,0.5833,0.2318,0.2968,1.0000,,,0.0006,0.1487,0.9979,asian,black
43,cook,0.5833,0.1332,0.2959,1.0000,,,0.0004,0.1481,0.9985,asian,black
131,sociologist,0.5833,0.1928,0.2952,1.0000,,,0.0010,0.1481,0.9962,white,asian
42,construction worker,0.6667,0.1543,0.2958,1.0000,,,0.0003,0.1480,0.9980,white,asian
99,nurse,0.5000,-0.2541,0.2949,1.0000,,,0.0006,0.1477,0.9980,hispanic,black
70,grocer,0.5833,0.2260,0.2926,1.0000,,,0.0010,0.1468,0.9973,white,black
23,broker,0.5000,0.3007,0.2927,1.0000,,,0.0003,0.1465,0.9980,white,asian
29,cashier,0.6667,0.0829,0.2869,1.0000,,,0.0003,0.1436,0.9983,white,hispanic
37,clerk,0.6667,0.1553,0.2863,1.0000,,,0.0002,0.1432,0.9984,white,hispanic
25,businessperson,0.6667,0.1270,0.2847,1.0000,,,0.0005,0.1426,0.9979,white,hispanic
7,analyst,0.5833,0.1584,0.2840,1.0000,,,0.0004,0.1422,0.9978,black,asian
101,opera singer,0.5833,0.1600,0.2828,1.0000,,,0.0007,0.1418,0.9976,asian,black
62,entrepreneur,0.6667,0.0978,0.2825,1.0000,,,0.0005,0.1415,0.9977,white,hispanic
68,foster parent,0.6667,-0.0040,0.2813,1.0000,,,0.0003,0.1408,0.9984,white,black
103,pensioner,0.6667,0.0463,0.2808,1.0000,,,0.0002,0.1405,0.9980,black,hispanic
85,landlord,0.6667,0.2356,0.2780,1.0000,,,0.0006,0.1393,0.9977,white,asian
36,cleaner,0.6667,0.0625,0.2776,1.0000,,,0.0009,0.1392,0.9983,asian,black
56,economist,0.6667,0.1625,0.2770,1.0000,,,0.0007,0.1388,0.9971,white,black
10,artist,0.6667,0.0863,0.2768,1.0000,,,0.0006,0.1387,0.9982,asian,white
90,linguist,0.6667,0.0813,0.2759,1.0000,,,0.0007,0.1383,0.9972,white,black
100,office worker,0.6667,0.0427,0.2756,1.0000,,,0.0004,0.1380,0.9980,white,hispanic
105,pharmacist,0.6667,0.1256,0.2755,1.0000,,,0.0005,0.1380,0.9978,white,black
96,model,0.6667,-0.0221,0.2735,1.0000,,,0.0006,0.1371,0.9976,black,hispanic
134,supervisor,0.6667,0.1790,0.2723,1.0000,,,0.0004,0.1363,0.9981,white,asian
59,employee,0.6667,0.0579,0.2719,1.0000,,,0.0004,0.1361,0.9983,white,hispanic
123,researcher,0.6667,0.0907,0.2715,1.0000,,,0.0003,0.1359,0.9982,white,hispanic
0,academic,0.6667,0.1302,0.2689,1.0000,,,0.0004,0.1346,0.9976,white,asian
14,attendant,0.6667,0.0639,0.2676,1.0000,,,0.0002,0.1339,0.9985,black,asian
45,dancer,0.6667,0.0661,0.2672,1.0000,,,0.0005,0.1338,0.9982,black,white
44,counselor,0.5000,0.1064,0.2667,1.0000,,,0.0002,0.1335,0.9983,white,asian
88,librarian,0.5833,0.0053,0.2638,1.0000,,,0.0003,0.1321,0.9979,white,asian
17,author,0.6667,0.0744,0.2606,1.0000,,,0.0005,0.1305,0.9980,black,hispanic
97,mover,0.6667,0.0556,0.2598,1.0000,,,0.0002,0.1300,0.9982,black,hispanic
54,drawer,0.6667,0.0894,0.2463,1.0000,,,0.0124,0.1293,0.9847,white,hispanic
60,employment,0.6667,0.0919,0.2505,1.0000,,,0.0031,0.1268,0.9936,black,hispanic
15,attourney,0.6667,0.0638,0.2496,1.0000,,,0.0013,0.1254,0.9941,white,asian
35,civil,0.6667,0.0888,0.2457,1.0000,,,0.0041,0.1249,0.9930,hispanic,black
126,secretary,0.3333,-0.0413,0.1745,1.0000,,,0.0004,0.0875,0.9981,black,white
