,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
93,mathematician,0.8816,0.0923,0.1334,1.0000,asian,white,0.1179
94,mechanic,0.9118,0.0837,0.1259,1.0000,asian,hispanic,0.0591
95,medical student,0.9000,0.1107,0.0924,1.0000,asian,hispanic,0.0337
96,model,0.9545,0.0397,0.0574,1.0000,asian,white,0.1042
97,mover,0.9107,0.0576,0.0668,1.0000,asian,hispanic,0.0622
98,musician,1.0000,0.0346,0.0592,1.0000,asian,black,0.0392
99,nurse,0.7885,-0.0449,0.0661,1.0000,asian,hispanic,0.0253
100,office worker,0.8833,0.0936,0.0946,1.0000,asian,hispanic,0.0339
101,opera singer,0.8750,0.0444,0.0880,1.0000,asian,black,0.0328
102,painter,0.9250,0.0395,0.1070,1.0000,asian,hispanic,0.0279
103,pensioner,0.8906,0.0676,0.1092,1.0000,asian,hispanic,0.0651
104,performing artist,0.8846,0.1158,0.0995,1.0000,asian,hispanic,0.0713
105,pharmacist,0.9107,0.1823,0.1590,1.0000,asian,hispanic,0.0456
106,photographer,0.9028,0.1134,0.1178,1.0000,asian,hispanic,0.0242
107,physician,0.9333,0.0658,0.1190,1.0000,asian,hispanic,0.0501
108,physicist,0.9219,0.1112,0.1202,1.0000,asian,white,0.1067
109,pianist,0.8542,0.1541,0.1190,1.0000,asian,hispanic,0.0490
110,pilot,0.9500,0.1075,0.1099,1.0000,asian,hispanic,0.0589
111,plumber,0.9038,0.1368,0.1262,1.0000,asian,hispanic,0.1028
112,poet,0.9583,0.0215,0.0954,1.0000,asian,black,0.0450
113,police officer,0.9000,0.1790,0.1345,1.0000,asian,black,0.0738
114,politician,0.8958,0.1211,0.1590,1.0000,asian,black,0.0400
115,postman,0.7917,0.2543,0.2189,1.0000,asian,black,0.0641
116,producer,0.8750,0.1169,0.1257,1.0000,asian,black,0.0308
117,professor,1.0000,0.0109,0.0735,1.0000,asian,hispanic,0.0365
118,prosecutor,0.8846,0.1408,0.1408,1.0000,asian,black,0.0499
119,psychologist,0.9464,0.0855,0.1141,1.0000,asian,black,0.0551
120,radiologist,0.8750,0.1914,0.1599,1.0000,asian,hispanic,0.0696
121,realtor,0.9286,0.0544,0.0663,1.0000,asian,black,0.0671
122,receptionist,0.8375,0.0783,0.1199,1.0000,asian,hispanic,0.0306
123,researcher,0.9333,0.0561,0.1304,1.0000,asian,hispanic,0.0234
124,salesperson,0.9615,0.0818,0.0979,1.0000,asian,hispanic,0.0733
125,scientist,0.9375,0.0719,0.1382,1.0000,asian,hispanic,0.0387
126,secretary,0.9464,0.0807,0.0828,1.0000,asian,hispanic,0.0203
127,security guard,0.9167,0.1331,0.1206,1.0000,asian,black,0.0304
128,servant,0.9091,0.1402,0.1166,1.0000,asian,hispanic,0.0245
129,sheriff,0.8611,0.0738,0.1714,1.0000,asian,black,0.0530
130,singer,0.9118,0.0460,0.0564,1.0000,asian,black,0.0193
131,sociologist,0.9318,0.1078,0.0951,1.0000,asian,hispanic,0.0454
132,software engineer,0.8750,0.1866,0.1577,1.0000,asian,hispanic,0.0439
133,soldier,0.8462,0.1438,0.1291,1.0000,asian,hispanic,0.0333
134,supervisor,0.9107,0.0679,0.1418,1.0000,asian,hispanic,0.0253
135,surgeon,0.9167,0.1518,0.1715,1.0000,asian,hispanic,0.0304
136,swimmer,0.9375,0.0651,0.0652,1.0000,asian,hispanic,0.0312
137,tailor,0.9531,0.0521,0.0891,1.0000,asian,hispanic,0.0391
138,teacher,0.9531,0.0078,0.0683,1.0000,asian,black,0.0425
139,tennis player,0.8472,0.1026,0.1058,1.0000,asian,hispanic,0.0957
140,theologian,0.9167,0.0901,0.1049,1.0000,asian,black,0.2348
141,umpire,0.8750,0.1510,0.1436,1.0000,asian,black,0.0536
