,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
25,businessperson,0.8088,0.0267,0.0652,1.0000,hispanic,white,0.1125
26,butcher,0.9000,-0.0083,0.0775,1.0000,hispanic,white,0.1280
27,butler,0.8333,0.0205,0.0778,1.0000,hispanic,white,0.1413
28,carpenter,0.7667,0.0392,0.0762,1.0000,hispanic,black,0.1353
29,cashier,0.5781,-0.0231,0.0886,1.0000,hispanic,black,0.1017
30,CEO,0.8971,0.0123,0.0713,1.0000,hispanic,white,0.0295
31,chef,0.8654,0.0197,0.0723,1.0000,asian,black,0.0929
32,chemist,0.8000,-0.0522,0.0859,1.0000,hispanic,black,0.1436
33,chess player,0.8333,-0.0547,0.0766,1.0000,hispanic,black,0.0506
34,chief,1.0000,-0.0288,0.0817,1.0000,hispanic,white,0.1172
35,civil,0.6250,-0.0143,0.0567,0.8750,hispanic,white,0.2872
36,cleaner,0.5250,-0.0550,0.0935,1.0000,hispanic,black,0.0460
37,clerk,0.8000,-0.0457,0.0686,1.0000,hispanic,white,0.1336
38,coach,0.9423,0.0230,0.0605,1.0000,hispanic,black,0.0554
39,comedian,0.7105,0.0198,0.0664,1.0000,hispanic,white,0.1503
40,commander,0.8393,0.0536,0.0809,1.0000,hispanic,white,0.0833
41,composer,0.7000,0.0398,0.1001,1.0000,hispanic,white,0.1795
42,construction worker,0.6667,-0.0369,0.0907,1.0000,hispanic,black,0.2016
43,cook,0.9167,-0.0160,0.0562,1.0000,hispanic,black,0.0601
44,counselor,0.9500,-0.0170,0.0658,1.0000,hispanic,white,0.0607
45,dancer,0.9423,-0.0044,0.0443,1.0000,hispanic,white,0.1307
46,dealer,0.7083,-0.0138,0.0934,1.0000,hispanic,white,0.1078
47,delivery,0.5938,0.0179,0.0913,1.0000,hispanic,black,0.0796
48,dentist,0.6875,-0.0301,0.0655,1.0000,hispanic,black,0.0613
49,designer,0.8125,0.0172,0.0548,1.0000,hispanic,black,0.0689
50,detective,0.8281,-0.0274,0.0761,1.0000,hispanic,white,0.1154
51,diplomat,0.9318,0.0009,0.0691,1.0000,hispanic,white,0.1643
52,director,0.9107,0.0116,0.0728,1.0000,asian,white,0.0775
53,doctor,0.8500,-0.0289,0.0677,1.0000,hispanic,black,0.0828
54,drawer,0.2500,-0.0877,0.1060,1.0000,hispanic,asian,0.0297
55,driver,0.7143,0.0027,0.0751,1.0000,hispanic,black,0.1015
56,economist,0.8393,-0.0433,0.0860,1.0000,hispanic,white,0.0694
57,editor,0.7885,-0.0156,0.0673,1.0000,hispanic,white,0.0667
58,electrician,0.9545,-0.0240,0.0778,1.0000,hispanic,white,0.1030
59,employee,0.5833,0.0237,0.0721,1.0000,hispanic,black,0.1376
60,employment,0.6667,-0.0522,0.0747,1.0000,hispanic,white,0.0506
61,engineer,0.8750,0.0480,0.0739,1.0000,hispanic,black,0.1129
62,entrepreneur,0.8958,-0.0109,0.0490,1.0000,hispanic,white,0.0719
63,executive,0.8250,0.0054,0.0610,1.0000,hispanic,white,0.0805
64,farmer,0.9219,0.0340,0.0662,1.0000,hispanic,white,0.1086
65,firefighter,0.5333,0.0223,0.0943,0.8750,hispanic,black,0.2448
66,fireman,0.6923,-0.0328,0.1140,1.0000,hispanic,black,0.1982
67,football player,0.8194,-0.0026,0.0747,1.0000,hispanic,white,0.1275
68,foster parent,0.9167,-0.0334,0.0605,1.0000,hispanic,white,0.0309
69,gambler,0.7500,0.0085,0.0556,1.0000,hispanic,black,0.0713
70,grocer,0.6923,-0.0540,0.0951,1.0000,hispanic,white,0.1868
71,guard,0.8077,-0.0291,0.1051,1.0000,hispanic,black,0.1494
72,guitarist,0.7885,0.0393,0.0917,1.0000,hispanic,white,0.0844
73,hairdresser,0.5312,-0.0443,0.0607,1.0000,hispanic,black,0.0788
74,handball player,0.8125,-0.0561,0.0921,1.0000,asian,white,0.0376
75,handyman,0.9500,-0.0419,0.0853,1.0000,hispanic,white,0.1273
76,historian,0.9250,-0.0553,0.0887,1.0000,hispanic,white,0.1740
77,hostess,0.5625,-0.1089,0.0889,1.0000,hispanic,black,0.0942
78,housekeeper,0.6964,-0.0709,0.0748,1.0000,hispanic,white,0.1044
79,illustrator,0.7500,0.0052,0.0594,1.0000,hispanic,white,0.1173
80,inspector,0.9706,-0.0284,0.0704,1.0000,hispanic,white,0.0879
81,janitor,0.6538,-0.0394,0.0806,1.0000,hispanic,black,0.0944
82,journalist,0.6364,0.0107,0.0634,1.0000,hispanic,white,0.1290
83,judge,0.8269,-0.0240,0.0776,1.0000,hispanic,white,0.0921
84,laborer,0.8036,0.0068,0.0833,1.0000,hispanic,white,0.1371
85,landlord,0.9000,0.0257,0.0802,1.0000,hispanic,white,0.0481
86,lawn mower,0.4583,-0.0268,0.0761,1.0000,white,asian,0.0333
87,lawyer,0.9062,-0.0446,0.0784,1.0000,hispanic,white,0.0546
88,librarian,0.8654,-0.0350,0.0685,1.0000,hispanic,white,0.0995
89,lifeguard,0.6667,-0.0261,0.0632,1.0000,hispanic,white,0.0643
90,linguist,0.9091,-0.0109,0.0648,1.0000,hispanic,white,0.1967
91,magician,0.8438,-0.0109,0.0989,1.0000,hispanic,white,0.1206
92,manager,0.8571,-0.0254,0.0718,1.0000,hispanic,black,0.0857
93,mathematician,0.7885,-0.0217,0.0623,1.0000,hispanic,white,0.0646
94,mechanic,0.9000,0.0236,0.0792,1.0000,hispanic,black,0.0849
95,medical student,0.7917,0.0126,0.0726,1.0000,hispanic,white,0.1195
96,model,0.8864,0.0013,0.0580,1.0000,hispanic,black,0.0945
97,mover,0.6500,0.0983,0.1179,1.0000,hispanic,black,0.0736
98,musician,0.9125,0.0078,0.0710,1.0000,hispanic,white,0.1479
99,nurse,0.8929,-0.0225,0.0521,1.0000,hispanic,black,0.0963
100,office worker,0.7353,-0.0031,0.0711,1.0000,hispanic,black,0.1838
101,opera singer,0.6429,-0.0165,0.0663,1.0000,hispanic,white,0.2270
102,painter,0.7812,0.0241,0.0671,1.0000,hispanic,white,0.1981
103,pensioner,0.8571,-0.0322,0.0782,1.0000,hispanic,black,0.1166
104,performing artist,0.8036,-0.0085,0.0706,1.0000,hispanic,white,0.1639
105,pharmacist,0.3958,-0.0250,0.0913,1.0000,hispanic,white,0.1364
106,photographer,0.6364,-0.0040,0.0909,1.0000,asian,black,0.1225
107,physician,0.9615,-0.0445,0.0664,1.0000,hispanic,white,0.0442
108,physicist,0.7167,0.0080,0.0678,1.0000,hispanic,white,0.1286
109,pianist,0.7500,0.0289,0.0599,1.0000,hispanic,white,0.1118
110,pilot,0.8676,0.0391,0.0708,1.0000,hispanic,black,0.0814
111,plumber,0.6250,-0.0264,0.0750,1.0000,hispanic,black,0.0802
112,poet,0.8824,-0.0072,0.0625,1.0000,hispanic,white,0.1505
113,police officer,0.5000,0.0118,0.0686,1.0000,hispanic,white,0.1734
114,politician,0.9375,-0.0140,0.0753,1.0000,hispanic,white,0.1134
115,postman,0.7292,-0.0178,0.0845,1.0000,hispanic,white,0.1726
116,producer,0.7059,0.0023,0.0798,1.0000,hispanic,white,0.0733
117,professor,0.9583,0.0175,0.0614,1.0000,asian,white,0.0614
118,prosecutor,0.7273,-0.0016,0.0778,1.0000,hispanic,white,0.0568
119,psychologist,0.8824,-0.0233,0.0649,1.0000,hispanic,white,0.0314
120,radiologist,0.6875,-0.0168,0.0754,1.0000,hispanic,white,0.0604
121,realtor,0.6154,-0.0174,0.0843,1.0000,hispanic,white,0.1117
122,receptionist,0.5882,-0.0915,0.0926,1.0000,hispanic,black,0.0476
123,researcher,0.8971,-0.0266,0.0770,1.0000,hispanic,white,0.0694
124,salesperson,0.7500,-0.0342,0.0691,1.0000,hispanic,white,0.0907
125,scientist,0.9559,-0.0356,0.0711,1.0000,hispanic,white,0.0903
126,secretary,0.7500,-0.0647,0.0748,1.0000,hispanic,white,0.0805
127,security guard,0.7059,-0.0484,0.0993,1.0000,hispanic,black,0.1351
128,servant,0.7679,-0.0811,0.0901,1.0000,hispanic,black,0.1307
129,sheriff,1.0000,-0.0495,0.0990,1.0000,hispanic,white,0.1375
130,singer,0.7812,0.0014,0.0554,1.0000,hispanic,white,0.1852
131,sociologist,0.7857,0.0136,0.0600,1.0000,hispanic,white,0.0835
132,software engineer,0.7794,0.0011,0.0760,1.0000,hispanic,black,0.1036
133,soldier,0.9531,-0.0009,0.0697,1.0000,hispanic,black,0.2075
134,supervisor,0.7292,0.0018,0.1204,1.0000,hispanic,white,0.0698
135,surgeon,0.8438,0.0081,0.0581,1.0000,hispanic,black,0.0922
136,swimmer,0.8571,-0.0240,0.0680,1.0000,hispanic,black,0.1362
137,tailor,0.7917,-0.0352,0.0805,1.0000,hispanic,black,0.0558
138,teacher,0.9231,0.0066,0.0629,1.0000,hispanic,white,0.0341
139,tennis player,0.7143,0.0342,0.0817,1.0000,asian,black,0.0620
140,theologian,0.9107,0.0464,0.0609,1.0000,hispanic,white,0.1172
141,umpire,0.8750,-0.0871,0.0812,1.0000,hispanic,black,0.0425
