,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
133,soldier,0.8456,0.0909,0.0969,1.0000,,,0.1830,0.1399,0.6828,white,asian
48,dentist,0.8456,0.0969,0.0893,1.0000,,,0.1901,0.1397,0.6885,white,asian
57,editor,0.8897,0.0664,0.1049,1.0000,,,0.1733,0.1391,0.7273,white,asian
55,driver,0.8456,0.0682,0.0729,1.0000,,,0.2053,0.1391,0.6431,white,asian
112,poet,0.8235,0.0565,0.0640,1.0000,,,0.2133,0.1387,0.6392,white,asian
109,pianist,0.7794,0.0728,0.0770,1.0000,,,0.1998,0.1384,0.6634,white,asian
85,landlord,0.8456,0.0889,0.0889,1.0000,,,0.1875,0.1382,0.7221,white,hispanic
119,psychologist,0.9118,0.0514,0.0684,1.0000,,,0.2080,0.1382,0.6459,white,asian
107,physician,0.7794,0.0658,0.0695,1.0000,,,0.2061,0.1378,0.6369,white,asian
92,manager,0.8456,0.0974,0.1086,1.0000,,,0.1627,0.1357,0.7449,white,asian
47,delivery,0.8235,0.0421,0.0772,1.0000,,,0.1941,0.1357,0.6405,white,asian
17,author,0.8015,0.0552,0.0741,1.0000,,,0.1972,0.1356,0.6689,white,asian
72,guitarist,0.7794,0.0865,0.0890,1.0000,,,0.1821,0.1356,0.6899,white,asian
11,assistant,0.7794,0.0518,0.0880,1.0000,,,0.1821,0.1351,0.6903,white,asian
10,artist,0.8235,0.0432,0.0743,1.0000,,,0.1957,0.1350,0.6684,white,asian
50,detective,0.8235,0.0852,0.0895,1.0000,,,0.1779,0.1337,0.7156,white,asian
18,baker,0.8456,0.0491,0.0713,1.0000,,,0.1958,0.1335,0.6723,white,asian
117,professor,0.8456,0.0569,0.0739,1.0000,,,0.1909,0.1324,0.6855,white,asian
32,chemist,0.8456,0.0790,0.0716,1.0000,,,0.1928,0.1322,0.6674,white,asian
98,musician,0.7794,0.0788,0.0785,1.0000,,,0.1858,0.1321,0.6719,white,asian
134,supervisor,0.8456,0.0782,0.0951,1.0000,,,0.1680,0.1315,0.7324,white,asian
125,scientist,0.8676,0.0616,0.0685,1.0000,,,0.1941,0.1313,0.6848,white,asian
100,office worker,0.8897,0.0580,0.0879,1.0000,,,0.1741,0.1310,0.7148,white,asian
70,grocer,0.8235,0.0700,0.0812,1.0000,,,0.1804,0.1308,0.7018,white,asian
116,producer,0.8235,0.0731,0.0851,1.0000,,,0.1762,0.1307,0.7038,white,asian
44,counselor,0.8456,0.0551,0.0775,1.0000,,,0.1834,0.1305,0.7025,white,asian
49,designer,0.8235,0.0456,0.0607,1.0000,,,0.2000,0.1304,0.7180,white,hispanic
7,analyst,0.8456,0.0733,0.0905,1.0000,,,0.1692,0.1298,0.7043,white,asian
102,painter,0.7794,0.0609,0.0618,1.0000,,,0.1978,0.1298,0.6715,white,asian
88,librarian,0.8897,0.0404,0.0685,1.0000,,,0.1904,0.1295,0.6945,white,asian
101,opera singer,0.7794,0.0478,0.0738,1.0000,,,0.1844,0.1291,0.7030,white,asian
15,attourney,0.8235,0.0751,0.0818,1.0000,,,0.1763,0.1291,0.6757,white,asian
139,tennis player,0.8015,0.0814,0.0805,1.0000,,,0.1768,0.1287,0.7144,white,asian
77,hostess,0.7794,-0.0388,0.0646,1.0000,,,0.1919,0.1282,0.7240,white,hispanic
89,lifeguard,0.8676,0.0589,0.0788,1.0000,,,0.1744,0.1266,0.7108,white,asian
71,guard,0.8235,0.0650,0.0735,1.0000,,,0.1791,0.1263,0.6938,white,asian
23,broker,0.8456,0.0792,0.0884,1.0000,,,0.1641,0.1263,0.7122,white,asian
111,plumber,0.8456,0.0361,0.0618,1.0000,,,0.1907,0.1262,0.6687,white,asian
136,swimmer,0.7794,0.0423,0.0676,1.0000,,,0.1849,0.1262,0.6820,white,asian
97,mover,0.8897,0.0721,0.0836,1.0000,,,0.1686,0.1261,0.6917,white,asian
104,performing artist,0.8015,0.0539,0.0833,1.0000,,,0.1632,0.1233,0.7214,white,asian
127,security guard,0.8676,0.0846,0.0852,1.0000,,,0.1614,0.1233,0.7304,white,asian
73,hairdresser,0.7794,0.0438,0.0713,1.0000,,,0.1744,0.1229,0.7093,white,asian
138,teacher,0.8897,0.0494,0.0701,1.0000,,,0.1755,0.1228,0.7496,white,hispanic
45,dancer,0.8015,0.0220,0.0632,1.0000,,,0.1818,0.1225,0.6932,white,asian
130,singer,0.7794,0.0357,0.0670,1.0000,,,0.1776,0.1223,0.7054,white,asian
42,construction worker,0.9118,0.0674,0.0832,1.0000,,,0.1602,0.1217,0.7440,white,asian
39,comedian,0.8015,0.0736,0.0784,1.0000,,,0.1648,0.1216,0.7504,white,asian
78,housekeeper,0.8015,-0.0375,0.0712,1.0000,,,0.1706,0.1209,0.7710,white,hispanic
79,illustrator,0.8015,0.0539,0.0698,1.0000,,,0.1694,0.1196,0.7735,white,hispanic
21,bartender,0.7794,0.0671,0.0740,1.0000,,,0.1652,0.1196,0.7304,white,asian
54,drawer,0.8235,0.0416,0.0595,1.0000,,,0.1786,0.1191,0.6698,white,asian
26,butcher,0.8235,0.0862,0.0836,1.0000,,,0.1529,0.1183,0.7328,white,asian
110,pilot,0.8897,0.0611,0.0724,1.0000,,,0.1640,0.1182,0.7580,white,hispanic
135,surgeon,0.7794,0.0622,0.0711,1.0000,,,0.1646,0.1179,0.7103,white,asian
99,nurse,0.8235,-0.0416,0.0811,1.0000,,,0.1521,0.1166,0.7673,white,asian
14,attendant,0.7794,0.0210,0.0659,1.0000,,,0.1668,0.1164,0.7488,white,asian
106,photographer,0.8456,0.0540,0.0619,1.0000,,,0.1681,0.1150,0.7325,white,asian
46,dealer,0.8897,0.0647,0.0767,1.0000,,,0.1526,0.1147,0.7232,white,asian
31,chef,0.8015,0.0720,0.0759,1.0000,,,0.1511,0.1135,0.7698,white,hispanic
81,janitor,0.9118,0.0792,0.0827,1.0000,,,0.1439,0.1133,0.7830,white,asian
82,journalist,0.9118,0.0532,0.0627,1.0000,,,0.1629,0.1128,0.7524,white,asian
64,farmer,0.8676,0.0787,0.0768,1.0000,,,0.1452,0.1110,0.7691,white,asian
36,cleaner,0.8235,0.0497,0.0751,1.0000,,,0.1427,0.1089,0.7856,white,hispanic
86,lawn mower,0.8456,0.0747,0.0812,1.0000,,,0.1341,0.1077,0.7415,white,asian
43,cook,0.8676,0.0496,0.0632,1.0000,,,0.1519,0.1076,0.7423,white,asian
38,coach,0.8456,0.0670,0.0742,1.0000,,,0.1406,0.1074,0.7628,white,asian
123,researcher,0.8676,0.0550,0.0637,1.0000,,,0.1256,0.0947,0.8033,white,asian
