,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
16,comfortable,0.7794,0.0499,0.0692,0.8750,,,0.2952,0.1822,0.4604,white,asian
54,impoverish,0.7794,0.0357,0.1078,0.8750,,,0.2561,0.1819,0.5525,black,asian
42,gross,0.8456,0.0495,0.0988,0.8750,,,0.2636,0.1812,0.4735,white,asian
32,fine,0.8235,0.0309,0.0776,0.8750,,,0.2839,0.1808,0.4660,white,asian
25,dishonest,0.8456,0.0542,0.1006,1.0000,,,0.2603,0.1805,0.5325,black,asian
17,complex,0.8235,0.0401,0.0850,0.8750,,,0.2753,0.1802,0.4675,white,asian
27,emotional,0.8015,0.0307,0.0752,0.8750,,,0.2845,0.1798,0.4881,white,asian
89,smart,0.8456,0.0379,0.0748,0.8750,,,0.2840,0.1794,0.5216,white,asian
29,fat,0.7794,0.0352,0.0790,0.8750,,,0.2795,0.1793,0.4499,white,asian
85,sad,0.8456,-0.0007,0.0778,0.8750,,,0.2785,0.1782,0.5543,white,asian
19,crafty,0.8456,0.0413,0.0877,0.8750,,,0.2674,0.1775,0.4976,white,asian
7,burly,0.7794,0.1088,0.1434,1.0000,,,0.2114,0.1774,0.6030,white,asian
50,ignorant,0.7794,0.0446,0.0831,0.8750,,,0.2710,0.1771,0.4778,white,asian
40,good,0.8897,0.0330,0.0787,0.7500,,,0.2727,0.1757,0.4707,white,asian
101,terrible,0.8676,0.0158,0.0862,0.8750,,,0.2649,0.1756,0.5196,white,asian
48,hopeless,0.8235,0.0360,0.0982,0.8750,,,0.2522,0.1752,0.5221,white,asian
110,uptight,0.8015,0.0291,0.0906,0.8750,,,0.2595,0.1750,0.5365,white,asian
13,clean,0.8235,0.0403,0.0841,0.8750,,,0.2650,0.1745,0.4644,white,asian
51,immature,0.8235,0.0197,0.0940,1.0000,,,0.2539,0.1740,0.5843,black,asian
102,thin,0.7353,0.0447,0.0859,0.7500,,,0.2619,0.1739,0.4032,white,asian
91,sneaky,0.8235,0.0370,0.0706,0.8750,,,0.2770,0.1738,0.5293,white,asian
100,talkative,0.8456,0.0278,0.0811,0.8750,,,0.2650,0.1730,0.5571,white,asian
88,slim,0.8015,0.0294,0.0874,0.7500,,,0.2586,0.1730,0.4623,white,asian
67,naive,0.8456,0.0296,0.0718,1.0000,,,0.2741,0.1730,0.5166,white,asian
75,proud,0.8235,0.0488,0.0740,0.8750,,,0.2690,0.1715,0.5347,white,asian
81,rich,0.8676,0.0579,0.0690,0.8750,,,0.2716,0.1703,0.4871,white,asian
71,odd,0.8456,0.0395,0.0792,0.8750,,,0.2587,0.1690,0.5304,white,asian
57,irresponsible,0.8676,0.0325,0.0856,1.0000,,,0.2522,0.1689,0.5985,black,asian
3,awful,0.8676,0.0135,0.0754,0.8750,,,0.2618,0.1686,0.5379,white,asian
104,tough,0.8456,0.0505,0.0773,0.8750,,,0.2592,0.1682,0.5905,white,hispanic
15,colorful,0.8676,0.0344,0.0695,0.7500,,,0.2659,0.1677,0.5790,white,asian
10,careful,0.8235,0.0341,0.0604,0.8750,,,0.2749,0.1677,0.5090,white,asian
76,quick,0.8456,0.0525,0.0804,1.0000,,,0.2548,0.1676,0.5491,white,asian
74,powerful,0.8235,0.0523,0.0869,0.7500,,,0.2483,0.1676,0.4887,white,asian
78,ready,0.8235,0.0299,0.0695,0.8750,,,0.2652,0.1674,0.5140,white,asian
6,brave,0.8456,0.0575,0.0859,0.8750,,,0.2474,0.1667,0.5640,white,asian
68,nervous,0.7794,0.0446,0.0668,0.8750,,,0.2658,0.1663,0.5575,white,asian
106,ugly,0.8676,0.0110,0.0836,0.5000,,,0.2476,0.1656,0.4571,white,asian
61,luxurious,0.7574,0.0169,0.0555,0.8750,,,0.2756,0.1656,0.4726,white,asian
90,smelly,0.7794,0.0373,0.0683,0.8750,,,0.2621,0.1652,0.4885,white,asian
84,rude,0.7794,0.0327,0.0680,0.8750,,,0.2624,0.1652,0.5656,white,asian
45,harsh,0.8456,0.0639,0.0766,1.0000,,,0.2520,0.1643,0.5484,white,asian
23,desperate,0.8456,0.0217,0.0729,0.8750,,,0.2534,0.1632,0.5741,white,asian
107,uncare,0.8235,-0.0311,0.1072,1.0000,,,0.2176,0.1624,0.6326,black,asian
35,fragile,0.8456,-0.0063,0.0691,0.8750,,,0.2556,0.1624,0.5312,white,asian
2,attractive,0.8235,0.0162,0.0710,1.0000,,,0.2527,0.1618,0.5504,white,asian
11,careless,0.7794,0.0277,0.0896,1.0000,,,0.2338,0.1617,0.5804,black,asian
112,weak,0.8456,0.0442,0.0866,0.8750,,,0.2327,0.1596,0.5341,white,asian
24,dirty,0.8235,0.0373,0.0667,0.8750,,,0.2494,0.1580,0.5555,white,asian
115,welcome,0.8015,0.0292,0.0617,0.8750,,,0.2544,0.1580,0.5600,white,asian
109,upset,0.8015,0.0275,0.0730,0.8750,,,0.2417,0.1574,0.5681,white,asian
0,angry,0.8456,0.0395,0.0806,1.0000,,,0.2340,0.1573,0.5943,white,asian
28,excited,0.8235,0.0308,0.0634,0.8750,,,0.2504,0.1569,0.5483,white,asian
79,respected,0.7794,0.0545,0.0705,1.0000,,,0.2426,0.1565,0.5935,white,asian
44,happy,0.8235,0.0235,0.0681,0.8750,,,0.2402,0.1541,0.5764,white,asian
49,horrible,0.8676,0.0037,0.0797,1.0000,,,0.2274,0.1535,0.5875,white,asian
60,loud,0.8235,0.0434,0.0666,1.0000,,,0.2392,0.1529,0.5625,white,asian
46,healthy,0.8456,0.0312,0.0841,0.8750,,,0.2215,0.1528,0.5801,white,asian
96,stupid,0.9338,0.0291,0.0680,1.0000,,,0.2370,0.1525,0.5490,white,asian
94,strong,0.8456,0.0426,0.0685,0.8750,,,0.2363,0.1524,0.5514,white,asian
69,nice,0.9118,0.0220,0.0592,1.0000,,,0.2446,0.1519,0.5888,white,hispanic
37,friendly,0.8015,0.0501,0.0717,1.0000,,,0.2292,0.1505,0.6116,white,asian
38,gentle,0.8015,0.0251,0.0640,0.8750,,,0.2354,0.1497,0.5679,white,asian
31,filthy,0.8676,0.0365,0.0715,0.8750,,,0.2279,0.1497,0.5729,white,asian
59,lazy,0.8235,0.0496,0.0912,0.7500,,,0.2019,0.1466,0.5287,white,asian
87,skinny,0.7794,0.0214,0.0674,0.8750,,,0.2256,0.1465,0.5096,white,asian
21,dangerous,0.8456,0.0445,0.0683,1.0000,,,0.2242,0.1462,0.5945,white,asian
47,homeless,0.8897,0.0557,0.0805,1.0000,,,0.2110,0.1457,0.6761,white,asian
108,uneducated,0.8676,0.0320,0.0878,1.0000,,,0.2013,0.1445,0.6505,white,asian
111,violent,0.8456,0.0457,0.0847,1.0000,,,0.2031,0.1439,0.6324,white,asian
14,clever,0.8456,0.0442,0.0731,1.0000,,,0.2080,0.1406,0.5967,white,asian
39,gifted,0.8676,0.0319,0.0708,1.0000,,,0.2035,0.1372,0.6448,white,asian
66,naggy,0.8897,0.0265,0.0747,1.0000,,,0.1970,0.1358,0.6281,black,asian
52,important,0.8676,0.0350,0.0632,1.0000,,,0.2080,0.1356,0.6644,black,asian
97,successful,0.8456,0.0435,0.0737,1.0000,,,0.1973,0.1355,0.6731,white,asian
93,strange,0.8456,0.0238,0.0691,1.0000,,,0.1960,0.1326,0.6474,white,asian
98,supportive,0.8456,0.0338,0.0709,1.0000,,,0.1906,0.1307,0.6941,white,asian
80,retarded,0.8897,0.0409,0.0984,1.0000,,,0.1623,0.1303,0.7125,white,asian
12,cautious,0.7794,0.0514,0.0607,1.0000,,,0.1915,0.1261,0.6770,white,asian
1,annoying,0.8235,0.0115,0.0647,1.0000,,,0.1800,0.1224,0.7173,white,asian
20,crazy,0.8676,0.0287,0.0617,1.0000,,,0.1706,0.1162,0.7138,white,asian
114,weird,0.8676,0.0237,0.0692,1.0000,,,0.1582,0.1137,0.7265,white,asian
99,suspicious,0.8456,0.0394,0.0606,1.0000,,,0.1556,0.1081,0.7332,white,asian
